en	twi
I’m beginning to be convinced there is some kind of cartel arrangement between the banks because this shouldn’t be happening in a competitive environment.”	Mreyɛ anya nteaseɛ bi sɛ sikakorabea ahodoɔ no ayɛ menkomanya nhyehyɛe bi a ɛnsɛ sɛ ɛsi wɔ baabi a akansie kɔ soɔ.”
They know that they did not deserve [the praise] and may conclude that they cannot trust you.	Ɛba saa a wɔrennye wo nni bio.
Judges sometimes refer to it as justification. The key argument is that extraordinary measures overriding current legal rights are permissible if the intent and action is in the line of duty and will preserve larger public interests.	Ɛtɔ da a atɛnmuafoɔ ka sɛ ɛfa ne kwan so. Akyinnyedeɛ a ɛwɔ yei mu no kyerɛ sɛ sɛ nneeyɛ bi boa nnipa dɔm a ɛho nhia sɛ yɛde mmaranim ho fahodie kyekyere yɛn nkɔn.
Can you think of ways that the hurtful speech could have been replaced with kind expressions?	So wubetumi asusuw nsɛm bi a ɛyɛ dɛ a anka wubetumi de asi anoɔyaw no ananmu?
Kwaku's house was destroyed by a hurricane.	Ahum bi sɛee Kwaku fie.
HOW TO TEACH HUMILITY	SƐNEA WOBƐKYERƐ WO BA AHOBRƐASE
Rather than shield your children from every hardship, prepare them for the challenges they will face as adults.​	Afei wubetumi akyerɛ no nea woyɛ bere a nneɛma ankɔ sɛnea wohwɛ kwan no. Sɛ́ anka wobɛbɔ wo mma ho ban afi ɔhaw biara ho no, siesie wɔn ma wonhu sɛnea sɛ wonyin na wohyia ɔhaw a wobedi so.​
I wish I wouldn't have to meet you again.	Me yam a anka merekohyia wo bio.
In effect, she is saying, “You hurt me, so I am going to hurt you back.”	Wɔ saa kwan yi so no, nea ɔbea no reka ne sɛ, “Woayɛ ade ma ayɛ me yaw, enti me nso mɛyɛ wo bi atua ka.”
He's always trying to say something to us.	Ɔrebɔ mmɔden bere nyinaa sɛ ɔbɛka biribi akyerɛ yɛn.
Parents have a prior right to choose the kind of education that shall be given to their children.	Awofo wɔ kyɛfɑ ɑnɑɑ hokwɑn ɑ ɛso sɛ wɔbɛpɑw nhomɑsuɑ ko ɑ wɔpɛ ɑmɑ wɔn mmɑ.
The Supreme Court has rejected a ¢1.27 billion judgment debt claim from the state by NDK Financial Services.	Ɔman Kɔɔto Baatan abɔ Ghana Sika ɔpepem baako akyire-pɔ aduonu nson (ȼ1,270,000.00) a, NDK, Sika Adwuma no hyɛɛ sɛ ɔman no ntua mma no sɛ atemmuo ka no agu.
The National Labour Commission hereby directs that with this intervention and in pursuance of section 161 of the Labour Act 2003 (Act 651), the Union should call off the ongoing strike and/or any further intended action immediately for the parties to appear before the Commission as scheduled,” the Commission had said in a statement.	Ekuo a ɛhwɛ Apaadie so kyerɛ sɛ ɔde n’ano ato asɛm yi mu pɛ sɛ nneɛma totɔ yiye no, wogyina afe 2003, Apaadie Mmara, ne fa a ɛto so 161, (Mmara 651) no so sɛ, Ayaresabea Nkabom Akuo no ntwe atuateɛ a ɛrekɔ so no, ne nneyɛe bi a ɛbɛba no nsɛnsɛne animanim yi ara, na afa ahodoɔ no nyinaa nhyia Apaadie kuo no sɛdeɛ wɔahyehyɛ no.” Apaadie kuo no na ɛde saa asɛm yi too dwa.
The police caught Kwabena red-handed, breaking into a house in our neighborhood.	Polisifo no kyeree Kwabena kɔkɔɔ (a wɔfrɛ no Kwabena) kɔɔ fie bi mu wɔ yɛn mpɔtam hɔ.
When we travel, we can easily forget about our stressors and recharge.	Ƹberɛ a yetu kwan no, yɛbɛtumi ama yɛn werɛ afiri nneɛma a ɛde ɔhaw brɛ yɛn no na yɛasan aba tebea ɛyɛ pɛ mu.
Such words can help your partner to heal.	Enti kyɛwpa no bɛma wo yere anaa wo kunu koma atɔ ne yam.
“I was here around 5.30am. It is almost 12:00pm, and I just got vaccinated.	“Mebɛduruu ha bɛyɛ anɔpa nɔn num. Ɛkɔ bɔ nɔn dubaako afei na yabɔ me paneɛ.
It can also be one of the most nerve-racking. Do the following scenarios sound familiar?	Ebetumi nso ayɛ bere a wobɛteetee paa. So nea edidi so yi bi kɔ so wɔ w’abusua mu?
Write down one or two areas in which you could extend a little more freedom to your adolescent. Explain to him that you are extending this freedom on a trial basis.	Kyerɛw nneɛma bi a wubetumi ama wo ba a wadu mpanyin afe so no anya ahofadi kakra wom no ho asɛm to hɔ. Kyerɛkyerɛ mu kyerɛ no sɛ wode hokwan yi rema no de asɔ no ahwɛ.
You can't drink seawater because it's too salty.	Wuntumi nnom ɛpo nsu esiane sɛ nkyene no dɔɔso dodo nti
What else do you want me to read?	Dɛn bio na wopɛ sɛ mekenkan?
I did not have to sacrifice my family just to pursue a career.	“Ankɔhia sɛ mede m’abusua bɛbɔ afɔdeɛ sɛdeɛ mɛkɔ so ayɛ m’adwuma nti.
You could take on extra shifts at your current job, perform seasonal work, tutor a student, recycle, or make your hobby into a home business.	Mubetumi de nnɔnhwerew kakra aka bere a mode yɛ adwuma no ho. Nneɛma bi a anka mobɛtow agu kwa no, mubetumi atɔn; mubetumi nso ahyɛ gua ketewa bi wɔ fie.
The missing cat has not been found yet.	Wahu kra a wayera no.
Kwabena put a piece of dry ice into a cup of water.	Kwabena de nsukyenee bi a awo hyɛɛ nsu kuruwa bi mu.
She looked at several dresses and decided on the most expensive one.	Ɔhwɛɛ ntade pii, na osii gyinae sɛ ɔde nea ne bo yɛ den paa no bedi dwuma.
When a road that was built barely a year ago develops potholes, someone or some people have been breaking the law or cutting corners.	Sɛ amena bɛdeda kwan foforɔ a ɛnni afe mu a obi anaa nnipa bi na abu mmara so anaa twitwaa nneɛma tiawa.
It is up to us”, she pointed out.	Ƹsɛ yɛn ara,” ɔka kaa ho.
As a couple, it may be difficult to talk about money, but do not let money cause problems in your marriage.	Ɛtɔ da a, ɛyɛ den ma awarefo sɛ wɔbɛtena ase asusuw wɔn sikasɛm ho, nanso mma sikasɛm mfa wantwiwantwi mma w’aware mu.
If you start with harsh words, the chances of reaching a peaceful compromise are slim.	Sɛ mode ntɔkwa firi aseɛ a, ɛbɛyɛ den sɛ ɛbɛwie asomdwoeɛ mu.
Do not pressure your mate to correct the children.	Nhyɛ no sɛ ɔnkasa nkyerɛ ne mma no.
Others, whose jobs are not so demanding, still find it difficult to leave their job behind them at the end of the day.	Ebinom nso de, wɔn adwuma no nte saa. Nanso sɛ wɔpɔn adwuma a, wontumi nnyaw adwuma no hɔ, na wɔasan de aba fie
He mentioned that aside the building the capacity of participants, the Seeds for the Future trains participants to become problem solvers and also inspires entrepreneurship.	Ɔkaa sɛ, yɛyi sɛdeɛ wɔrepagya nnipa a wɔrefa adesua no mu ama wɔn nimdeɛ akɔ soro no, Seed for the Future tete adesuafoɔ no ma wɔyi ɔhaw firi hɔ na ɛkanyan ankorɛankorɛ adwumabue.
Fiifi chanced upon some skeletons in the cupboard when he was researching his family history.	Fiifi hu nneama bɔne bi bere a na ɔreyɛ n'abusua abakɔsɛm mu nhwehwɛmu no
According to the Commission, preliminary investigations indicate that the small-scale miners were working illegally at the site which falls within the prospecting license of Persus.	Asoeɛ no kyerɛ sɛ nhwehwɛmu ada nadi sɛ na galamsey adwumayɛfoɔ yi reyɛ adwuma wɔ asaase bi a na ɛnsɛ sɛ wɔyɛ so adwuma a ɛhyɛ Persus nsa.
We have had regular elections and sitting governments have been defeated, and there have been peaceful transfers of power.	Yato aba mprɛ bebree a aban a ɛte adeɛ so no adi ntwo nanso ntɔkwa biara ansi aban sesa mu.
I will write to you next week.	Nnawɔtwe a edi hɔ no, mɛkyerɛw mo.
How to Promote Peace in the Family	Nea Ɛbɛma Asomdwoe Atena Fie
In all, there are 39 deputy ministers appointed under 24 portfolios and one Minister of State.	Yɛboa ne nyinaa ano a asoafoɔ abɛdiakyire aduasa nkron a wɔhyɛ asoeɛ aduonu nan ase ɛna ɔman soafoɔ baako.
It said the accused persons armed their employees with guns to protect their unlawful activities.	Ɔsan kaa sɛ, nnipa a mmara adi wɔn yi de atuo ama wɔn nnwuayɛfoɔ sɛ wɔmfammɔ wɔn ho ban wɔ adwuma a ɛmfa Kwan mu no ho.
According to him, the application of larvicide is crucial in combating the development state of the vector.	Ɔkyerɛɛ mu sɛ larvacide aduro yi ho abɛhia paa wɔ ɔko a yɛreko atia ntontom nkosua toɔ mu.
The entire Law Village Project, according to the President, will cost about US$55 million.	Ɔmanpanin kyerɛɛ mu sɛ Law Village dansie boɔ no yɛ US dollar ɔpepem aduonu num.
“The Allied Health Professional Council regulates Allied Health Professionals, and the list is clearly stated in the schedule of Act 857 and it lists those who are allied health professionals – you must be a lab technician, you must necesserily be a medical laboratory technologist or a medical laboratory scientist.	Apɔmuden Adwumayɛfoɔ Kuo no tenetene apɔmuden adwumayɛfoɔ pɛ sɛnea watwerɛ no pefee wɔ Act 857 mmara mu no sɛ wɔn a ɔyɛ apɔmuden dwumayɛni - ɛwɔ sɛ woyɛ abɔdeɛ mu mpɛnsɛmpɛnsɛmmubea nimdefoɔ, ɛwɔ sɛ woyɛ apɔmuden mu mpɛnsɛmpɛnsɛmmubea nimdefoɔ anaa abɔdeɛ mu mpɛnsɛmpɛnsɛmmubea nyansafoɔ.
If my daughter is not dependable enough to keep her curfew, how will she keep a job?”	Sɛ me babea pue na sɛ ɔmma fie wɔ bere ano a, ɔbɛyɛ dɛn ahwɛ adwuma so yiye daakye?
We will not wait for you to go and say you have not made any profit out of the 1000 so you will not pay us anything.	Yɛntwɛn mma wo mmɛka sɛ woannya hwee amfiri saa tɔn apem enti wontua hwee.
It was difficult for us to decide which one to buy.	Ná ɛyɛ den ma yɛn sɛ yebesi nea ɛsɛ sɛ yɛtɔ ho gyinae.
Ofosu didn't need to paint the fence. They tore it down a week after he painted it.	Na ehu hia se Ofosu de wɔn nsa ka ban no ho aduru nti, na ɛsɛ sɛ wotwa no dapɛn biako akyi bere a wasiesie awie no.
I can make it.	Metumi ayɛ.
Have you ever lived in a rural area?	So woatena akuraa bi ase pɛn?
He however indicated that his personnel will adjust their operations to apprehend the miners.	Nanso ɔkaa sɛ n’asraafoɔ no bɛsesa nneɛma mu na wakyehye nnipa a ɛretu fagudeɛ yi.
Do you know a man named Samba Jackson by any chance?	So wunim ɔbarima bi a wɔfrɛ no Samba Jackson a hwee nsii?
What's your favorite place to go when you want to think?	Sɛ wopɛ sɛ wususuw ho a, dɛn na wopɛ paa sɛ woyɛ?
And I think that is very practical and impressive	Na medwene sɛ ɛfa abrabɔ ho na ɛdi mu.”
But you may have paused before responding to the second and the third.	Nanso asɛmmisa a ɛto mmienu ne mmiɛnsa no deɛ, ebia ɛtwee wo kakra.
It is also expected that each participant would be able to interpret and use an Enumeration Area (EA) Chart, carry out listing of structures and complete a listing form.	Ƹbɛhia sɛ obiara a ɔde ne ho ahyɛ nteteɛ no mu no bɛtumi akyerɛkyerɛna ɔde nwoma/krataa a wɔfrɛ no ‘EA Chart’ adi dwuma, atumi atwerɛtwerɛ adan ho na wɔahyehyɛ no krataa so.
Start small by reading brief sections of text at first and then gradually increasing the amount. Read out loud, softly, to keep focused on the material.	Sɛ worekenkan biribi a, nkenkan bebree, yɛ no nkakrankakra. Ebia wubetumi akan nkyekyɛm baako anaa mmienu bi. Afei bere rekɔ so no, fa bi ka ho. Bio nso, ɛyɛ a tɔ wo bo ase kenkan ma empue w’ano.
During a conflict, partners with such attitudes may view each other as adversaries rather than allies and use words that hurt rather than heal.	Sɛ akasakasa si awarefo a wɔte saa ntam a, sɛ anka wobebu wɔn ho sɛ ayɔnkofo no, wobu wɔn ho sɛ atamfo na wɔkeka nsɛm a ɛyɛ yaw tia wɔn ho.
The car is ready.	Ná kar no ayɛ krado.
Is there something you want?	Biribi wɔ hɔ a wopɛ?
The incident occurred on March 26, 2021, but the Ambulance Service’s attention was drawn to the development only when the video went viral on social media.	Asɛm yi sii Ɔbɛnem 26, 2021, nanso Ambulance adwumakuo adwene baa so berɛ a fidio yi kɔɔ mmeammea bebree wɔ abɛɛfo ntentan kɛseɛ no so.
My wife spends money as if I were the richest man in town.	Me yere di sika te sɛ nea meyɛ ɔdefo wɔ kurow kɛse mu
The Authority was awarded for its outstanding commitment to using technology to support remote learning to promoting information skills, literacy and reading.	Wɔbɔɔ Authority yi aba so ɛsiane sɛ hyɛ a wɔde wɔn ho hyɛɛ technology mu de boaa akyirikyiri adesua wɔ nkratoɔ, nwomasua ne akenkan mu.
At least three of the people pulled out of the wreckage have been confirmed dead, including a victim believed to be 10 years old.	Nnipa mmeɛnsa a wayi wɔn afiri amena no mu nyinaa awuwu. Abɔfra a wadi mfeɛ du ka ho.
Ghana’s total public debt stock has increased once again according to new data released by the Bank of Ghana.	Akonta a ɔman yi banke baatan (Bank of Ghan) de ato dwa foforɔ ada no adi sɛ, ɛka a Ghana deɛ no akɔ soro bio.
Your mind may be on other things just now. If so, do not pretend to listen. If possible, put aside what you are doing and give your mate your full attention, or perhaps you could ask your mate to wait until you are able to do so.	Ebia saa bere yi w’adwene wɔ biribi foforo so. Sɛ ɛte saa a, ɛnyɛ wo ho te sɛ nea woretie no. Sɛ ɛbɛyɛ yiye a, gyae nea woreyɛ no na yɛ aso tie nea wo hokafo no reka no, anaa wubetumi aka akyerɛ wo hokafo no sɛ ɔntwɛn ansa na wahwehwɛ bere a ɛfata de atie no.
“This is the President of the Republic.	"""Yei yɛ Ghana manpanin."
Kɔtɔnima da a ɛto so aduonu mmeɛnsa. The projects are being funded through the MP’s share of the District Assemblies Common Fund (DACF).	Mmarahyɛbɛdwani yi kyɛfa a ɛfiri District Assemblies Common Fund (DACF) mu na wɔde resi dan yi.
How can you control your anger in explosive situations?	Biribi saa si a, wobɛyɛ dɛn ahyɛ w’abufuw so na woanyɛ ade antra so?
Asamoah is irritating because he always has to have the last word in any argument.	Asamoa ho yɛ abufuw efiri sɛ abere biara no ɛsɛ sɛ ɔde asɛm a etwa to no di dwuma wɔ akyinnyegye biara mu
Thus parents buy them stuff. And children are excited, but only for a short period of time. Then they want even more stuff.	Enti awofo no nso totɔ nneɛma ma wɔn. Eyi ma mmofra no ani gye bere tiaa bi, nanso ɛnkyɛ na wɔsan pɛ nneɛma foforo bio.”
He told us such a funny story that we all laughed.	Ɔkaa aseresɛm bi kyerɛɛ yɛn ma yɛn nyinaa serewee.
Veteran Ghanaian actress, Akofa Edjeani, says it is about time Ghanaians and Africa as a whole start telling their own stories through movies.	Ghana Siniyɛni Akofa Edjeani a wakwadare wɔ Sini mu aka sɛ aduru ɛberɛ a Ghanafoɔ ne Abibirem Africa ɛbom hyɛ aseɛ sɛ wɔnam siniyɛ so bɛka wɔn nsɛm.
Do you think there is another answer to this difficult problem?	Wususuw sɛ ɔhaw a emu yɛ den yi ho mmuae foforo wɔ hɔ?
Sometimes it’s hard to say ‘I’m sorry’ because my ego gets in the way,” admits a husband named Charles.	Ɔbarima bi a ɔde Charles * ka sɛ, “Ɛtɔ mmere bi a, mefɛre sɛ mebue m’ano aka ‘mepa wo kyɛw.
I thought you didn't want to talk to us.	Ná misusuw sɛ wompɛ sɛ wo ne yɛn kasa.
There was so much I had to do, and I had also booked an important appointment that I really had to be present for.	“Na nneɛma bebree wɔ hɔ a ɛsɛ sɛ meyɛ, na masan nso ahyehyɛ nhyiamu titire bi a ɛhia sɛ mewɔ hɔ.
This resulted in heated exchanges among the Parliamentarians, with one of South Africa’s representatives, Economic Freedom combaters’ Leader, Julius Malema, threatening to “kill” a fellow Parliamentarian	Saa asɛm yi de ka-na-menka a ano yɛ dene baa Mmarahyɛbadwafoɔ no ntam, ma onipa a ogyina ma South Africa, Julius Malema, na ɔko ma Sikasɛm Faahodie no, de ekum hunahunaa ne yɔnko Mmarahyɛbadwani. Kaaɛ sɛ “obekum” no.
Her mother's body was only chanced upon on Thursday. Rescuers told Beijing Youth Daily that when they discovered her body, it was frozen in a position that seemed like she was lifting something up.	Na ne maame nipadua no si Yawda pɛ, na wɔn a wɔhwɛ adwuma no so no ka kyerɛɛ wɔn sɛ bere a wohuu ne nipadua no, na ayɛ basaa wɔ tebea bi a na ɛte sɛ nea ɔredi biribi so.
He don't know how long this situation is going to last.	Minnim bere tenten a saa tebea yi bedi.
You need time to study your subject so that you can become familiar with the kind of problems you’ll face in the test.	Ehia sɛ wunya bere sua ade no yiye, sɛnea ɛbɛyɛ a sɔhwɛ a worekɔyɛ no, wubehu n’ani so.
Family Life Counsellor, Rev. Vincent Akwaa, bewailed the recent increase in reported cases of broken homes; a phenomenon he blamed on the reason that most people marry out of pressure.	Abusua Abrabɔ Futufoɔ, Ɔsoafoɔ Vincent Akwaa kyerɛɛ ɔhaw a apɛgya wɔ awaresɛm mu a ama afie agyigya, adeɛ a ɛmfra wɔ awadeɛ a wɔhyɛ nnipa ma wɔkɔ emu no mu.
I told you it was dangerous. The reason you got hurt was because you didn't listen.	Meka kyerɛɛ wo sɛ ɛyɛ hu paa sɛ wobɛyɛ saa, efisɛ woyɛɛ aso tiei.
We are challenging the minister to pay us well and then we’ll provide the quality he wants.	Yɛrehyɛ soafoɔ no bɔ sɛ ɔntua yɛn ka yie na yɛn nso yɛnyɛ adwumapa a ɔpɛ mma no.
Kwabena knew it was too late to call, but he called anyway.	Ná Kwabena nim sɛ aka akyi dodo sɛ ɔbɛkɔ, nanso ɔfrɛɛ no.
Dr Darku further denied assertions that his outfit has inadequate staff to properly supervise road projects across the country, “the Ghana Highway Authority has a total of 173 Engineers across the country, the Department of Urban Roads has 86 and Department of Feeder Roads has 143.”	Dr. Darku annye nsɛm a ɔmanfo nso keka sɛ n’asoeɛ no nni adwumayɛfoɔ dodoɔ a wɔtumi boa ma akwanyɛ nnwuma no kɔ so yiye wɔ ɔman no afanan nyinaa, ɔkyerɛ sɛ Ghana Akwantenpɔn Adwuma no kura Akwanyɛ Nnimdeɛfoɔ (Engineers) Ɔha aduɔson mmiɛnsa, Nkuropɔn Akwan no nso wɔ Nnimdeɛfoɔ Aduɔwɔtwe Nsia (86), ɛna Nkuro Nkɛtewa nso kura Nnimdeɛfoɔ ɔha aduanan mmiɛnsa (143).
The claim that ambulance belongs to [my district] is a lie.”	Sɛdeɛ ɛrekɔ sɛ ambulance no yɛ me mansini no dea no yɛ atorɔ”
He later called for the setting up of an interim leadership committee to steer the affairs of the continental body while preparations are made for the general elections.	Akyire no, ɔsrɛɛ sɛ wɔnte Baasonfoɔ Ekuo a wobegyinam ama Mantam no atoto nneɛma yiye de arwɛne ɛberɛ papa a wobetumi ato aba ayiyi mpaninfoɔ a wobedi Ekuo no anim.
Basically, even at this point I don’t trust myself to make such a decision. When I feel that my personality has been stable for a couple of years, then I’ll think about dating.”	Sɛ mfe bi twam na me ara mihu sɛ me suban ayɛ kama paa a, ɛno na mɛhwɛ sɛ metumi ne obi anantew a.
Now your partner starts talking to you—something about expecting visitors tonight.	Afei wo hokafo nso fi ase ne wo kasa—ɛfa ahɔho a wɔreba abɛsra mo anwummere no ho.
Some people eliminate one or more food groups from their diet, thinking that doing so will help them lose weight.	Ebinom wɔ hɔ a, woyi saa nnuan yi baako anaa nea ɛboro saa fi aduan a wodi mu. Wɔn adwene yɛ wɔn sɛ, sɛ wɔyɛ saa a, ɛremma wɔnyɛ kɛse.
My sister works at the United States Embassy in London.	Me nuabea no yɛ adwuma wɔ United States Embassy wɔ London.
What language do they speak in Switzerland?	Kasa bɛn na wɔka wɔ Switzerland?
The company believes the new intervention will serve as an avenue to make the lives of both business owners and customers much easier.	Adwumakuo yi gye di sɛ, saa akwannya foforɔ yi bɛbue Kwan ama adwumawuranom ne adwadifoɔ/atɔfoɔ abrabɔ ayɛ mmerɛ ama wɔn.
Be assured that compromise need not be a lose-lose proposition—not if you do it right.	Sɛ wohunu deɛ enti a ɛhia sɛ wogyaa mu a, ɛremma wonni yaw
How many times do I have to tell you not to eat candy just before dinner?	Mpɛn ahe na ɛsɛ sɛ meka kyerɛ wo sɛ ɛnsɛ sɛ wudi nnɔkɔnnɔkɔwade ansa na woakɔ adidi?
It was thought that if children were made to feel special, they would grow up with healthy self-esteem.	dwen no ne sɛ, sɛ wɔma mmofra tirim yɛ wɔn dɛ a, sɛ wonyin a wobebu wɔn ho sɛnea ɛsɛ.
Yet, this is the President who has opened up the most space in the political governance arena.	Nanso yei ne manpanin a wabue pono kɛse paa ama amanyɛkuo amammuo.
Mr Amoako-Atta stated that the 6,000 kilometres of roads to be completed falls under critical, cocoa, town roads and asphalt overlays, and the Sinohydro Master Project Support Facility.	Owura Amoako-Atta kaa sɛ kwansini mpem nsia akwan a ɔreyɛ no yɛ akwan a asɛe koraa, nea ɛwɔ nkuro a kookoo wɔ so, nea ɔde kootaa bɛgu so ne Synohydro Master Project Support Facility.
WHY IS HUMILITY IMPORTANT?	ADƐN NTI NA AHOBRƐASE HO HIA?
A dog’s sense of smell is thousands of times more refined than ours.	Sɛnea nnipa te nneɛma hua no, ɛmmɛn kraman de koraa.
Oye asked how much the ticket cost.	Oye bisaa onii ko a tekiti no bo yɛ.
In the Central region, a headmaster at Cape Coast was killed in front of his house on Saturday evening while returning from a meeting.	Wɔ Mfinimfi Mantam mu no, wɔbɔɔ panin bi a ɔda sukuu ano wɔ ne fie anim aberɛ a na wafiri nhyiamu bi ase aba.
When you talk to others about your mate, share “whatever saying is good for building up as the need may be, that it may impart what is favorable to the hearers.”	Sɛ wo ne afoforo redi wo hokafo ho nkɔmmɔ a, ka ‘asɛm biara a eye ma nkɔso a ehia, na ɛde nsɛm a mfaso wɔ so ma atiefo.’
Marriage can be a rewarding and permanent bond.	Aware betumi ayɛ nkabom a ɛtena hɔ daa na mfaso wɔ so.
Every time you get together with your friends, you pair off with the same person of the opposite sex. Are you dating?	Bere biara a wo ne wo nnamfo behyiam no, ɛreyɛ ara ni na wo ne no aka abom denneennen.  Yebetumi aka sɛ wo ne no nam anaa?
First, though, there are a few things you should know about the different communication styles of men and women.	Nea edi kan koraa no, ɛsɛ sɛ muhu sɛ ɛsono ɔbarima na ɛsono ɔbea; obiara ne sɛnea ɔkasa
In the meantime, we want them to suspend the strike,” he stated.	Animanim yi ara no yɛpɛ sɛ wɔn de atuateɛ no ba awieɛ”
More than 160 people are dead, and hundreds more remain missing after catastrophic flooding hit large parts of Western Europe. A desperate search for survivors continues despite great obstacles and difficulties.	Nnipa bɛboro 160 na wɔawuwu, na ɔhaha pii ayera bere a nsuyiri kɛse bi sii wɔ Europa Atɔe fam mmeae pii no.
A grateful spirit has been called a building block of humility.	Sɛ obi kyerɛ nneɛma ho anisɔ a, ɛkyerɛ sɛ ɔbrɛ ne ho ase.
The police’s Directorate of Criminal Investigations (DCI) said a female manager at Tala, a digital lender that issues small loans to Kenyans, met the Ghanaian called Victor Anane through an online dating site.	Polisifo Asoeɛ a wɔhwɛ Abɔnefosɛm so (DCI) se, ɔbaa bi a ɔtua Tala adwumakuo, a wɔnam abɛɛfo ntentan kɛseɛ so ma Kenya manfoɔ bosea nketenkete ano, hyiaa Ghanani Victor Anane wɔ computa so mpenatweɛ fa.
“There are many of them who are in a hurry to assume office even while Parliament has not even considered their nomination.	“Bebree no ara reprepre wɔn ho sɛ ɔbɛhyɛ adwuma ase aberɛ a Mmarahyɛbɛdwafie mpo nnyee wɔn ntoo mu.
This comes after prices at the pumps in Ghana killed up by 12% due to the introduction of some taxes, increases in margins by the National Petroleum Authority, the industry, and price increases on the international market.	Saa adeɛ yi baeɛ berɛ a fango boɔ huri kɔɔ soro, ɔha mu nkyemu dummienu a ne farebae ne ɛtoɔ ahodoɔ mu ntotomu a akuo a wɔhwɛ fango so wɔ Ghana ne Amansan dwa so de baeɛ.
ASP Larye said the suspect was sharing the same double-bed with the victim and that is how the man got the opportunity to take advantage of the young girl.	ASP Larye kyerɛ mu sɛ na ababaawa yi ne mmonnaatoni yi na da mpa koro so nti na ɛnam so maa no nyaa akwanya too no mmonnaa.
We don't want to do what I'm planning to do, but I have no choice.	Mempɛ sɛ mɛyɛ nea mepɛ sɛ meyɛ, nanso mintumi nyɛ ho hwee.
So rather than give up, she may try another approach or simply work harder.	Mmom ɛsɛ sɛ ɔmia n’ani, na ɔsua biribi fi mu. Sɛ biribi na ankɔ yie a, ɔbɛhu nea ɔbɛyɛ ama nneɛma akɔ yie daakye.
Sheldon wasn't excited.	Sheldon ani nnye.
But young ones “are smart enough to see through the exaggeration and conclude that you do not really mean what you say	mmabun “ani ate paa, enti sɛ wode nkamfoɔ a ɛmfata ma wɔn a, wɔhu sɛ woredaadaa wɔn na wonka nokware.
When you are annoyed with your mate, imagine that instead of talking to your partner, you are conversing with a good friend or with your employer.	ɛ wo bo fuw wo hokafo a, fa no sɛ wo ne w’adamfo pa bi anaa w’adwumawura na ɛrekasa na ɛnyɛ wo hokafo no.
I can give you something for your pain.	Metumi de biribi ama wo wɔ ɛyaw a wudi no ho.
He was relieved when she informed him that she had a rich new boyfriend.	Bere a ɔka kyerɛɛ no sɛ wanya mpena foforo a odi yiye no, ne koma tɔɔ ne yam.
This excludes engineers at the District Assemblies.	“Mansini Asambere Ahodoɔ no Nnimdeɛfoɔ no ɛnka Asoeɛ deɛ a ɛwɔ ɛsoro hɔ no ho.”
Even if you need to lose weight, remember that your goal is to be healthy.	Sɛ ehia sɛ wo so tew mpo a, kae sɛ ade a esi w’ani so ne sɛ wubenya apɔwmuden.
After all, it may seem as if everyone else were having a good time, while your own life is in a rut.	Ade yi, wokɔ sohyial media so a, nneɛma a ɛkɔ yiye wɔ nkurɔfo asetena mu no, ɛho mfoni na wɔtaa de gu. Enti anhwɛ yiye a, wubenya adwene sɛ asi wɔn yiye, na wo de, woammɛbɔ bra.
Whiskers also help cats to measure the width of an opening before they attempt to go through it.	Mfemfem koro yi ara ma agyinamoa hu sɛnea tokuru bi kɛse te ansa na ɔbɛwura mu a wawura mu.
I assure all of you that the project is the beginning of greater things to come for the Ghana School of Law.	Mehyɛ mo nyinaa bɔ sɛ yei yɛ nneɛma akɛsea mfitiaseɛ ma Ghana Mmaranim Sukuu no.
They have, however, not been able to execute the bail bond.	Mmom, wɔntumi nyaa sika a ɛda bail no so no.
“I have been reliably informed that 1,000 students were admitted during the 2020/2021 academic year.	“Manya no nteeɛ sɛ asuafoɔ apem na nyaa kwan wuraa sukuu yi mu wɔ 2020/2021 adesua afe yi mu.
Oil firms, Eni and Vitol say they do not oppose unitization but rather working with the Ministry of Energy, the Petroleum Commission and the Ghana National Petroleum Corporation to find a mutually acceptable solution to enable Ghana capitalize on the Afina discovery.	Fango Nnwuma, Eni ne Vitol se, wɔnntia nkabom adwadie, mmom, wɔne Ahoɔdenneɛ Asoɛeɛ, Fango Adwuma no, ne Ghanaman Fango Adwumakuo no reyɛ adwuma abom sɛ Ghana bɛnya siberɛ papa ama Afina Fango Nhwehwɛmu no.
Meanwhile, a CNN report indicates that India reported 196,427 new cases of Covid-19 on Tuesday, May 25, the lowest single-day rise in cases since April 14, 2021.	Mprenpren mu no, CNN kyerɛ sɛ nnipa mpem ɔha ne aduonu nsia akyire ahanan ne aduonu nson na ɛnyaa COVID-19 yareɛ no Ɛbenada, Kɔtɔnima da a ɛtɔ so aduonu num wɔ India man mu. Yei ne dakoro yareɛ nkontabuo a ɛwɔ fam paa fiti Oforisuo da ɛtɔ so dunan wɔ afe mpem mmienu ne aduonu baako mu.
GCB to revolutionize digital banking	GCB nsakraeɛ wɔ abɛɛfo sika adwadiemu
We blazed the trail for participatory democracy and I am confident that out of the ashes of this legal setback, we will mobilize and rekindle the struggle for a better democratic Ghana.”	Yɛn na yɛbɔɔ kwan maa ka bi ma me nka bi amanbuo na mewɔ gyedie sɛ mmara mu nkoguo a yadi yi bɛboa ama yaka yɛho abɔ mu na yako ama ka bi ma me nka bi amanbuo papa wɔ Ghana man mu.
Now the President is combating his own men.	“Seesei Ɔman panin ne ɔno ara nkurɔfoɔ reko.
