english	yoruba
We are certain that Jehovah’s powerful holy spirit is behind their success and that his spirit will also ensure the fulfillment of Jesus’ prophecy: “This good news of the Kingdom will be preached in all the inhabited earth for a witness to all the nations.	Ó dá wa lójú pé ẹ̀mí mímọ́ Jèhófà ló ń jẹ́ kí wọ́n ṣe gbogbo àṣeyọrí tí wọ́n ń ṣe lẹ́nu iṣẹ́ náà, ó sì máa jẹ́ kí àsọtẹ́lẹ̀ Jésù nímùúṣẹ, èyí tó sọ pé: “A ó sì wàásù ìhìn rere Ìjọba yìí ní gbogbo ilẹ̀ ayé tí à ń gbé, kó lè jẹ́ ẹ̀rí fún gbogbo orílẹ̀-èdè.
	
At the end of July and the beginning of August, a series of earthquakes and aftershocks struck the island of Lombok, Indonesia, claiming the lives of at least 436 people and displacing about 350,000.	Ní ìparí oṣù July àti ìbẹ̀rẹ̀ oṣù August, ilẹ̀ mì tìtì léraléra ní erékùṣù Lombok lórílẹ̀-èdè Indonéṣíà, ó gbẹ̀mí ó kéré tán, ọgọ́rùn-ún mẹ́rin ó lé mẹ́rìndínlógójì (436) èèyàn, nǹkan bí ẹgbẹ̀rún lọ́nà ọgọ́rùn-ún mẹ́ta àti àádọ́ta (350,000) ló sì ní láti kúrò níbi tí wọ́n ń gbé.
One of the earthquakes, a magnitude 7.0, flattened buildings and caused hundreds of millions of dollars in damage.	Ọ̀kan lára ìmìtìtì tó wáyé náà lágbára gan-an, ṣe ni àwọn ilé wọlẹ̀ ráúráú, ọgọ́rọ̀ọ̀rún mílíọ̀nù owó dọ́là sì làwọn nǹkan tó bà jẹ́.
Reports from our branch office in Jakarta indicate that there have been no injuries or deaths among our brothers, although some publishers’ homes were damaged.	Ìròyìn tá a gbọ́ láti ẹ̀ka ọ́fíìsì wa nílùú Jakarta ni pé ìkankan nínú àwọn ará wa ò fara pa, ìkankan ò sì kú, bó tiẹ̀ jẹ́ pé ilé àwọn akéde kan bà jẹ́.
Additionally, the facility used for meetings by the 40 publishers who make up the only congregation on the island was damaged.	Bákan náà, ilé tí ìjọ kan ṣoṣo tó wà ní erékùṣù náà ti ń ṣèpàdé bà jẹ́, ogójì (40) akéde ló sì wà nínú ìjọ.
Two representatives from the branch office traveled to the affected area to evaluate any existing need for relief aid and to provide comfort.	Aṣojú méjì láti ẹ̀ka ọ́fíìsì rìnrìn àjò lọ síbi tí àjálù ti ṣẹlẹ̀ yìí kí wọ́n lè mọ ìrànlọ́wọ́ tí àwọn ará ibẹ̀ máa nílò, kí wọ́n sì lè tù wọ́n nínú.
Our prayers continue to be with our brothers during this difficult time, knowing that Jehovah is able to ‘comfort them in all their trials.	A ò dákẹ́ àdúrà lórí àwọn ará wa lásìkò tí nǹkan nira yìí, torí a mọ̀ pé Jèhófà lè ‘tù wọ́n nínú nínú gbogbo ìpọ́njú wọn.
	
A magnitude 7.5 earthquake struck the Indonesian island of Sulawesi on Friday, September 28.	Ní Friday, September 28, ìmìtìtì ilẹ̀ tó lágbára wáyé ní erékùṣù Sulawesi lórílẹ̀-èdè Indonéṣíà.
The earthquake, and a tsunami that followed, has killed over 1,300 people, the majority of whom were in the city of Palu in Central Sulawesi.	Ó ju ẹgbẹ̀rún kan ó lé ọgọ́rùn-ún mẹ́ta (1,300) èèyàn tí ìmìtìtì ilẹ̀ náà àti omíyalé tó tẹ̀ lé e pa, púpọ̀ lára wọn ló ń gbé ní ìlú Palu ní àárín erékùṣù Sulawesi.
The Indonesia branch office, located in Jakarta, reports that all 80 publishers living in the affected area have been accounted for.	Ẹ̀ka ọ́fíìsì tó wà ní ìlú Jakarta ní Indonéṣíà sọ pé kò sí ìkankan tó kú lára ọgọ́rin (80) àwọn ará wa tó wà níbi tí àjálù yìí ti ṣẹlẹ̀.
A few publishers sustained injuries and needed to be treated at a hospital.	Àwọn díẹ̀ ló fara pa, wọ́n sì ní láti lọ sílé ìwòsàn.
One brother’s home was destroyed by the disaster and several other homes of Witnesses were severely damaged.	Ìṣẹ̀lẹ̀ yìí ba ilé arákùnrin wa kan jẹ́ pátápátá, ọ̀pọ̀ àwọn ará wa míì sì wà tó ba ilé wọn jẹ́ gan-an.
The building that the Palu Congregation uses to hold their meetings was also damaged.	Ilé tí Ìjọ Palu ti ń ṣèpàdé náà tún bà jẹ́.
The Disaster Relief Desk at the branch office is working with the circuit overseer and nearby congregations to coordinate the relief efforts.	Ẹ̀ka Tó Ń Ṣètò Ìrànwọ́ Nígbà Àjálù ní ẹ̀ka ọ́fíìsì wa ti ń ṣiṣẹ́ pẹ̀lú àwọn alábòójútó àyíká àtàwọn ìjọ tó wà nítòsí láti ṣètò bí wọ́n ṣe máa ran àwọn ará lọ́wọ́.
Since the publishers in the affected area have limited food, water, and other necessities, the branch has arranged for three congregations to supply these items to their brothers in Palu.	Torí pé àwọn ará tó wà níbi tí àjálù náà ti ṣẹlẹ̀ ò fi bẹ́ẹ̀ ní oúnjẹ, omi àtàwọn nǹkan míì tó ṣe pàtàkì, ẹ̀ka ọ́fíìsì ṣètò ìjọ mẹ́ta tí á máa pèsè àwọn nǹkan yìí fáwọn ará tó wà ní Palu.
Local elders are caring for the publishers’ spiritual, emotional, and physical needs.	Àwọn alàgbà ń pèsè ìrànlọ́wọ́ tẹ̀mí fáwọn ará, wọ́n ń tù wọ́n nínú, wọ́n sì ń jẹ́ kí wọ́n rí ohun tí wọ́n nílò láti gbé ẹ̀mí wọn ró.
A member of the Branch Committee, the overseer of the Local Design/Construction Department, and the circuit overseer for the area will also be visiting the affected publishers to provide comfort and support.	Arákùnrin tó jẹ́ alábòójútó Ẹ̀ka Tó Ń Yàwòrán Ilé Tó sì Ń Kọ́ Ọ, tó sì tún jẹ́ ọ̀kan lára Ìgbìmọ̀ Ẹ̀ka pẹ̀lú alábòójútó àyíká ibẹ̀ máa dé ọ̀dọ̀ àwọn ará tí ìṣẹ̀lẹ̀ náà kàn kí wọ́n lè tù wọ́n nínú, kí wọ́n sì fún wọn níṣìírí.
We pray for our brothers and sisters in Indonesia, knowing that Jehovah will continue to be their “refuge and strength” during this time of distress.	À ń gbàdúrà fún àwọn ará wa ní Indonéṣíà, torí a mọ̀ pé Jèhófà á máa jẹ́ “ibi ìsádi àti okun” fún wọn lásìkò wàhálà yìí.
	
Torrential rains pounded the eastern province of Papua, Indonesia, on March 16, 2019.	Òjò tó rọ̀ ní agbègbè Papua tó wà ní ìlà oòrùn orílẹ̀-èdè Indonesia ní March 16, 2019 kọjá wẹ́rẹwẹ̀rẹ.
The rains triggered a flash flood that killed more than 100 people and washed away several homes.	Òjò yìí fa omíyalé, àwọn tó pa lé ní ọgọ́rùn-ún kan (100), ọ̀pọ̀ ilé ló sì gbá lọ.
The Indonesia branch reports that many of our brothers living in the town of Sentani, located in the province of Papua, have been impacted by this disaster.	Ẹ̀ka ọ́fíìsì wa ní Indonesia sọ pé omíyalé yìí náà dààmú ọ̀pọ̀ lára àwọn ará tó ń gbé ní ìlú Sentani lágbègbè Papua.
Sadly, one of our brothers died when his home was swept away in the flood.	Ó dùn wá pé arákùnrin wa kan kú nígbà tí omi gbé ilé rẹ̀ lọ.
Three other homes of Witness families were severely damaged.	Omi náà sì tún ba ilé mẹ́ta míì tó jẹ́ ti àwọn ará wa jẹ́.
More than 40 publishers have been evacuated, and most are now staying with local Witnesses.	Ó ju ogójì (40) akéde tó ní láti kúrò níbi tí wọ́n ń gbé, ọ̀dọ̀ àwọn ará lèyí tó pọ̀ jù nínú wọ́n sì ń gbé báyìí.
A Disaster Relief Committee has been formed to organize the relief work.	A ti dá Ìgbìmọ̀ Tó Ń Ṣètò Ìrànwọ́ Nígbà Àjálù sílẹ̀ láti pèsè ohun táwọn ará nílò.
Branch representatives, along with the circuit overseer in the area, have visited the affected regions to provide spiritual comfort.	Àwọn aṣojú ẹ̀ka àti alábòójútó àyílá tó wà lágbègbè náà lọ sáwọn apá ibi tí àjálù náà ti ṣẹ̀lẹ̀ láti fún àwọn ará ní ìṣírí látinú Bíbélì.
They are also evaluating the extent of relief aid needed.	Wọ́n sì tún wo bí ìránlọ́wọ́ táwọn ará nílò ṣe máa pọ̀ tó.
Our prayers are with all the brothers who have been affected by this disaster.	À ń rántí gbogbo àwọn ará tí àjálù yìí ṣẹlẹ̀ sí nínú àdúrà wa.
We long for the day in the near future when Jehovah will “swallow up death forever” and “wipe away the tears from all faces.	A retí pé láìpẹ́, Jèhófà máa “máa gbé ikú mì títí láé,” á sì “nu omijé kúrò ní ojú gbogbo èèyàn.
	
Typhoon Trami, a Category 1 storm, struck southern Japan on Sunday evening, September 30, 2018, bringing high winds and heavy rainfall.	Ìjì líle kan tí wọ́n pè ní Trami jà ní gúúsù ilẹ̀ Japan nírọ̀lẹ́ ọjọ́ Sunday, September 30, 2018. Ọwọ́ ìjì náà lágbára gan-an, òjò tó sì rọ̀ pọ̀ púpọ̀.
The storm reduced intensity as it continued north over the weekend, eventually reaching Tokyo by Monday, October 1.	Àmọ́ ìjì náà bẹ̀rẹ̀ sí í rọlẹ̀ kó tó dé apá àríwá lópin ọ̀sẹ̀ náà. Nígbà tó fi máa dọjọ́ Monday, October 1, ó dé ìlú Tokyo.
Three people were killed, some 200 were injured, and over 1.3 million homes were left without power.	Èèyàn mẹ́ta ló kú, nǹkan bíi igba (200) ló fara pa, ó sì lé ní mílíọ̀nù kan àti ẹgbẹ̀rún lọ́nà ọgọ́rùn-ún mẹ́ta (1,300,000) ilé tí ìjì náà ba iná wọn jẹ́.
According to reports from circuit overseers, the island of Okinawa, in southern Japan, was the most affected.	Ìròyìn tá a gbọ́ látọ̀dọ̀ àwọn alábòójútó àyíká fi hàn pé erékùṣù Okinawa, ní gúúsù ilẹ̀ Japan ni ìjì náà ti ba nǹkan jẹ́ jù.
The initial investigation from the three circuits in Okinawa and surrounding areas revealed that none of our brothers were killed but nine suffered injuries.	Àyẹ̀wò àkọ́kọ́ tí wọ́n ṣe láwọn àyíká mẹ́tẹ̀ẹ̀ta tó wà ní Okinawa àtàwọn ibi tó wà nítòsí fi hàn pé kò sí ìkankan lára àwọn ará wa tó kú nínú àjálù yìí, àmọ́ àwọn mẹ́sàn-án fara pa.
The typhoon also damaged some 120 homes of our brothers and 5 Kingdom Halls on the island of Okinawa.	Ìjì líle náà tún ba nǹkan bí ọgọ́fà (120) ilé àwọn ará wa jẹ́ àti Gbọ̀ngàn Ìjọba márùn-ún ní erékùṣù Okinawa.
An additional 41 Kingdom Halls sustained damage as the storm passed through other regions of Japan.	Bákan náà, ọwọ́ ìjì yìí ba Gbọ̀ngàn Ìjọba mọ́kànlélógójì (41) jẹ́ káàkiri àwọn agbègbè míì nílẹ̀ Japan.
Local circuit overseers and members of the Local Design/Construction Department are continuing their investigation to determine the extent of the damage and organize the spiritual and material relief needed.	Àwọn alábòójútó àyíká tó wà láwọn agbègbè yìí àtàwọn tó wà ní Ẹ̀ka Tó Ń Yàwòrán Ilé Tó sì Ń Kọ́ Ọ ṣì ń ṣèwádìí kí wọ́n lè mọ bí àwọn nǹkan tó bà jẹ́ ṣe pọ̀ tó, wọ́n sì ń ṣètò bí àwọn ará á ṣe máa jọ́sìn Ọlọ́run nìṣó, kí wọ́n sì tún pèsè àwọn ohun tí wọ́n nílò fún wọn.
Our prayers continue to be with our fellow worshippers affected by this storm and other natural disasters that have recently struck Japan.	À ń gbàdúrà fún àwọn ara wa tí ìjì líle yìí kàn àtàwọn àjálù míì tó wáyé nílẹ̀ Japan.
We trust that our heavenly Father will continue to comfort the hearts of our brothers and make them firm.	Ó dá wa lójú pé Baba wa ọ̀run máa tu ọkàn àwọn ará wa yìí lára, á sì mú kí wọ́n mọ́kàn le.
	
Over 47,000 of our brothers and sisters live in the regions of western Japan that were devastated by floods in July 2018.	Ó lé ní ẹgbẹ̀rún mẹ́tàdínláàádọ́ta (47,000) àwọn ará wa tó ń gbé láwọn agbègbè tó wà ní ìwọ̀ oòrùn orílẹ̀-èdè Japan tí omíyalé ti ṣọṣẹ́ lóṣù July 2018.
Soon after the disaster, some 4,900 volunteer relief workers swung into action to clean and repair damaged homes of Witnesses and Kingdom Halls.	Kò pẹ́ lẹ́yìn náà tí àwọn ẹgbẹ̀rún mẹ́rin ó lé ọgọ́rùn-ún mẹ́sàn (4,900) tó yọ̀ǹda ara wọn láti ṣèrànwọ́ fi bẹ̀rẹ̀ iṣẹ́, wọ́n palẹ̀ ìdọ̀tí mọ́ kúrò nínú ilé àwọn ará àtàwọn Gbọ̀ngàn Ìjọba tó bà jẹ́, wọ́n sì tún wọn ṣe.
Volunteers remove debris from the Kingdom Hall pictured in the lead image.	Àwọn ará yọ̀ǹda ara wọn láti palẹ̀ ìdọ̀tí mọ́ kúrò nínú Gbọ̀ngàn Ìjọba tó wà lókè.
Under the direction of three Disaster Relief Committees, our brothers and sisters have cleaned and repaired nine Kingdom Halls that were damaged by floodwaters.	Àwọn Ìgbìmọ̀ Tó Ń Ṣètò Ìrànwọ́ Nígbà Àjálù ṣètò bí àwọn ará ṣe palẹ̀ ìdọ̀tí mọ́ kúrò nínú Gbọ̀ngàn Ìjọba mẹ́sàn-án tí omíyalé náà bà jẹ́, wọ́n sì tún àwọn Gbọ̀ngàn Ìjọba náà ṣe.
An additional Kingdom Hall is in the process of being repaired.	Ní báyìí, àtúnṣe ń lọ lọ́wọ́ lórí Gbọ̀ngàn Ìjọba kan.
Also, 184 homes of Witnesses have been repaired or stabilized, and another 11 homes are scheduled to be repaired this year.	Bákan náà, ilé mẹ́rìnlélọ́gọ́sàn-án (184) àwọn ará wa ni wọ́n ti parí àtúnṣe rẹ̀ tàbí tí wọ́n ti tún ṣe díẹ̀ kó lè ṣeé gbé, àwọn ilé mọ́kànlá míì sì wà tí wọ́n ṣètò láti tún ṣe lọ́dún yìí.
Before and after photographs of a Kingdom Hall in Ehime.	Àwòrán Gbọ̀ngàn Ìjọba kan ṣáájú àti lẹ́yìn tí wọ́n tún un ṣe.
The Abe family from Ehime pictured after the brothers completed repairs on their flood-damaged home.	Àwòrán ìdílé Abe láti agbègbè Ehime lẹ́yìn táwọn ará parí títún ilé wọn tí omíyalé bà jẹ́ ṣe.
Taro and Keiko Abe, who have three children, were one of the families in Ehime who received assistance.	Ìdílé Taro àti Keiko Abe wà lára àwọn tí wọ́n ràn lọ́wọ́, ọmọ mẹ́ta ni wọ́n bí, agbègbè Ehime ni wọ́n sì ń gbé.
Just three days after the family’s house was flooded, brothers from the local circuit arrived and started to repair their home, which included replacing the damaged flooring.	Ọjọ́ mẹ́ta péré lẹ́yìn tí omíyalé ba ilé wọn jẹ́, àwọn ará láti àyíká ibẹ̀ dé, wọ́n sì tún ilé náà ṣe, kódà wọ́n tún ilẹ̀ ilé náà ṣe torí omíyalé ti bà á jẹ́.
Additionally, local Witnesses donated new beds and desks for the children.	Kò mọ síbẹ̀ o, àwọn ará lágbègbè náà tún fún àwọn ọmọ wọn ní àwọn bẹ́ẹ̀dì àtàwọn tábìlì tuntun.
On September 20, 2018, Governing Body member Geoffrey Jackson, who was in Japan for an assignment, took the opportunity to deliver an encouraging talk at a special meeting originating in a Kingdom Hall in Okayama.	Ní September 20, 2018, Arákùnrin Geoffrey Jackson tó jẹ́ ara Ìgbìmọ̀ Olùdarí wá sí orílẹ̀-èdè Japan fún iṣẹ́ kan, ó sì fìyẹn sọ àsọyé kan níbi ìpàdé àkànṣe láti fún àwọn ará níṣìírí, Gbọ̀ngàn Ìjọba kan ní ìlú Okayama ni wọ́n ti ṣèpàdé náà.
The combined total of 36,691 brothers and sisters, which included some who were affected by typhoons and earthquakes that occurred during the same period in Japan, listened as Brother Jackson explained how Jehovah always cares for and comforts His people in all their trials.	Àpapọ̀ iye àwọn ará tó wá sípàdé náà jẹ́ ẹgbẹ̀rún mẹ́rìndínlógójì ó lé ọgọ́rùn-ún mẹ́fà àti mọ́kànléláàádọ́rùn-ún (36,691), lára wọn wá láti àwọn ibi tí ìjì líle àti ìmìtìtì ilẹ̀ ti ṣọṣẹ́ nígbà kan náà lẹ́nu àìpẹ́ yìí ní Japan, wọ́n gbọ́ bí Arákùnrin Jackson ṣe ṣàlàyé bí Jèhófà ṣe máa ń bójú tó àwọn èèyàn Rẹ̀, tó sì máa ń tù wọ́n nínú lásìkò wàhálà.
Brother Jackson also took time to speak consolingly to individual victims of the disaster.	Arákùnrin Jackson tún fi àsìkò náà bá ọ̀kọ̀ọ̀kan àwọn tí àjálù náà kàn sọ̀rọ̀ ìtùnú.
Along with our brothers and sisters in Japan, we are grateful to be a part of Jehovah’s organization, which demonstrates love in action and reflects the care of our heavenly Father.—2 Corinthians 1:3, 4.	Àwa àtàwọn ará wa ní Japan ń dúpẹ́ pé a wà nínú ètò Jèhófà, tó ń fìfẹ́ ṣe nǹkan, tó sì jẹ́ ká mọ bí ọ̀rọ̀ wa ṣe jẹ Baba wa ọ̀run lọ́kàn tó.—2 Kọ́ríńtì 1:3, 4.
Brother Geoffrey Jackson, a member of the Governing Body, meets with a sister in Okayama who was affected by the flooding that devastated western Japan in July 2018.	Arákùnrin Geoffrey Jackson tó wà lára Ìgbìmọ̀ Olùdarí wà pẹ̀lú arábìnrin kan ní Okayama tí omíyalé ti ba nǹkan jẹ́ ní ìwọ̀ oòrùn Japan lóṣù July 2018.
	
At least 169 people have been killed in western Japan, and more than 255,000 households are still without water after torrential rains caused destructive flooding and landslides.	Ó kéré tán, èèyàn mọ́kàndínláàádọ́sàn-án (169) ló ṣòfò ẹ̀mí ní ìwọ̀ oòrùn orílẹ̀-èdè Japan, kódà títí di báyìí, ó lé ní 255,000 agboolé tí ò rí omi tó dáa lò látàrí òjò àrọ̀ọ̀rọ̀dá tó fa omíyalé àti ilẹ̀ tó ya.
Although none of Jehovah’s Witnesses were killed in this disaster, 200 were evacuated and one sister was injured.	Bó tiẹ̀ jẹ́ pé kò sí Ẹlẹ́rìí Jèhófà kankan lára àwọn tó bá ìṣẹ̀lẹ̀ náà lọ, a kó ọgọ́rùn-ún méjì (200) lára wa kúrò níbi tí wọ́n ń gbé tẹ́lẹ̀, arábìnrin wa kan sì ṣèṣe.
The injured sister was treated at a hospital and is now recovering.	Wọ́n tọ́jú arábìnrin wa tó fara pa yìí nílé ìwòsàn, ara rẹ̀ sì ti ń balẹ̀ báyìí.
At least 103 homes of our brothers were damaged, and one was completely destroyed.	Ó kéré tán ilé mẹ́tàlélọ́gọ́rùn-ún (103) àwọn ará wa ló bà jẹ́, kódà ọ̀kan tiẹ̀ wà tó jẹ́ pé ńṣe ló bà jẹ́ pátápátá.
Also, 11 Kingdom Halls and an Assembly Hall were damaged by the floodwaters.	Kò mọ síbẹ̀ o, omíyalé yìí tún ba Gbọ̀ngàn Ìjọba mọ́kànlá àti Gbọ̀ngàn Àpéjọ kan jẹ́.
Four Disaster Relief Committees (DRCs) have been formed to provide comfort and Scriptural encouragement to the affected brothers and sisters, as well as immediate practical help, which includes supplying food, clothing, and clean water.	A dá ìgbìmọ̀ mẹ́rin sílẹ̀ tó ń ṣètò ìrànwọ́ nígbà àjálù, kí wọ́n lè tu àwọn ará tọ́rọ̀ kàn nínú, kí wọ́n fún wọn níṣìírí nípa tẹ̀mí, kí wọ́n sì pèsè àwọn ohun tí wọ́n nílò lójú ẹsẹ̀, irú bí oúnjẹ, aṣọ àti omi tó ṣeé mu.
The DRCs will also organize long-term relief efforts, which will involve cleaning, disinfecting, and repairing the damaged homes of our brothers.	Àwọn ìgbìmọ̀ yìí á sì tún ṣètò ìrànlọ́wọ́ táwọn ará máa nílò lẹ́yìn náà, irú bí wọ́n ṣe máa fọ ilé àwọn ará, tí wọ́n á da oògùn apakòkòrò sí i, tí wọ́n á sì tún àwọn ibi tó bà jẹ́ níbẹ̀ ṣe.
We pray for our brothers and sisters affected by this disaster in Japan as we look forward to the time when Jesus will use his power to rid the earth of all disasters permanently.	À ń gbàdúrà fún àwọn ará wa tí àjálù yìí dé bá nílẹ̀ Japan bá a ṣe ń retí ìgbà tí Jésù máa fi agbára rẹ̀ fòpin sí gbogbo àjálù tó ń ṣẹlẹ̀ láyé pátápátá.​
	
"""A magnitude 6.7 earthquake struck Hokkaido, the northern island of Japan, on September 6, 2018."	"""Ní September 6, 2018, ìmìtìtì ilẹ̀ tó lágbára wáyé ní Hokkaido, erékùṣù kan ní gúúsù orílẹ̀-èdè Japan."
The earthquake killed 41 people and caused massive power outages, limiting public transportation and communications on the island.	Ìmìtìtì ilẹ̀ náà gbẹ̀mí èèyàn mọ́kànlélógójì (41), ó sì ba iná ìjọba jẹ́ gan-an, èyí mú kó ṣòro láti rí ọkọ̀ èrò wọ̀, ó sì tún mú kó ṣòro láti kàn sí àwọn tó wà ní erékùṣù náà.
The branch office in Japan reports that although none of our brothers or sisters were killed, seven were injured in the earthquake.	Ẹ̀ka ọ́fíìsì wa ní Japan so pé bó tiẹ̀ jẹ́ pé kò sí ìkankan lára àwọn ará wa tó bá ìmìtìtì ilẹ̀ náà lọ, àwọn ará wa méje ló fara pa.
A total of 100 homes of Witnesses and 4 Kingdom Halls were damaged.	Ọgọ́rùn-ún (100) ilé àwọn ará wa àti Gbọ̀ngàn Ìjọba mẹ́rin ló bà jẹ́.
Soon after the earthquake, under the direction of the branch office, publishers supplied our brothers in the affected areas with food, water, and other necessities.	Gẹ́rẹ́ lẹ́yìn ìmìtìtì ilẹ̀ náà, ẹ̀ka ọ́fíìsì ṣètò pé kí àwọn ará kó oúnjẹ, omi àtàwọn nǹkan míì tó ṣe pàtàkì lọ fún àwọn ará tó wà lágbègbè tí àjálù yìí ti ṣẹlẹ̀.
A Disaster Relief Committee was formed to organize the long-term relief efforts.	A ṣètò Ìgbìmọ̀ Tó Ń Ṣètò Ìrànwọ́ Nígbà Àjálù láti wá bí àwọn ará wa níbẹ̀ ṣe máa rí àwọn nǹkan tí wọ́n máa nílò lọ́jọ́ iwájú.
"We pray that Jehovah will continue to give our brothers and sisters affected by this earthquake peace of mind and heart.—Philippians 4:6, 7."""	"Àdúrà wa ni pé kí Jèhófà máa fún àwọn ará wa tó wà níbi tí àjálù yìí ti ṣẹlẹ̀ ní ìbàlẹ̀ ọkàn.—Fílípì 4:6, 7."""
	
"""On August 28, 2019, heavy rainfall in the Kyushu region of Japan caused widespread flooding."	"""Ní August 28, ọdún 2019, òjò àrọ̀ọ̀rọ̀dá tó rọ̀ ní àgbègbè Kyushu lórílẹ̀-èdè Japan fa àkúnya omi tó lágbára gan-an."
Overflowing rivers and the potential for landslides led to evacuation orders for over 800,000 people.	Ṣe làwọn odò kún àkúnya, àwọn àgbègbè míì sì léwu torí pé ó ṣeé ṣe kí àwọn òkè ya lulẹ̀. Ìdí nìyẹn tí wọ́n fi sọ fún àwọn èèyàn tó ju ẹgbẹ̀rún lọ́nà ọgọ́rùn-ún mẹ́jọ (800,000) pé kí wọ́n kúrò lágbègbè yẹn.
The Japan branch reports that 82 publishers were displaced.	Ẹ̀ka ọ́fíìsì tó wà lórílẹ̀-èdè Japan ròyìn pé, àwọn arákùnrin àtàwọn arábìnrin méjìlélọ́gọ́rin (82) ló fi ilé wọn sílẹ̀.
According to the latest report, a total of 40 homes of our brothers were damaged and one Kingdom Hall sustained minor damage.	Ìròyìn tó dé kẹ́yìn sọ pé ogójì (40) ilé àwọn arákùnrin àtàwọn arábìnrin ló bà jẹ́ àti Gbọ̀ngàn Ìjọba kan tí kò fi bẹ́ẹ̀ bà jẹ́ púpọ̀.
The branch has established a Disaster Relief Committee to care for the affected publishers.	Ẹ̀ka ọ́fíìsì náà dá Ìgbìmọ̀ Tó Ń Ṣètò Ìrànwọ́ Nígbà Àjálù sílẹ̀ kí wọ́n lè bójú tó àwọn akéde tí àjálù náà kàn.
Circuit overseers, along with local elders and publishers, are caring for the immediate spiritual and physical needs of our brothers.	Àwọn alábòójútó àyíká, àwọn alàgbà àtàwọn akéde pèsè ìtùnú àti ìṣírí látinú Bíbélì, wọ́n sì fún wọn láwọn nǹkan míì bí oúnjẹ àti aṣọ.
"We are grateful that love is moving so many to respond to the needs of our fellow believers.—2 Corinthians 8:4."""	"Inú wa dùn pé ìfẹ́ ń mú kí ọ̀pọ̀ èèyàn ran àwọn arákùnrin àtàwọn arábìnrin wa lọ́wọ́.​—2 Kọ́ríńtì 8:4."""
	
"""From September 21 to 23, 2019, Typhoon Tapah struck southern Japan with powerful winds and rain."	"""Ní September 21 sí 23, 2019, ìjì líle tí wọ́n ń pè ní Tapah rọ́ lu apá gúúsù orílẹ̀-èdè Japan pẹ̀lú atẹ́gùn àti òjò tó lágbára."
The storm caused flight cancellations, railway suspensions, and left over 30,000 homes without electricity.	Ìjì yìí ò jẹ́ káwọn ọkọ̀ òfúrufú àtàwọn ọkọ̀ ojú irin lè rìn, kódà, àwọn ilé tó lé ní ẹgbẹ̀rún lọ́nà ọgbọ̀n (30,000) ni ìjì náà ba iná mànàmáná wọn jẹ́.
In Okinawa and Kyushu, more than 50 people were injured.	Ní ìlú Okinawa àti Kyushu, àwọn tó ju àádọ́ta (50) lọ ló fara pa.
The Japan branch office reports that five publishers were injured, including one sister who was hospitalized.	Ẹ̀ka ọ́fíìsì Japan ròyìn pé àwọn akéde márùn-ún ló fara pa, wọ́n sì ní láti gbé arábìnrin kan lára wọn lọ sílé ìwòsàn.
Over 50 homes of our brothers sustained damage.	Yàtọ̀ síyẹn, ilé àwọn arákùnrin wa tó bà jẹ́ lé ní àádọ́ta (50).
A Disaster Relief Committee and responsible brothers are responding to the immediate physical and spiritual needs of the affected publishers.	Ìgbìmọ̀ Tó Ń Ṣètò Ìrànwọ́ Nígbà Àjálù àti àwọn arákùnrin tó tóótun ti ń bójú tó ohun táwọn ará yìí nílò nípa tara àti nípa tẹ̀mí.
The Japan branch will continue to monitor the effects of this typhoon and provide needed support.	Ẹ̀ka ọ́fíìsì Japan á máa báa lọ láti ṣàyẹ̀wò àwọn ohun tí ìjì yìí bà jẹ́, wọ́n á sì máa pèsè ìrànwọ́ táwọn ará nílò.
"We pray that our brothers in Japan continue to rely on Jehovah for comfort during this trial.—Psalm 94:19."""	"Àdúrà wa ni pé kí àwọn ará wa ní Japan máa bá a lọ láti gbára lé Jèhófà, Ọlọ́run ìtùnú ní àkókò wàhálà yìí.​—Sáàmù 94:19."""
	
"""On Tuesday, September 4, 2018, western Japan suffered the effects of what is being reported as the most powerful typhoon to hit the country in over two decades."	"""Ní Tuesday, September 4, 2018, ìjì líle kan jà ní ìwọ̀ oòrùn orílẹ̀-èdè Japan, ó ti lé lógún ọdún tírú ẹ̀ ti jà kẹ́yìn nílẹ̀ náà."
Authorities ordered a massive evacuation, and as anticipated, the deadly typhoon caused widespread damage.	Àwọn aláṣẹ ní kí ọ̀pọ̀lọpọ̀ kúrò níbi tí wọ́n wà. Bó sì ṣe máa ń rí lọ́pọ̀ ìgbà, ohun tí ìjì líle náà bà jẹ́ kì í ṣe kékeré.
The Japan branch has confirmed that no Jehovah’s Witnesses died.	Ẹ̀ka ọ́fíìsì wa ní Japan sọ pé kò sí Ẹlẹ́rìí Jèhófà kankan tó bá ìṣẹ̀lẹ̀ náà lọ.
However, at least 15 brothers and sisters were injured, and at least 538 homes were damaged.	Àmọ́ ó kéré tán, àwọn ará mẹ́ẹ̀ẹ́dógún (15) ló fara pa, ilé tó sì bà jẹ́ tó ọgọ́rùn-ún márùn-ún àti méjìdínlógójì (538), ó kéré tán.
Initial assessments also indicate that 44 Kingdom Halls have been damaged.	Àyẹ̀wò àkọ́kọ́ tí wọ́n ṣe fi hàn pé Gbọ̀ngàn Ìjọba mẹ́rìnlélógójì (44) ló bà jẹ́.
