eng	xho
Omicron is now spreading rapidly throughout the U.S., including among the vaccinated, but a huge majority of those being hospitalized are unvaccinated.	I-Omicron ngoku isasazeka ngokukhawuleza kulo lonke elase-US, kubandakanywa nabagonyiweyo, kodwa uninzi lwabo balaliswe esibhedlele abagonywanga.
The restrictions gave us time to understand Omicron and we know our existing vaccines work against Omicron," Munoz wrote on Twitter.	Izithintelo zisinike ixesha lokuqonda i-Omicron kwaye siyazi ukuba amayeza ethu ogonyo akhoyo asebenza ngokuchasene ne-Omicron," utshilo uMunoz kuTwitter.
	
Charting the Future of China’s Infrastructure Projects in Africa After a Decade of Lending	Uwenza isakhelo ngekamva leeprojekthi zeziseko zophuhliso zaseChina e-Afrika emva kweshumi leminyaka lokuboleka 
China is financing the construction of four coal-fired power plants in southern Africa, despite its climate pledge in September to quit supporting such infrastructure overseas.	I-China ixhasa ngezezimali ulwakhiwo lwemizi-mveliso emine yokuphehla umbane ngamalahle kuMazantsi e-Afrika, nangona yayenze isibhambathiso sayo malunga nesimo sezulu ngoSeptemba sokuyeka ukuxhasa oluhlobo lwezeseko zophuhliso phesheya kolwandle.
But the new facilities taking shape in South Africa and Zimbabwe are just a few of Beijings massive investments in airports, railway lines and other national infrastructure on the African continent.	Kodwa amaziko amatsha aqala ukumila eMzantsi Afrika naseZimbabwe lutyalo-mali olukhulu lwaseBeijing kwizikhululo zeenqwelomoya, imizila kaloliwe kunye nezinye iziseko zelizwe kwilizwekazi lase-Afrika.
Many countries have been eager for the investment, but mounting levels of debt over the past five years are raising doubts about the long-term prospects for more expensive infrastructure projects.	Amazwe amaninzi ebelulangazelela utyalo-mali, kodwa ukunyuka kwenqanaba lamatyala kule minyaka mihlanu idlulileyo anyusa ukuthandabuza malunga nethemba lexesha elide leeprojekthi zeziseko ezingundoqo ezisexabisweni eliphezulu.
	
China committed to lending African countries $153 billion from 2000-2019, but that pace of lending may be slowing down.	I-China izibophelele ekubolekeni amazwe ase-Afrika i-153 yeebhiliyoni zeedola ukusuka ngo-2000-2019, kodwa isantya sokuboleka imali sinokucotha.
Chinese loan commitments dropped by 30% in 2019 when compared with the previous year, according to the China-Africa Research Initiative at the Johns Hopkins University School of Advanced International Studies.	Izibophelelo zemali-mboleko yaseTshayina zehle ngama-30% ngo-2019 xa kuthelekiswa nonyaka ophelileyo, ngokutsho kweNyathelo loPhando lwaseTshayina-Afrika kwiSikolo seYunivesithi yaseJohns Hopkins yeZifundo eziPhakamileyo zaMazwe ngaMazwe.
The research looks at loan commitments which get "disbursed to borrowers as projects are implemented."	Uphando lujonga izibophelelo zemali-mboleko ethi "ihlawulwe kubaboleki njengoko kuphunyezwa iiprojekthi."
In Zambia for example, Chinese financiers committed $10.3 billion in loans from 2000-2010.Since 2000, Zambia has only repaid some $1.2 billion to Chinese lenders.	Ngokomzekelo, eZambia, abaxhamli bezimali baseTshayina baboleka i-10.3 yeebhiliyoni zeerandi kwimali-mboleko ukususela ngowama-2000 ukuya ku-2010.
Uganda now owes China $200 million for its only international airport, fanning fears that China could seize it.	I-Uganda ngoku ityala i-China i-200 yezigidi zeedola kwisikhululo seenqwelomoya sayo kuphela, esoyikela ukuba i-China inokusithimba.
Both countries have rejected speculation in African media outlets of a Chinese takeover.	Omabini la mazwe ayikhabile intelekelelo kumajelo eendaba ase-Afrika malunga nokuthathwa kweTshayina.
Loan repayment measures  Neighboring Kenya had received a $4.5 billion loan to build a railway from Nairobi to the port city of Mombasa, and China indicates it will redo the terms after a committee of the African countrys parliament found that operating losses and debt to Chinese banks were straining taxpayers.	Amanyathelo okubuyisela imali-mboleko Ummelwane waseKenya ufumene imali-mboleko ye-4.5 yeebhiliyoni zeerandi zokwakha uloliwe osuka eNairobi usiya kwisixeko saseMombasa, kwaye iChina ibonisa ukuba iza kuphinda iphinde ilandele imigaqo emva kokuba ikomiti yepalamente yamazwe ase-Afrika ifumanise ukuba ilahleko yokusebenza kunye namatyala kwiibhanki zaseTshayina. ukucinezela abahlawuli berhafu.
Some analysts have warned that opaque lending terms means China could eventually seize infrastructure should countries struggle to meet repayments	Abanye abahlalutyi balumkisile ukuba imiqathango yokuboleka imali e-opaque ithetha ukuba i-China inokubamba iziseko zophuhliso ukuba amazwe ayasokola ukuhlawula.
U.S. and British officials say, "debt traps," where countries cannot raise enough money to repay Chinas loans, are structured to give Beijing leverage over time.	Amagosa aseMelika kunye neBhritane athi, "amatyala," apho amazwe angenako ukuqokelela imali eyaneleyo yokubuyisela imali mboleko yaseTshayina, acwangciselwe ukunika amandla iBeijing ngokuhamba kwexesha.
Last month, the head of Britains Secret Intelligence Service, Richard Moore, in an interview with BBC Radio 4 said Beijing can acquire "significant ports which have the potential to become naval facilities etcetera."	Kwinyanga ephelileyo, intloko yeBritish Secret Intelligence Service, uRichard Moore, kudliwano-ndlebe ne-BBC Radio 4 yathi iBeijing inokufumana "amachweba abalulekileyo anokuba ngamaziko omkhosi wamanzi njl njl."
Sri Lanka earlier this year passed legislation that critics say will give China control over a key deep-water port that Beijing financed.	I-Sri Lanka ekuqaleni kwalo nyaka ipasise umthetho abathi abagxeki baya kunika i-China ukulawula izibuko eliphambili lamanzi anzulu elixhaswe yiBeijing.
But that has not happened so far in Africa, where Chinese diplomats reject seizures are a part of Beijings strategy.	Kodwa oko akwenzekanga ukuza kuthi ga ngoku e-Afrika, apho oonozakuzaku baseTshayina besala ukubanjwa yinxalenye yeqhinga laseBeijing.
Not a single project in Africa has ever been "confiscated" by China because of failing to pay Chinese loans.	Akukho nanye iprojekthi e-Afrika eyake yahluthwa yi-China ngenxa yokusilela ukuhlawula imali-mboleko yaseChina
On the contrary, China firmly supports and is willing to continue our efforts to improve Africa's capacity for home-driven development," stated the Chinese Embassy in Uganda.	Ngokuchasene noko, i-China ixhasa ngokuqinileyo kwaye izimisele ukuqhubeka nemigudu yethu yokuphucula amandla e-Afrika kuphuhliso oluqhutywa ekhaya, "watsho uMzi wozakuzo waseChina eUganda.
Instead of seizing assets, Beijing will likely extend deadlines for loan repayment or rework payback terms such as interest rates, analysts told VOA.	Endaweni yokubamba i-asethi, iBeijing inokwandisa ixesha lokuhlawula imali-mboleko okanye imiqathango yokubuyisela kwakhona njengenzala, abahlalutyi baxelele iVOA.
Those measures would avert takeovers of the infrastructure itself and in turn preserve Chinas reputation in Africa where trade and lending have bested its superpower rival in dollar terms.	Loo manyathelo anokuthi athintele ukuthathwa kweziseko zophuhliso ngokwawo kwaye agcine isidima samaChina e-Afrika apho urhwebo kunye nokuboleka imali kuye kwagqwesa lowo unamandla amakhulu ngokweedola.
China will probably "keep kicking the can down the road" until creditors find the means to settle the loans, Bulelani Jili, an African studies Ph.D. candidate at Harvard University, told VOA.	I-China ngokuqinisekileyo iya "kuqhubeka ikhaba itoti ezantsi kwendlela" de ababolekisi bafumane iindlela zokuhlawula imali-mboleko, u-Bulelani Jili, ongumfundi wase-Afrika we-Ph.D. umviwa kwiYunivesithi yaseHarvard, uxelele iVOA.
To confiscate any assets, including minerals, would "confirm peoples initial biases of China as a neocolonial actor," Jili said, and risk upsetting diplomatic ties with "some of the few friends that China has on the global stage."	Ukuthimba nayiphi na impahla, kubandakanya nezimbiwa, "kuya kuqinisekisa ukuthambekela kwabantu baseChina njengomdlali we-neocolonial," utshilo uJili, kunye nomngcipheko wokuphazamisa ubudlelwane bezozakuzo "nabanye babahlobo abambalwa i-China enabo kwihlabathi."
From the China side, its about getting access to new possible markets and expanding both economic activity — also the diplomatic relation," he said.	Ukusuka kwicala laseChina, malunga nokufikelela kwiimarike ezintsha ezinokwenzeka kunye nokwandisa imisebenzi yoqoqosho - kunye nobudlelwane bozakuzo, utshilo.
Chinese loan concerns	Iinkxalabo zemali-mboleko yaseChina
China encourages lending to Africa in search of high returns on investments and a global reputation as a supporter of poor countries, said Edward Miguel, Oxfam professor in Environmental Resource Economics at the University of California, Berkeley.	I-China ikhuthaza ukuboleka imali kwi-Afrika ekufuneni imbuyekezo ephezulu kutyalo-mali kunye nodumo lwehlabathi jikelele njengomxhasi wamazwe ahluphekileyo, utshilo u-Edward Miguel, unjingalwazi we-Oxfam kwi-Environmental Resource Economics kwiYunivesithi yaseCalifornia, eBerkeley.
It is trying to "equal the U.S." as a donor country, he said.	Izama "ukulingana ne-U.S." njengelizwe elinikelayo, watsho.
However, China differs from other international lenders and donors mainly for its relative lack of transparency that raises questions in Africa as well as in the West, Miguel believes.	Nangona kunjalo, iTshayina yohlukile kwabanye ababolekisi bamazwe ngamazwe kunye nabaxhasi ikakhulu ngenxa yokungafihli nto okubangela imibuzo e-Afrika kunye naseNtshona, uMiguel ukholelwa ukuba.
Unlike loans from western governments or international lending bodies like the World Bank, which require labor and environmental safeguards on financed projects, Chinas aid and loans to Africa have been described as "no strings attached," which has been attractive for many countries.	Ngokungafaniyo nemali-mboleko evela koorhulumente basentshona okanye imibutho ebolekisa ngemali yamazwe ngamazwe njengeBhanki yeHlabathi, efuna ukukhuselwa kwabasebenzi kunye nokusingqongileyo kwiiprojekthi ezixhaswa ngemali, uncedo lwaseChina kunye neemali-mboleko e-Afrika ziye zachazwa ngokuthi "akukho ntambo ziqhotyoshelweyo," eziye zanomtsalane kumazwe amaninzi.
But African nations, especially with economies slipping because of the impacts of COVID-19, face increasing trouble paying back loans, said Hannah Ryder, senior associate with the Africa Program at the U.S. think tank Center for Strategic and International Studies.	Kodwa amazwe ase-Afrika, ngakumbi uqoqosho luluhle ngenxa yeempembelelo ze-COVID-19, ajongene nengxaki eyandayo yokuhlawula imali mboleko, utshilo uHannah Ryder, ugxa omkhulu kwiNkqubo yeAfrika kwiziko lokucinga lase-US leSifundo seQhinga kunye neHlabathi.
China and other countries are becoming more sophisticated in bargaining with one another," wrote Deborah Brautigam of the School of Advanced International Studies at Johns Hopkins University and Harvard Business School's Meg Rithmire in a joint article.	I-China kunye namanye amazwe aya ephucuka ngakumbi ekuxoxweni omnye nomnye, wabhala uDeborah Brautigam weSikolo se-Advanced International Studies kwiYunivesithi yaseJohns Hopkins kunye neHarvard Business School's Meg Rithmire kwinqaku elidibeneyo.
Residents in Dakar, Senegal, where the 500-person Forum on China-Africa Cooperation meeting took place on November 29-30, want more Chinese-funded infrastructure but without debt levels like those of the 1990s, Ryder noted.	Abahlali baseDakar, eSenegal, apho i-500-personment Forum ye-China-Africa Cooperation yenzeke ngoNovemba 29-30, bafuna iziseko ezingakumbi ezixhaswa ngemali yaseTshayina kodwa ngaphandle kwamanqanaba etyala njengalawo e-1990, uRyder waphawula.
Chinese creditors are expected to lend less money to Africa going forward and more carefully analyze the projects those loans support, experts say. Loans have already "sobered down" [tapered off] from a peak in 2014, Jili said.	Ababolekisi baseTshayina kulindeleke ukuba baboleke imali encinci e-Afrika ukuya phambili kwaye bahlalutye ngononophelo ngakumbi iiprojekthi ezixhasa inkxaso-mali, iingcali zithi. Iimali-mboleko sele "zithobile" [zicinywe] ukusuka kwincopho ngo-2014, utshilo uJili.
Commitments for loans and other investments made at the China-Africa Cooperation meeting came to $40 billion, one-third less than the $60 billion made at the same conference in 2018.	Izibophelelo ngemali-mboleko kunye nolunye utyalo-mali olwenziwe kwintlanganiso yeNtsebenziswano ye-China ne-Afrika lufike kwiibhiliyoni ezingama-40 zeerandi, isinye esithathwini esingaphantsi kweebhiliyoni ezingama-60 zeerandi ezenziwe kwinkomfa enye ngowama-2018.
Lenders may calibrate loans based on predictions of a post-pandemic future when African countries have more cash, said Yun Sun, co-director of the East Asia program at the Stimson Center in Washington.	Ababolekisi banokulinganisa imali mboleko ngokusekwe kuqikelelo lwekamva lobhubhane xa amazwe ase-Afrika enemali eninzi, utshilo uYun Sun, umlawuli wenkqubo yaseMpuma Asia kwiziko iStimson eWashington.
Another option, she said, is to ensure Chinese equity from future projects as repayment for older loans, she said in a VOA interview.	Enye inketho, uthe, kukuqinisekisa ukulingana kwamaTshayina kwiiprojekthi ezizayo njengembuyekezo yemali mboleko endala, utshilo kudliwanondlebe lweVOA.
Its politically risky, because although its not an equity-asset swap, it smells a lot like some sort of swap, and [that] China is exploiting Africas weak position, so I dont think it will happen in the immediate future and in fact this debt restructuring is also taking quite a while," Sun said.	Iyingozi kwezopolitiko, kuba nangona ingelulo utshintshiselwano lwe-asethi, inuka kakhulu njengokutshintshana, kwaye [ukuba] i-China ixhaphaza isikhundla esibuthathaka saseAfrika, ngoko andicingi ukuba kuya kwenzeka kwixesha elizayo kwaye enyanisweni. olu hlengahlengiso lwetyala luthatha ixesha,” utshilo uSun.
China is becoming more confident all the while in setting up international public-private partnerships, though many African countries still worry about a repeat of the debt crisis in the 1980s and 1990s when nations could not pay off debt, Ryder says in an African Business commentary.	I-China iya isiba nokuzithemba ngakumbi ngalo lonke eli xesha ekusekeni intsebenziswano phakathi kwamashishini abucala namazwe ngamazwe, nangona amazwe amaninzi ase-Afrika esaxhalabile malunga nokuphindaphinda ingxaki yamatyala ngeminyaka yoo-1980 noo-1990 xa amazwe ayengakwazi ukuhlawula amatyala, utshilo uRyder kwingxelo yoShishino lwase-Afrika. .
International organizations ultimately wrote off that wave of unaffordable debt with conditions including opening "their economies to international trade, liberalize their currencies and drastically cut costs	Imibutho yezizwe ngezizwe ekugqibeleni yalicima elatyala elingafikelelekiyo ngeemeko ezibandakanya ukuvula "uqoqosho lwabo kurhwebo lwamazwe ngamazwe, ukukhulula iimali zabo kunye nokunciphisa kakhulu iindleko.
in exchange for loans," wrote Peter Fabricius in the Institute for Security Studies.	ukutshintshiselana ngemali-mboleko,” wabhala uPeter Fabricius kwiZiko leZifundo zoKhuseleko.
Fast forward to the present, with loans from China, African countries, Miguel said, often end up asking "what did we agree to do" and "how much do we owe" China.	Ukukhawuleza ukuza ngoku, kunye nemali-mboleko evela e-China, amazwe ase-Afrika, uMiguel uthe, bahlala bebuza ukuba "sivumelene ukwenza ntoni" kwaye "sityala malini" e-China.
	
Dutch Test for New Variant After Finding 61 COVID Cases Among South Africa Passengers	IDutch yenza uvavanyo lohlobo olutsha lwesisifo emva kokufumana abantu abangama-61 abane-COVID phakathi kwabakhweli boMzantsi Afrika.
Dutch health authorities said Saturday they had detected 61 COVID-19 cases among people who flew Friday from South Africa and were now doing further tests to see whether any are infected with the new omicron variant.	Abasemagunyeni kwezempilo baseDutch bathi ngoMgqibelo bafumene abantu abayi-61 abanesifo se-COVID-19 phakathi kwabantu ababhabhe ngenqwelomoya ngolweSihlanu besuka eMzantsi Afrika kwaye ngoku besenza olunye uvavanyo ukubona ukuba ingaba bakho na abosulelwe luhlobo olutsha lwesifo i-omicron.
The cases were discovered among around 600 passengers who arrived at Amsterdam's Schiphol Airport on two flights Friday before the Dutch government halted air traffic from southern Africa due to concerns over the variant.	Ezizigulane zifunyanwe phakathi kwabakhweli abamalunga nama-600 abafike kwisikhululo seenqwelomoya i-Amsterdam Schiphol ngeenqwelomoya ezimbini ngolweSihlanu phambi kokuba urhulumente waseDutch amise iinqwelo moya ezisuka emazantsi eAfrika ngenxa yenkxalabo malunga nohlobo olutsha lwesisifo.
Dutch health authorities said Saturday they also would seek to contact travelers who had arrived from South Africa, Botswana, Eswatini, Lesotho, Mozambique, Namibia and Zimbabwe since Monday and urge them to take a test as soon as possible.	Abaphathi bezempilo baseDutch bathi ngoMgqibelo bazakufuna ukunxibelelana nabahambi abafike bevela eMzantsi Afrika, eBotswana, e-Eswatini, eLesotho, eMozambique, eNamibia kunye naseZimbabwe ukusukela ngoMvulo kwaye babakhuthaze ukuba bathathe uvavanyo ngokukhawulezileyo.
The passengers from Friday's flights were kept separated from other travelers and those who tested positive are being kept in isolation at a hotel near the airport.	Abakhweli abavela kwiinqwelomoya zangoLwesihlanu bagcinwe bohlukene nabanye abahambi kwaye abo bafunyaniswe benaso esisifo bagcinwe bodwa kwihotele ekufutshane nesikhululo seenqwelomoya.
A spokesperson for the health ministry said it would not be known until later Saturday whether any of passengers are infected with the new variant.	Isithethi senkonzo yezempilo sithe ayizukwaziwa de kube nguMgqibelo ukuba ingaba kukhona na abakhweli abosulelekileyo kolu hlobo lutsha lwesisifo.
A spokesperson for KLM, the Dutch arm of Air France, said the airline was trying to determine what rules were in place as of Friday morning to prevent people with COVID-19 infections from boarding the flights, which departed from Cape Town and Johannesburg.	Isithethi se-KLM, ingalo yaseDutch ye-Air France, ithe inkampani yeenqwelomoya ibizama ukufumanisa ukuba yeyiphi na imigaqo ekhoyo ukusukela ngentsasa yangoLwesihlanu ukuthintela abantu abosulelekileyo yi-COVID-19 ukuba bakhwele kwiinqwelomoya, ezisuka eKapa kunye naseRhawutini.
Rules on the company's website said passengers had to present a negative COVID-19 "rapid antigen" test result taken 24 hours before departure but were not required to show proof of vaccination.	Imithetho kwiwebhusayithi yenkampani yathi abakhweli kufuneka baveze iziphumo zovavanyo lwe-COVID-19  iziphumo "zerapid antigen" ethathwe kwiiyure ezingama-24 ngaphambi kokuhamba kodwa bekungafuneki ukuba babonise ubungqina bogonyo.
Really Weird'  Paula Zimmerman, a Dutch photographer who returned from a family visit in South Africa on Friday morning, said the situation for the passengers on the planes was chaotic, as they were kept waiting on the tarmac and in the terminal for hours.	Iyamangalisa ngokwenene' uPaula Zimmerman, umfoti waseDutch ubuye kutyelelo losapho lwakhe eMzantsi Afrika ngentsasa yangoLwesihlanu, uthe imeko yabakhweli kwiinqwelomoya yayinesiphithiphithi, njengoko babegcinwe belindile kwindlela yeenqwelomoya nakwisikhululo sazo iiyure.
Zimmerman was told she had tested negative at 4 a.m., almost 18 hours after landing in Amsterdam, but said she then found out she was standing right next to a man who knew he had tested positive for an infection.	UZimmerman waxelelwa ukuba ufunyaniswe engenaso esisifo ngentsimbi yesi-4 kusasa, phantse kwiiyure ezili-18 emva kokufika e-Amsterdam, kodwa wathi emva koko wafumanisa ukuba wayemi ecaleni kwendoda eyayisazi ukuba yona inaso esisifo.
It was really weird.	“Yayingummangaliso ngokwenene.
There was no coordination.	Kwakungekho kulungelelaniswa.
There were too few people and there really wasnt anybody who took control."	Kwakukho abantu abambalwa kwaye kungekho mntu ulawulayo."
Having spent hours on a flight that likely had many infected passengers made Zimmerman anxious for the days to come, she said.	Emveni kokuchitha iiyure kwinqwelomoya ekusenokwenzeka ukuba inabakhweli abaninzi abosulelekileyo kwenza uZimmerman wanexhala iintsuku, utshilo.
Ive been told that they expect that a lot more people will test positive after five days.	“Ndixelelwe ukuba balindele ukuba baninzi abantu abaza kufunyanwa banaso esisifo emva kweentsuku ezintlanu.
It's a little scary the idea that you've been in a plane with a lot of people who tested positive."	Inendawo eyothusayo into yokuba ubukwinqwelomoya enabantu abaninzi abafunyaniswe ukuba banaso esisifo.”
The Dutch flight ban does not mean that all flights from southern Africa to the Netherlands are halted, as Dutch citizens are allowed to return home, while EU citizens are allowed entry in transit to their home countries.	Ukuvalwa kwenqwelomoya zaseDutch akuthethi ukuba zonke iinqwelomoya ezisuka eMazantsi e-Afrika zisiya eNetherlands ziyanqunyanyiswa, njengoko abemi baseDutchi bevumelekile ukuba babuyele ekhaya, ngelixa abemi be-EU bevumelekile ukuba bangene kumazwe abo.
Medical staff, airline crews and people with pressing needs are also still allowed to travel.	Abasebenzi bezempilo, abasebenzi beenqwelo moya kunye nabantu abanezidingo ezicinezelayo basavumelekile ukuba bahambe.
KLM will continue flights to the region, but travelers need to stay in quarantine for at least five days upon arrival in the Netherlands.	I-KLM iya kuqhubekeka ineenqwelomoya eziya kulo mmandla, kodwa abahambi kunyanzelekile ukuba bahlale bodwa kangangeentsuku ezintlanu xa befika eNetherlands.
The new variant has been detected just as many European countries are grappling with a surge in coronavirus cases.	Uhlobo olutsha lwesisifo lufunyaniswe ngethuba amazwe amaninzi aseYurophu exakene nokwenyuka kwamanani abantu abane-coronavirus.
The Dutch government on Friday announced the nighttime closure of bars, restaurants and most stores as it tries to curb a record-breaking wave of COVID-19 cases that is swamping its health care system.	NgoLwesihlanu urhulumente waseDutch ubhengeze ukuvalwa ebusuku kweebhari, iivenkile zokutyela kunye neevenkile ezininzi njengoko ezama ukunqanda irekhodi elophula irekhodi lwabantu abanesifo i-COVID-19 egxobha inkqubo yakhe yezempilo.
	
EU to Suspend Travel From Southern Africa Over New COVID Variant	I-EU iyakunqumamisa ukuhanjelwa ngabantu abasuka eMazantsi e-Afrika ngenxa ye-COVID entsha eyahlukileyo
European Union states have agreed to suspend travel from southern Africa after the detection of a new COVID-19 variant, the presidency of the EU said Friday.	Amazwe e-European Union avumile ukumisa ukuhanjelwa ngabantu abasuka kuMazantsi e-Afrika emva kokubhaqwa kolunye uhlobo olutsha lwe-COVID-19, umongameli we-EU uthethe wenjenjalo ngoLwesihlanu.
A committee of health experts from all 27 EU states "agreed on the need to activate the emergency break & impose temporary restriction on all travel into EU from southern Africa," the Slovenian presidency of the EU said on Twitter.	Ikomiti yeengcali zezempilo ezisuka kuwo onke amazwe angama-27 e-EU "avumelene ngesidingo sokubeka ikhefu likaxakeka kwaye abeke uthintelo lwexeshana lokumisa konke ukuhamba okuya e-EU kusuka eMazantsi e-Afrika," utshilo umongameli waseSlovenia we-EU kuTwitter.
Restrictions will apply to Botswana, Eswatini, Lesotho, Mozambique, Namibia, South Africa and Zimbabwe, European Commission spokesperson Eric Mamer said on Twitter.	Izithintelo zimiselwe iBotswana, iEswatini, iLesotho, iMozambique, iNamibia, iMzantsi Afrika kunye neZimbabwe, satsho isithethi seEuropean Commission uEric Mamer ku-Twitter.
An EU official said that EU governments have also been asked to discourage travel to those countries.	Igosa le-EU lathi oorhulumente be-EU baye bacelwa ukuba bangakukhuthazi ukuya kula mazwe.
Each of the 27 EU countries is free to apply the new measures when it prefers. Some are already applying restrictions.	Ilizwe ngalinye kumazwe angama-27 e-EU likhululekile ukusebenzisa imilinganiselo emitsha ngokuthanda kwalo. Amanye sele ebesebenzisa imiqathango.
EU officials said that no decision had yet been made on other countries in other parts of the world where cases were detected, which include Hong Kong, Israel and Belgium, an EU country.	Amagosa e-EU athi akukabikho sigqibo senziweyo malunga namanye amazwe akwezinye iindawo zehlabathi apho kufunyenwe khona oluhlobo lwesisifo, amazwe aquka iHong Kong, Israel kunye neBelgium, ilizwe le-EU.
Global alarm	Uloyiko lwehlabathi
The new coronavirus variant, first detected in South Africa, has caused global alarm as researchers seek to find out if it is vaccine-resistant.	Uhlobo lutsha lwe-coronavirus, olufunyenwe kuqala eMzantsi Afrika, lubangele uloyiko ehlabathini njengoko abaphandi befuna ukufumanisa ukuba ingaba luyanyangeka na ngogonyo.
Marc Van Ranst, the virologist who detected the new variant in Belgium, told Reuters it was more likely the infected woman had contracted the variant in Belgium rather than while traveling outside Europe.	UMarc Van Ranst, ugqirha wentsholongwane ofumene uhlobo olutsha eBelgium, uxelele iReuters ukuba kunokwenzeka ukuba lo wasethyini usuleleke loluhlobo lutsha lwesisifo eBelgium kunokuba usuleleke nethuba ehambele ngaphandle kweYurophu.
She had been in Egypt earlier in November but developed symptoms only 11 days after her return to Belgium. She is not vaccinated.	Ebehambele e-Egypt ekuqaleni kukaNovemba kodwa waba neempawu kuphela kwiintsuku ezili-11 emva kokubuyela kwakhe eBelgium. Akagonywanga.
Switzerland imposed on Friday a requirement of 10-day quarantine and a negative test for travelers from Belgium, Israel and Hong Kong, in addition to travel bans on southern African countries.	ISwitzerland ngoLwesihlanu ibeke isidingo sokuba umntu avalelwe yedwa iintsuku ezili-10 kunye novavanyo oluthi akunaso esisifo kubahambi abavela eBelgium, eIsrael kunye naseHong Kong, ukongeza kwizithintelo zabahambi abasuka kumazwe aseMazantsi e-Afrika.
	
Italy Imposes Entry Ban on Eight Southern African States	I-Italy ibeka umthetho wokuvalwa kwayo kubantu abasuka kwamazwe asibhozo akuMazantsi e-Afrika
Italy imposed an entry ban Friday on people who have visited any one of eight southern African states in the last 14 days, because of the spread of a new COVID-19 variant there.	I-Italy ibeke uthetho wokuvalwa kwayo ngolwesiHlanu kubantu abakhe bandwendwela naliphi na ilizwe kumazwe asibhozo aseMazantsi e-Afrika kwezi ntsuku zili-14 zidlulileyo, ngenxa yokusasazeka kodidi olutsha lwe-COVID-19 khona.
Italian Health Minister Roberto Speranza signed an executive order banning entry of travelers from South Africa, Lesotho, Botswana, Malawi, Zimbabwe, Mozambique, Namibia and Eswatini.	Umphathiswa wezempilo e-Italy uRoberto Speranza utyikitye umyalelo olawulayo wokuvalelwa kwabahambi abavela eMzantsi Afrika, eLesotho, eBotswana, eMalawi, eZimbabwe, eMozambique, eNamibia nase-Eswatini.
Our scientists are studying the new B.1.1.529 variant.	“Iinzululwazi zethu zifunda uhlobo olutsha lwe-B.1.1.529.
In the meantime, we will adopt the greatest possible caution," Speranza said.	Okwangalomzuzu, siza kuthatha esona silumkiso sibalaseleyo,”utshilo uSperanza.
	
Zimbabwe Environmentalists Demand More Than Rhetoric on Climate Change	Iingcali zokusingqongileyo zaseZimbabwe zifuna ngaphezulu malunga nentetho ngoTshintsho lweMozulu
Environmentalists in Zimbabwe are reacting angrily to President Emmerson Mnangagwa's address at the COP26 conference, where he pledged his government's fight against deforestation and climate change.	Iingcali zokusingqungileyo eZimbabwe ziphendule ngomsindo kwintetho kaMongameli uEmmerson Mnangagwa kwinkomfa ye-COP26, apho athembise ngokulwa kukarhulumente wakhe esilwela ngokuchaseneyo nokugawulwa kwamahlathi kunye nokutshintsha kwemozulu.
Environmentalists say the government is busy dishing out land to companies, mainly Chinese, to mine coal for energy use, which COP26 wants phased out.	Iingcali zokusingqungileyo zithi urhulumente uxakekile enikezela ngomhlaba kwiinkampani, ingakumbi ezamaTshayina, ukuba zembe amalahle ukuze zisebenzise amandla, nto leyo i-COP26 ifuna apheliswe.
Tuesday in Scotland, President Emmerson Mnangagwa addressed the 2021 United Nations Climate Change Conference, known as COP26, where he urged developed countries to pay for causing global warming by emitting gases into the atmosphere.	NgoLwesibini eSkotlani, uMongameli uEmmerson Mnangagwa uthethe kwiNkomfa yeZizwe eziManyeneyo yoTshintsho lweMozulu ka-2021, eyaziwa ngokuba yiCOP26, apho ebongoze amazwe aphuhlileyo ukuba ahlawule ngokubangela ukufudumala kwehlabathi ngokukhupha iigesi emoyeni.
He said developing nations like Zimbabwe were paying for the consequences of those emissions.	Uthe amazwe asaphuhlayo afana neZimbabwe ahlawula iziphumo zoko kukhutshwa komoya ongcolileyo.
He also pledged his countrys cooperation in the fight against climate change.	Ukwathembise ngentsebenziswano lelizwe lakhe kumlo ochasene nokutshintsha kwemozulu.
Zimbabwe has revised its nationally determined contributions, a committed conditional 40% per capita greenhouse gas emissions reduction target by 2030.	“IZimbabwe iye yalihlaziya igalelo layo elimiselwe kuzwelonke, ukuzimisela okunemiqathango engama-40% ngomntu ngamnye ekujoliswe ekunciphiseni kokukhutshwa kwegesi engcolisayo ngo-2030.
Comprehensive strategies are being implemented towards mainstreaming climate change adaptation and resilience across all sectors of our economy," Mnangagwa said.	Amaqhinga abanzi ayaphunyezwa ekumiseleni uhlengahlengiso lokutshintsha kwemozulu kunye nokomelela kuwo onke amacandelo oqoqosho lwethu, utshilo uMnangagwa.
This comes at a time when environmentalists in Zimbabwe are asking the government to revoke an exploration license recently awarded to a Chinese company to mine coal for energy use.	Oku kuvele kanye xa iingcaki zokusingqungileyo eZimbabwe zicela urhulumente ukuba arhoxise iphepha-mvume lokuhlola elinikwe inkampani yase China ukuba imbe amalahle ukuze isebenzise amandla awo.
The Center for Natural Resource Governance is one of the organizations opposing the license.	Iziko loLawulo lweMithombo yeNdalo ngomnye wemibutho ephikisana nokunikezelwa kweli phepha-mvume.
The group promotes green energy, and fears that exploration for coal will cause greater deforestation.	Eli qela likhuthaza amandla ohlaza, kwaye liloyiko lokuba ukusetyenziswa  kwamalahle kubangela ukutshatyalaliswa kwamahlathi okugqithisileyo.
