fr	fon
Avec le développement de l’Internet, les médias en ligne se sont rapidement développés dans l’environnement de la presse béninoise.	827- Ɖò mɔkàn è gbàkún ɔ́ sín ali nù ɔ́‚ xó jíjlá gbɔn mɔkàn jí gɔnu lɛ́ɛ sukpɔ́ ɖò xó jíjlá lí nù ɖò Benɛ tò mɛ̀.
Sauf que ce boom des sites d’info se fait en dehors des dispositions légales.	828- Nǔ è nylá ɖémɛ ɔ́ wɛ́ nyí ɖɔ xó jlá zɔ́ gbɔn mɔkàn jí agbafafa nɛ́ ɔ́ nɔ́ xwédó sɛ́n hwe bǐ nù ǎ.
Comme à la première phase, vous pourrez les moments de forts de la tournée en temps réel ici >>	139- Ɖì akpáxwé nukɔntɔn ɖɔhun ɔ́‚ mí ná mɔ hwenu syɛ́nsyɛ́n hwɛzizɛ tògán ɔ́ tɔn lɛ́ɛ ɖò fí hwe tɔn nù.
Maurice Thantan Une délégation de l’Association nationale des communes du Bénin (ANCB) s’est rendue à l’Assemblée nationale ce lundi 9 Novembre 2020.	140- Maurice Thantan‚ kplékplé gbɛta tokpɔnla Benɛ̂ tɔn lɛ́ɛ (ANCB) yì ɖɛmɛnu gba jí tò mìtɔn tɔn ɖò tɛníígbè azǎn 9ɔ́ abɔxwísùn xwè 2020ɔ́ tɔn.
Les élus communaux et municipaux étaient à la rencontre des parlementaires dans le cadre d’une démarche de plaidoyer.	141- Tokpɔnlagán lɛ́ɛ yí kpé ɖɛmɛnu tɔn lɛ́ɛ bó ná yí dó fɛ̀n kpá nú xó ɖé.
Ce dernier s’inscrit dans le cadre des travaux parlementaires en vue de l’adoption du budget général de l’Etat 2021.	142- Fɛ̀n dó kpá nɛ́ ɔ́ kúnkplá azɔ̌ ée nyí ɖɛmɛnu lɛ́ɛ tɔn bɔ̀ ye ná ɖènyǐ akwɛ́ nabí tò ɔ́ ná zán ɖò xwè 2021ɔ́ mɛ̀ é ɔ́.
La teneur du plaidoyer des maires est d’obtenir de l’exécutif un transfert des ressources vers les communes à temps.	143- Nǔ è ɖò tají ɖò fɛ̀n dó kpá nɛ́ mɛ̀ é wɛ́ nyí ɖɔ̀ tokpɔnlagán lɛ́ɛ ɖò byɔ́byɔ́ acɛkpìkpà ɔ́ wɛ̀ ɖɔ̀ akwɛ́ è ɖò ná zán ɖò tokpɔnla lɛ́ɛ mɛ̀ é ní yawu wá tokpɔnla lɛ́ɛ mɛ̀.
Le maire de Porto-Novo, Charlemagne Yankoty, fait le point des discussions avec les députés.	144- Tokpɔnlagán Xɔ̀gbónu tɔn‚ Charlemagne Yankoti‚ ɖò kɛ́n xó lɛ́ɛ tɔ́n xá ɖɛmɛnu lɛ́ɛ.
Maurice Thantan Infos Une, Société 0 Comment ANCB budget communes ressources	145- Maurice Thantan ‚ Xó tají ‚ gbɛtɔ́ lɛ́ɛ‚ Kplékplé gbɛta Tokpɔnlagán lɛ́ɛ tɔn‚ akwɛ́ zínzán tokpɔnla lɛ́ɛ tɔn.
Un seul match au programme pour cette première journée dans le groupe B pour le tournoi UFOA B U20.	"""146- Anyumlímlí ɖokpó wɛ́ ɖò keze zán nukɔntɔn élɔ́ mɛ̀ gbɛta wegɔ́ɔ mɛ̀ nú nǔ kàn anyumlímlí xíxó """"UFOA B U20"""" tɔn é."""
Les Super Eagles du  Nigéria ont croisé les crampons avec les Eléphants de la Côte d’Ivoire.	147- Aklasú Awɔnlin tɔn lɛ́ɛ ná kpé afɔ xá Ajinakú Abijáan tɔn lɛ́ɛ.
“Bien qu’ayant exercé ces recours dont le dernier n’a toujours pas encore été vidé et comme cela est devenu presque de mode, cette société a parallèlement saisi la Cour africaine des droits de l’homme et des peuples le 14 février 2020 d’un recours en présentant dans la même procédure une demande de mesures provisoires tendant au sursis à l’exécution du jugement d’adjudication”, relate le ministre de la Justice.	"""2038- """"Azɔxwé nɛ́ ɔ́ mɔ ɖɔ lě è gbò hwɛ ɔ́ gbɔn ɔ́ kún jɛ émí tɔn jí ó ‚ bó lɛ́ ylɔ́ azɔn nabí ɖé ‚ gudo gudo tɔn è é ylɔ́ din ɔ́‚ è tlɛ ko ɖɔ fó ɔ́ ǎ có bɔ ‚ ɖò azǎn 14ɔ́ zofínkplɔsùn xwè 2020ɔ́ tɔn gbè ɔ́‚ é gbɔn gudo bó lɛ́ yì ylɔ́ hwɛ ɔ́ ɖò sɛ́n gbásá dódó Aflika gbéjí ɔ́ tɔn """" nǔ gǎn-hɔn-yì-tɔ ée nɔ kpénúkún dó hwɛɖiɖɔ wú é ɔ́ ɖɔ é nɛ́."""
De nouveaux horaires d’ouverture entrent en vigueur à partir du 1er janvier 2021 dans l’administration publique béninoise.	2039- Bɛsín azǎn nukɔntɔn aluunsùn xwè 2021ɔ́ tɔn gbè ɔ́‚ gàn è mɛ̀ axɔsú sín azɔxwé lɛ́ɛ ná nɔ hùn hɔn dó lɛ́ɛ ɖyɔ.
Les horaires actuels ont été légèrement modifiés au niveau de la durée de la pause de midi et de la fin de la journée.Selon le conseil des ministres de ce mercredi 9 décembre, les nouveaux horaires applicables dans l’administration publique à partir de l’année prochaine se présentent comme suit : Jusque-là, et ce depuis 36 ans, la pause de la mi-journée dure deux heures et demi entre 12h30 et 15h.	2040- Gàn xixo lɛ́ɛ ɖyɔ kpɛɖé din ɖò gbɔjɛ́ hwemɛ tɔn ɔ́ kpódó gbadanu tɔn kpán lí xò. Dò kplé gǎn-hɔn-yì-tɔ lɛ́ɛ tɔn ée tîin ɖò azǎn 9ɔ́ wǒsùn ɔ́ tɔn gbè ɔ́ dòmɛ ɔ́‚  gàn yaɖé yaɖé è azɔxwé axɔsú tɔn lɛ́ɛ ná nɔ xwédó dó wànǔ ɔ́ lɛ́ɛ ɖye : káká wá jɛ din ɔ́‚ sín xwè 36 ɖye ɖokpóo ɔ́‚ gbɔjɛ́ hwemɛ tɔn ɔ́ nɔ bló gàn xixo we adaɖe‚ bɛsín gàn 12 adaɖe wá yì jɛ gàn 3 mɛ̀.
Elle sera désormais d’une heure en moins afin de libérer les travailleurs plus tôt, à 17h30.	2041- Din ɔ́ gàn xixo ɖokpó ná gosin mɛ̀ bɔ azɔwatɔ ná yawu yì xwé gbadanu ɖò gàn 7 adaɖe mɛ̀.
Le changement des horaires de travail dans le public a été envisagé à la suite d’une étude.	2042- Có bɔ è ná ɖyɔ gàn mɛ̀ nú azɔwatɔ lɛ́ɛ ɔ́‚ è tó gbéjé kpɔ́n hwɛ̌ káká.
Tout est parti des données préliminaires collectées sur les quatre premiers mois de 2020 sur la couverture vaccinale.	1772- Awɔntin hwɛ́n ayǐ è bló ɖò sùnzán ɛnɛ nukɔntɔn è ɖò xwè 2020ɔ́ ɔ́ mɛ̀ ɔ́‚ wɛ dalɔ mɛ bɔ è tuun vǐ nabí è jà yɛ̌n ɔ́ dó gbè ɔ́.
Leur analyse conclut à une chute notable du nombre d’enfants ayant reçu dans la période certains vaccins vitaux.	1773-  Awɔntin hwɛ́n ayǐ yetɔn mɔ ɖɔ vǐ ée è ɖó ná dó yɛ̌n ná lɛ́ɛ wá dò dɔɔ.
Exemple des trois doses de vaccin contre le tétanos, la diphtérie, et la coqueluche.	1774- Kpɔndewu tɔn ɔ́ wɛ nyí yɛ̌n è ná dó nú yě bɔ ye ná gló azɔnkwín tétenos‚ diphtérie kpódó coqueluche kpán é.
La situation est d’autant plus alarmante que c’est pour la première fois qu’en 28 ans le monde risque de connaître un recul de la couverture du DTP3, vaccin contre la coqueluche, le principal indicateur du taux de couverture vaccinal dans les pays.	1774- Nǔ ɔ́ hɛn hǔn káká bɔ‚ ɖó sín xwè 28 ɖye ɖokpóo ɔ́‚ azɔn nukɔntɔn ɔ́ nɛ́ yɛ̌n DTP3 ée nɔ xò coqueluche gló ɔ́ dídó wá dò dɔɔ nɛ́.
A quoi invitent concrètement l’Oms et l’Unicef ?	1776- Aní kɔn dà mɛ dó wɛ OMS kpódó Unicef kpó ká ɖè ?
Maurice Thantan Infos Une, Santé, Société 0 Comment Afrique covid-19 santé vaccin	1777- Maurice Thantan Xó tají ‚ lanmɛ ná nɔ ganjí ‚ nunɔmɛ gbɛtɔ lɛ́ɛ tɔn‚ Aflika Kovidi-19 ‚ lanmɛ ná nɔ ganjí ‚ yɛ̌n dídó.
Deux jours après la tenue des épreuves du concours de recrutement de 100 auditeurs de justice (futurs magistrats), des cas de fraudes conduisent à l’annulation du concours.C’est à reprendre.	1778- Azǎn wegɔ ɔ́ ée jɛ azǎn è gbè agbahwlɛnhwlɛn è bló bó ná yí hwɛɖɔtɔ́ 100 lɛ́ɛ gudo ɔ́‚ ée mɛɖé lɛ́ɛ fín nǔ kpɔ́n é ɔ́‚ è gbɔ bó ɖó nǔ agbahwlɛnhwlɛn ɔ́ nù. È ná lɛ́ bɛ́.
La tricherie aura eu raison du dernier concours de recrutement des futurs magistrats.	1779- Nǔ fín kpɔ́n wɛ ɖó ɖùɖéjí ɖò agbahwlɛnhwlɛn hwɛɖɔtɔ́ lɛ́ɛ tɔn gudo tɔn è è bló é.
Dans la journée de ce mardi 15 décembre, des actes successifs ont abouti à la décision d’annuler le concours.	1780- Ɖò táatagbè azǎn 15ɔ́ wǒsùn ɔ́ tɔn gbè ɔ́‚ nǔ è jɛ tɛnmɛ tɛnmɛ lɛ́ɛ zɔ́n bɔ ajaka dɔn sí gbɔn agbahwlɛnhwlɛn ɔ́ jí.
Elle a été annoncée sur la page Facebook du gouvernement.	1781- Facebook acɛkpìkpà ɔ́ tɔn jí wɛ è lá ɖè.
Selon la publication, c’est le chef de l’Etat qui a ordonné la reprise du concours après que des cas de tricherie ont été signalés.	1782- Ɖò wɛn nɛ́ è è lá ɔ́ mɛ̀ ɔ́‚ tògán ɔ́ ɖesu wɛ ɖè gbè ɖɔ ajaka ní dɔn sí gbɔn agbahwlɛnhwlɛn ɔ́ jí.
Plus tôt, c’est le procureur de la République près le Tribunal de première instance de Cotonou qui faisait une déclaration à la presse pour confirmer les tentatives de fraude rapportées par la presse depuis lundi.	1783- Hwɛɖɔ gbà jí gán Kutɔnu tɔn ɔ́ wɛ dó zogbe wɛn nɛ́ jí ɖò kplé è é bló xá ɖɔ nú è sè zɔ wá tɔ́ lɛ́ɛ ɖò tɛníígbè ɔ́ dòmɛ.
Deux candidates ont été prises en flagrant délit de tricherie, d’après les explications du procureur : “L’une a été vue en train de manipuler un téléphone portable par lequel elle correspondait avec une personne extérieure, l’autre avec des documents écrits en forme de brouillon qui n’étaient pas ceux fournis par le centre d’examen.”	"""1784- È wlí agbahwlɛntɔ nyɔnu we kololò bɔ ye ɖò nǔ fín kpɔ́n wɛ‚ nǔ è hwɛɖɔgbásá gán ɔ́ tínmɛ ɖò ali nɛ́ nù ɔ́ ɖye : """"mɛ nukɔntɔn ɔ́‚ è wlí í bɛ ɖò alǒ kàn zán wɛ bó ɖò nǔwlán sɛ́dó mɛɖé ɖò kɔ́xo wɛ‚ mɛ wegɔ ɔ́‚ è wlí bɛ hɛn wěmá bɔ nǔwlánwlán ko ɖéjí bɛ́ hɛn sín xwé gbè."""
Pour les personnes affectées par le projet et qui reçoivent leurs chèques, c’est l’aboutissement d’un long processus.	1785- Nú mɛ ée tutomɛ ɔ́ xó bɔ ye wá yí kwɛ yíyí wémá yetɔn ɔ́‚ ali è ye zɔ́n ɔ́ hwexwɛ ɖěbǔ ǎ.
C’est aussi un soulagement pour les autorités politico-administratives de la ville.	1786- Kɔ́mɛ gán tòxó ɔ́ tɔn lɛ́ɛ lɔ́ɔ gbɔ fiin ɖokpó.
Elles ont profité de l’occasion pour remercier le Chef de l’Etat pour son implication dans l’aboutissement de la démarche.	1787- Ye dógbè syɛnsyɛn sɛ́dó tògán ɔ́ ée sɔ afɔ dó xó ɔ́ mɛ̀ bɛ́ síxú yawu kpà yě lé.
Les prestataires privés interviendront aussi dans la gestion des ressources humaines.	1383- Azɔxwé mɛ kpáa tɔn nɛ́ lɛ́ɛ ná lɛ́ ɖó nù ɖò mɛsi lɛ́ɛ hínhɛ́n mɛ̀.
“Le dispositif consiste à confier la sélection, la mise à disposition et la gestion d’une partie du personnel enseignant non agent de l’Etat, à des agences de placement”, précise le compte rendu du conseil des ministres.	"""1384- """"Tutomɛ ɔ́ ná sɔ lě è ná yí mɛsi lɛ́ɛ gbɔn é ‚ lě è ná zán yě gbɔn é nú azɔxwé mɛ kpáa tɔn lɛ́ɛ"""" ‚ tagbesɔ gǎn-hɔn-yì-tɔ́ lɛ́ɛ wɛ tɛɖɛ̌ jí."""
Juin 2020, c’est le délai ultime accordé à tous les pays membres de l’Union Internationale des Télécommunications (UIT) pour le passage de la télévision analogique à la télévision numérique terrestre (TNT).	1385- Ayidósùn xwè 2020ɔ́ tɔn wɛ nyí hwenu gudo tɔn è è ná tò è ɖò bǔnínɔ́ gbɛ ɔ́ tɔn ée ɖɔnǔ dó xó jíjlá gbɔn mɔkàn jí nù ɔ́ (UIT) mɛ̀  lɛ́ɛ bǐ bónú gbaví nukpɛ́nnɔ gɔnu yetɔn lɛ́ɛ ní huzu gbaví nukpɛ́nnɔ mɔkàn jí tɔn lɛ́ɛ  (TNT).
Au Bénin, les choses sont fin prêtes pour apporter la TNT dans les ménages non sans bouleversements dans les habitudes des téléspectateurs.	1386- Ɖò Benɛ ɔ́‚ nǔ lɛ́ɛ bǐ ɖò gbesisɔ mɛ̀ bónú TNT ná byɔ walɔ lɛ́ɛ bǐ mɛ̀ ɖò xwédó ɖokpó ɖokpó mɛ̀.
“Il y a eu augmentation au niveau de la structure chargée des microfinances pour que les mesures sociales en faveur de nos populations soient concrétisées”, s’est réjoui l’honorable Euric Guidi.	"""1569- """"È dó akwɛ akwɛ jí nú azɔxwé ée nɔ nya akwɛ nú mɛ lɛ́ɛ bónú linlin ɖagbe è ɖó dó tòví lɛ́ɛ wú ɔ́ ná jɛ jlɔ"""" ‚ nǔ è víví nú ɖɛmɛnu Euric Guidi é nɛ́."""
“Les routes qui sont programmées pour 2020 dans ce budget vont désenclaver des grandes zones de production agricole.	"""1570- """"Ali è è lɛ́n ná bló ɖò xwè 2020ɔ́ mɛ̀ lɛ́ɛ ná zɔ́n bɔ ali ná gbɔb xá è mɛ̀ è nɔ lɛ̀ glè ɖè tawun lɛ́ɛ é."""
Vous avez entendu les gens de la vallée dire qu’ils n’ont jamais connu de ponts mais cette année il y aura quatre ponts qui seront construits”, a ajouté le député Assan Séibou.	"""1571- """"Mí sè ɖɔ mɛ ée ɖò tɔgbadomɛ lɛ́ɛ ɖɔ émí kún mɔ anǎ kpɔ́n gbeɖé ó‚ amɔ̌ xwè élɔ́ mɛ̀ ɔ́‚ è ná gbá anǎ ɛnɛ nú yě"""" ‚ ɖɛmɛnu Assan Séibou wɛ gɔ́ énɛ́ ná."""
Quand au député Edmond Agoua, il soutient que “beaucoup de problèmes sociaux qui seront réglés”, grâce au budget de l’Etat qui a été voté.	"""1572- Ɖɛmɛnu Edmond Agoua mɔ ɖɔ """"hudo gbɛtɔ́ lɛ́ɛ tɔn gege ná mɔ sìnkɔn"""" ‚ gbɔn akwɛ zínzán nɛ́ lí nù."""
L’installation des conseils communaux et l’élection des maires et de leurs adjoints ont débuté ce 28 mai dans 11 départements sur 12.	1573- Sɛ wá mǎ ɖɔ gbɛta tokpɔnlagán lɛ́ɛ tɔn sɔ ɖayǐ kpódó tokpɔnlagán lɛ́ɛ sísɔ kpán kpódó mɛ bɔdó mɛ wú yetɔn lɛ́ɛ kpán sísɔ ko bɛ́ ɖò azǎn 28ɔ́ nǔxwásùn ɔ́ tɔn gbè ‚ gbɔn tokpɔnla 11 jí ɖò 12 lɛ́ɛ mɛ̀.
“Ce sont des travaux qui ont été prévus par le gouvernement pour pouvoir l’aéroport de Cadjèhoun aux normes”, a expliqué André Amoussou, responsable du projet d’extension du hall.	"""1744- """"Azɔ̌ nɛ́ lɛ́ɛ ɔ́‚ acɛkpìkpà ɔ́ sɔ ɖò tè bónú jɔhún jayǐ tɛn Kájɛwun tɔ́n ɔ́ ná síxú cí lě é ɖó ná nɔ é ɖɔhun"""" André Amǔsu‚ gǎn ée ɖò tutomɛ adà gbló nú jɔhún jayǐ tɛn ɔ́ nù ɔ́ wɛ tín nǔ nɛ́ mɛ̀."""
A la fin des travaux, il existera une partie du hall consacrée aux vols internationaux et un autre aux vols locaux.	1745- Ɖò fúfónu azɔ̌ lɛ́ɛ tɔn ɔ́‚ è ná kpò akpá è xwé è ná gbǎ bɔ mɛ ée xwè tò gudo lɛ́ɛ ná nɔ́ nɔ̀ tè ɖè é kpódó akpá è xwé fí è mɛ ée má xwè tò gudo ǎ lɛ́ɛ lɔ́ɔ na nɔ́ nɔ̀ tè ɖè é.
Un espace restauration et des boutiques de produits détaxés sont également prévues.	1746- È ná hùn nǔɖúɖú sá tɛn Kpódó cɔ̀fù lɔ́ɔ mɔ̌.
Pour le directeur général de l’aéroport de Cotonou, les travaux en cours sont inédits.	1747- Nú gǎn è kpacɛ dó jɔhún jayǐ tɛn ɔ́ nù ɔ́‚ azɔ̌ ée ɖò tè lɛ́ɛ ɔ́‚ nù síxú ɖɔ ǎ.
Selon Hervé Bretton, c’est un nouvel aéroport que les usagers vont retrouver à la fin des travaux.	1748- Nú Hervé Bretton ɔ́‚ jɔhún jayǐ tɛn ɖevo mɛ jɔhún jayǐ tɛn ɔ́ xwlé tɔ́ lɛ́ɛ ná wá mɔ.
“L’usager va s’attendre à un aéroport complètement transformé à savoir donc une approche du terminal avec un nouveau parking, avec un nouveau réseau routier, avec notamment la mise en place d’une dépose-minute donc il y a un accès plus facile au parking et beaucoup plus efficace”, a-t-il expliqué.	"""1749- """"Jɔhún jayǐ tɛn xwlé tɔ́ ná mɔ bɔ jɔhún jayǐ tɛn ɔ́ ná ɖyɔ́ bǐ dégbé dégbé ‚ fí è kɛkɛ kpódó mɔto kpán ná nɔ gán dó ɔ́ ná gbɔnvo ‚ ali lɛ́ɛ ná ɖyɔ ‚ fí è nɔ́ nɔ̀ tè dó cóbó nɔ́ byɔ́ jɔhún mɛ̀ ɔ́ ná ɖyɔ́‚ bɔ mɔto glín tɛn ɔ́ byɔ́byɔ́ ná fá"""" ‚ lě é tínmɛ gbɔn é nɛ́."""
PréventionLe Covid-19 a imposé de nouvelles habitudes aux humains partout dans le monde.	1750- Zali xá Kovidi-19 ɔ́ zɔ́n bɔ walɔ gbɛtɔ́ lɛ́ɛ tɔn ɖyɔ ɖò gbɛ ɔ́ mɛ̀.
Parmi elles, le lavage des mains est devenu un réflexe à Cotonou, au Bénin.	1751- Alɔ kiklɔ gbɔ́ bó nyí ajijimɛ nú ‚ Kutɔnu ‚ Benɛ.
Alors que la saison des pluies rime souvent avec choléra dans notre pays, le respect des gestes barrières contre le Covid-19 pourrait contribuer à lutter contre le choléra.	1752- Jǐ hwenu ɔ́‚ kolela zɔn ɔ́ nɔ kpétó ɖò tò mìtɔn mɛ̀‚ walɔ ɖagbe zínzán dó liza xá azɔnkwín Kovidi-19 ɔ́ síxú lɛ́ zɔ́n bɔ kolela ɔ́ ná ɖékpò.
Le vibrion cholérique responsable du choléra vit dans les selles.	1753- Azɔnkwín ée nɔ dó kolela mɛ ɔ́ sɔwunɖa mɛ̀ wɛ nɔ́ nɔ̀.
Auteur d’un putsch militaire contre le régime de Hubert Maga, le chef d’Etat-major général prend le pouvoir le 28 octobre 1963, proclame la dissolution de toutes les institutions et la suspension de la Constitution du 26 novembre 1960.	241- Ée è nɔ̀ nukɔn bó flí gǎn zínkpo Hubert Maga tɔn ɔ́‚ sɔ́jà gán ahwan gán sùnvínɔ ɔ́ xá gǎn zínkpó ɔ́ jí ɖò azǎn 28ɔ́ kɔ́nyásùn xwè 1963ɔ́ tɔn gbè‚ bó ké ɖɔ̀ azɔxwé lɛ́ɛ bǐ ní ɖó azɔ̌ tè lóbónú sɛ́n dódó tò ɔ́ tɔn è è sɔ́ ɖayǐ ɖò azǎn 26ɔ́ xwè 1960ɔ́ gbè ɔ́‚ ajaka ní dɔn sí gbɔn jí.
Il interdit tous les partis politiques au Dahomey au profit de la création d’un grand parti national rassemblant tous les acteurs politiques de l’époque.	242- É gbɛ́ ɖɔ̀ tòxòɖɔ́gbɛta ɖě kún sɔ́ ná tîin ɖò Danxomɛ ó lóbó sɔ́ tòxòɖɔ́gbɛta ɖaxó ɖokpó nyìtè bɔ̀ tòxòɖɔ́tɔ́ hwenɛnu tɔn lɛ́ɛ bǐ ɖémɛ̀.
Dans la foulée, sera créé le Parti Démocratique Dahoméen et adoptée par référendum une nouvelle Constitution.	"""243- Ɖò hunnya hunnya sín nǔwíwá nɛ́ lɛ́ɛ mɛ̀ wɛ̀ è sɔ́ tòxòɖɔ́gbɛta acɛkpìkpà jɛ̀ tòví bǐ kpáa sí Danxomɛ tɔn ɔ́ """" Parti Démocratique Dahoméen"""" ɖótè bɔ̀ éyɛ lɛ́vɔ́ sɛ́n dódó ɖevo sɔ́ ɖayǐ."""
L’opération de contrôle de la police républicaine sur les axes routiers n’est pas suspendue dans sa globalité.	651- Azɔ̌ wíwá lɔkpa zɔ́ wá tɔ́ lɛ́ɛ tɔn ée nyí ye ná kpɔ́n ɖɔ̀ wěmá kɛkɛnɔ lɛ́ɛ tɔn kpódó mɔtonɔ lɛ́ɛ kpán tɔn sɔ̀gbè ají ɔ́‚ ye ɖó nǔ nù ɖò fí bǐ ǎ.
Le mis en cause a un délai de 60 jours pour satisfaire à la demande.	400- Mɛ jɛ̀ hwɛ mɛ̀ ɔ́ ɖó azǎn kanɖé ko bó ná yígbè nú nǔ è è kanbyɔ́ ɛ́ é.
Dans le cas contraire, le citoyen peut s’adresser à l’APDP pour une plainte.	401- É má ká nyí mɔ̌ ǎ ɔ́‚ tòví ɔ́ hɛ̀n ɔ́ é ná jɛ hwɛ ɖò APDP.
Les recommandations issus des échanges :	402- Nǔzɔ́nmɛ ée tɔn xó cyan cyan lɛ́ɛ mɛ̀ ɖye :
Les membres de la commission électorale nationale autonome (Cena) ont échangé avec les représentants des 5 partis en lice pour les communales du 17 mai 2020.	403- Tutomɛ ée nɔ́ kpénúkún dó sɔ́mì sɔ́mì wú ɔ́ (Cena) sín mɛ lɛ́ɛ bló kplé xá afɔ sɔ́ ɖó tè tɔ́ tòxò ɖɔ́ gbɛta atɔ́ɔn ée xwè agbahwlɛ́nhwlɛ́n tokpɔnlagán lɛ́ɛ tɔn ɖò azǎn afɔtɔn núkún we xwé 2020ɔ́ tɔn mɛ̀ lɛ́ɛ é.
C’était ce 11 avril au siège de l’institution.Les échanges ont porté sur le maintien des élections malgré la menace de la pandémie du coronavirus qui n’épargne pas le Bénin.	"""404- Azǎn 11ɔ́ lidósùn ɔ́ tɔn mɛ̀ wɛ̀ ɖò nɔtɛn azɔxwé ɔ́ tɔn. Xó cyan cyan lɛ́ɛ junjɔn ɖě sɔ́mì sɔ́mì ɔ́ má ɖò ná gló wɛ̀ ǎ gbɔn é jí ; è ná kpɔ́n dó azɔnkwín kolonâ ɔ́ wú ǎ."
Cette décision émane de la conférence des présidents des institutions constitutionnelles.	405- Gbetakɛ́n nɛ́ ɔ́ tɔn sín bǔnínɔ́ nukɔntɔ́ azɔxwé axɔ́sú tɔn lɛ́ɛ tɔn mɛ̀.
A travers cette séance la Cena a expliqué aux partis présents les raisons et les modalités d’application de cette décision.	406- Gbɔn ayǐ è ye junjɔn nɛ́ ɔ́ gblamɛ ɔ́‚ Cena tín nǔ è wú gbetakɛ́n nɛ́ è ɖó ná wànǔ xwédó ɔ́ nú tòxò ɖɔ́ gbɛta lɛ́ɛ.
Communales 2020 : 5 235 609 électeurs appelés aux urnes Pour éviter la propagation du Covid-19, la campagne électorale se fera beaucoup plus dans les médias.	407- Sɔ́mì sɔ́mì tokpɔnlagán lɛ́ɛ tɔn xwè 2020ɔ́ tɔn ɔ́ : gbɛtɔ́ 5 235 609 wɛ́ ná yí sɔ́ mɛ.Bó ná dó nyì alɔ nú azɔnkwín Kovidi-19 ɔ́‚ è ná bló sɔ́mì sɔ́mì sín nǔwíwá lɛ́ɛ gbɔn mɔkàn gɔnu lɛ́ɛ.
Il n’y aura donc pas de meetings, caravanes et autres.	408- Hǔn sɔ́mì sɔ́mì kplé ná tîin ǎ‚ è ká jlá ajɔ̌ gbɔn tòxò mɛ̀ kpódó mɔto alǒ kɛkɛ kpán ǎ.
Les membres de la Cena ont apporté des réponses aux préoccupations des uns et des autres sur le déroulement du scrutin.	409- Cena sín mɛ lɛ́ɛ yígbè nú nǔkanbyɔ́ mɛ ɖokpó ɖokpó tɔn dó nǔ è kàn sɔ́mì sɔ́mì ɔ́ wú.
Au terme de cette rencontre disputée, c’est le Ghana qui sort vainqueur de ce tournoi avec un score de 2 buts contre 1.	410- Ɖò fúfónu nú bɔlu xixo ɔ́‚ Gana wɛ́ ɖó ɖuɖeji bó dó ɖɔ̀ we bɔ̀ mɛ ɖè ɔ́ dó ɖokpó.
C’est le Burkina qui a ouvert le chemin des filets à la 16è minute grâce à Kouamé Jean Fiacre Botue.	411- Buukina wɛ́ dó ɖɔ̀ nukɔntɔn ɖò cɛ́jú afɔtɔn núkún ɖokpó gɔ́ ɔ́ mɛ̀‚ Kouamé Jean Fiacre Botue wɛ́ dó.
Le Ghana est revenu au score d’abord à la 40è minute par l’entremise de leur capitaine, Daniel Afriye.	412- Gana tó wá klɔ́n ɖɔ̀ ɔ́ hwɛ ɖò cɛ́jú kanɖé gɔ́ ɔ́ mɛ̀ gbɔn afɔ sɔ́ ɖòtè tɔ́ bɔlu xò gbɛta tɔn ɔ́‚ Daniel Afriye jí‚
Les Béninois résidant au Nigéria n’auront plus de difficultés à prouver leur identité et à circuler librement dans le pays voisin.	114- Benɛ̂ ví ée ɖò Awɔnlin lɛ́ɛ ɖě sɔ́ ná mɔ wǔvɛ́ cóbó ná ɖisa ɖò jlokokomɛ ɖò tò bɔ̀dó tò wú nɛ́ ɔ́ mɛ̀ ǎ.
Le gestionnaire-mandataire de l’Agence nationale d’identification des personnes (ANIP), Cyrille Gougbedji a présenté ce 21 août 2020, leurs cartes nationales d’identité biométrique réalisées.Dans le but de se conformer à la législation en vigueur au Nigeria, le gouvernement du Bénin avait procédé au recensement de ses ressortissants dans le pays en décembre 2019.	115- Gǎn ée kpacɛ dó agba è sá ɖɔ̀nǔ dó nyǐ ɖè mɛ wú ɖò Benɛ̂ tò mɛ̀ ɔ́‚ Cyrille Gugbejí ko sɔ́ mɛdógesiwéma yetɔn xlɛ́ ɖò 21 avùvɔ̀sùn xwè 2020ɔ́ tɔn gbè. Bó ná dó wànǔ xwédó sɛ́n è ɖòtè ɖò Awɔnlin é ɔ́‚ acɛkpìkpà Benɛ̂ tɔn ɔ́ ko sɔ́ kɛ́n mɛ nɛ́ lɛ́ɛ tɔn sín wǒsùn 2019ɔ́ tɔn ɔ́ ɖokpóo.
Au terme de l’opération, 35.000 ont été enregistrés.	116- Ɖò fúfónu nǔwíwá ɔ́ tɔn ɔ́‚ gbɛtɔ́ 35.000 (děgba tantɔn afatɔ́ɔn) sín nyǐkɔ́ wɛ̀ è yí.
Ces personnes seront les premiers bénéficiaires de carte nationale d’identité biométrique.	117- Mɛ énɛ́ lɛ́ɛ wɛ́ ná nyí mɛ nukɔntɔn ée ná yí mɛdógesiwéma yɔyɔ nɛ́ lɛ́ɛ é.
En même temps qu’ils recevront les nouvelles cartes d’identité, les bénéficiaires recevront également des actes de naissances sécurisés.	118- Ye ná yí mɛdógesiwéma yɔyɔ nɛ́ ɔ́ bó ká ná lɛ́ yí jijiwéma è ayijayǐ ɖekɔn è.
