fr	bbj
Le maire François Wadji a déposé une plainte ce lundi à la police judiciaire de Bafoussam.	Dôtəŋlá Waji Fraŋsua wə́ m kətú Fûsap bútə́ mɔ́de ɔ.
Ces derniers auraient escroqué les amis et la famille du maire.	Bə wáp lə fú kó msó pú a tuŋdyə́ Dôtəŋlá'.
Les criminels ont déjà réussi à soutirer la somme de 4 millions de FCFA à leurs victimes.	Pə mghɛ fú pə̂ bə wáp tsə́ m lə kâp shû' pfʉə̀ bí pə yû' wáp.
La police a ouvert une enquête.	Mkətú'  kě tó' nə́ tə́ŋtə̀.
Il faut rappeler qu'Awa Fonka Augustine le gouverneur de la région de l’Ouest a traversé des moments difficiles.	Pú kámtə́ gaə́ Awa Fonka Augustine Dôghə̌ŋlá' Bîman kə yɔ̂go'ó.
L’autorité administrative a été victime de cybercriminalité.	 Pə pɔ́p tsʉ' kə tɔ̂mnwə̀ nə̂ Kǎmgùŋ.
Son numéro Orange a été piraté.	Bə pú fɛ́ núbà oraŋzhə e
Il a demandé ainsi au public d’ignorer tout message qui viendrait de son numéro Orange.	E cyə m pó'o gɔm bíí gùŋ pɔ awɛ́ gaə́ wáp kə̂ nîŋ nwə nə̂ bâyálə́ kʉɔ̀ lə́ yə a fə́ nə́ nuba e bɔ́ɔ lə.
La cybercriminalité prend une ampleur inquiétant au Cameroun.	Sibɛrkriminalite wə́ gá'bú Kamərun.
Plusieurs Camerounais perdent chaque jours le contrôle de leurs numéros de téléphone piratés par des cybercriminels.	Vəŋ poá Kamərun bə́ guŋ mtyə̂' awɛ́ jɔ́ bə pú fɛ́ mnúbà máp.
play videoL'opérartion a été menée par la Brigade Anti Criminalité du GMI.	Ceŋnyə cyəcyə: kətú  mnwɔ pəpɔ́ptsʉ' nə̂ dé nwə̀ nə́.
Ci- dessous le film de l’opération réalisé par nos confrères d’Equinoxe Tv.	Mfə̂ pɔ́kpə̀ Ekinɔx latə pá' nwə bɔ́ɔ kə cyə á bvʉ̀'sǐ póo
Le Chinois a bénéficié de la complicité de quatre Sénégalais.	Pə Senegal pápfʉə̀ nə́ kə̂ ŋkwítə́ yə shinə.
On en sait un peu plus sur les raisons de la pénurie de pièces de 100 FCFA au Cameroun et partant en Afrique centrale.	Pú ná' jyə́ ywə́ yə â gə msîkhə sîkhə pə́ wə́ ják Kamərun pú a Cicə Afrika lə.
Mais l’explication se trouve dans un article publié ce 14 juin 2021 dans Libération.	"Dà' gaə́ tútə̀ yá bɔ́ɔ bə pú və ntʉ́m"" Liberation"" yə tyə̂' 14 nə̂ Dzʉ̂'bvʉ̀ 2021"
À en croire Ousmane Koné Amath Gaye Ismaila Mbaye et Massamba Gaye Ndiaye le modus operandi était le même.	Ousmane Koné Amath Gaye Ismaila Mbaye pú Massamba Gaye Ndiaye gaə́ modus operandi kə̂ bá kwìcǐ.
« Lin Xiwei importait les machines au Sénégal en pièces détachées.	"""Lin Xiwei lə̂ bə́ nə̂ lə məsíŋ kó ntʉ́m gùŋ Senegal bə ě kyɛ́'tə́ wɛ́."
Le Chinois se chargeait personnellement de les installer et de faire la programmation électronique ».	Yə Shinə lə̂ bə́ jáp nə́ŋ  Nyáptə pá' gɔ ghiŋ á pə́ yʉ́.
Pour sa part « Lin Xiwei jure avoir stocké les machines dans un appartement occupé par Massamba Gaye Ndiaye.	Lin Xiwei gaə́ Ě pák mə̂siŋ ntʉ́m pà' yə Massamba Gaye Ndiaye kə̂ bə́ cwə́ nə́ lə.
Et ce dernier les aurait dérobées et installées dans des débits de boissons à son insu ».	A cwə́ mpá' Massamba zhʉ̀ nə́ gɔ dwɔ́k dyə̂ mlù' pə́ tə e zhyə́ lə.
Un premier témoin de l’accusation a été auditionné jeudi par le tribunal militaire de Yaoundé durant plus de trois heures.	Pú kə tə̂ŋtə də̀ŋdzə lə mnyə́ jɔ́ pə pútə̀ kûŋ mkətú' Yawùdè a twɔ́k hawà tá.
Après son audition l’audience a été suspendue et renvoyée au 15 juillet.	 Pú mîŋ pú a yʉ́ bíŋ cya shɛ tyə̂' 15 nə̂ Fə̀fə̀.
il établit les ordres de mission pour les déplacements à l’intérieur et à l’extérieur du territoire national.	Yʉ́ nê há mcúŋtə̀ nə giŋtə́ ntʉ́m gùŋ pú a nə́ nə gɔ tə́m.
Le Service des Déplacements comprend trois (03) bureaux.	 Tsʉ' fa' pɔ pyə wáp dé nwə nə́ nə ghiŋtə á bə ǎ ghə dyə̂fà' yə́tá.
le Bureau des Ordres de Mission des Membres du Gouvernement et Assimilés.	Dyə̂fa' nə ntə́m mŋwálá' guŋ fà'.
le Bureau des Ordres de Mission des personnels de la Présidence de la République.	Dyə̂fa' nə tə́m mghɛfa' Nəmo guŋ fà'
le Bureau des Engagements et du Suivi.	Dyə̂fa' pɔ pyə wáp dé nwə nə́ nə pîŋ fa' pú a nə́ tìŋtə lə.
Il comprend trois (03) bureaux.	Â bə́ ǎ ghə mdyə̂fa' mə́ntá.
le Bureau de la Formalisation des Actes.	Dyə̂fa' nəjáp m aktə dəndəŋ.
le Bureau de la Conservation des Archives Législatives et Réglementaires.	Dyə̂fa' nədwɔ́' mŋwa'nyə mcò'.
PARAGRAPHE DE L’IMPRIMERIE DU PALAIS DE L’UNITE.	zhəŋkamghɔm tsʉ' nə nté mwa'nyə Nə̀mò gùŋ.
Placée sous l’autorité d’un Chef -imprimeur éventuellement assisté d’un Adjoint l’Imprimerie du Palais de l’Unité est chargée.	Â bə pú yáp nə bǔ ta' tâdyə̌ nté mŋwa'nyə bə ě ghə ta' kwîpǔ tsʉ' nə nté mŋwa'nyə̌ Nə̀mò gǔŋ gɔ pə́:
de l’impression de la production et de la reproduction des documents de la Présidence de la République.	Tê mŋwa'nyə piŋ pú a mcúŋtə Dôgùŋ.
de l’impression du Journal Officiel et de tous autres documents officiels édités par la Direction du Journal Officiel.	Tê mcùŋ pú a gùŋ mcúŋtə̀ gopna' awɛ́ myə Tâdyə̌mcùŋ Gɔ̂pna' há lə.
PARAGRAPHE DE LA DIRECTION DE L’INFORMATIQUE.	 Zhəŋkamghɔm  tsʉ'fa' Tadyə̂ ɛŋfɔmatîk.
Placée sous l’autorité d’un Directeur éventuellement assisté d’un Adjoint la Direction de l’Informatique est chargée.	Â bə pú yáp nə bǔ ta' tâdyə̌ é pə́ cwə́ ghə ta' kwîpǔ  tsʉ' fa' Tadyə̂ ɛŋfɔmatik gɔ pə́:
PARAGRAPHE DE LA DIRECTION DU COURRIER PRESIDENTIEL.	zhəŋkamghɔm tsʉ'fa' Tâdyə̌ mŋkhʉɔ̀ Dôgùŋ
Placée sous l’autorité d’un Directeur éventuellement assisté d’un Adjoint la Direction du Courrier Présidentiel est chargée.	Â bə pú yáp nə bǔ ta' tâdyə̌ é pə́ cwə́ ghə ta' kwîpǔ tsʉ' fa' Tâdyə̌ mŋkhʉɔ̀ Dôgùŋ  gɔ pə́:
de la réception de l’enregistrement et de la ventilation du courrier à l’intérieur des services de la Présidence de la République.	Kwí və nə́ŋ ghap mŋkhʉɔ nə̂ guŋ mdyə̌fa' ntʉ́m Nə̀mò  gùŋ awɛ́
de l’enregistrement et de l’expédition des correspondances émanant de la Présidence de la République.	Və piŋ cia mŋkhʉɔ̀ myə ǎ wə́ fə́ m ntʉ̌m Nə̀mò gùŋ lə.
de la circulation interne des dossiers.	Ghə  pá' mdosyɛ gɔ ghiŋtə ntʉ́m Nə̀mò gùŋ lə.
du classement et de la conservation des correspondances et dossiers.	Tɛ́ nə́ŋ lwɔk mŋkhʉɔ̀ pú a mdosyɛ.
des archives de la Présidence de la République.	Lwɔk mwà'nyə Nə̀mò gùŋ.
Elle comprend trois (03) services.	Â bə ǎ ghə tsʉ'fa' mə́ntá
le Service du Suivi et de la Relance.	Tsʉ'fa' nə diŋtə́ bíŋ dé bʉɔ̌ghɔ́dzə̀.
le Service des Archives et du Classement.	Tsʉʼfaʼ nənyáptə́ mcuŋ dwɔ́ʼɔ́
Placé sous l’autorité d’un Chef de service le Service du Suivi et de la Relance comprend deux (02) bureaux.	 A bə pú yáp nə̌ bǔ ta' tâdyə̌ tsʉ' fa'  tsʉ' fa' nə diŋtə́ biŋ ma' bə ǎ ghə mdyə̂fa' mápfʉə̀.
Placé sous l’autorité d’un Chef de service le Service d’Ordre comprend quatre (04) bureaux.	 A bə pú yáp nə̌ bǔ ta' tâdyə̌ tsʉ' fa'  tsʉ' fa' nə ntɛ́ bə ǎ ghə mdyə̂fa' yápfʉə̀.
le Bureau de Transmission Interne.	Dyə̂fa' nəshayányə́ ntʉ́m dyə́
Placé sous l’autorité d’un Chef de service le Service des Archives et du Classement comprend quatre (04) bureaux.	 A bə pú yáp nə̌ bǔ ta' tâdyə̌  tsʉ'fa' dwɔ́k biŋ ntɛ mwŋa'nyə̌ bə ǎ ghə dyə̂fa' yaə́puə́ə́.
le Bureau du Fichier Nominatif.	Dyə̂fa' nə cú'tə́ mtso mghɛfa' ntʉ́m mə̂síŋ.
le Bureau du Fichier Matière.	Dyə̂fa' nə́ dwɔ́k mkî nəshə́ŋ mŋwà'nyə̀.
Je peux affirmer que la situation sécuritaire du pays est globalement sous contrôle'.	Gaə̌ fíŋ nə́ ghɔm gaə́ ǎ nə́ tyɔ́' ɔ bə́ pú kaktʉɔ tə páknyə́ ntʉ́m gǔŋ pú a.
Dans le même temps Paul Atanga Nji reconnait pour dire le moins que des défis importants restent à relever.	Paul Atanga Nji tə̂ bóo dʉɔnyə́ gaə́ pú gɔ tə́ cə̀ŋtə té gʉ́' pə́.
Pour autant Paul Atanga Nji n’ignore pas la poussée de l’insécurité aussi bien en milieu urbain que rural.	Paul Atanga Nji bóo kámtə́ gaə́ pəpɔ́ptsʉ̌' bə wáp ghá'bú tísuŋ ba m lǎ'.
Recrudescence des braquages Mais le MINAT et les gouverneurs n’ont pas seulement planché sur la situation sécuritaire.	Nwə túdyə́ piŋ bhə́nyə́ Daʼgaə́ Mfo Təŋláʼ katə ghɔ́mnwə daʼ nə́ hwítə ntʉ́m gùŋ
Le désordre urbain commun à la quasi- totalité des villes camerounaises d’après le MINAT était aussi au cœur des échanges.	Wáp kə̂ bóo sɛ́ nwə ba mnə́ nə́ wim tsʉ' dɔk cwəpùŋ pá' pû bə́ wə́ gə mdɔ́kmdɔ̂k lə. .
Et la situation préoccupe jusqu’au Premier ministre.	Â nə́ŋ bə́ nwə̀ bə́ wə́ nté lwɔ́k ba m tsə́ kwîpû Dôgùŋ.
Face aux gouverneurs Paul Atanga Nji a martelé qu’il faut sans délai mettre fin au désordre urbain.	Paul Atanga Nji ghɔm bí mdô mghə̂ŋlá' gaə́ wáp lə kwà' gǔ' gə́ gaə̂ páknyə́ tsʉ' míi ntʉ́m mtísuŋ.
C’est une mauvaise image pour nous tous et pour ceux qui visitent notre pays » a insisté le MINAT.	"A há cìŋnyə̀ cwə̀pùŋ nə́ pə̀ bí pə kə́ka guŋ yɔk pə̀"" pá' MINAT ŋkwì' gɔ́m lə."
Surtout que le Cameroun accueille la Coupe d’Afrique des nations (CAN) de football en janvier prochain.	Nə́ŋ nə̂ ghə Kaməlûn póo byáp CAN mtǎmbalɔŋ nə́ Nkə̂mmghě yə ǎ wə́ sɔ́' lə.
Mais le désordre urbain ne se limite pas à l’amoncellement des ordures ménagères ici et là.	Da' gaə́ nə́ wim tsʉ' dɔ́k cwəpuŋ tə̂ bə́ da' nə́ pfyə̀ dzií bǎhálə́ pə́.
L’occupation anarchique de la voie publique par les transporteurs les commerçants etc représente son autre visage.	Â bə́ bâm nə́ pá' mtɛ̌sim pú pəfiŋ ywə́ ŋkwə́ mntap dəm jyə̀ bǎgaə̌kə́lə́ lə.
Paul Atanga Nji note que « ce phénomène a tendance à se généraliser malgré les efforts déployés par les municipalités ».	"Paul Atanga Nji gaə̂"" nwə yə̂n bə́ wə́ shə́ŋ nə́ lə tsʉ' bam bə́ yə mghɛfa' gɔpna' bə́ nté gú' ntú kwa nə́ lə."
Sous le prisme du MINAT l’activité des motos- taxis constitue l’autre facette du désordre urbain.	MINAT jɔ̂ yə́ gaə̂ fa' pə fəŋ kwɛ́ bə mú' bɔ̂ nə gwím tsʉ' dɔ́k cwə̀pùŋ.
Les mis en cause ont contacté leur victime via les réseaux sociaux.	Pɔ pyə pû bó sá' wáp á kə̂ cyə mnə́ mcyə̂cuŋ mə̂lɔ̂mgʉguɔ́ tə́ kə́m nə́ mo yə nwə gə é lə.
Les détenus lui ont proposé une opportunité d’affaires relative à l’exploitation de l’or à Batouri.	wap phə́ é shə́ mzhəŋ fa' nə cə́ŋ tɔ́kcyə Baturi
La somme de 15 millions de Fcfa a ainsi été débloquée pour le projet.	Pú té ŋkâp shû' 15 nə̂ fa' bɔ́ɔ.
Les cybercriminels sont de plus en plus dangereux au Cameroun.	Pɔ pyə wáp bə́ wə́ cyə mnə́ mcyə̂cuŋ mə̂lɔ̂mgʉguɔ́ gə mwə́ cwəpuŋ á  boo dílá' bát pát Kaməlûn
Intéressé par le projet la victime va demander à ces escrocs d’approfondir l’idée de projet.	Mo yə nwə gə é á gɔ́ yɔ́ fa' bɔɔ â tə́ŋ é é cwi bí pú gaə́ wáp cə́ŋtə́ ntútə́.
Ce qui sera fait en toute diligence.	Wáp wúŋ də́ gú' gə̂.
Sans reflechir la victime va débloquer la faramineuse somme de 15 millions de Fcfa pour le projet.	Mo yə nwə ghə é á gɔ tə́ kɔm ŋkâp shû' 15 nə́ myə́ wáp sɛ́ já' lə.
Il va continuer à converser avec ses bourreaux.	E tə̂ gɔ yá' nə ghɔmtə pú a pə fé ě pə́.
Et il sera décidé que ce dernier se rende au Cameroun.	Ê gɔ yɔ́ gaə́ mo yə̌ŋ gɔ pənyə Kaməlûn.
C’est arrivéau Cameroun que l'homme en provenance de la Belgique s'est rendu compte qu'il s'agissait d'une arnaque.	Tâmbɛ̌  fə̂ Belgique gɔ  ŋwak Kaməlûn tə́ zhyə́ gaə́ pú kə̂ bə́ wə́ fé é fé.
Ils ne nient pas les faits et sont encore en cours d’exploitation.	Wáp tə̂ bə́ wə́ mímok pə́, pú nə́ŋ jə bə́ wə́ tə́ŋtə́ wáp tə́ŋtə́.
L’Agence nationale des TIC (Antic) a identifié 4? 242 identifiés à la fin 2020.	Tsʉ'fa' pə TIC (Antic) tiŋ 4242 tə gû' dzʉ̌ 2020 mî.
Ce CIRT a également déjà permis de diligenter 12 000 réquisitions des forces de sécurité.	Pə́ CIRT bɔ́ɔ nə́ kə̂ ji gaə́ pú ló'nyə míŋ 12 000 mnə́ nə msə̌ŋwì.
Ci -dessous notre droit de réponse suite à la sortie intempestive du MINAT relative aux violences sur le fonctionnaire de police.	Pyə́ sîsǐ pó'o bə́ wə́ hâ yɔ́k piŋ ghɔ̀m nə́ pá' MINAT kə tə̌m gɔ́mnwə nə́ mkətú pyə pəlá' nyàknyə wáp lə.
Triste nouvelle pour la communauté des pêcheurs de Kribi.	Khʉɔ cwəpuŋ bí pəma'la' Kribi.
Les centrafricains nombreux sur cet axe routier s'en ont en guise de vengeance pris aux conducteurs de cars de l'axe Ngousso - Soa.	Pə Saŋtrafrik pyə wáp bə́ və̀ŋ é nə mə̂jyə bɔ́ɔ á bə́ wáp kə kô jʉ̂m pəfəŋ kâ nə mə̂jyə nguso-Soa.
S'en est suivi une scène de violence qui a fait plusieurs blessés.	wáp tə́m mzhʉm ó dó' tə byə́p vəŋ pò.
Aucune mort à part celle du jeune homme percuté par la voiture n'est à déplorer.	Mo lə pfʉ́  dá gaə́ pú tî' vû múŋkʉ̂səm bə mətwâ tám é.
Rappelons qu'il y a quelques jours des rebelles centrafricains en mission d’enlèvement ont été arrêtés au Cameroun.	Pə kámtə́ gaə́ a ka cwə́ pá' pú gəm pə cə́ŋnwə̀ Saŋtrafrik Kaməlûn wáp sɔ́' mnə́ ghəm po dwó' lə.
Ils ont traversé la frontière avec le Cameroun avec de faux papiers dont de cartes d’identité nationales camerounaises et de certificats d’études.	Bə wáp kə lw ɔ̌ dzənyə Kaməlûn púa mcúŋtə̀ cwə̀pùŋ pá' daŋzhitɛ̂ gə́ mcúŋtə̀ mləŋtə gùŋ Kaməlûn.
Malheureusement pour eux leur plan diabolique n'a pas abouti.	Tso kú wáp gə́ gaə̂ nwə cwəpùŋ yə wáp sɛ́ lə pə́.
Ils ont été arrêtés par les gendarmes lundi dernier dans la ville de Ngaoundéré région de l’Adamaoua.	Mkətû' kə ghə̂m wáp modé yə a kə cyə á dɔ̂k Ngaundere ghəŋlá' Adamáwà.
Avec leur air suspect les éléments de la légion Adamawa de la gendarmerie nationale les ont interpellé.	mkətû' Adamawa kə cyə̌ m nə́ mtìŋ pɔ cwəpùŋ yap  gə́m wáp.
Soumis à l'exploitation ils ont révélé l'identité de quatre de leurs complices qui ont été aussi mis sous les verrous ce 6 septembre.	Pú tə́ŋtə wáp wáp ghɔm pɔ pfʉə̀ pyə pú a pú á pú ghə̂m wáp jó' wáp nə́ tyə̂' 6 nə ŋkə̂mbiyɛ́ yə̂ŋ.
Ce n'est la première fois que les Centrafricains s'introduisent au Cameroun pour des opérations criminelles.	A tə dəŋdzə ntʉ̌m pá' pə Saŋtrafrik ŋkó Kaməlûn nə́ mbɔ́k bɔ́k nwə̀ á pə́.
Actualités of Thursday 16 September 2021.	Mcùŋ tyə̂' 16 nə́ ŋkə̂mbiyɛ́ 2021.
Moussa le malheureux pêcheur Leur embarcation n’a pas résisté à la tempête en pleine nuit Le corps toujours introuvable.	Ma' la' Moussa á gùŋ kənû' yáp katə vɔ́k bəŋ púa fə̀fa mo ka pfə́ ě yɔ́..
Un des leurs a malheureusement trouvé la mort à l’issue de la tempête d’hier alors que ce dernier se trouvait en haute mer.	Ta' mo nə pú kê pfʉ́ ntʉ́m bəŋ  bə á kwyátə́ é cəcə shyə.
Son corps reste introuvable pour le moment.	Pû jə tə yɔ̂ pfə́ ě ntám cwəlɔ̌.
Ils étaient deux à partir à la pêche comme à leur habitude.	wáp kə̂ bə wáp ghɔ nə́ mà' là' pəpʉə́ə́ pá' wâp zhi gɔ lə.
Mais la tempête d’hier a été fatale pour un membre du groupe.	Da' gaə̂ bəŋ pú a fəfa yǒ lə nə́ŋ tà' mò nə́ pú.
Bien connu de lacommunauté Moussa dont le corps reste introuvable pratiquait depuis la pêche qui était une seconde activité pour lui.	Moussa yə̀ŋ yə pû bə́ wə́ shə́ŋ pfə̂ ě kə́kɔ́ á kə̂ bə pəlá' cəŋtə zhyə́ é e lə̂ mà' là' fə́ tyə' tə bə ě lə yá nə́ gə thə́ fà' é batə yaə́pʉə́ə́.
Il est également connu également tenancier d'une boutique à Bissiang une localité située à 15 km de Kribi.	Â bə pú piŋ zhyə́ gaə́ â bə ě ghə tsʉ' sim Bisiaŋ mú' lá' a pə́ nə́ 15km nə̂ kribi.
Selon les récits du rescapé ils ont été surpris par la tempête qui a littéralement détruit leur pirogue.	Yə mo yə e kə vɔ̀k á kə̂ tátə́ gaə́ bəŋ pú a fəfa kə̂ ntó' pə́ tə wáp bô byáp nə́ŋ sá'tə kənû' yâp awɛ́.
Inconsolable il pense d’ailleurs qu’il doit sa survie à « dame chance ».	E tə̌ wə́ jyə́ nə cɔ̂m ŋgwák pə́ da'gaə́ bə́ wə́  zhyə́ gaə̂ bə̂m nə́ kə̂ nté e nə́ vʉ̌.
Il raconte queviolente tempête qui est survenue au milieu de la nuit les a fait perdre tout le petit matériel archaïque de sauvetage.	E  gaə́ ta' bəŋ gwyə́ púa fəfa kə kam mtsʉ́' sa'tə́ guŋ muywə́ yə wáp kə fîŋ nə́ lə nə́ vɔk nə̂ yap lə.
Luttant contre la mort accroché sur la pirogue il n'arrive pas à expliquer son compagnon a disparu dans les eaux infinies de l'océan Atlantique.	Vǔ pə̂ bǎ cə̀ŋ ṇə̂ kənú' yáp pú e ló' tə fhə́ e nə̂ fǎ ntʉ́m shə atlantika lá' e zhyə́.
Les riverains espèrent que la mer va rejeter très rapidement le corps pour lui rendre les derniers hommages mérités.	Mghɛ dhənyə kə́ŋshə bô sʉ́m gaə̂ kwá pfə̂ ě má' kə́ŋ á wáp lá'nyə́ é pá' â cə́ŋ lə.
Il faut reconnaître que la météo n’est pas généreuse ces derniers temps dans le Kribi.	Pú zhyə́ gaə̂ cwə dzʉ̌ tə̌ kribi bə́ wə́ búŋ nə́ mtyə̂' mɔ pə̀.
Maréchal de Logis Momo Tatangmo Achille Rodrigues.	Maréchal yə Logis Momo Tatangmo Achille Rodrigues.
Selon ce dernier le gendarme a été battu à mort par le sergent Essono et ses hommes.	Yə̂ŋ gaə̂ Sɛzhaŋ Essono pú a pɔ pyə́ kə̀ bə wáp cwɔ́ kətú' tə è pfʉ́.
Gravement molesté il décèdera d'une hémorragie interne.	Mcyə̂ gɔ pfyə vǎm é ê pfú bə pú cwɔ́ e tə̀cyə̀.
"""Achille avait été dans le contingent camerounais des Nations Unies pour la paix en Centrafrique."	Achille  kə̂ bə́ ntʉ́m pə Kaməlûn pyə Nasiɔŋ zʉni ntə́m wáp nə̂ bwányə́ Saŋtrafrik lə.
Ceux qui l’ont connu le décrivent comme quelqu’un de serviable et de joyeux.	Pɔ pyə wáp zhyə́ é a há mtìŋ myə́ pá' mo e pə́ kwítə́ pɔ̀ nə́ŋ bə́ ŋwɛ́nyə́.
"Ses assassins sont toujours en liberté"" ajoute -t -il."	"pə zhwə̀ ě jə pə́ thə́ ká"" pá' e kwi' lə."
Ces dernieres années des éléments en tenue se sont rendus coupable de plusieurs crimes et infractions graves.	Mkətú' ghə və̀ŋ mbɔ́kbɔ́k tsə́ nə́ mɔ mjʉɔjʉm mgù'.
L'on peut évoquer par exemple du gendarme qui a tué sa compagne en aout dernier à Etoudi du cas du gendarme qui a tué un jeune homme à Pouma.	Pú fíŋ nə kámtə̀ ba kətú' yə e kə zhwə́ jwí e nə Shwâgə̀fə̀ yə a kə cyə́ á Etudi yə kətú' yə é kə zhwə́ ta' mʉ̀kʉ̂səm Puma lə.
L'homme en robe noire estime la mise en garde du ministre Paul Atanga Nji est une farce truffée de tartufferies.	Pə kwa sʉsʉɔ̀ dzə́ sə́sə́ bó jó gaə̂ mpàptə Ŋwâlǎ' Paul Atanga Nji bə́ pə̂ pəlɛ̀.
L'avocat martèle que le ministre a adopté une posture de deux poids deux mesures dans son communiqué.	Ntwɔ̂kzhwɛ ghɔm kwí' gɔm gaə́ Ŋwâlǎ' ka nə̂ ghɔm bə ě cəŋtə dé mzhəŋ myé.
Car selon lui Atanga Nji a jeté l'opprobre sur les civils faisant fi des exactions et bavures dont les policiers sont responsables.	Ě yɔ̂ yə́ gaə̂ Atanga Nji nə̂ tʉ́ mnyə́ nə́ pəlá' e lə sɛ dəŋ  mnə̀cwə̀puŋ pú a mzhʉ̌m myə mkətû' gə lə.
Il cite par exemple les agressions les arrestations arbitraires dont ont été victimes les avocats.	Ê sɛ́ pə nə swɔ̀p pɔ̀ pú a nə ghəm mtwɔ̂kshɛ dɔ́k wáp tə cùŋ.
Dans ce texte il dresse un chapelet d'infractions que les policiers commettent sur les civils.	Ê bə́ cúm ké ywə́ yə̌ŋ dáktə́ gɔm guŋ mzhʉ́m myə mkətû' gə nə́ pəlá' lə.
wwwcamerounwebcom vous propose ci -dessous l'intégralité de son texte 	wwwcamerounwebcom sîsǐ pó'o bo bhə́ wɔ́ guŋ ŋkéywə́ bɔ́ɔ awɛ́.
Monsieur le ministre ; J’ai écouté avec beaucoup d’émotion votre déclaration de presse daté du 10 septembre 2021.	Tá Ŋwâlǎ', gaə̂ lə kwa' tʉ̂m tsaə̂ jú' khʉɔ yə o kə cya bí pə və mcùŋ tyə̂' 10 nə shwâgəfə̀ 2021 lə.
Ma satisfaction a surtout été à son comble au moment où pour asseoir votre position allégeance a été faite aux dispositions légales en vigueur.	Nwə̌ nə̂ puŋ á tə' bə ó kámtə̀ ŋké gùŋ mcò myə ǎ bɔ́mtə́ mkətú' lə
C’est ainsi et uniquement dans ce sillage juridique que s’inscris mon droit de réponse ».	A cyə da' m nə̂ mcò bɔ́ɔ tə̀ bə́ shə́ŋ nə́ pà'.
Qu’a fait la justice face à ces multiples atrocités commissent par les fonctionnaires de police sur les civils ?.	Kúŋ ghəlǎ nə́ cîcǐ mbɔ̂kbɔ́k mnwə myə mkətú' gə nə́ pəlá' â ?
Reconnaissons -le le peuple Camerounais est assez mature et responsable mais jamais idiot.	 Pə zhyə gaə́ poá Kaməlûn  bə wáp ná' zhyə́ ghə̀ŋ nwə̀ da'gaə́ wáp tə̂ bə́ ŋkʉkʉɔ̀ pə̀.
Pourtant en contact quotidien avec toutes les couches de la population.	Nə́ŋ bə jwɔ́k guŋ mtyə̂' awɛ́ pú a guŋ mwɔ̀p pəlá' awɛ́.
La réponse à cette interrogation est évidente et se trouve dans le professionnalisme la dévotion la dextérité dont il fait montre dans l’exercice de ses fonctions.	Piŋ ghɔm yə̂ŋ bə́ ntʉ́m cî  və̀ yə ě nə fá' fa' tsyə́ lə.
Vous êtes parti du « chemin de si je savais » Pour celui du « serpent affamé qui viendra vous cherchez dans votre cachette ».	"Pô lu nə̂ ""  jyə də pé' zhyə́"" də́ m nə́ yə"" nɔ̂k pfû jikû'ú yə ě gɔ sɔ' cə́ŋ tsʉ' tʉmnyə ó lə."
Toujours des menaces et encore des menaces.	Pə̂ m pàptə̀ də̂m mpàptə̀.
Savez -vous que vos menaces sont reconnues et violement réprimées aux articles 301 et 302 du code pénale camerounais ?.	Pô zhyə́ gaə̂ ŋwa'ŋyə mcò Kaməlûn sho mpaptə ntʉ́m mkammco'  batə 301 gə́ 302 lə?
Ou la loi dispose uniquement pour les autres !.	Kə mcô bə́ pə́ da' yə̂ shə́ pɔ̂!
Aujourd’hui c’est le peuple camerounais dans sa globalité que vous voulez avoir sur le dos ?.	Pô tyə́' ɔ bó shə́ŋ gaə̂ guŋ poá Kaməlûn awɛ́ kó zhʉ̂m po.
Que dites -vous des affrontements intercommunautaires au Nord à Tonga à Obala et du tribalisme rampant au Cameroun ce dernier temps.	Pô ghɔm gaə̂ kə́ nə̂ páknyə zhəŋka', Ntɔŋga Obala pú a kyə yə pû bó jɔ́ Kaməlûn nə̂ mtyə̂' mɔ lə.
Visiblement ces tares s’avèrent être du carburant au régime du renouveau que vous servez allègrement.	Â bə́ wə́ swə́ mpá' mbɔ́kmbɔ̌k nwə bǎ kwitə́ pə́ sǎ' guŋ sə́ pyə pǒ fa' bí pú lə.
Pour finir Monsieur le Ministre je trouve humblement qu’il est louable pour tout un chacun de défendre le policier qui court derrière soi toute la journée.	 Gaə̂ gɔ nə́ miŋ m Tá Ŋwâlǎʼ ghɔm gaə́ ǎ ghámtə́ gaə́ bâwaə̌lə́ pɔ́mtə́ kətúʼ yə ê jwɔ́k gíŋ nə̂ yə thə́ lə
En le faisant vous restituerez à la police sont autorité tout en mettant la population face à ses obligations envers une autorité de maintien de l’ordre.	Pǒ cyə mnə́ bá' də́də́ŋ kətú' bíi bíŋ gə pá' pəlá' gɔ pə́ yú' bi msə̌ŋwi lə.
Une fois que cela est fait vous aurez rendu service à l’Etat du Cameroun et implicitement à votre mascotte politique.	A pə́ pó'o bə pǒ fa' bíi gùŋ nə́ŋ ntwɔ́k m zhʉ̀m ó fá' bí mə̂cwɔ́' yɔ yə ê sá' gùŋ lə.
Cependant si cela s’avère impossible pourquoi ne pas jeter l’éponge afin de rejoindre glorieusement MITOUMBA dans sa série ‘’MADAME MONSIEUR’’ où vous semblez être plus prédisposé naturellement.	"Da'gaə́ a pə wə́ cyɔ́ tə' po lû zhʉ̀m ó gɔ́ ŋkwyátə́ MITOUMBA ntʉ́m ""MADAMA MONSIEUR"" nə̂kə́lə pǒ ghə və̀ nə́."
