english	yoruba
At about the age of 30, Brother Kokkinakis began a 50-year legal battle for the freedom to share his faith.	Ẹni ọgbọ̀n (30) ọdún ni Arákùnrinr Kokkinakis nígbà tọ́rọ̀ yìí wáyé, àtìgbà yẹn náà ló ti ń jà fún ẹ̀tọ́ tó ní láti wàásù, odindi àádọ́ta (50) ló sì fi ja ìjà yìí.
Arrested more than 60 times, he spent over six years in prisons and on penal islands, where he and other Witness prisoners endured unspeakable conditions.	Ó lè ní ọgọ́ta (60) ìgbà tí wọ́n mú un, ó sì lé lọ́dún mẹ́fà tó lò lẹ́wọ̀n àti láwọn erékùṣù tí wọ́n ń kó àwọn ẹlẹ́wọ̀n sí. Wọ́n fi ojú òun àtàwọn Ẹlẹ́rìí Jèhófà míì rí màbo ní gbogbo àsìkò yẹn.
At age 77, he unsuccessfully contested his final arrest, eventually taking his case all the way to the Supreme Court of Greece.	Wọ́n tún mú un nígbà tó pé ẹni ọdún mẹ́tàdínlọ́gọ́rin (77). Ó pẹjọ́ kòtẹ́milọ́rùn àmọ́ ilé ẹjọ́ kò gba tiẹ̀ rò, ló bá gbọ́rọ̀ náà lọ sí Ilé Ẹjọ́ Gíga Jù Lọ ní Gíríìsì.
Brother Kokkinakis then applied to the European Court of Human Rights (ECHR), arguing that Greece had denied him religious freedom.	Nígbà táwọn yẹn tún da ẹjọ́ ẹ̀ nù, Arákùnrin Kokkinakis gbé ẹjọ́ náà lọ sí Ilé Ẹjọ́ Ẹ̀tọ́ Ọmọnìyàn ti Ilẹ̀ Yúróòpù (ECHR), pé orílẹ̀-èdè Gíríìsì ń fi ẹ̀tọ́ òun du òun bí wọn ò ṣe jẹ́ kóun sin Ọlọ́run bó ṣe fẹ́.
In 1993, 84-year-old Minos Kokkinakis won a resounding legal victory, marking the first time the ECHR convicted a country of violating religious freedom.	Nígbà tí ilé ẹjọ́ yẹn máa kéde ìdájọ́ wọn lọ́dún 1993, ṣe ni wọ́n dá Arákùnrin Minos Kokkinakis, ẹni ọdún mẹ́rìnlélọ́gọ́rin (84) láre.
* The year 2018 marked the 25th anniversary of this historic decision.	* Ẹ wá rídìí tá a fi ń dáwọ̀ọ́ ìdùnnú, torí pé ọdún 2018 ló pé ọdún kẹẹ̀ẹ́dọ́gbọ̀n (25) tá a jagunmólú ẹjọ́ yẹn.
According to one professor of public international law, Kokkinakis “is probably the most widely cited judgment of the European Court of Human Rights concerning the freedom of religion or belief.” The Kokkinakis decision established a legal precedent that is still relevant in an era when powerful governments, such as Russia, are trying to deny many of our brothers their right to worship without interference.	Ó ní ẹjọ́ Kokkinakis “jẹ́ ògúnnágbòǹgbò táwọn amòfin máa ń tọ́ka sí lára àwọn ìgbẹ́jọ́ tí Ilé Ẹjọ́ Ẹ̀tọ́ Ọmọnìyàn ti Ilẹ̀ Yúróòpù bójú tó lórí ọ̀ràn jíjà fún ẹ̀tọ́ ẹni tó bá kan ọ̀ràn ìsìn.” Àpẹẹrẹ ni ẹjọ́ Kokkinakis á máa jẹ́ nígbàkigbà, pàápàá lásìkò tàwọn ìjọba orílẹ̀-èdè alágbára, bíi Rọ́ṣíà, ń fẹ̀tọ́ àwọn èèyàn Jèhófà dù wọ́n, tí wọ́n ò jẹ́ kí wọ́n jọ́sìn Ọlọ́run wọn bó ṣe fẹ́.
Brother Kokkinakis’ faith and persistence in the ministry is an outstanding example for our brothers and sisters who are facing opposition to their preaching work.	Àwa èèyàn Jèhófà níbi gbogbo láyé mọyì bí Arákùrin Kokkinakis ṣe ní ìgbàgbọ́, tí kò sì jẹ́ kí ẹnikẹ́ni ṣí òun lọ́wọ́ wíwàásù Ọ̀rọ̀ Ọlọ́run, ẹ̀kọ́ gidi nìyẹn jẹ́ fáwọn tó kojú àtakò àti inúnibíni lẹ́nu iṣẹ́ ìwàásù.
His integrity led to a powerful witness that still resonates today.—Romans 1:8.	A ò jẹ́ gbàgbé ìtara rẹ̀ àti bó ṣe di ìgbàgbọ́ rẹ̀ mú ṣinṣin lójú inúnibíni.—Róòmù 1:8.
^ par. 3 Minos Kokkinakis died in January 1999.	^ ìpínrọ̀ 3 Minos Kokkinakis kú ní January 1999.
Wildfires, intensified by gale-force winds, have caused destruction to person and property outside of Athens, Greece.	Lẹ́yìn òde ìlú Athens nílẹ̀ Gíríìsì, iná sọ nínú igbó, atẹ́gùn líle sì mú kó túbọ̀ ràn bí iná ọyẹ́. Iná yìí ṣèpalára fáwọn èèyàn, ó sì ba nǹkan jẹ́.
At least 76 people have died and another 187 have been injured in the blazes, which are considered to be the deadliest to hit the country in over a decade.	Ó kéré tán, èèyàn mẹ́rìndínlọ́gọ́rin (76) ni ẹ̀mí wọn lọ sí i, àwọn ọgọ́sàn-an ó lé méje (187) ló sì fara pa níbi tíná ti ń jó. Iná yìí ni wọ́n gbà pé ó tíì ṣọṣẹ́ jù lórílẹ̀-èdè náà láti ohun tó lé lọ́dún mẹ́wàá sẹ́yìn.
The branch office of Jehovah’s Witnesses in Greece reports that none of our brothers have been injured or killed in this disaster.	Ìròyìn tá a gbọ́ láti ẹ̀ka ọ́fíìsì àwọn Ẹlẹ́rìí Jèhófà tó wà ní Gíríìsì ni pé ìkankan nínú àwọn arákùnrin wa ò fara pa, ìkankan nínú wọn ò sì kú.
However, all of our brothers in the affected areas had to evacuate and are currently being sheltered in the homes of those from neighboring congregations.	Àmọ́ ó gba pé kí gbogbo àwọn ará wa tó wà níbi tí àjálù náà ti wáyé kó kúrò lágbègbè náà, àwọn ará tó sì wà láwọn ìjọ itòsí sì ti gbà wọ́n sílé.
Additionally, four of the homes belonging to Witnesses sustained extensive damage and one was destroyed.	Yàtọ̀ síyẹn, ilé mẹ́rin tó jẹ́ tàwọn Ẹlẹ́rìí Jèhófà ló bà jẹ́ gan-an, ilé kan tiẹ̀ wà tó bà jẹ́ kọjá àtúnṣe.
We are praying for our brothers who were affected by this disaster as well as those whose brotherly affection moved them to give shelter to their fellow Witnesses.	A ò dákẹ́ àdúrà lórí àwọn ará wa tí àjálù yìí ṣẹlẹ̀ sí àtàwọn ará wa tí ìfẹ́ ará mú kí wọ́n gba àwọn Ẹlẹ́rìí Jèhófà bíi tiwọn sílé.
(John 13:34, 35) We know that Jehovah will continue to sustain our brothers during this ordeal.	(Jòhánù 13:​34, 35) A mọ̀ pé Jèhófà á túbọ̀ máa gbé àwọn ará wa ró lásìkò wàhálà yìí.
Dates: July 5-7, 2019	Déètì: July 5 sí 7, 2019
Location: Athens Olympic Stadium in Athens, Greece	Ibi Tá A Ti Ṣe É: Pápá ìṣeré Athens Olympic Stadium ní ìlú Athens, Greece
Program Languages: Albanian, English, Greek, Greek Sign Language, Romany (southern Greece), Russian	Èdè: Albanian, Gẹ̀ẹ́sì, Gíríìkì, Èdè Adití ti Gíríìkì, Romany (ti Gúúsù Greece), Russian
Peak Attendance: 36,873	Àwọn Tó Wá: 36,873
Total Number Baptized: 406	Àwọn Tó Ṣèrìbọmi: 406
Number of International Delegates: 6,000	Àwọn Tó Wá Láti Ìlẹ̀ Òkèèrè: 6,000
Invited Branches: Albania, Armenia, Australasia, Bulgaria, Central America, Central Europe, Fiji, Japan, Kyrgyzstan, North Macedonia, Turkey, United States	Áwọn Ẹ̀ka Ọ́fíísì Tó Wá: Alibéníà, Àméníà, Australasia, Bọ̀géríà, Central America, Central Europe, Fíjì, Japan, Kyrgyzstan, North Macedonia, Tọ́kì, Amẹ́rikà
Local Experience: A travel agent stated: “I’ve worked my whole life as a travel agent, and I have never seen anywhere in the world such a good way to organize and manage travelers.	Ìrírí: Òṣìṣẹ́ kan tọ́ máa ń ṣètó ìrìn àjò sọ pé: “Látìgbà tí mo ti bẹ̀rẹ̀ iṣẹ́ síṣètò ìrìn àjò, mí ò tíì rí ibikíbi láyé tí wọ́n ti ń ṣètò tó dáà bí eléyìí, kí wọ́n sì tún bójú tó àwọn arìnrìn àjò.
I watched you yesterday, and I could not believe it!	Ńṣe ni mò ń wò yín lánàá, ẹ wú mi lórí gan-an!
You organized 2,600 people within a few hours in a manner that is better than many professionals.	Ẹ ṣètò ẹgbẹ̀rún méjì ó lé ọgọ́rùn-ún mẹ́fà (2,600) arìnrìn àjò láàárìn wákàtí díẹ̀ lọ́nà tó dáa ju ti àwọn akọ́ṣẹ́mọṣẹ́ lọ.
But the most wonderful part is your smile.	Èyí tó wú mi lórí jù ni ẹ̀rín músẹ́ tó wà lójú yín.
Believe me, I’ve worked for years in this field, and I can discern when someone smiles ‘professionally’ from when they smile from their heart.	Kí n sọ̀ótọ́, ọ̀pọ̀ ọdún ni mo ti wà lẹ́nu iṣẹ́ yìí, mo sì máa ń mọ̀ tẹ́nì kan bá ń rẹ́rìn-ín látọkàn wá tàbí tó bá jẹ́ pé ẹ̀rín ẹ̀ ò dọ́kàn.
And you all smile from your heart.”	Àmọ́, gbogbo yín lẹ̀ ń rẹ́rìn-ín látọkàn.”
Medical professionals visit our booth at the SIAARTI conference in Palermo Many doctors have expressed appreciation for the worldwide network that our organization has established to provide information about medical and surgical treatment strategies to avoid blood transfusion.	Àwọn dókítà ṣèbẹ̀wò síbi ìpàtẹ wa níbi àpérò SIAARTI tí wọ́n ṣe ni erékùṣù Palermo Ọ̀pọ̀ dókítà ló ń dúpẹ́ lọ́wọ́ ètò wa torí ìsọfúnni tá a pèsè kárí ayé nípa onírúurú ìtọ́jú ìṣègùn àti iṣẹ́ abẹ láìfa ẹ̀jẹ̀ síni lára.
Hospital Information Services (Italy), located at the branch office of Jehovah’s Witnesses in Rome, is part of this worldwide network.	Ẹ̀ka Tó Ń Pèsè Ìsọfúnni fún Àwọn Ilé Ìwòsàn (lórílẹ̀-èdè Ítálì), tó wà ní ẹ̀ka ọ́fíìsì àwa Ẹlẹ́rìí Jèhófà nílùú Róòmù wà lára ètò tá a dá sílẹ̀ kárí ayé.
Late last year, representatives of Hospital Information Services (Italy) and local Hospital Liaison Committee members staffed an information booth at the National Congress of the Italian Society of Anesthesia, Analgesia, Resuscitation, and Intensive Care (SIAARTI), which was held from October 10 to 13, 2018, in Palermo, Sicily.	Ní October 10 sí 13, 2018, ẹgbẹ́ kan lórílẹ̀-èdè Ítálì tá a mọ̀ sí Italian Society of Anesthesia, Analgesia, Resuscitation, and Intensive Care (SIAARTI) ṣe àpérò kan nílùú Palermo ní erékùṣù Sísílì.
Immediately after that conference, the brothers were also exhibitors at the Joint Congress of the Scientific Societies of Surgery hosted at the Rome “La Nuvola” Convention Center.	Níbi àpérò náà, àwọn tó ń ṣojú fún Ẹ̀ka Tó Ń Pèsè Ìsọfúnni fún Àwọn Ilé Ìwòsàn (lórílẹ̀-èdè Ítálì) àtàwọn tó wà nínú Ìgbìmọ̀ Alárinà Ilé Ìwòsàn ṣètò ìpàtẹ kan. Lẹ́yìn tí wọ́n parí àpérò yẹn, àwọn arákùnrin wa tún gbé ìpàtẹ yẹn lọ síbi àpérò Joint Congress of the Scientific Societies of Surgery tí wọ́n ṣe ní gbọ̀ngàn àpérò “La Nuvola” nílùú Róòmù.
Such conferences are opportunities to provide up-to-date information related to bloodless medicine to many interested medical professionals at one time.	A máa ń lo àǹfààní àwọn àpérò yìí láti pèsè àwọn ìsọfúnni tuntun nípa ìtọ́jú ìṣègùn láìlo ẹ̀jẹ̀ fún gbogbo dókítà tó nífẹ̀ẹ́ sí i.
The conference in Palermo was attended by 2,800 anesthesiologists.	Àwọn dókítà tó ń pa ìrora nígbà iṣẹ́ abẹ tí iye wọn tó ẹgbẹ̀rún méjì àti ọgọ́rùn-ún mẹ́jọ (2,800) ló wá síbi àpérò tí wọ́n ṣe nílùú Palermo.
The conference in Rome, considered the largest surgical conference ever held in Italy, was attended by 3,500 surgeons.	Ẹgbẹ̀rún mẹ́ta àti ọgọ́rùn-ún márùn-ún (3,500) dókítà tó ń ṣiṣẹ́ abẹ ló wá síbi àpérò tí wọ́n ṣe nílùú Róòmù. Ó sì jọ pé àpérò àwọn dókítà tó ń ṣiṣẹ́ abẹ tó tíì gbòòrò jù lọ tí wọ́n ṣe lórílẹ̀-èdè Ítálì nìyẹn.
Representatives from a variety of respected medical institutions also attended.	Àwọn aṣojú láwọn ilé ìwòsàn tó lórúkọ ló pésẹ̀ síbi àpérò náà.
This included members from all of the Italian associations of surgeons and from the Italy Chapter of the American College of Surgeons.	Títí kan gbogbo àwọn tó wà nínú ẹgbẹ́ tá a mọ̀ sí Italian associations of surgeons àti American College of Surgeons ti orílẹ̀-èdè Ítálì.
Several national institutions, such as the Ministry of Health, backed the event.	Ọ̀pọ̀ ilé iṣẹ́ ló sì ti ètò náà lẹ́yìn, irú bí Ilé Iṣẹ́ Ètò Ìlera.
Anesthesiologist Vincenzo Scuderi, from the Policlinico Hospital of Catania in Sicily, visited our booth at the Palermo event.	Dókítà kan tó ń jẹ́ Vincenzo Scuderi láti Ilé Ìwòsàn Policlinico ti Catania ní erékùṣù Sísílì, wá síbi ìpàtẹ wa níbi àpérò tí wọ́n ṣe nílùú Palermo.
On January 18, 2019, he performed emergency treatment on a Witness patient affected by an aortic dissection.	Ní January 18, 2019, dókítà náà ṣe iṣẹ́ abẹ pàjáwìrì fún Ẹlẹ́rìí Jèhófà kan tó ní àìsàn tí wọ́n ń pè ní aortic dissection.
He was able to complete the highly complex procedure without using blood.	Dókítà náà ṣe iṣẹ́ abẹ tó díjú yìí láìlo ẹ̀jẹ̀.
Dr. Scuderi explains: “[Your booth] at the SIAARTI 2018 Congress was instrumental.	Dókítà Scuderi ṣàlàyé pé: “[Ìpàtẹ] tẹ́ ẹ ṣe níbi àpérò SIAARTI lọ́dún 2018 ràn mí lọ́wọ́ gan-an.
The presentation kit really was of great assistance.” Currently, over 5,000 doctors in Italy have agreed to treat patients who are Jehovah’s Witnesses with safe and effective medical and surgical techniques that do not require the use of blood transfusions.	Àwọn ìsọfúnni tẹ́ ẹ fún wa sì gbéṣẹ́ gan an.” Ní báyìí, àwọn dókítà tó ju ẹgbẹ̀rún márùn-ún (5,000) lórílẹ̀-èdè Ítálì ti gbà láti máa tọ́jú àwọn aláìsàn tó jẹ́ Ẹlẹ́rìí Jèhófà nípa lílo ìlànà ìtọ́jú ìṣègùn àti iṣẹ́ abẹ tí kò léwu, tó gbéṣẹ́, tí kò sì nílò ìfàjẹ̀sínilára.
Every year in Italy, an average of 16,000 Witness patients are treated in this way.	Lọ́dọọdún, ìpíndọ́gba àwọn aláìsàn tó jẹ́ Ẹlẹ́rìí Jèhófà tí iye wọn tó ẹgbẹ̀rún mẹ́rìndínlógún (16,000) ló ń gba ìtọ́jú láìlo ẹ̀jẹ̀ lórílẹ̀-èdè Ítálì.
After the conferences, anesthesiologists and surgeons shared their experiences of working with Jehovah’s Witnesses.	Lẹ́yìn àpérò náà, àwọn dókítà tó ń fún èèyàn láwọn oògùn tó ń dín ìrora kù àtàwọn tó ń ṣiṣẹ́ abẹ sọ ìrírí tí wọ́n ní nígbà tí wọ́n tọ́jú àwọn aláìsàn tó jẹ́ Ẹlẹ́rìí Jèhófà.
“For years Jehovah’s Witness patients have been a part of my professional experience.	“Ọ̀pọ̀ ọdún ni mo fi tọ́jú àwọn aláìsàn tó jẹ́ Ẹlẹ́rìí Jèhófà.
Over the last few years, the Working Group for the docuanment on the refusal of blood transfusion of the SIAARTI Study Group on Bioethics has worked to provide guidelines to anesthesiologists, enabling them to take a unified position in the face of complex surgical and anesthesiological conditions with regard to the patient’s pathology and comorbidity.	Àwùjọ kan wà nínú ẹgbẹ́ SIAARTI tó máa ń rí sí ọ̀rọ̀ àwọn tí kò fẹ́ gba ẹ̀jẹ̀ sára. Ní nǹkan bí ọdún mélòó kan sẹ́yìn, àwùjọ yìí fún àwọn dókítà tó ń pa ìrora nígbà iṣẹ́ abẹ ní ìtọ́ni tí wọ́n á máa tẹ̀ lé nígbà tí wọ́n bá fẹ́ ṣiṣẹ́ abẹ tó díjú fún aláìsàn kan. Èyí máa jẹ́ káwọn dókítà mọ ọ̀nà tó dáa jù lọ láti tọ́jú aláìsàn náà.
The document makes it explicit that ‘the right of self-determination in relation to health care is a fundamental right of the person guaranteed by the Constitution (Articles 2, 13, and 32), the Universal Declaration of Human Rights, the Oviedo Convention, and the Charter of Fundamental Rights of the European Union.’”—Antonio Corcione, coordinator of the regional transplant center for the Campania region, director of anesthesia and intensive care units at the Monaldi Hospital, former president of the Italian Society of Anesthesia, Analgesia, Resuscitation, and Intensive Care (SIAARTI) “My experience with Jehovah’s Witnesses motivated me and all my colleagues to refine blood-saving and postoperative management techniques in order to limit the need for transfusion support.	Ìtọ́ni náà ṣe kedere nínú Ìwé Òfin (Àpilẹ̀kọ 2, 13 àti 32), Ìpolongo Ẹ̀tọ́ Ọmọnìyàn Lágbàáyé, Àpéjọ Oviedo, àti nínú ìwé òfin Ẹ̀tọ́ Ọmọnìyàn ti Ilẹ̀ Yúróòpù.’ ” ​—⁠Antonio Corcione, tó jẹ́ olùṣekòkáárí ní ojúkò tí wọ́n ti ń pààrọ̀ ẹ̀yà ara ti agbègbè Campania. Òun ló ń bójú tó ẹ̀ka àwọn tó ń pa ìrora nígbà iṣẹ́ abẹ tó sì ń pèsè ìtọ́jú àkànṣe ní ilé ìwòsàn Monaldi. Ó sì tún fìgbà kan jẹ́ ààrẹ ẹgbẹ́ Italian Society of Anesthesia, Analgesia, Resuscitation, and Intensive Care (SIAARTI). “Ìrírí tí mo ní nígbà tí mo tọ́jú àwọn Ẹlẹ́rìí Jèhófà ti ran èmi àtàwọn dókítà míì títí kan àwọn nọ́ọ̀sì lọ́wọ́, ó ti jẹ́ ká ṣàtúnṣe sí ọ̀nà tá à ń gbà ṣiṣẹ́ abẹ kí ẹ̀jẹ̀ tó máa dànù lè dín kù gan-an. Nípa bẹ́ẹ̀, aláìsan náà ò ní nílò ìfàjẹ̀sínilára.
This path has certainly benefited some people who expressed their refusal of transfusions, but also allowed us to avoid transfusions in many other patients who were willing to accept them.”—Ugo Boggi, full professor of general surgery at the University of Pisa (Italy), adjunct associate professor of surgery at the University of Pittsburgh (USA), president-elect of the Italian Society for Organ Transplantation (SITO) “Liver transplant is the most complex of all.	Èyí ti mú kó rọrùn láti tọ́jú àwọn tí kò fẹ́ gba ẹ̀jẹ̀ sára, bákan náà a lè lo ọ̀nà yìí láti tọ́jú àwọn míì tí ò kọ̀ láti gba ẹ̀jẹ̀.”​—⁠Ugo Boggi, tó jẹ́ ọ̀jọ̀gbọ́n nípa onírúurú iṣẹ́ abẹ ní University of Pisa (Ítálì), òun ni igbákejì ọ̀jọ̀gbọ́n nínú iṣẹ́ abẹ ní University of Pittsburgh (USA), òun tún ni ààrẹ tí wọ́n ṣẹ̀ṣẹ̀ yàn fún ẹgbẹ́ Italian Society for Organ Transplantation (SITO) “Nínú gbogbo ẹ̀yà ara, ẹ̀dọ̀ ló ṣòro pààrọ̀ jù lọ.
It is two, three, or four times more complex compared to other transplants, and there is a high risk of bleeding.	Ẹ̀jẹ̀ tó sì máa ń dà tá a bá ń ṣiṣẹ́ abẹ inú ẹ̀dọ̀ pọ̀ débi pé ó lè la ẹ̀mí lọ.
Despite this, because we have scientific evidence from thousands of cases worldwide, with tens of thousands of liver transplant cases, we can say that we know the ‘tricks of the trade.’	Àmọ́, torí ẹ̀rí wà pé ẹgbẹẹgbẹ̀rún iṣẹ́ abẹ yìí ló wáyé kárí ayé, títí kan ọgọ́rọ̀ọ̀rún iṣẹ́ abẹ tá a ti pààrọ̀ ẹ̀dọ̀, a lè fi gbogbo ẹnu sọ pé a ti mọ ọ̀nà tó gbéṣẹ́ tá a lè fi dènà ẹ̀jẹ̀ tó ń dà lára.
They are, in fact, proven techniques that help to avoid bleeding.	Ká sòótọ́, a ti rí i pé ọgbọ́n wà tá a lè dá ká lè dènà ẹ̀jẹ̀ tó ń dà lára nígbà iṣẹ́ abẹ.
We know how to avoid blood transfusions.	A ti mọ bá a ṣe lè ṣe é láìfa ẹ̀jẹ̀ síni lára.
The vast majority of our liver surgeries, even transplants, are performed entirely without the use of blood.	Ó fẹ́rẹ̀ẹ́ jẹ́ pé gbogbo iṣẹ́ abẹ inú ẹ̀dọ̀ títí kan iṣẹ́ abẹ tá a fi ń pààrọ̀ ẹ̀dọ̀ là ń ṣe láìsí pé wọ́n fa ẹ̀jẹ̀ síni lára.
In liver surgery, blood transfusions are now an exception because we have switched from a less precise surgery, which was used a few years ago, to a type of microsurgery that monitors each vessel.	Nígbà tá a bá ń ṣe iṣẹ́ abẹ inú ẹ̀dọ̀, a kì í sábà fa ẹ̀jẹ̀ síni lára mọ́, torí pé dípò ká lò ọ̀nà tá a máa ń lò lọ́dún díẹ̀ sẹ́yìn, ṣe la ń ṣe iṣẹ́ abẹ náà lọ́nà tá a jẹ́ ká kíyè sí iṣan kọ̀ọ̀kan tó ń gbẹ́ ẹ̀jẹ̀ káàkiri inú ara.
I have to thank Jehovah’s Witnesses because they opened the way to something which we hadn’t paid much attention to 10 or 15 years ago—the blood-saving topic.”—Umberto Cillo, full professor of general surgery and director of the hepatobiliary and liver transplant unit at the University of Padua, president of the Italian Society for Organ Transplantation (SITO) “I appreciate Witness patients very much because the unshakable faith in their beliefs is admirable.	Mo dúpẹ́ lọ́wọ́ àwọn Ẹlẹ́rìí Jèhófà torí pé àwọn ló jẹ́ ká mọ̀ nípa ohun tá ò tiẹ̀ ronú kàn ní nǹkan bí ọdún mẹ́wàá sí mẹ́ẹ̀ẹ́dógún sẹ́yìn, ìyẹn bá ò ṣe ní máa fi ẹ̀jẹ̀ ṣòfò​—⁠Umberto Cillo, tó jẹ́ ọ̀jọ̀gbọ́n nípa onírúurú iṣẹ́ abẹ àti olùdarí ẹ̀ka tó ń tọ́jú ẹ̀dọ̀ tó sì ń pààrọ̀ rẹ̀ ní Yunifásítì Padua, òun tún ni ààrẹ ẹgbẹ́ Italian Society for Organ Transplantation (SITO) “Mo bọ̀wọ̀ fáwọn aláìsàn tó jẹ́ Ẹlẹ́rìí Jèhófà gan-an torí wọ́n ní ìgbàgbọ́ tó lágbára.
And this is one of the reasons why, over the years, I have always tried to make adjustments in order to please them.	Ó sì jẹ́ ọ̀kan lára ohun tó jẹ́ kí n sapá láti ọ̀pọ̀ ọdún wá kí n lè ṣàtúnṣe, kí n sì ṣe ohun tó máa múnú wọn dùn.
I consider them people worthy of the highest regard.	Mo gbà pé wọ́n yẹ lẹ́ni téèyàn ń bọ̀wọ̀ tó jinlẹ̀ fún.
Jehovah’s Witnesses are not people who want to die or be martyrs at all; they are people who look for quality medical care.”—Francesco Corcione, full professor of surgery at the University of Naples Federico II, president emeritus of the Italian Society of Surgery (SIC), honorary member of the Académie Nationale de Chirurgie, Paris, France “The relationship with Jehovah’s Witnesses further convinced me of the need for extreme respect that my profession owes to the cultural and religious convictions of patients.	Kò wu àwọn Ẹlẹ́rìí Jèhófà pé kí wọ́n kú, àmọ́ ojúlówó ìtọ́jú ni wọ́n ń fẹ́.”​—⁠Francesco Corcione, tó jẹ́ ọ̀jọ̀gbọ́n nípa iṣẹ́ abẹ ní University of Naples Federico II, òun ni ààrẹ àgbà ẹgbẹ́ Italian Society of Surgery (SIC), olóyè pàtàkì sì tún ni nínú ẹgbẹ́ Académie Nationale de Chirurgie, ìlú Paris lórílẹ̀-èdè Faransé “Ohun tí mo kọ́ lára àwọn Ẹlẹ́rìí Jèhófà ti jẹ́ kí n túbọ̀ gbà pé ó yẹ káwọn dókítà àtàwọn nọ́ọ̀sì máa bọ̀wọ̀ tó jinlẹ̀ fún àṣà ìbílẹ̀ àti ẹ̀sìn àwọn aláìsàn.
I feel a lot of backing from the recent legislative recognition in Italy with Law 219 of December 2017, ‘Provisions for informed consent and advance directives,’ where it states that ‘no health-care treatment can be initiated or continued without the person’s free and informed consent.’ If the surgeon communicates with the patient in a competent, free, and responsible way, there will surely be advantages for both in terms of sharing responsibilities, increasing the degree of freedom, and ultimately a more adequate and effective treatment path.”—Luca Ansaloni, director of general and emergency surgery unit at the Bufalini Hospital of Cesena, president of the Italian Society of Surgical Physiopathology (SIFIPAC) “Jehovah’s Witnesses have greatly contributed to the refinement of treatment strategies that avoid blood transfusions.	Mo gbà pé orílẹ̀-èdè Ítálì náà ti fọwọ́ sí ìwé òfin kan, ìyẹn Law 219 of December 2017 tí wọ́n pè ní ‘Provisions for informed consent and advance directives.’ Òfin yìí sọ pé kí dókítà tàbí nọ́ọ̀sì tó bẹ̀rẹ̀ sí tọ́jú aláìsàn kan, aláìsàn náà gbọ́dọ̀ lóye irú ìtọ́jú tó fẹ́ gbà lẹ́kùn-ún-rẹ́rẹ́, ó sì gbọ́dọ̀ fọwọ́ sí i pé kí wọ́n fóun nírú ìtọ́jú bẹ́ẹ̀.’ Tí dókítà tó fẹ́ ṣiṣẹ́ abẹ náà bá ṣàlàyé bí ìtọ́jú náà ṣe máa rí lọ́nà tó yéni tó sí rọrùn, a jẹ́ pé dókítà àti aláìsàn náà ti jọ fọwọ́ sí ìtọ́jú náà, ìyẹn á sì jẹ́ kí aláìsàn náà túbọ̀ lómìnira láti ṣe ìpinnu tó bá wù ú. Nípa bẹ́ẹ̀, ìtọ́jú náà á túbọ̀ gbéṣẹ́.”​—⁠Luca Ansaloni, tó jẹ́ olùdarí ẹ̀ka onírúurú iṣẹ́ abẹ àti iṣẹ́ abẹ pàjáwìrì ní Ilé Ìwòsàn Bufalini ní Cesena, ó tún jẹ́ ààrẹ ẹgbẹ́ Italian Society of Surgical Physiopathology (SIFIPAC) “Àwọn Ẹlẹ́rìí Jèhófà ti ràn wá lọ́wọ́ gan-an láti jẹ́ ká mọ ọgbọ́n tó túbọ̀ gbéṣẹ́ táá mú ká yẹra fún ìfàjẹ̀sínilára.
New surgical technologies are instrumental in respecting the will of patients who for religious reasons refuse blood transfusions.	Àwọn ẹ̀rọ ìgbàlódé tí wọ́n fi ń ṣiṣẹ́ abẹ ti ṣèrànwọ́ gan-an fáwọn dókítà tí wọ́n gbà láti bọ̀wọ̀ fún ìpinnu aláìsàn tó kọ̀ láti gba ẹ̀jẹ̀ sára torí ohun tó gbà gbọ́.
There are definite advantages to the cost-benefit ratio of bloodless medicine.”—Diego Piazza, president of the Italian Medical Association of Catania, director of oncological surgery at the Garibaldi-Nesima Hospital of Catania, former president of the Italian Association of Hospital Surgeons (ACOI) “The apparent ‘harmless’ nature of blood transfusions, their perceived easy availability, their relatively low cost, the ease with which they can be prescribed, and the possibility to immediately observe their effectiveness (in terms of increased hemoglobin levels)—all these aspects have contributed to their widespread use.	Kéèyàn tọ́jú aláìsàn láìlo ẹ̀jẹ̀ máa dín ìnáwó kù gan-an, òun ló sì dáa jù.”​—⁠Diego Piazza, tó jẹ́ ààrẹ ẹgbẹ́ Italian Medical Association of Catania, òun ni olùdarí ẹ̀ka tó ń tọ́jú àìsàn jẹjẹrẹ ní Ilé Ìwòsàn Garibaldi-Nesima ní ìlú Catania, òun sì ni ààrẹ ẹgbẹ́ Italian Association of Hospital Surgeons tẹ́lẹ̀ (ACOI) “Àwọn dókítà kan rò pé kò séwu nínú kéèyàn gba ẹ̀jẹ̀ sára. Wọ́n nífẹ̀ẹ́ sí ìfàjẹ̀sínilára torí pé ó rọrùn láti gbà, kò wọ́n rárá, ó sì rọrùn láti dábàá rẹ̀ fún aláìsàn. Ohun míì tó jẹ́ kí wọ́n fẹ́ láti máa fa ẹ̀jẹ̀ síni lára ni pé ó tètè máa ń jẹ́ kí èròjà hemoglobin nínú sẹ́ẹ̀lì pupa inú ẹ̀jẹ̀ lọ sókè lára aláìsàn. Ìdí nìyẹn tí ọ̀pọ̀ dókítà fi máa ń fa ẹ̀jẹ̀ síni lára.
