en	tsn
He was also speaking at governments hybrid Youth Day event.	O ne a bua ga le kwa moletlong wa puso wa Letsatsi la Bašwa.
He says students recurring protests at the beginning of each year must come to an end.	A re dikhuduego tsa baithuti tsa kwa tshimologong ya ngwaga nngwe le nngwe di tshwanetse go yak wa bokhutlong.
Carrim speaks to SABC reporter Simphiwe Makhanya:	Carrim o bua le mmegadikgang wa SABC Simphiwe Makhanya.
It is important to say that young people work hard they struggle through school and they obtain their bachelors passes only to arrive at the gates of higher learning institutions only to be told that there is no money.	Go botlhokwa go bua gore bašwa ba dira ka natla ba kgaratlha kwa dikolong gore ba falole ka di bachelors fela gore fa ba goroga kwa dihekeng tsa ditheo tsa thuto kgolwne ba bolelelwe gore ga go na madi.
Young people gathered under the banner of asinamali, our only crime is to be poor in this country.	Bašwa ba kopane ka fa tlase ga folaga ya asinamal,  molato wa rona, fela ke go nna dikobo dikhutshwane mo nageng e.
We must urgently fast-track the commission on higher education and the task team so that we end the crisis of funding for students so that come 2022 every young person who is academically qualified my have a place at an institution of higher learning.	Re tshwanetse go dira ka bonako go potlakisa Khomišene ya thuto e kgolwane le setlhopha sa tiro gore re tle re kgone go fedisa mathata a matlole a baithuti gore fa go tlaa 2022 moša mongwe le mongwe yo maduo a gagwe a akateming a mo letlelelang go tsweletsa dithuto tsa gagwepele a fitlhele sebaka kwa setheong sa thuto e kgolwane.
Drugs and substance abuse among youth	Diritibatsi le tirisobotlhaswa ya diritibatsi mo bašeng.
Among young people who attended the National Youth Day commemoration in Pietermaritzburg, many say there is hope for the future.	Mo bašeng ba ba neng ba le teng ka Letsatsi la  ikgopotso la Bašwa la Bosetšhaba kwa Pietermaritzburg, bontsi jwa bona ba re ba na le tsholofelo ya isago.
However, there are also fears as more young people are falling victims to drugs and substance abuse.	E fela, gape go boifiwa gore bašwa ba bantsi ba nna batswasetlhabelo ba diritibatsi le tirisobotlhaswa ya diritibatsi.
Prineesa Govender and Mampho Moshoeshoe say their greatest concern is gender-based violence.	Prineesa Govender le Mampho Moshoeshoe ba re ba tshwengwa thata ke dikgoka tse ikaegileng ka bong.
One of the struggles we face is trying to raise ourselves because people dont want to listen to and they think whatever we say will always be wrong.	Nngwe ya mathata a re lebaneng le o ne ke go leka go ikgodisa ka ntlha ya gore batho ga ba batle go reetsa mme ba akanya gore sengwe le sengwe se re se buang e tlaa tlhola e le phoso.
Or it doesnt mean anything, so we would like to empower our voices, and we would like people to listen to what we say.	Kgotsa ga se reye selo, ka jalo re ka rata go maatlafatsa mantswe a rona, mme re ka rata gore batho ba reetse se re se buang.
Because we are the future and we think we will make this country better.	Ka gonne re ke rona bokamoso mme re akanya gore re tlaa dira gore naga e e nne botoka.
My fears about being a young person is the fact that young people these days dont take life seriously.	Se ke se boifang ka go nna moša ke ntlha ya gore batho ba bašwa mo malatsing ano ga ba tsaye botshele tsia.
They just live for the moment.	Ba tshela fela mo nakong eno.
It hurts to see young people wasting their lives drinking.	Go utlwisa botlhoko go bona bašwa ba senya matshelo a bona ka go nwa bojalwa.
Economic Freedom Fighters (EFF) members are gathering at the Horskool Uitsig in Centurion this morning where their leader, Julius Malema is expected to address them as part of Youth Day celebrations.	Maloko a Economic Freedom Fighters (EFF) ba kopane kwa Sekolong se segolwane sa Uitsig mo mosong ono kwa Centurion, mo moeteledipele wa bona Julius Malema yo a solofetswe go bua le bona jaaka karolo ya Letsatsi la Bašwa.
The EFF South Africa will mark Youth Day at Horskool Uitsig in Centurion.	EFF ya Aforikaborwa e tlaa keteka letsatsi la bašwa kwa sekolong se segolwane sa Uitsig kwa Centurion.
This is after a video went viral last week of the pupil being manhandled by a white security guard because the child was wearing EFF regalia as part of career day.	Se ga se tla morago ga bidio ya go bontsha monna wa mosweu wa matšhikilane a goga goga moithuti mongwe maswe mo bekeng e e fetileng ka ntlha ya gore moithuti yo o ne a apere diaparo tsa EFF jaaka karolo ya tiro ya letsatsi la tselapetlo ya tsa boiphediso.
The party chose the school as the venue, following an incident where a learner wearing EFF regalia was allegedly assaulted by a security guard recently.	Lekoko le tlhophile sekolo se gore se nne lefelo la tirelo, morago ga tiragalo ya gore moithuti a tlhaselwe ke matšhikilane ka go re o ne apere diaparo tsa EFF bošeng jaana.
Yesterday, Malema took to Twitter indicating that he will not adhere to the level 3 lockdown restriction announced by President Cyril Ramaphosa last night and will continue with the partys programs in preparation for the October municipal elections.	Maabane, Malema o begile mo Twitter gore a ka se obamele melao ya mo kgatong ya boraro ya taolelometsamao e e begilweng ke Moporesidente Cyril Ramaphosa maabane bosigo, mme a re o tlaa tswelapele ka mananeo a  lekoko la gagwe a go ipaakanyetsa ditlhopho tsa mmasepala ka di Diphalane.
We are proceeding tomorrow.	Re tswelapele ka moso.
You @CyrilRamaphosa can’t call for elections and close the political space.	Wena @CyrilRamaphosa o ka se batle ditlhopho mme wa tswala phatlha ya sepolotiki.
Only fools will listen to stupidity.	E tlaa nna fela dileele tse di tlaa reetsang bosilo.
How do you close once-off political events and allow schools to continue if there's a crises.	O tswala yang ditiragalo tsa sepolotiki mme wa letla dikolo di bulwe fa e le gore go na le tlaletlo.
EFF General Secretary Marshall Dlamini says this commemoration is taking place at this school to showcase that they are not scared to be anywhere in the country.	Mokwaledi Kakaretso wa EFF Marshall Dlamini a re  ba tlile go keteka letsatsi la se gopotso la bašwa mo sekolong se go bontsha gore ga ba boifi go nna gongwe le gongwe mo nageng ya rona.
On a career day, a young man who was wearing EFF regalia showing the aspiration of being an EFF future activist was violently removed from the school by the racist security guard.	Ka letsatsi la tselapetlo ya tsa boiphediso, mosimane yo a neng  apere diaparo tsa setheo sa EFF go bontsha phisegelo ya go nna molwelakgololosego wa kamoso wa EFF o tlositswe ka dikgoka mo sekolong ke bmosemorafe wa matšhikilane.
Because they think they have the authority of where black people must be in this country and dictate our movement, we are here to show them that we are not scared of them.	Ka ntlha ya gore ba akanya gore ba na le tetla ya gore batho bantsho ba tshwanetse go nna mo nageng e le ke mokgatlho wa rona, re fano go ba bontsha gore ga re a boifa ya bona.
Marshall Dlamini speaks to reporter Natasha Phiri:	Marshall Dlamini o bua le mmegadikgang Natasha Phiri:
President Cyril Ramaphosa delivered a virtual keynote address at Youth Day celebrations in Pietermaritzburg, in KwaZulu-Natal, with the event being a hybrid event due to new lockdown regulations.	Moporesidente Cyril Ramaphosa o neelane ka puokgolo ka tsa mafaratlhatlha kwa moletlong wa Letsatsi la Bašwa kwa Pietermaritzburg, mo kgaolong ya KwaZulu-Natal ka moletlo o, o ne o le ka fa tlase ga melawana e mešwa ya taolelometsamao.
South Africans commemorate Youth Day on Wednesday, 16 June.	Maaforikaborwa go keteka Letsatsi la Bašwa ka Laboraro, 16 Seetebosigo.
This day remembers the Soweto youth uprising of June 16, 1976  following a directive from the then Bantu Education Department that Afrikaans had to be used on an equal basis with English as a language of instruction in secondary schools.	Letsatsi le le gakologelwa di Dikhuduego tsa Bašwa ba Soweto ka 1976 ka di 16 tsa Seetebosigo morago ga go latela kaelo ya Lefapha la Thuto la Bantu gore Seaferikanse se tshwanetse go dirisiwa mo theong e e lekanang le Seesemane jaaka puo ya go ruta mo dikolong tsa sekontari.
Pupils from Black schools across the country responded to it with a series of demonstrations.	Barutwana go tswa mo dikolong tsa Bantsho go ralala naga ba arabile ka go dira ditshupetso ka tatelano.
The protests soon turned violent.	Ditshupetso tse di ne di a fetogela go nna tirisodikgoka ka nako e e sa fediseng pelo.
Unofficial figures put the death toll of the protest at 176, while the government said 23 pupils lost their lives that day.	Palo e e sa kwalwang semmuso e dira palo ya baithuti ba ba  latlhegetswe ke matshelo kwa ditshupetsong e nne 176, fa puso e rile ke baithuti ba le 23 ba ba latlhegetsweng ke matshelo a bona ka letsatsi leo.
That generation of young people is lauded for its leadership and bravery in confronting the apartheid regime.	Kokomana ya bašwa e akgolelwa tiro ya yona ya boeteledipele mo go itebaganya le bogale jwa puso ya tlhaolele.
While the current crop of young people has also spearheaded campaigns such as the #FeesMustFall and #RhodesMustFall movements, which some student leaders said was aimed at dismantling the anti-Black system that maintains Black oppression, there have been concerns about a perceived leadership vacuum in the youth space.	Fa kumo ya jaanong ya bašwa e neng a bolotsa matsholo a mekgatlho jaaka # FeesMustFall #RhodesMustFall,  mo baeteledipele ba bangwe ba baithuti ba re mekgatlho e e ne e batla go fedisa tsamaiso ya Kgatelelo ya Batho Bantsho, go ntse go na le matshwenyego a bonwang mo boeteledipeleng jwa  bašwa.
In this special Youth Day podcast, SABC News Producer, Lebo Tshangela, speaks to Political Analyst TK Pooe, Youth Labs Managing Director Pearl Pillay, and Fees Must Fall student leader Mcebo Dlamini about the leadership vacuumBelow is the full podcast:	Mo kgasong ya letsatsi le la bašwa le le kgethegileng, Montshadikuno wa Dikgang tsa SABC, Lebo Tshangela o bua le modira ditshekatsheko wa dipoletiki TK Pooe, Youth Labs Managing Director Pearl Pillay, le moeteledipele wa baithuti wa Fees Must Fall Mcebo Dlamini ka go tlhaka baeteledipele, kgaso ka botlalo kwa tlase:
The State Capture Commission has dismissed AfriForums application to cross-examine ANC President Cyril Ramaphosa because it was outside of the commissions rules.	Khomišene ya Naga e ganne kopo ya AfriForum ya go botsolotsa Moporesidente wa ANC Cyril Ramaphosa ka gonne e kwa ntle ga melao khomišene.
Justice Raymond Zondo says for a person to apply for leave to cross-examine, that person must be implicated by the witness.	Moatlhodi Raymond Zondo a re gore motho a ka dira kopo ya khunologo go botsolotsa, motho yoo o tshwanetse go ama ke dipaki.
AfriForum told Zondo they wanted to question Ramaphosa about cadre deployment and decisions that were taken when he was chairman of the cadre deployment committee.	AfriForum e boleletse Zondo gore ba ne ba batla go botsa Ramaphosa dipotso ka ga tlhomelo ya setlhopha sa cadre le ditshwetso tse di tserweng fa a ne a le Modulasetulo wa Komiti ya tiriso ya setlhopha cadre
AfriForum wants Ramaphosa to answer on ANCs cadre deployment policy:	AfriForum e batla  gore Ramaphosa a arabe dipotso ka setlhopha sa cadre sa tiriso ya ANC:
AfriForum legal counsel, Mia du Plessis, failed to convince Zondo.	Kgakololo ya semolao ya AfriForum, Mia du Plessis, o reteletswe ke go tlhatswa Zondo.
It is the ANC view that the cadre deployment is inconsistent with the view of fairness and transparency and merits in the appointments of individuals to public entities.	ANC ya re ga e dumelane le mokgwa o setlhopha se tsamaisang dilo ka teng, ba re setlhopha ga sena tshiamo le go baya dilo mo pepeneneng ka maemo a go thapiwa ga batho go ditheo tsa botlhe.
When advocate Pretorious proposed to President Ramaphosa there has been evidence that the deployment policy goes far beyond merit, President Ramaphosa denied this and stated that the deployment commission merely recommends.	Fa Pretorious a ne a tshitshinyetsa Moporesidente Ramaphosa gore go na na le bopaki jwa gore tiriso ya pholisi a ga e tsamaelane le melao, Moporesitente Ramaphosa o ganne se mme a tlhalosa gore khomišene ya go tlhopha e atlenegisa fela.
In this regard chair, we would like to hear from President Ramaphosa.	Mo lebakeng le Modulasetulo, re rata go utlwa go tswa kwa go Moporesidente Ramaphosa.
The commission will continue to hear more applications on Wednesday.	Khomišene e tlaa tswelapele ka go utlwa dikopo di ka Laboraro.
State Capture Commission hears applications for leave to cross-examine various witnesses:	Komišene ya Kgapopuso e reetsa dikopo tsa go tlogela go botsolotsa dipaki tse di farologaneng:
President Cyril Ramaphosa has announced that todays Youth Day celebrations in Pietermaritzburg in KwaZulu-Natal will go ahead but will be a hybrid event compliant with level three of the lockdown.	Moporesidente Cyril Ramaphosa o begile gore Letsatsi la Bašwa la gompieno mo Pietermaritzburg KwaZulu-Natal le tlaa tswelapele mme e tlaa bo e le tiragalo e tlaa o bamela melao ya kgato ya boraro ya taolelometsamao.
He announced that the country would enter level three with effect from midnight.	O begile gore naga ya go tsena mo kgatong ya boraro ya go sekega nakwana ditiro tsa fa nageng go simolola ka bosigogare.
SA moves to lockdown level three.	SA e fudugela kwa kgatong ya boraro go taolelometsamao.
The theme for Youth Day this year is The year of Charlotte Maxeke: Growing youth employment for an inclusive and transformed society.	Setlhogo sa Letsatsi la Bašwa la ngwaga ono ke Ngwaga wa Charlotte Maxeke: Go godisiwa go thapiwa gwa bašwa go akaretsa le jwa setšhaba.
President Ramaphosa says there will be a significantly reduced number of people attending the Pietermaritzburg event and he will give a virtual address.	Moporesitente Ramaphosa a re go tlile go nna palo e e kwa tlase ya batho ba ba tlang go keteka letsatsi la bašwa mo Pietermaritzburg mme ena o tlaa neelana ka puo ka setshwantsho sa tsa mafaratlhatlha.
Level three lockdown:	Kgato ya boraro ya go sekega nakwana ditiro tsa fa nageng:
The litmus test for President Ramaphosa’s address to the nations will be what he has to offer the youth.	Teko ya Litmus ya Moporesitente Ramaphosa ya  go bua le dinaga e tlaa nna se a tshwanetseng go se naya baša.
Already the President had said youth unemployment is governments biggest concern.	Moporesidente o setse a buile gore botlhokatiro jwa bašwa ke tlhababoroko e kgolo ya puso.
Two weeks ago, Statistics SA released the national unemployment figures.	Mo dibekeng tse pedi tse di fetileng, dipalopalo tsa Aforikaborwa (Stats SA) e ntshitse dipalo tsa bosetšhaba tsa botlhokatiro.
It painted a dull picture with the official unemployment rate growing to a record high of 32,6 percent.	E tlhagisitse setshwantsho se se sa itumediseng sa rekoto ya semmuso ya botlhokatiro e e kwa godimo ka diperesente di le 32,6.
The population group with the highest unemployment rate is the youth, with 63,3 percent of people between the ages of 15 and 24 being unemployed, and 41,3 percent for the age group 25 and 34.	Setlhopha se se nang le palo e e kwa godimo go feta kelo ya botlhokatiro ke bašwa, diphesente di le 63,3 ke batho ba ba ka fa gare ga dingwaga di le 15 mme ba di le 24 ba sa dire, mme diphesente di le 41,3  e le setlhopha sa ba dingwaga di le 25 le 34.
COVID-19 regulations are to be enforced in Pietermaritzburg for the commemoration.	Melawana ya Covid-19 e ya go gatelelwa mo Pietermaritzburg ka moletlo wa ikgopotso.
The event is expected to have a limited number of guests and key stakeholders, mainly youth.	Tiragalo eno e solofetswe go na le palo e e lekanyeditsweng ya baeng le baamegi ba ba botlhokwa, bogolo segolo bašwa.
Meanwhile, DA Leader John Steenhuisen is expected to address the youth from Mitchells Plain on the Cape Flats during the Partys Youth Day commemorations, encouraging young South Africans to turn up for their future.	Re sa ntse re le foo, moeteledipele wa DA John Steenhuisen o solofetswe go bua le bašwa go tswa kwa Mitchells Plain mo Cape Flats, mo lekoko la gagwe le ketekang Letsatsi la Bašwa la Lekoko ba maloba, go rotloetsa baša ba Maaforikaborwa gore fetole bokamoso ba bone.
However, the event will now have to comply with level three lockdown restrictions.	Le fa go le jalo, tiragalo e e tlaa tshwanelwa ke go obamela mealo ya kgato ya boraro.
Among the issues, Steenhuisen is expected to address is the youth unemployment rate.	Gareng ga dintlha, Steenhuisen o solofetswe go bua ka botlhokaditiro ga baša.
Today is National Youth Day in South Africa, where the country commemorates the June 16 1976 Uprising that began in Soweto and spread across South Africa profoundly changing the socio-political landscape of the country.	Gompieno ke Letsatsi la Bašwa la Bosetšhaba mo Aforikaborwa, mo naga e dirang segopotso sa Dikhuduego tsa  Seetebosigo 16 1976 kwa Soweto tse di kileng di a anama go kgobaganya Aforikaborwa mme di a fetola thata dipolotiki tsa naga.
President Cyril Ramaphosa will deliver the days keynote address virtually at 11:30 am.	Moporesidente Cyril Ramaphosa o tlile go neelana ka puokgolo ya letsatsi ka tsa mafaratlhatlha ka 11:30 phakela
The events, which triggered that uprising in South Africa, can be traced back to policies of the apartheid government that resulted in the introduction of the Bantu Education Act in 1953.	Ditiragalo tse di simolotseng dikhuduego tsa mo Aforikaborwa, di ka bonwa go tswa go dipholisi tsa puso ya tlhaolele e e dirileng tlhagiso ya Molao wa Thuto ya Bantsho ka 1953.
The rise of the Black Consciousness Movement (BCM) and the formation of the South African Students Organisation (SASO) raised the political consciousness of many students, with others joining the older guard political parties of the time.	Tsibogo ya Black Consciousness Movement (BCM) le go tlhamiwa ga Mokgatlho wa Baithuti wa (South African Student Organisation- SASO) e tsositse go ithuta ka dipolitiki ga baithuti ba le bantsi, go kopana le ba bangwe ka go itisa makoko a sepolotiki.
When the apartheid government forced Afrikaans alongside English as a compulsory medium of instruction in schools in 1974, young Black learners began to mobilise.	Fa puso ya tlhaolele e ne pateletsa tiriso ya Seaforikanse le Seesemane go nna dipuo tsa go ruta kwa dikolong ka 1974, baithuti ba bašwa ba bantsho ba simolotse go bolotsa letsholo.
On 16 June 1976, between 3 000 and 10 000 students mobilised by the South African Students Movements Action Committee supported by the BCM marched peacefully to demonstrate and protest against the governments directive.	Ka di 16 Seetebosigo 1976, baithuti ba ka na 3 000 go ya go 10 000 ba  tlhotlhelediwa ke mokgatlho wa baithuti wa South African Students Movements Action Committee Aforikaborwa ya Komiti ya tiro e e tshegediwang ke BCM ba ne ba gwanta ka kagiso go bontsha le ngongorego kgatlhanong le dipuso kgakololo.
While some of them lost their lives, others lived to tell the tale and are serving in various sectors of the countrys economy.	Fa ba bangwe ba bone ba kile ba latlhegelwa ke matshelo a bona, ba bangwe ba kile ba kgona go tshela mme ba kgona go tlhalosa se diragetseng e bile ba dira mo maphateng a a farologaneng a ikonomi ya naga.
As the country reflects on the events of that day and the victory that followed, SABC Digital News highlights three of the many leaders who emerged from the uprising.	Jaaka naga e gopola ditiragalo tsa letsatsi leo le phenyo e e nnileng teng, Dikgang tsa maratlhatlha tsa  SABC di tlhagisa baeteledipele ba bararo ba kileng ba tlhagelela go tswa mo dikhuduegong.
Below is a brief summary of them:	Fa tlase ke tshoboko e khutswane ya bona:
The State Capture Commission is listening to implicated parties applications for leave to cross-examine those who have accused them of wrongdoing.	Khomišhine ya Puso e reeditse dikopo tsa go tlogela go botsolotswa  tsa makoko a a amegang  mo bonweng  ba molato wa tlolomolao.
Below are the proceedings:	Fa tlase ke mananeo:
African National Congress (ANC) Deputy Secretary-General, Jessie Duarte, has received a memorandum of demands from protesting ANC workers.	Motlatsa Mokwaledi-Kakaretso wa African National Congress (ANC), Jessie Duarte, o amogetse Memorantamo ditopo tsa badiri ba ANC ba ba neng dira ditshupetso.
ANC employees have been picketing outside the party offices across the country, including Luthuli House in Johannesburg, over the party’s failure to pay salaries.	Badiri ba ANC ba ntse ba dira tshupetso kwa ntle ga dikantoro tsa lekoko go ralala naga, go akaretsa le Ntlo ya Luthuli (Luthuli House) mo Johannesburg,ka ntlha ya gore lekoko le, le go retelelwa ke go duela dituelo.
Demonstrators say they haven’t been paid their May salary which is now over 20 days late.	Badiraditshupetso ba re ga baise ba duelwe tuelo ya bone ya kgwedi ya Motsheganong, e jaanong e leng kwa morago ga malatsi a le 20.
Employees at @MYANC Headquarters Luthuli House are picketing over the party’s failure to pay salaries.	Badiri ba kwa Mošate wa @MYANC kwa Luthuli House ba dira ditshupetso ka ntlha gore lekoko le retelelwa ke go duela dituelo.
Duarte addressed members, saying negotiations will continue.	Duarte o buile maloko a lekoko, a re ditherisano di tlile go tswelapele.
No salaries will be reduced and if we need, at all, to undergo any restructuring it will be with you and you will be part of the decision that we take.	Ga gona dituelo tse di tlileng go fokodiwa mme fa e le gore re tshwanetse go ya ka mo kago sešwa, e tlile go nna le wena  mme o tlile go nna karolo ya ditshwetso tse re di tsayang.
We thank you for conducting the picket and raising your concerns in a disciplined manner.	Re lebogela go dira ditshupetso ga lona le go tlhagisa matshwenyego a lona ka boitshwaro.
We call on ANC members to continue with their constructive engagement until all the matters you have raised are resolved.	Re ikuela mo malokong a ANC go tswelela ka dipuisano tsa bone tse di tswang mosola go nna le seabe se go fitlhela go rarabololwa ditsitsibo tsotlhe tse di tlhagisitsweng.
So we will continue with the negotiations and continue to discuss, says Duarte.	Ka jalo re tlile go tswelapele ka dipuisano le go tswelapele ka go boledisana, ga bua jalo duarte.
Chairperson of the ANC Staff Representative in the Western Cape, Mvusi Mdala, says they are giving the employer a week to respond to their demands.	Vusi Mdala Modulasetulo wa Badiri wa mokgatlho wa ANC mo Kapabophirima, Mvusi Mdala a re ba naya mothapi  beke go tsibogela ditlhokego tsa bona.
Part of our demands is that the employer is not paying the provident fund, whereas they are deducting money from us as employees, and also is not paying UIF, whereas they are deducting money from us, continuously our medical aid is being suspended, even today our good morning was a message from the medical aid indicating to us that our medical aid has been suspended, explains Mdala.	E nngwe ya dilopo tsa rona ke gore mothapi ga a duele Letlole la dituelo tsa badiri, mme ba ntsha madi go tswa mo go rona jaaka badiri, ka fa thuso ya kalafi ya rona e ya sekegwa nako le nako, le gompieno re tsoswa ke molaetsa wa thuso ya kalafi o o re bontshang gore thuso ya kalafi ya rona e sekegilwe, go bua Mdala.
The workers say late payments have been happening for the last 10 years.	Badiri ba re go duelwa thari go ntse go diragala mo dingwageng tse lesome tse di fetileng.
Earlier on Tuesday, ANCs Treasurer-General, Paul Mashatile, admitted that the governing party is facing financial constraints, which are exacerbated by the COVID-19 pandemic.	Go sa le gale ka Labobedi, motsholamatlotlokakaretso wa ANC, Paul Mashatile o amogetse gore lekoko le le busang le lebane le mathata a ditšhelete, mme a okeditswe ke leroborobo la covid-19.
Mashatile says the party has lost most of its funders:	Mashatile a re lekoko le latlhegetswe baetleetsi ba bantsi:
As COVID-19 infections continue to rapidly increase and with fears that the country is officially on a third wave, President Cyril Ramaphosa will be locked in several meetings on Tuesday in a bid to find a better response to the pandemic.	Jaaka ditshwaetso tsa Covid-19 ditswelela go oketsega ka lebelo le go boifa gore naga ya rona e tsene mo kgatong ya bararo ka semmuso,  Moporesidente Cyril Ramaphosa o tlitle go tshwara dikopano di le mmalwa ka Labobedi ka maiteko a go bona tsibogo e e botoka .
South Africa is on Alert Level two of the national lockdown.	Aforikaborwa e mo kgatong ya bobedi ya tsaolelometsamo ya naga
But it seems regulations under this level are failing to curb the fast-increasing number of infections.	Fela go bontsha e kete melawana e e ka fa tlase ga kgato ya e, e palelwa ke go fokotsa  palo e e o koketsegang ka lebelo ya ditshwaetsego.
For the past seven days, the country recorded COVID-19 infections well over 20 000 prompting government to take action.	Mo malatsing a le supa a a fitileng, naga e rekotile ditshwaetsego di ka fetang 20 000 tsa Covid-19 di tlhotlholetsa puso go tsaya kgato .
COVID-19 weekly stats with Dr Ridhwaan Suliman:	Dipalopalo tsa Covid-19 tsa beke le beke, ka Ngaka Ridhwaan Suliman:
Today, President Ramaphosa will have back-to-back meetings to respond to the fast-increasing numbers.	Gompieno, Moporesitente Ramaphosa o tlile go nna le dikopano tse di salaneng morago back-to-back go tsibogela dipalo tse di o ketsegang ka lebelo.
Firstly later this morning, he will convene a meeting of the National Coronavirus Command Council where the Department of Health will make a presentation.	Sa ntlha moragonyana mo mosong o, o tla bitsa kopano ya Khansele ya Bosetšhaba ya Coronavirus mo lefapha la boitekanelo le tlaa dirang tlhagiso.
Later in the day, he will preside over the meeting of all Premiers and in the afternoon he will chair the Cabinet.	Moragonyana mo letsatsing, o tla okamela kopano ya Ditonakgolo tsotlhe mme maitseboa o tlile go tshwara kopano le Kabinete.
At the end of all these meetings, the President may be expected to update the nation on a day still to be communicated.	Kwa bokhutlong jwa dikopano tsotlhe tse, Moporesidente o folofelwa go bua le setšhaba mo malatsing go sa itsisiwe gore le le feng.
Latest SA Stats loading.	Dipalopalo tsa SA tsa Bošeng jaana di a latela.
The African National Congress (ANC) Treasurer-General Paul Mashatile has admitted that the governing party is facing financial constraints which are exacerbated by the COVID-19 pandemic.	Motsholamatlotlokakaretso wa African National Congresss (ANC) Paul Mashatile o amogetse gore lekoko le le busang e lebane le mathata a ditšhelete a a okeditsweng ke leroborobo la Covid-19.
On Tuesday, ANC staff members will embark on a nationwide picket at lunchtime, over the partys failure to pay salaries on time.	Ka Labobedi Maloko a badiri ba African National Congress (ANC) ba tlile go tsena mo letong la go dira dishupetso tsa naga ka bophara ka nako ya dijo tsa motshegare, ka ntlha ya gore lekoko le reteletswe ke go duela dituelo tsa bona ka nako.
The ANC has been experiencing financial problems with reports that it owes the South African Revenue Service (SARS) R80 million in Pay As You Earn (PAYE) deductions.	ANC e itemogela mathata a ditšhelete mme go begwa gore e kolota madirelo wa Aforikaborwa wa Makgetho (SARS) madi a kana ka dimilone di le 80 tsa di ranta tsa Pay As You Earn (PAYE) ya dikgogo tsa madi.
The party is also in arrears by at least 28 months or around R140 million on its provident fund, which is deducted from workers salaries.	Gape lekoko le dikolotong tsa madi a dikgwedi di le 28 kgotsa madi a ka nna dimilione di le 140 tsa diranta mo go letlole la pabalelo, e ntshiwang mo dituelong tsa badiri.
Dozens of protesting workers are expected to hand over their memorandum of demands at the partys headquarters, Luthuli House, in Johannesburg on Tuesday.	Badiri ba bantsi ba ba dirang ditshupetso ba solofetswe go bonwa  baya kwa mošate wa lekoko, Luthuli House kwa Johannesburg, mo ba tlileng go isa memorantamo wa dilopo tsa bone ka Labobedi.
Mashatile says the party has lost most of its funders.	Mashatile a re lekoko le latlhegetswe ke baetleetsi ba bantsi.
We are struggling with cash flow, the ANC has never really had an abundance of cash, weve always got money from donors and since the pandemic funding has been coming very slow because companies are not doing so well.	Lekoko le a tlhaka ka madi a seatleng, ANC ga ise e nne le madi a mantsi,  madi a mantsi a lekoko a ne atswa go baabi mme jaanong ka ntlha ya leroborobo baabi ga ba sa  re abela ka gonne dikgwe ga di sa dira thata. a ya leroborobo gore go ne go na le bontsi jwa madi a a seatleng,...... weve...... Ka gale go na le madi go tswa go baabi le fa e sa le leroborobo la thuso ya matlole e e tlang e bonya thata ka ntlha ya gore ba dire jalo.
Some of them have closed down.	Dingwe tsa tsona di ne di a tswalwa.
It’s a difficult environment	Ke tikologo e e thata
But we do try our best to raise funds	Fela re a leka ka bojotlhe jwa rona go oketsa matlole
Sometimes we get funding a bit late	Ka dinako tse dingwe re fitlhela tlamelo ya matlotlo go le thari nyana.
and we end up paying salaries late.	Mme re feletsa re duela dituelo thari.
He adds: In the current economic environment it has not been easy to get any evidence most of our investments are also affected.	O ne a oketsa ka gore: Mo seemong sa ikonomi sa jaanong go ne go se motlhofo go nna le bosupi jwa bontsi jwa dipeeletso tsa rona gape di amegang.
But there is another problem now: the new act which requires disclosure beyond 100k you donate to a political party you must disclose so some people are uncomfortable with that	Mme go na le bothata jo bongwe jaanong: Molao o mošwa o tlhoka gore o senole fa o  abela lekoko ka madi a go feta dikete tsa makgolo a diranta (100k) mme batho  bangwe ga ba itumelele seo.
so they are slowly pulling back and we do struggle in that regard.	Ka jalo ba ikgogela morago ka bonya mme re a kgaratlha ka ntlha eo.
In the video below, ANC Deputy Secretary-General Jessie Duarte confirmed a month ago that the party is facing financial problems:	Ka mo bidiong fa e e tlase, Motlatsa Mokwaledi-Kakaretso wa ANC Jessie Duarte o netefaditse kgwedi e e fetileng gore lekoko lebane le mathata a matlotlo.
African National Congress (ANC) staff members will embark on a nationwide picket at lunch-time on Tuesday, over the governing partys failure to pay their salaries on time.	Maloko a badiri ba African National Congress (ANC) ba tlile go tsena mo letong la go dira dishupetso naga ka bophara ka nako ya dijo tsa motshegare ka Labobedi, ka ntlha ya gore lekoko le retelelwa ke go duela dituelo tsa bona ka nako.
The ANC has been experiencing financial problems with reports that it owed the South African Revenue Service (SARS) R80 million in Pay As You Earn deductions.	ANC e ntse itemogela mathata a matlole, ka dipegelo tse di reng, e kolota madirelo a Aforikaborwa a Makgetho (SARS) madi a ka nna dimilone di 80 tsa di ranta tsa Pay As You Earn (PAYE) ya dikgogo tsa madi.
In the video below ANC Treasurer-General Paul Mashatile explained how the party was planning to raise some funds.	Mo bidiong e e fa tlase Motsholamatlotlokakaretso Paul Mashatile o tlhalositse gore lekoko le ya go kgobokantsha matlole a mang jang.
The party was also in arrears by at least 28 months or around R140 million on its provident fund which was deducted from workers’ salaries.	Lekoko le ne le saletse kwa morago ka madi ka dikgwedi di ka nna 28 kgotsa dimilione di ka nna 140 tsa diranta tse di neng di gogwa go tswa mo dituelong ts madiri.
