en	lug
NRM knew this, thus after realising how wildly the process of micromanaging patronage had become, even though it served well entrenching them, they now found it expedient to subject all their members to a system of suffrage	Kino ekibiina kya NRM kya kimanya, oluvnnyuma lw'okulaba wa enkola ey'okuwa obuyambi bw'eby'ensimbi w'ekoma, baalaba nti kisingako abantu baabwe bonna okubawa eddembe ly'okulonda
It wasn’t because the NRM are democrats at heart; it was just more convenient	tekyali nti NRM yalina omutima ogwa demokulase; kyali kibanguyira
I was very confident and had studied the Kenyans’ strategy before the race; it feels great to be a double champion  Moses Kipsiro, the Ugandan athlete who won two gold medals (10,000m and 5,000m races) at the Commonwealth Games in New Delhi, India	Nnanali mukakafu era nali njize obukoddyo bwa Bannakenya nga sinnayingira mpaka; owulia ng'oli wa kitalo okuba kyampiyooni ow'emirundi ebiri bw'atyo Moses Kipsiro bw'agamba, Munnayuganda omuddusi eyawangula emiddaali egyazaabu ebiri (mu misin'de egya mita 10,000 n'egya mita 5,000) mu Mizannya egy'Amawanga g'Omukago gwa Bungereza mu New Delhi, India
50,000,000 The ransom in shillings that kidnappers wanted from the parents of four and a halfyear old Stanley Conrad Kizito before the police’s Rapid Response Unit rescued him	Stanley Conrad Kizito alina emyezi omukaaga egy'obukulu, nga tanunulibwa ekitongole kya polisi ekya Rapid Response Unit
Conman Baguma impersonated Gen Salim Saleh and tricked Inspector General of Police Maj Gen Kale Kayihura into ordering the Gulu DPC to release Rebecca Garang’s bus which had been involved in an accident	Conman Baguma yatega  Jenulo Salim Saleh akatego era n'akatega ne'okukulu wa Polooso Meeja JenulaKale Kayihura okulagira Omukulu wa Poliisi y'e Gulu okuta baasi ya Rebecca Garang eyali egudde ku kabenje
Last week, during a closed session meeting in Entebbe with UN Security Council envoys, President Museveni reportedly said that Uganda is willing to pay any price, including jeopardising relations with Omar alBashir’s National Congress Party, to ensure the secession of the South if they vote for independence	Wiiki ewedde, mu lukungaana olwali Entebe ng'asisinkanye n'Olukiiko olw'eby'Okwerinda olw'ekibiikak ky'Amawanga Amagatte Pulezidenti Museveni yakiddingaana nti Uganda yali nnetegefu okuwaayo sente, nga mwotwalidde n'okugyawo enkolagana n'ekibiina kya Omar alBashir ekya National Congress, n'okukakasa nti Ekitudu ky'Obukiikaddyo kifuna obwetwaze bwe balonda eky'okufuna obwetwaze
Museveni’s statement is the strongest show of support for secession by any head of state yet	Ebigambo bya Museveni byesingirayo ddala okulaga pulezidenti awagira obwetwaze
In 2008, according to Uganda’s Bureau of Statistics, informal trade alone exceeded $900 million	Mu 2008, okusinziira ku Kitongole ky'Eby'Embalira, eby'obusuubuzi bya vaamu obukadde bwa ddoola 900
Michael ezra: Uganda’s wanted man Police continue to hunt Mike Ezra over charges resulting from a false cheque worth $550,000 he had issued to Dr Charles Mushabe, a software engineer, and his brother Frank Katusiime, an IT consultant	Michael Ezra: Uganda gw'enoonya, Poliisi yeeyongera okunoonya Micheal Ezra, olw'emisango gyokuwa Dr Charles Mushabe ceeke ey'ebicupuli eya ddoola 550,000 enginiya wa kompyuta, ne muganda we Frank Katusiime, kakensa eyebuziibwako owa IT
“We desperately need him and are searching for him inside and outside Uganda,” said Criminal Investigations Directorate boss Edward Ochom	Tumwagala era tumunoonya munda ne wabweru wa Uganda, bw'atyo Akulira ekitongole ekyo'kunnonyereza Edward Ochom bw'agamba
Ezra reportedly issued the false cheque after he convinced the pair to loan him the money so he could set up a joint venture in the city centre	Ezera emirundi egyomuddingana bombi yabawa ceeke ez'ebicupuli oluvanyuma lw'okubamatiza okumuwola ssente okusobola okutandikawo bizineensi wakati mu kibuga
Ezra reportedly promised to refund the money after a week and provided the brothers with a postdated cheque as a guarantee he would return the money	Ezera yabasuubiza okubaddiza sente mu wiiki emu era ab'oluganda abo yabawa akakalu ka ceeke eyayitako ennaku
They allege Ezra had ordered the bank not to cash the cheque, which prompted them to report the incident to police	Ezera yalagira banka obutabawa sente, ekyabaviirako okuwaaba ku poliisi
Worrying that his image could be in jeopardy, Ezra called an impromptu press briefing at Emin Pasha Hotel in Kampala where he displayed what he says was $3 million worth of cash before journalists	Olw'okweraliikirira okuba mu kabi, Ezera yatuuza bannamawulira mu Pasha Hotel mu Kampala gye yabalagira ekyo kye yagamba nti zaali obukadde bwa ddoola 3
The stunt, however, stroked the ire of the authorities who were already seeking Ezra’s detainment over outstanding debts of Shs 1.21.6 billion to the Uganda Revenue Authority for unpaid income tax and Shs 400 million to the National Bank of Commerce over an outstanding loan	Kabi kano kanyiiza nnyo ab'obuyinza abaali banoony Ezera okumusiba olw'ebanja ly'Ekitongole kya Uganda Revenue Authority ly'obuwuumbi 1.21.6 obwa siringi olw'obutasasula musolo era n'ebbanja lya bukadde 400 obwa siringi erya National Bank of Commerce
On October 8, in a telephone interview with the Daily Monitor, Ezra claimed that his $500,000 cheque to Katusiime bounced because the URA froze transactions on all his accounts, not because he was insolvent	Nga 8 Okutoba nga boogerea ku ssimu n'abolupapula wa Daily Monitor, Ezera ceeke ye eya ddoola 500,000 gye yawa Katusiime teyayitamu kubanga URA yali yassa envubo ku akawunta ze, naye si lwakuba nti yali tayalina sente
“I am not aware of any summon,” said Ezra referring to the police demands he turn himself in	"""Kooti tempitangako,"" bwatyo Ezra bwe yagamba ng'ajjuliza okusaba kwa poliisi"
”Ezra became famous for being a philanthropist	Ezra yamanyibwa nnyo olw'okubeera nnagagga ayamba abalala
President Museveni talks to the UN Security Council delegation at State House Entebbe on October 10	Pulezidenti Museveni ayogera n'Abakungu okuva mu Lukiiko lw'eby'Okwerinda olw'Amawanga Amagattte mu Maka g'Obwa Pulezidenti Entebe nga Okiitoba 10
communicate with him, while Ndamira’s young brother, John Bosco Turyasingura, has appealed to both governments to resolve the matter immediately	yogera naye, nga John Bosco Turyasingura, muto wa Ndamira asabye gavumenti zombi okugonjoola ensonga mu bwangu
Acting Foreign Affairs Permanent Secretary Amb. Rhoda Kaisho said that the Ugandan government wants the two Ugandans’ rights, including the right to legal representation, respected	Omuwandiisi w'Ekitongole Ekikola ku Nsonga z'Ebweru, Omubaka Rhoda Kaisho yagamba nti gavumenti ya Uganda eyagala eddembe lya Bannayuganda lya mirindi ebiri, nga mwotwalidde eddembe ery'okukiikirirwa mu mateeka
Court stops besigye’s double trial The Forum for Democratic Change President Dr Kizza Besigye and ten others are now partially relieved after the Constitutional Court ruled that their trial on treason in different courts was unconstitutional	Kooti yagaana Pulezidenti w'Ekibiina kya The Forum for Democratic Change Dr Kizza Besigyeera n'abalala kkumi okuwozesebwa emirundi ebiri era kati bafunyeeko akalembereza oluvannyuma lwa Kooti ya Mateeka okusalawo nti okuwozesebwa kwabwe ku musango gw'okulya mu nsi olukwe oguli mu kooti ez'enjawulo tegukwatagana na semateeka
Besigye and his coaccused have been on trial for treason in the High Court and on a parallel trial on terrorism in the court martial since 2005 when he returned from exile	Besigye ne banne babadde mu Kooti ya Ssemateeka nga bawoza omusango ogw'okulya mu nsi olukwe mu kiseera kye kimu nga bawoza omusango gw'obuttujju mu kkooti y'amagye okuva lwe yakomawo mu buwanganguse 2005
The judges agreed with Besigye’s lawyer David Mpanga that by prosecuting the suspects in both the civil and military court the state had subjected the accused to double jeopardy and caused them psychological torture	Abalamuzi bakkiriziganya ne looya wa Besigye David Mpanga nti abawawabirwa okuwozesebwa mu kooti y'abantu babulijjo n'ey'amagye kibateeka mu kabi era kuba kubatulugunya
Besigye’s lawyer had submitted that the rearrest created doubt whether the accused would ever get a fair trial since the state had treated them as if they were guilty even before the court judgement	Balooya ba Besigye baagamba nti eky'okuddamu okumukwata kireetawo okubuusabuusa obanga omuwawabirwa aliramurwa mu bwenkanya okuva bwe kyali nti eggwanga lyali libatwala nti baaliko omusango nga ne kooti tenagubasalira
After the judgement on October 12, Besigye said he  was relieved to see the outrageous double trial end	tennasalawo
“The people of Uganda can now discipline those who abused the power trusted them with,” Besigye said	Oluvannyuma lw'okusala omusango nga Okitobak 12, Besigye yagamba yadda mu nteeko olw'emisango egy'emirundi ebiri okuggwa
“The DPP had the power and ability to rid the country of this disgraceful process,” Besigye added	"Besigye yagattako yagamba nti: ""DPP yalina obuyinza n'obusobozi okugya ensi mu nkola eno embi"""
Justices Alice Mpagi Bahigeine, George Engwau, Amos Twinomujuni, Costance Byamugisha and Augustine Nshimye presided over the petition	Justices Alice Mpagi Bahigeine, George Engwau, Amos Twinomujuni, Costance Byamugisha ne Augustine Nshimye Augustine Nshimye omusango beebaguli mu mitambo
The cost, in men, material, and money, of the Somalia war has become an issue since President Yoweri Museveni announced in September that he is ready to deploy another 12,000 and 20,000 UPDF troops to Somalia to bolster the 7000strong contingent already there	Pulezidenti Yoweeri Museveni yalangirira mu Sebutemba nti yali mwetegefu okuyungula abalala 12,000
Museveni is conscious of this	Kino Museveni akimanyi bulungi
The UPDF Spokesperson Felix Kulayigye is more laconic	Omwogezi wa UPDF Felix Kulayigye wa bigambo bitono
However, it is no secret that President Barack Obama’s administration has provided military and financial support to Museveni’s Mogadishu mission	Kyokka si kya nkiso nti gavumenti ya Pulesidenti Barack Obama wadde Museveni sente n'obuyambi bw'ebyekijaasi okukola ku nsonga za Mogadishu
Museveni has vowed not to let the AlShabaab, which controls most of Somalia, take over power	Museveni alayidde obutalekka AlShabaab, alina obuyinza ku kintu ekisinga obunene mu Somalia obutatwala buyinza
Recently, however, Museveni’s military campaign looks to be falling into place	Gye buvuddeko awo, kaweefube wa Museveni ow'okukunga amagye alabika agudde obutaka
Uganda’s representative at the UN in New York, veteran politician Dr Ruhakana Rugunda moved quickly to put Somalia on the UN agenda	Omukiise wa Uganda mu kibiina ky'Amawana Amagatte mu New York, eyawummula amagye Dr Ruhakana Rugunda yayanguwa mangu okuteeka Somalia mu lukalala lwa UN olw'ebirina okuteesebwako
When on Oct 3, Rugunda led a United Nations Security Council delegation to a meeting with Museveni at State House in Entebbe, two issues were top on the agenda; a pledge from the UN for support to Uganda’s mission in Somalia and increased scrutiny of the upcoming referendum in Southern Sudan	Nga Okitoba 3, Rugunda yatwala abakungu b'Olukiiko lw'Eby'Okwerinda olw'Ekibiina ky'Amawanga Amagatte okusisinka Museveni mu Maka g'Obwapulezidenti Entebe, ebintu bibiri ebyasooka ku lukalala lw'ebigenda okuteesebwako; sente okuva mu Kibiina ky'Amawanga Amagate okuwangira Uganda mu lutalo lw'e Somalia n'okwongera kwetegereza kalulu k'ekikungo mu Southern Sudan
Museveni told the UN team that Uganda’s contribution of peacekeepers in Somalia under the AU Mission is proof of the history of solidarity among Africans	Museveni yagamba abakungu b'Ekibiina ky'Amawanga Amagate nti ekya Uganda okuteekawo abakuuma ddembe mu Somalia ng'eri wa nsi w'Ekibiina kya AU bukakafu mu byafaayo obulaga nti Abaafirika bali bumu
In the same week, Museveni hosted 27 members of the European Union’s top military organ to rally efforts against the resurgent Al Shabaab	Mu wiiki y'emu, Museveni ya kyaza abakungu okuva mu kibiina kya European Union nga bano basirikale abo ku ntikko okubakubiriza okussa amanyi mu kulwanyisa Al Shabaab
Museveni, who has been in power for 24 years, needs to reinvent himself	Museveni abadde mu buyinza okumala emyaka 24, yeetaaga okwezza obugya
As a reaction, Museveni has muzzled free expression in the media and other public spaces and clawed back the little democratic space his government previously let citizens enjoy	Ng'ayanukula, Museveni ayogedde kaati mu mawulire n'empuliziganya eddala n'ayogera ku demokulase gavumenti ye gwe yaaleetera abantu
When he attended the UN General Assembly late last month in New York, Museveni met with US President Barack Obama on the sidelines of the summit to discuss the Somalia situation and the pending referendum in Sudan under the 2005 Comprehensive Peace Agreement that ended Sudan’s 22year old rebellion	Bwe yagenda mu Lukungaana lw'Ekibiina ky'Amawanga Amagate, ku nkomerero y'omwezi oguwedde, Pulezidenti w'Amerika Barack Obama yasisinkanamu ne Museveni okwoogera ku mbeera eri mu Somalia n'okulonda okw'ekikungo mu Sudan wa nsi wa 2005 Comprehensive Peace Agreement okwakomya obwewagguzi obwali mu Sudan emyaka 22 egiyise
Museveni’s biggest impediment to increasing the number of troops in Somalia is the funding and other logistical support for the additional troops	Ekiruubirirwa kya Museveni mu kwongera magye e Somalia kwe kufuna obuwangizi obulala n'amagye amalala
We have the human beings, we have the experience, we have the training, but we cannot provide the money,” Museveni told the press recently	"Tulina abantu, obumanyirivu, okutendekebwa, naye tetulna sente,"" bw'atyo Museveni bwe yagamba bannamawulire gyebuvuddeko awo"
Museveni asked the Security Council delegation to commit more money for his increased deployment but they were noncommittal	Museveni yasaba abakungu okuva mu Olukiiko Olukuuma Ddembe okwongera okubawa sente olw'abantu bakozesa naye tebaayanukula
Museveni is known to take unilateral positions if consensus seeking fails him	Museveni akola nnyo ebintu ku lulwe yekka singa ebiteeso by'abalala tebimuyamba
Museveni would have been more credible if in explaining the electoral chaos, he had continued his ‘hunter’ and ‘carcass’ analogy and told Ugandans that beasts like hyenas will always follow vultures all the way to some other predator’s kill or carcasses	Museveni yandibadde yeesigika singa bwe yali annyonnyola akavuyo akaali mu kulonda yakozesa eky'okulabirako kye eky'omuyizzi n'ensolo ettiddwa n'agamba ba Uganda nti ebisolo gamba ng'empisi egoberera ensega esobole okugituus awali 'ensolo effude'
If anything, the NRM primaries brought into the open what critics and commentators have often spoken out about but in abstract terms: the collapse of institutional governance and processes, systemic corruption and a culture of political impunity	Akalulu ak'okusunsulamu ak'ekibiina kya NRM kaleeseewo okukolokota era aboogezi bakoogerako mu ngeri embi: obutabaawo obukulembeze n'enkola egobererwa mu bitongole, obulyi bw'enguzi n'obutavunaanwa
The electoral irregularities showed it is practically impossible to hold a free and fair election under the NRM	Akavuyo mu by'okulonda kalaga nti tewasoboa kubaawo kulonda kutuufu wansi w'obuyinza bw'ekibiina kya NRM
The NRM political elites view elections through a different lorgnette fogged by their desire for selfadvantage	Abakungu mu kibiina kya NRM okulonda bakutwala ng'engeri y'okwerunira bye baagala
Although Lubega remains defiant that the court injunction is inconsequential, the legal advisor to the Democratic Party of the Norbert Mao leadership, Mukasa Mbidde, says it is enforceable	Wadde nga Lubega agaana nti ekiragiro kya kooti si kikulu, omuwi w'amagezi ew'Ekibiina ya Ddemokulase ekiri wansi w'obukulembeze bwa Norbert Mao, Mukasa Mbidde, yagamba nti kirina okugobererwa
Mbidde says the court order issued on October 8 will result in the arrest and prosecution of Lubega and his group if they continue “masquerading” as leaders of DP	" Mbidde agamba nti ekiragira kya kooti nga Okkutoba 8 kijja kuviirako okukwatibwa n'okugulwako omusango ku Lubega ne banne singa baneeyongera ""okwefuula nga"" abakulembeze b'Ekibiina kya Demokulase"
He says the ruling was delivered by judge Lawrence Giddudu the same person who presided over the petition the Lubega faction had taken to court challenging the legitimacy of the DP leadership under Mao	Yagamba nti omulamuzi Lawrence Giddudu ya yasala omusango nga ye muntu y'omu eyakola ku musango gwa Lubega gwe yatwala mu kooti ng'awakanya nti Ekibiina kya Demokulase tekiri mu mateeka
Giddudu dismissed the petition in May	Giddudu omusango yagugoba mu Maayi
Lubega had sought court to nullify the February party delegates conference in Mbale which elected Mao’s DP leadership	Lubega yasaba kooti okugyawo olukungaana olwaliwo mu Febwari mu Mbale olw'abakungu abaalonda Mao ng'omukulembeze w'Ekibiina kya Demokulase
Lubega had contended that the delegates conference had been held unconstitutionally and was therefore a nullity	Lubega yagamba nti olukungaana lw'abakkungu telwali mu mateeka era lwagaanibwa
But the judge dismissed the petition on a technical ground that in the petition, the Lubega group had presented themselves as DP leaders yet the national Electoral Commission only recognises the Mao DP leadership	Naye omulamuzi yagoba omusango, Lubega ne banne mwe baali beetwala okuba abakulembeze b'Ekibiina kya Demokulase
Mbidde told The Independent that he had forwarded the court order to the Electoral Commission and the police to arrest Lubega and his group if they continued to present themselves in public as DP leaders	Mbidde yagamba oyo eyesimbawo awatali kibiina nti ekiwandiiko kya kooti akitute eri Akakiiko k'Eby'Okulonda era nti poliisi ekwate Lubega ne banne singa beeyongera okwelaga mu lujjudde bakulembeze b'ekibiina kya DP
Lubega denied knowledge of the court order and said his lawyer had not received it either	Lubega yagamba nti talabangako kiwandiiko kuva mu kooti era nti ne balooyabe tebakifunangako
He speculated that Mbidde was lying	Yagamba nti Mbidde yali alimba
He argued that Mbidde could not have gotten the court order on the basis of a ruling that had been appealed	Yagamba nti Mbidde yali teyeerabidde kiragiro kya kooti ekigamba nti yali ajjulira
Lubega said he had, on October 7,  appealed against the dismissal of his petition and the case was still pending hearing	Lubega yagamba nti nga Okutoba 7, yajulira eky'okugoba omusango gwe era nti omusango gwali gulinda kuwulirwa
He claimed even when the court dismissed his petition, it did not pronounce itself on whether Mao’s leadership was the legitimate representatives of DP	Yabyogera wadde nga kooti yali egobye omusango gwe, teyalangirira obanga obukulembeze bwa Mao mu Kibiina kya Demokulase bwali bukkirizibwa mu mateeka
Mbidde said they did not secure the injunction on the basis of Lubega’s appeal	Mbidde yagamba nti tebaafuna kiragiro kya kooti kyonna ekikwata ku kujulira kwa Lubega
He said the injunction was based on its own merits and the Lubega’s appeal would have no bearing on it	Yagamba nti okusalawo okwo kwaganyula bo era okujulira kwa Lubega kwalina akakwate nakwo
“The appeal will probably be heard two years from now,” Mbidde said	"Mbidde yagamba nti ""okujulira kujja kuwulirwa emyaka ebiri okuva kati"""
However, while Mbidde says he forwarded the court  injunction to the police and the Electoral Commission, the police spokesperson for Kampala Metropolitan Idi Senkumba said he had not heard of it	Kyokka Mbidde agamba nti ekiragiro kya kooti yakitwala ku poliisi n'eri Kakiiko k'Eby'Okulonda, naye omwogezi wa poliisi mu Bendobendo lya Kampala Idi Senkumba yagamba nti yali takirabangako
The head of the Political Parties Desk at the Electoral Commission Patrick Byakagaba also denied knowledge about the injunction, saying he had not seen it or heard of it by October 7 when he left office	Akulira Ebibiina by'Obufuzi ku Kakiiko k'Eby'Okulonda Patrick Byakagaba era yagaana nti tafunangako kiragiro, yagamba nti takirabangako oba okukiwulirako okuva Okutobba 7 lwe yava mu yafeesi
The Electoral Commission recognises the Mao leaders as the official DP establishment and this has sucked the national electoral body into the fray	Akakiiko k'Eby'Okulonda katwala abakulembeze ba Mao ng'abakungu b'ekibiina kya DP era kino kireetedde abalonzesa okusatulukuka
The court appeal by the Lubega faction shows that the Electoral Commission has been sued together with the Mao leadership, former DP president Ssebaana Kizito and Mathias Nsubuga who acted as the party Secretary General during the delegates conference in Mbale	Okujulira kwa Lubega mu kooti kulaga nti Akakiiko k'Eby'Okulonda kali bumu ne n'obukulembeze bwa Mao, eyaliko omukulembeze w'Ekibiina kya Demokulase Ssebaana Kizito ne Mathias Nsubuga eyakolanga Omuwandiisi mu lukungaana lwa bakungu e Mbale
Lubega accuses the Electoral Commission of legitimising Mao’s leadership by recognising them as the rightful leaders of DP when the process through which they were elected is still in dispute in court	Lubega avunaana Akakiiko k'Eby'Okulonda okukkiriza Mao ng'omukulembeza w'Ekibiina kya Demokulase omutuufu, ate ng'enkola eyayitibwamu okumukonda ekyawakanyizibwa mu kooti
Dismissing the Lubega petition, court held that it’s Mao leadership which was recognised by the Electoral Commission	Ng'egoba omusango gwa kooti, kooti yagamba nti obukulembeze bwa Mao bukkirizibwa Akakiiko k'Eby'Okulanda
Kasese is the only district in western Uganda where the opposition FDC president Dr Kizza Besigye defeated President Museveni in the 2006 elections	Kasese ye distulikiti yokka mu bugwanjuba wa Uganda alikuludda oluvuganya gavumenti Dr Kizza Besigye gye yawangulira Museveni mu kulonda okwaliwo mu 2006
For Bukonzo West the FDC has fielded Lucy Biira Kabanyoro, former chairperson of Kasese District Service Commission, to challenge NRM’s Dr Chrispus Kiyonga, the Defence Minister, for the seat	Mu bugwanjuba wa Bukonzo ekibiina kya FDC kitaddeyo Lucy Biira Kabanyoro, eyali sentebe wa Kasese District Service Commission, okuvuganya Dr Chrispus Kiyonga, Minisita w'Eby'Okwerinda
Kiyonga has represented the constituency in parliament since the 1980 elections	Kiyonga akiikiridde konsituwense mu palamenti okuviira ddala mu kulonda okwa 1980
He was the only person who won the parliamentary seat on Museveni’s Uganda Patriotic Movement in the opposition in 1980	Ye muntu yekka eyawangula ekifo kya palimenti ng'ali mu kibiina kya Museveni ekya Uganda Patriotic Movement ekyali ku ludda oluvuganya gavumenti mu 1980
Since 1986 Kiyonga held different cabinet positions in the Museveni government ranging from Minister for Cooperatives and Marketing to Minister Without Portfolio	okuva mu 1986 Kiyonga n'ekifo ku kakiiko ka baminisita mu gavumenti ya Museveni okuva ku bwa Minisita w'Obwaggasi n'Okutunda nazibwa ku bwa Minisita Atalina Mirimu gya Nkizo
In 2006, Kiyonga polled 20,837 votes	Mu 2006, Kiyonga yafuna obululu 20,837
His closest challenger Mathina Bwambale was an independent candidate	Eyali amuvuganya Mathina Bwambale teyalina kibiina
He got 20,083 votes, losing to Kiyonga by 754 votes	Yafuna obululu 20,083, Kiyonga yamusinga obululu 754
The FDC candidate Yohazi Baruku, who scored 1,185 votes, was among the trailing pack of four who collectively raised a paltry 2200 votes	Eyesimba wo ow' Ekibiina kya FDC Yohazi Baruku eyafuna obululu 1,185,  yali omu ku bana abafuna obululu 2200 bona awamu obwali obw'olubatu
Although Kabanyoro has not been in active politics for quite a time, she is already raising excitement in Bukonzo West	okujjaganya okwali mu Buggwanjuba bwa Bukonzo
She is a daughter of Bulasio Maate, the first Kasese District Commissioner in the 1970s	Yali muwala wa Bulasio Maate, eyali Kaminsona wa Disitulikiti ya Kasese eya sooka
However not all is rosy for FDC in the constituency	Kyokka si buli kimu nti kirungi eri Ekibiina kya FDC mu konsituwense
He had no known links to either the NRM or the opposition	Talna kakwate konna ku kibiina kya NRM oba eky'o ekiri kuludda oluwabula gavumenti
He aimed at tapping into both the NRM and FDC support, which may explain the small vote difference by which Kiyonga beat him	enjawulo Kiyonga gye yamusinga
Now that Bwambale will not stand in 2011, his votes could go either side	Okuva bwe kiri nti Bwambale tajja kwesimbawo mu 2011, obululu bwe buyinza okugenda ku ludda lwonna
Busongora South MP Christopher Kibanzanga (FDC), who has left parliament for the district leadership position, says the FDC has addressed the weaknesses it had in the 2006 elections, especially in Bukonzo West	Christopher Kibanzanga (FDC) omubaka wa palimenti mu bikiikaddyo bwa Busongora, alese ekifo kya palimenti okugenda ku bukulembeze bwa disitulikiti, agamba nti Ekibiina kya FDC kikoze ku bunafu bwe kyalina mu kulonda kwa 2006 mu Bugwanjuba wa Bukonjo
He dismisses the claim that Kabanyoro having been out of active politics for while is a big undoing on her political clout in the area	Awakanya ekigambiwa nti ekyokuba nti Kabanyoro tabadde mu byabufuzi okumala ekiseera kinafuyiza obuyinza bw'alina mu by'obufuzi mu kitundu
Kasese District Woman MP Winfred Kiiza and Yokasi Bihande MP for Bukonzo East will contest on FDC ticket	Omubaka wa Palamenti owa Disitulikiti y'e kasese omukyala Winfred Kiiza n'omubaka wa Palamenti owa Buvanjuba wa Bukonjo Yokasi Bahinde bajja kuvuganya ku tikiti y'Ekibiina kya FDC
He says the three candidates who lost to Kabanyoro in the FDC primaries have joined her	Agamba nti bannabyabufuzi abasatu abawaangulwa Kabanyoro mu kalulu ak'okusunsulamu ak'e Kibiina kya FDC bamweggaseeko
Kabanyoro polled 409 votes to beat Richard Baluku (188 votes), Yohazi Baluku (50 votes), who was the FDC candidate in 2006 elections and Benon Muhindo (19 votes)	Kabanyoro yafuna 409 n'awangula Richard Baluku eyafuna obululu 188, Yohazi Baluku obululu 50, eyali yeesimbawo ku tiketi ya FDC mu kulonda kwa 2006 ne Benon Muhindo ( obululu 19)
The FDC’s incumbent District Woman MP Winfred Kiiza will face challenge from NRM’s Rehema Muhindo, a district councillor	Omubaka wa Palamenti omukyala owa Disitulikiti Winfred Kiiza ajja kubiisanya ne Disitulikiti kansala Rehema Muhindo owa NRM
In Bukonzo East NRM’ Fred Businge will tussle it out with FDC’s Yokasi Bihande, former Kasese LCV chairman and incumbent MP for Bukonzo East	Mu buvanjuba wa Bukonjo, owa NRM Fred Busingye ajja kubiisanya n'owa FDC Yokasi Basinde eyali Ssentebe wa Disitulikiti ate nga ye mubaka wa Palamenti omulonde ow'Ebuvanjuba wa Bukonzo
In Busongora South FDC has elected to Jackson Mbaju, former attorney general of Rwenmzururu kingdom, to stand against NRM’s Boaz Kafuda	Mu bukiikaddyo wa Busongora, FDC eronze Jackson Mbaju eyali Ssaabawolereza w'o Bwa Kabaka bwa Rwenzururu okuvuganya Boaz Kafuda owa NRM
Mbaju is a new candidate	Mbaju munnabyabufuzi mupya
He fills the void left by Kibanzanga, who will stand for LCV seat	Ajjuza ekifo kya Kibanzanga agenda okw'esimbawo mu kifo kya Ssentebbe wa Disitulikiti
But Mbaju’s chances of winning maybe affected by Constantine Siwako who has indicated he will stand as an independent after his candidature in FDC primaries for  the same seat was cancelled on academic grounds	Naye omukisa gwa Mbaju okuwangula guyinza okulemesebwa Constantine Siwako alaze nti ajja kwesimbawo ku bwa nnamunigina oluvanyuma lw'okwesimbawo kwe mu kalaulu k'okusunsulamu mu FDC mu kifo kye kimu okusazibwamu olw'ensonga z'obuyigirize bwe
In Busingora North FDC has fronted William Nzoghu, who has worked with a number of NGOs in the region, to contest against incumbent NRM legislator Elijah Kyetunda	Mu bukiikakono wa Busingora FDC etaddewo Williama Nzoghu, abadde akakola mu bitongole eby'enjawulo ebitali bya gavumenti okuvuganya n'omukungu okuva mu NRM Elijah Kyetunda
He lost to Kyetunda in 2006 by a margin of 751 votes	Kyetunda yamusinga obululu 751 mu 2006
In the newly created Kasese Municipality constituency FDC has deployed Musa Bwambale, a son to former Kasese District Woman MP Loyce Biira Bwambale	Mu Munisupaali empya mu konsituwense ya Kasese, FDC etaddewo Musa Bwambale mutabani wa Loyce Biira Bwambale eyali Omubaka w'Abakyala mu Palimenti owa Disitulikitu ya Kasese
He will compete for the seat with NRM’s James Mbahimba	Ajja kuvuganya ku kifo ekyo ne James Mbahimba owa NRM
This was even in defiance of the advice by then de facto cultural leader of the people of Rwenzururu, Charles Wesley Iremangoma, to his subjects to vote UPC	Kino kyali okunyoma amagezi g'omukulembeze w'ebyobuwangwa owa Rwenzururu, Charles Wesley Iremangoma, eri abawagizibe okulonda ekibiina kya UPC
In the 2006 multiparty elections, Kasese again showed their stubbornness by voting the FDC’s Besigye to defeat President Museveni	Mu kulonda kw'ebibiina mu 2006, era Kasese yalaga nti eronda Besigye owa FDC awangule Pulezidenti Museveni
It was widely interpreted that Kasese had voted the opposition as a protest vote because President Museveni had refused or failed to recognise their kingdom, Obusinga bwa Rwenzururu	Kigambibwa nti Kasese yalonda oludda oluvuganya kubanga Pulezidenti Museveni yagaana oba yalemererwa okukkiriza obwakabaka bwa Rwenzururu
There is a general feeling among the populace that the recognition of the kingdom came too late and was because of their pressure rather than the NRM and Museveni’s magnanimity	Kigambibwa nti okukkiririza obwa Kabaka kyajja kikeerezi era kyava ku kupikirizibwa so si kusiima kwa NRM ne Museveni
According to Dr Aaron Mukwaya of Makerere University’s Department of Political Science, the index, “fails to analyse the underlying factors and forces involved in Africa’s struggling political and economic spheres	Okusinziira ku Dr. Aaron Mukwaya ow'ekitongole ky'eby'o bufuzi ekya Yunivasite y'e Makerere, ebiwandiiko biremererwa okulaga ensonga n'amaanyi ebiteekebwa mu by'obufuzi n'ebyenfuna bya Afirika.
” Dr Mukwaya says the index is based on a consultant’s model and an “outside outlook”	"Dr.Mukwaya agamba nti ebiwandiiko byesigamye kunkola y'abakugu n'abantu ab'ebweru"""
Fredrick Golooba Mutebi of Makerere University’s Institute for Social Research agrees with this sentiment	Fredrick Golooba Mutebi ow'ekitongole kya Social Research e Makarere Yunivasite akkiriziganya n'endowooza eyo
