eng	kin
"[The] Cabinet acceded to a request by the tourism industry to open the Victoria Falls and Kazungula Border posts to tourists who are fully vaccinated. This is in view of the realization that over 60% of the population in Victoria Falls has been vaccinated. The lockdown measures, however, are being enforced throughout the country in order to curtail a surge under the third wave of COVID-19," Mutsvangwa said. Godfrey Koti, spokesman for the Zimbabwe Tourism Authority, says the pandemic had brought the tourism industry worldwide to its knees. He says it is time for Zimbabwe to begin the long climb back with the opening up of Victoria Falls, within the confines and guidelines of the COVID-19 pandemic. "And from a regional perspective, the tourism traffic will grow and this will send a very strong message to our source markets. This is a definite way of showing, of a benefit being shown from [the] governments drive of vaccinating the entire city of Victoria Falls and subsequently Victoria Falls reaching herd immunity. So, we are very excited to see this happening and it can only show that we are definitely moving in the right direction," Koti said. About 1.5 million Zimbabweans out of a population of 14 million have received their first vaccination shot, and nearly 695,000 have received their second inoculation.	[Inama y'Abaminisitiri yemeye icyifuzo cy’inganda z’ubukerarugendo gukingura iimiryango kuri Victoria kuri buri mukerarugendo wakingiwe byuzuye. Ingamba zo gufunga ariko zirimo gukurikizwa mu gihugu hose hagamijwe kugabanya umuvuduko ukabije wa COVID-19, Mutsvangwa. Godfrey Koti, umuvugizi w’ikigo gishinzwe ubukerarugendo muri Zimbabwe, avuga ko iki cyorezo cyateye kwiyongera kw'inganda z’ubukerarugendo ku isi. Avuga ko igihe kigeze ngo Zimbabwe itangire kuzamuka mu ntera kuko  yafunguye Isumo rya Victoria, mu mabwiriza no mu cyerekezo cy’icyorezo cya COVID-19. "Kandi ukurikije akarere, urujya n'uruza rw'ubukerarugendo ruzagenda rwiyongera kandi ibyo bizohereza imihahiranire ku masoko yacu. Ubu ni inzira isobanutse tugaragaje, mu nyungu za  guverinoma irashaka gukingiza umujyi wose wa Isumo rya Victoria no munkengero za Victoria Falls.. Rero, twishimiye cyane kubona ibi bishobotse kandi birerekana rwose ko  tugana mu nzira nziza ", Abanya Zimbabwe bagera kuri miliyoni 1.5 ku baturage miliyoni 14 bafashe urukingo rwa mbere, naho abagera kuri 695.000 bakaba barakingiwe bwa kabiri.
Clement Mukwasi, a spokesman for Shearwater, one of the tourism operators in Victoria Falls, sounded an optimistic tone. "It is the industrys hope that towards the end of the pandemic – which we think we are in – there shall be some credit lines extended to the industry for the industry to recover. We applaud the government for taking our call to open the borders of Zambia and Botswana because Victoria Falls has reached its herd immunity. We are hoping that in addition to opening the borders, they are also going to set up a policy on how people should flow across all three countries," he said. Mukwasi said those who are vaccinated should be allowed to move across the country without any problem, while those who are not vaccinated should produce results showing they have tested negative for the coronavirus, which causes the COVID-19. Zimbabwe currently has 101,711 confirmed coronavirus infections and 3,280 deaths, according to Johns Hopkins University, which is tracking the global outbreak. The government says the vaccination program will intensify after the arrival of more doses from China in the coming days. The number of cases has been rising, as the delta variant becomes more widespread.	Clement Mukwasi, umuvugizi wa Shearwater, umwe mu bakora ubukerarugendo mu birunga bya Victoria, yagize ati  " twizera ko inganda zizadufasha kurwanya iki cyorezo -hazashyirwaho umurongo w'inguzanyo uhabwa inganda kugira ngo inganda zisubireho. Turashimira leta kuba yaraduhamagaye kugira ngo dufungure imipaka ya Zambiya na Botswana.Turizera ko usibye gufungura imipaka, bagiye no gushyiraho politiki y'uburyo abantu bagomba gutembera mu bihugu uko ari bitatu ". Mukwasi yavuze ko abakingiwe bagomba kwemererwa kuva mu gihugu nta kibazo, mu gihe abatakingiwe bagomba gutanga ibisubizo byerekana ko bipimishije coronavirus, itera COVID-19. Nk’uko muri kaminuza ya Johns Hopkins ikurikirana iki cyorezo kidasanzwe, muri iki gihe Zimbabwe ifite abantu 101.711 bemeje ko banduye coronavirus n'impfu 3,280. Guverinoma ivuga ko gahunda yo gukingira iziyongera nyuma yo kumara gukingira mu Bushinwa mu gihe kiri imbere. Umubare w'imanza wagiye wiyongera, nkuko delta ihinduka cyane.
UNHCR Voices Concern After Botswana Deports Zimbabwean Refugees	UNHCR yazamuye ijwi m Nyuma yuko  Botswana Yirukanye Impunzi muri Zimbabwe
The Office of the U.N. High Commissioner for Refugees (UNHCR) says it is concerned after Botswana deported 57 Zimbabwean refugees who had lived in the host country since 2008. The refugees reportedly failed to register for voluntary repatriation, which led to their forced removal late last week. The UNHCRs external relations officer, Kate Pond, says the refugees, irrespective of their status, have rights and could have been allowed to remain as permanent residents. "UNHCR remains concerned that Zimbabweans who have been in Botswana for over a decade have been removed to Zimbabwe in less than voluntary circumstances. Irrespective of their status they still have certain rights, and UNHCR had aimed for alternative solutions, like those provided to Zimbabweans who have family links in Botswana and may be able to remain in the country as permanent residents," Pond said. One of the deported refugees, speaking on condition of anonymity, says they were rounded up Thursday and told to board a bus which took them to Zimbabwes border. "We left Botswana on empty stomachs. We were deported to the border and we didnt get any assistance. We wanted to remain in Botswana; thats why we did not register [for repatriation]. We have nothing, we dont know where to start. We had children going to school. It will be difficult without documents like passports and identity cards," the refugee said. The deportees had been living at the Dukwi refugee camp. Botswanas government had warned that refugees who did not register would be deported. Last month, Botswana sent back more than 200 other Zimbabweans who had registered for voluntary repatriation. The repatriated refugees had initially refused to do so, citing fears of persecution in their homeland. Most were opposition activists whose homes were burned down during a deadly presidential election campaign in 2008. But one of the returnees, Bheki Weza, says they have surprisingly been well received in Zimbabwe despite their earlier safety concerns. "We are very happy about the situation. As we speak, I am now home still trying to settle down and adjust to the difficult economic conditions here in Zimbabwe. But I am happy because there is still peace surrounding us. I have met with the chiefs and even met with people that we fought with before I left. So far so good," Weza said. The UNHCR says it will continue to assist refugees who were repatriated. Each person received $520 and a food package. But the agency says there will be no such assistance for the deported refugees.	Ibiro bya Komiseri Mukuru w’umuryango w’abibumbye ushinzwe impunzi (UNHCR) bivuga ko biteye impungenge nyuma yuko Botswana yirukanye impunzi 57 zo muri Zimbabwe zari zituye mu gihugu cyari cyarabakiriye kuva mu 2008. Bivugwa ko izo mpunzi zanze kwibaruza ngo zisubizwe mu bihugu byabo, ibyo bikaba byarabaviriyemo kwirukanwa ku gahato mu mpera z'icyumweru gishize. Umukozi ushinzwe ububanyi n'amahanga wa UNHCRs, Kate Pond, avuga ko izo mpunzi, hatitawe ku miterere yazo, zifite uburenganzira kandi ko zemererwa gukomeza kuba abaturage bahoraho. "UNHCR ikomeje guhangayikishwa n'uko Abanyazimbabwe bamaze imyaka irenga icumi muri Botswana bimuriwe muri Zimbabwe ku ngufu. Hatitawe ku miterere yabo baracyafite uburenganzira bumwe na bumwe, kandi UNHCR yari igamije kubishakira ibisubizo nk'ibyo byahawe Zimbabwe. Kugira umuryango muri Botswana kandi ushobora kuguma mu gihugu nk'abaturage bahoraho ", Pond. Umwe mu mpunzi zirukanywe, yanze gutangaza amazina ye, avuga ko ku wa kane bakusanijwe bakababwira ko binjira muri bisi ibajyana ku mupaka wa Zimbabwes. "Twavuye muri Botswana nabi. Twirukanywe ku mupaka kandi nta mfashanyo twabonye. Twifuzaga kuguma muri Botswana; niyo mpamvu tutibaruje [kugira ngo dusubizwe mu gihugu]. Ntacyo dufite,ntaho twahera ubuzima. Twari dufite abana bajya ku ishuri. Bizagorana nta byangombwa nka pasiporo n'indangamuntu ", impunzi. Abirukanywe bari batuye mu nkambi y'impunzi ya Dukwi. Guverinoma ya Botswanas yari yaraburiye ko impunzi zitibaruje zizoherezwa. Mu kwezi gushize, Botswana yasabye abandi baturage barenga 200 bo muri Zimbabwe biyandikishije gutaha ku bushake. Impunzi zatahutse zabanje kwanga kubikora, kubera ubwoba bwukob batotezwa mu gihugu cyabo. Abenshi muri bo bari abarwanashyaka batavuga rumwe n’ubutegetsi amazu yabo yatwitse mu gihe cyo kwiyamamariza amatora y’umukuru w’igihugu murib 2008. Ariko umwe mu batahutse, Bheki Weza, avuga ko mu buryo budasanzwe  ko bakiriwe neza muri Zimbabwe nubwo mbere bari bafite impungenge z'umutekano. "Twishimiye uko twakiriwe. Nkuko tuvuga, ubu ndi mu rugo ndi kugerageza kumenyera imiterere n'ubukungu btoroshye hano muri Zimbabwe. Ariko ndishimye kuko hakiri amahoro. Nahuye n' abatware ndetse tunabonana n'abantu twarwanye mbere yuko ngenda. Kugeza ubu ni byiza ", UNHCR ivuga ko izakomeza gufasha impunzi zatahutse. Umuntu wese yahawe amadorari 520 hamwe n'ibyo kurya. Ariko iki kigo kivuga ko nta mfashanyo nk'izo zizahabwa impunzi zirukanywe.
	
Zimbabwe's Food Insecurity Escalates During COVID-19 Lockdowns	Ibiciro ku biribwa bya Zimbabwe byariyongereye mugihe yo gufunga ibikorwa kubera COVID-19 
A new report from Zimbabwes government says hunger and food insecurity have increased during the coronavirus pandemic. The World Food Program says the problem is especially acute for unemployed residents of the cities.	Raporo nshya ya guverinoma ya Zimbabwe ivuga ko inzara yiyongereye mu gihe cy'icyorezo cya coronavirus. Abashinzwe iby’ibiribwa ku isi bavuga ko iki kibazo gikomereye  cyane ku baturage badafite akazi.
The government report, called the Zimbabwe Vulnerability Assessment, says about 2.4 million people in the countrys urban areas are struggling to meet their basic food needs because of lockdowns to contain the spread of COVID-19.	Raporo ya guverinoma yiswe Zimbabwe Vulnerability Assessment, ivuga ko abantu bagera kuri miliyoni 2.4 batuye mu migi birabakomereye cyane kubona imibereho n'  ibyo bakeneye by'ibanze  kuko ibintu byose byarafunzwe kubera kwirinda ikwirakwira rya COVID-19.
Murambiwa Simon Mushongorokwa, 61, used to get casual jobs in the factories before the lockdowns began.	Murambiwa Simon Mushongorokwa, yajyaga abona akazi gasanzwe mu nganda mbere yuko bafunga ibikorwa byose.
"I used to get about $30 a week," he said. "It was not enough for my needs. But when the lockdown came, it got worse, until I started growing mushrooms. Its slowly improving my life, if the market prices improve, we will survive."	Ati: "Najyaga mbona amadorari 30 mu cyumweru." "Ntabwo byari bihagije ku byo nkeneye. Ariko igihe gufunga byaje, byarushijeho kuba bibi, kugeza ubwo natangiye guhinga ibihumyo. Ubuzima bugenda buza buhoro buhoro, ibiciro ku isoko nibizamuka hari ikizere ko nzabaho neza."
He uses forage from his backyard corn and sorghum field to grow the mushrooms. He says he now gets about $5 a week from selling them and uses some for consumption with his wife and five dependents.	Akoresha ubwatsi buturuka mu gikari cye cy'inyuma n'ibigori by'amasaka kugira ngo  ahinge ibihumyo. Avuga ko ubu abona amadorari 5 mu cyumweru kuko arabigurisha kandi akanabirya we n’umugore we hamwe n’abo batunze
Simon Julius Kufakwevanhu, an official from a local NGO, has been teaching people in a poor suburb to grow mushrooms.	Simon Julius Kufakwevanhu, umuyobozi w’umuryango utegamiye kuri leta waho, yigisha abantu b’abakene batuye mu nkengero z'umugi  guhinga ibihumyo.
No media source currently available	Nta tangazamakuru rihari.
"Before the introduction of mushroom farming in this place, it was very tough for people in this community to survive because of the lockdowns and so forth. But when The Future of Hope [a nonprofit committed to skills empowerment] brought in mushroom growing, its changing because you can now buy something, able to go to shops and buy mielie meal [coarse flour], sugar and so forth. Even if I fall sick I can go to the hospital after selling mushrooms," he said.	Mbere yo gutangiza ubuhinzi bw'ibihumyo aho hantu, byari bigoye cyane ko abantu bo muri uyu muryango babasha gukomeza kubaho  kubera gufunga n'ibindi. Ariko haracyari ikizere cy'ejo hazaza [umuryango udaharanira inyungu wiyemeje kongerera ubumenyi] wazanye ibihingwa, hari impinduka kuko ubu ushobora kugura ikintu, ushoboye kujya mu maduka ukagura ifunguro rya mielie [ifu yuzuye], isukari n'ibindi. Nubwo narwara nshobora kujya kwivuza maze kugurisha ibihumyo .
The World Food Program says it is looking for more ideas and resources to help 550,000 people like Mushongorokwa in urban areas get basic food for survival.	Abashinzwe ibiribwa ku isi bavuga ko barimo kungurana ibitekerezo mu kubona ibikoresho byo gufasha abantu 550.000 nka Mushongorokwa aho  mu mijyi kubona ibiryo by'ibanze bigoye kugirango abantu  babeho.
Tomson Phiri, head of communications at the World Food Program, speaking from his base Geneva, said, "COVID-19 has not only wiped out lives, it has wiped out livelihoods as well. The number of people who are unable to put food on their table in Zimbabwes urban areas has increased from 30 percent during the same period in 2019 to 42 percent right now."	Tomson Phiri, ukuriye itumanaho muri gahunda y’ibiribwa ku isi,mu ijambo  yavugiye mu kigo cye i Geneve, yagize ati: "COVID-19 ntabwo yadutwaye ubuzima gusa, yanagabanije imibereho. Umubare w’abantu badashobora kubona ifunguro mu mijyi ya Zimbabwe yavuye kuri 30 ku ijana mu gihe muri 2019 bageraga  kuri 42 ku ijana. "
Zimbabwe's government says it is giving about $12 a month to families affected by lockdowns. Thats nowhere near the $500 an average family of five to seven people needs to survive each month.	Guverinoma ya Zimbabwe ivuga ko itanga amadorari agera kuri 12 ku kwezi ku miryango yagizweho ingaruka na Guma mu rugo.  Hakenewe $ 500 mu miryango igizwe n'abantu  hagati ya batanu kugeza kuri barindwi abo bose bakeneye kubaho buri kwezi.
People like Mushongorokwa hope that with the lockdowns recently eased, jobs and livelihoods will come back.	Abantu nka Mushongorokwa bavuga ko kubera ko gufunga bitamaze igihe kirekire, akazi n'ubuzima bizagaruka.
In the meantime, the WFP is seeking $32 million to feed food-insecure urbanites.	Hagati aho, WFP irashaka miliyoni 32 z'amadolari yo kugaburira imijyi idafite umutekano.
	
South Africa's Zuma to Pursue Private Prosecution Against Prosecutor	Zuma wo muri Afrika yepfo ari gukurikirana ubushinjacyaha bwigenga.
Former South African President Jacob Zuma is pursuing private prosecution proceedings to remove the lead prosecutor in an arms deal corruption trial after failed legal challenges, his foundation said on Sunday.	Ku cyumweru, fondasiyo ye yatangaje ko uwahoze ari Perezida wa Afurika y'Epfo, Jacob Zuma, yagiye kwikurikiranira we ubwe ubushinjacyaha kugira ngo akureho umushinjacyaha mukuru mu rubanza yagaragayemo  ruswa ahawe n'ingabo kuko yari amaze gutsindwa mu mategeko.
Last month the Supreme Court of Appeal (SCA) torpedoed Zuma's latest bid to have lead prosecutor Billy Downer taken off the case after accusing him of bias and leaking of confidential information to a journalist in contravention of the national prosecution act, among other complaints.	Mu kwezi gushize, Urukiko rw'Ikirenga rw'Ubujurire (SCA) rwamaganye icyifuzo cya Zuma cyo gusaba ko umushinjacyaha Billy Downer yakuraho uru rubanza nyuma yo kumushinja kubogama no guha umunyamakuru amakuru y'ibanga binyuranyije n'ibikorwa by'ubushinjacyaha, n'ibindi birego.
The SCA dismissed the application for leave to appeal on the grounds that there is no reasonable prospect of success and there is no other compelling reason why an appeal should be heard.	SCA yanze gusaba uruhushya rwo kujurira kubera ko nta cyizere gifatika cyo kuba yazatsinda utubanza kandi nta yindi mpamvu ifatika yatuma ubujurire bugomba kuburanishwa.
The spokesman of the Jacob Zuma Foundation, Mzwanele Manyi told a press briefing that Zuma's instructions to his legal team to institute private prosecution "will now be put into operation in the next few days."	Umuvugizi wa Fondasiyo ya Jacob Zuma, Mzwanele Manyi yatangarije abanyamakuru ko amabwiriza ya Zuma ku itsinda yashyjzeho ryemewe n'amategeko kugira ngo rikurikirane ubushinjacyaha "ubu rizatangira imirimo yaryo mu minsi mike iri imbere."
He also said Zuma's legal team has filed a reconsideration application to the president of the SCA, a petition to hear the appeal.	Yavuze kandi ko itsinda ry’amategeko rya Zuma ryajuriye  kuri perezida wa SCA, basaba ko bakumva ubujurire bwabo.
Zuma, who was ousted from the ruling African National Congress in 2018 after nearly two decades as president, has pleaded not guilty to charges of corruption, money laundering and racketeering in the long-running case over the $2 billion arms deal in the 1990s.	Zuma wirukanwe muri Kongere y’ibihugu Nyafurika  ari kubutegetsi kuva mu mwaka wa 2018 amaze imyaka igera kuri makumyabiri abaye perezida, yahakanye icyaha ashinjwa cya ruswa, kunyereza amafaranga n’ubujura buciye icyuho mu rubanza rumaze igihe kinini kubera amasezerano kubera  amasezerano yushe yo kwishyura miliyari 2 z'amadolari mu myaka ya za 90.
The deal case has dogged Zuma since he was sacked as deputy president of the country in 2005. He said he was the victim of a political witch-hunt.	Uru rubanza rwarakomeje kugeza ubwo  Zuma yirukanwe ku mwanya wa visi perezida w’igihugu mu 2005. Yavuze ko yahohotewe n’abacurabwenge ba politiki.
On Monday the long-delayed trail is set to get underway and Zuma will be present in court.	Ku wa mbere igihe cyo kuburana nibwo kigeze nyuma yuko Zuma yari amaze igihe kirekire ubu agiye gutangira kandi Zuma azitaba urukiko.
Manyi said Zuma, who turns 80 on Tuesday, is applying for a postponement because "it is very clear that the conditions for a fair trail are non-existent."	Manyi yavuze ko Zuma wujuje imyaka 80 ku wa kabiri, asaba ko urubanza rwasubikwa kuko "hari ibiragaragara ko ibisabwa kugira ngo ahabwe ubutabera mu rubanza"
On Monday his team will also respond to the supplementary affidavit served by the National Prosecution Authority where they seek to introduce new evidence in the trial.	Ku wa mbere, itsinda rye rizongera kwishyura igarama ry'urubanza ryatanzwe n’ikigo cy’igihugu gishinzwe ubushinjacyaha aho bashaka gutanga ibindi bimenyetso bishya mu rubanza.
"All His Excellency President Zuma really wants is his day in court, in a fair trial and certainly not in a forum which is being rigged by the State," Manyi said.	Manyi yagize ati: "Nyakubahwa Perezida icyo Zuma yifuza rwose ni ukwihutisha urubanza, agahabwa ubutabera kandi rwose ntabwo ari mu barwanya Leta."
	
South Africa’s Neutral Stance on Russia Risks International Ties: Analysts	Abasesenguzi bavuga ko kuba Afurika yepfo iterekana uruhande ibogamiyeho kubiri kubera mu burusiya, Bishobora guteza amakimbirane mpuzamahanga
South African President Cyril Ramaphosa on Monday defended his neutral stance on Russia's invasion of Ukraine, calling for talks — not condemnation.	Ku wa mbere, Perezida wa Afurika y'Epfo, Cyril Ramaphosa, yasobanuye ukutabogama kwe hagati ya Ukraine n' UBurusiya avuga ko hakwiye ibiganiro -Kurwana bikarorera..
Critics have blasted the government for failing to support Ukraine against its neighbor. Analysts say South Africa is allowing historic political and economic ties with Moscow to risk relations with the rest of the world.	Abatavugarumwe n'ubutegetsi, bamaganye guverinoma kubera ko yananiwe gushyigikira Ukraine ngo barwanye umuturanyi wayo. Abasesenguzi bavuga ko Afurika y'Epfo ishaka umubano mwiza wa politiki n'ubukungu ikaba idashaka ko Moscou yahungabanya umubano n'isi yose.
Negotiation rather than weapons or economic pressure is the mechanism Ramaphosa would like to see used to settle the Russia-Ukraine conflict.	Ashaka ko habaho Ibiganiro aho kujya mu mirwano cyangwa igitutu cy'ubukungu nibwo buryo Ramaphosa yifuza kubona bwakoreshwa mu gukemura amakimbirane y’Uburusiya na Ukraine.
Ramaphosas unwavering stance overruled an earlier call by the countrys international relations department for Russia to withdraw its forces.	Ramaphosas yamaganye yivuye inyuma icyifuzo cyari cyarashyizweho n’ishami mpuzamahanga ry’ububanyi n’amahanga mu Burusiya ryo  gukurayo ingabo.
Leaza Jernberg is a Johannesburg-based independent researcher and consultant on diplomacy.	Leaza Jernberg ni umushakashatsi wigenga ukorera i Johannesburg akaba n'umujyanama muri  diplomasi.
"The Department of International Relations and Cooperation, [which] is largely the diplomat for South Africa, their initial instinct was to say, ‘Well, this was not acceptable. And that was kind of pulled back by the president who I think has this concern about allies and Russian and what this looks like," Jernberg said. "So even within South Africa, South Africa's position is very contested, even within government."	Ishami ry’ububanyi n’amahanga n’ubutwererane, rikaba ahanini rigizwe n,aba dipolomate bo muri Afurika yepfo, icyo bashyize imbere na mbere ni uko bitari byemewe. Kandi ibyo byari byarakuweho na perezida kandi baratekereza ko byakuwe ho n'abafatanyabikorwa hamwe n'Uburusiya  ", Jernberg. ati"Ndetse no muri Afurika y'Epfo, umwanya wa Perezida  wa Afurika y'Epfo urahatanirwa cyane ndetse n'indi myanya yo muri guverinoma."
South Africas ties to Russia stretch back to the 1960s when the Soviet Union gave support to anti-apartheid freedom fighters.	Umubano w'Afurika y'Epfo n'Uburusiya watangiye mu myaka ya za 1960 igihe Leta Zunze Ubumwe z'Abasoviyeti zateraga inkunga abaharanira ubwigenge bwa apartheid.
In subsequent years, politicians, including those from the ruling party, the African National Congress, maintained close ties with Russia.	Mu myaka yakurikiyeho, abanyapolitiki, harimo n'abo mu ishyaka riri ku butegetsi, Kongere Nyafurika, bakomeje umubano wa hafi n'Uburusiya.
Which is why analysts said its no surprise that a foundation headed by former president Jacob Zuma has voiced support for Russias Vladimir Putin.	Akaba ari yo mpamvu abasesenguzi bavuze ko bidatangaje ko umusingi uyobowe n'uwahoze ari perezida Jacob Zuma wagaragaje ko ushyigikiye Russias Vladimir Putin.
Richard Calland is a public law professor at the University of Cape Town.	Richard Calland ni umwarimu wigisha amategeko muri kaminuza ya Cape Town.
"He [Putin] had a very close relationship with our former President, Jacob Zuma," Calland said. "It was a corrupt relationship. It fueled an illegal in the end, the court said, illegal procurement of Russian nuclear power, which was stopped by the courts. And I fear that that interferes at least with some political attitudes in South Africa. But I don't believe that it was the direct reason for the position that South Africa has taken."	Calland ati: "[Putin] yari afitanye umubano wa hafi n'uwahoze ari Perezida wacu, Jacob Zuma." Urukiko rwagize ruti: "Byari umubano wa ruswa. Byongereye ingufu mu buryo butemewe n'amategeko, amaherezo urukiko ruvuga ko kugura intwaro za kirimbuzi z’Uburusiya mu buryo butemewe n'amategeko, byabujijwe n’inkiko. Ati Kandi mfite ubwoba ko ibyo bibangamira imikorere ya politiki muri Afurika y'Epfo. Ati "Ariko Ntabwo nizera ko ari yo mpamvu itaziguye yatumye Afurika y'Epfo ifata. "
Instead, Calland says, South African officials are simply following the countrys standard position on foreign conflicts.	Ahubwo, Calland avuga ko abayobozi ba Afurika y'Epfo bakurikiza gusa ibihugu bisanzwe ku makimbirane yo mu mahanga.
"I'm well acquainted with and in close contact with South Africa's kind of senior diplomatic officials, and they are very steeped in this tradition of non-alignment," Calland said. "Political dialogue is their middle name, so to speak. And I think that on this one, they wanted to maintain this kind of nonpartisan position in order to promote that dialogue."	Calland ati: "Nzi neza kandi nkorana cyane n'abayobozi bakuru ba dipolomasi bo muri Afurika y'Epfo, kandi bakomereje kuri uyu muco wo kudahuza." "Ibiganiro bya politiki ni izina ryabo ryo hagati, mu buryo bw'ikigereranyo. Kandi ndatekereza ko kuri iyi, bifuzaga gukomeza imyanya nk'iyi itabogamye kugira ngo bateze imbere ibyo biganiro."
Another factor at play is the countrys position within the economic bloc, BRICS, which includes Brazil, Russia, India, China and South Africa.	Ikindi kintu kigaragara ni umwanya w'ibihugu bigize umuryango w'ubukungu, BRICS, irimo Burezili, Uburusiya, Ubuhinde, Ubushinwa na Afrika yepfo.
Analysts said South Africa may be attempting to maintain trade relations with Russia and China.	Abasesenguzi bavuze ko Afurika y'Epfo ishobora kugerageza gukomeza umubano w'ubucuruzi n'Uburusiya n'Ubushinwa.
But international relations expert Jernberg said that stance is ultimately counterproductive.	Ariko impuguke mu mibanire mpuzamahanga Jernberg yavuze ko iyo myifatire idahwitse.
"In that case, we're actually backing the wrong horse," Jernberg said. "When you look at the EU, the European Union as a block, South Africas combined trade to the European Union is actually far larger. And so then if you're going to make an economic argument, you should surely be arguing that between the United States and between, and Europe, is actually a greater economic interest."	Jernberg ati: "Icyo gihe, mu by'ukuri twaba dushyigikiye ibintu bitari byo." "Iyo urebye Umuryango w’ubumwe bw’ibihugu by’Uburayi nk'’umudugudu, Afurika yepfo yahujije ubucuruzi n’umubano ukomeye hagati y'ibihugu by’Uburayi. Noneho rero niba ugiye kujya impaka zishingiye ku bukungu, ugomba rwose kujya impaka kubihugu bya Amerika yo hagati n'Uburayi, mu by'ukuri ifitemo inyungu nyinshi mu bukungu. "
Whatever the motives, it has left Western nations siding with Ukraine disappointed, and experts warn there could be implications for South Africa in the future.	Impamvu yaba ari yo yose, yatumye ibihugu by’iburengerazuba byshyigikiraga Ukraine biyitenguha, abahanga bavuga ko hashobora kubaho ingaruka kuri Afurika yepfo mu bihe biri imbere.
Ina Gouws is a political science lecturer at South Africas University of the Free State.	Ina Gouws ni umwarimu wigisha ibijyanye na politiki muri kaminuza ya Afurika yepfo 
"These kinds of things down the road, become problematic," Gouws said. "If you don't display that kind of cooperation and sound thinking, and firm condemnation when a country does something like this, down the road, it bites you when you need support from the international community."	Gouws ati: "Ibintu nk'ibi mu muhanda, biba ikibazo." "Niba utagaragaje ubwo bufatanye n'ibitekerezo byumvikana, no kwamaganwa ushikamye iyo igihugu gikora ibintu nk'ibi, mu muhanda, biragorana mugihe ukeneye inkunga y'umuryango mpuzamahanga."
While the ramifications for South Africa remain uncertain, experts agree its unlikely the country will change its position any time soon.	Kubera impinduka zabaye muri Afurika y'Epfo zidashidikanywaho, abahanga bemeza ko bidashoboka ko igihugu kizahindura imibereho vuba aha.
	
Interpol Issues Red Notices for Gupta Brothers Wanted in South Africa	Interpol Itanga inzandiko zo gufata abashakishwa muri Afrika yepfo
South Africa said this week the International Criminal Police Organization, Interpol, has requested countries seek out and arrest Rajesh and Atul Gupta, two brothers and businessmen who allegedly bribed top officials, including former president Jacob Zuma, to gain lucrative government contracts.	Afurika y'Epfo yavuze ko kuri iki cyumweru Umuryango mpuzamahanga w'urukiko  mpanabyaha, Interpol, wasabye ibihugu gushakisha no guta muri yombi Rajesh na Atul Gupta, abavandimwe babiri n' abacuruzi bivugwa ko baha ruswa abayobozi bakuru, barimo uwahoze ari perezida Jacob Zuma, kugira ngo babone amasezerano y'inyungu kuri leta.
South African anti-corruption activists have accused the Guptas of "state capture," a term meant to describe the brothers' strong influence over former president Zuma and members of his Cabinet — influence that allegedly extended to contracts, policy and personnel choices.	Abaharanira kurwanya ruswa muri Afurika y'Epfo bashinje Guptas Gufata ibya Leta",  rikaba rigamije gusobanura uruhare rukomeye rw'abavandimwe  bahoze ari perezida Zuma ndetse n'abagize Guverinoma ye - bikaba bivugwa ko bikubiye mu masezerano, politiki no guhitamo abakozi.
While there are many allegations against the Guptas, the red notices — requests to member nations to arrest — were issued for a case involving a relatively small $1.5 million pertaining to procurement fraud.	Nubwo hari ibirego byinshi bishinja Guptas, inzandiko zo gufata abantu zisaba ibihugu bigize uyu muryango guta muri yombi abantu- byatanzwe kubera urubanza rwa miliyoni 1.5 z'amadolari yavuye mu buriganya bw'amasoko.
South Africa's National Prosecuting Authority requested the red notices last year, but Rajesh and Atul Guptas' lawyers objected. The application had to be reviewed by Interpol to make sure, among other things, that there was no political bias.	Ikigo cy’igihugu gishinzwe ubushinjacyaha muri Afurika yepfo kihanangirijwe umwaka ushize, ariko abunganizi ba Rajesh na Atul Guptas barabyanze. Gusaba byagombaga gusubirwamo na Interpol kugirango harebwe ikindi cyakorwa, ko nta kubogama mu bya  politiki kwabayeho.
Interpol's ambassador for the Turn Back Crime Campaign, Andy Mashaile, said South Africa also took time to secure an extradition treaty with the United Arab Emirates, as it's believed the brothers are in Dubai.	Ambasaderi wa Interpol mu gikorwa cyo gusubiza inyuma iperereza, Andy Mashaile, yavuze ko Afurika y'Epfo nayo yafashe igihe cyo kugirana amasezerano yo koherezwa mu mahanga na Leta zunze ubumwe z'Abarabu, kuko bizeraga ko ari abavandimwe bari i Dubai.
"You can then go to Interpol Dubai and say: 'Interpol Dubai, we know this is the place where the guys are living, this is the street name and the street number, this is how they look, these are their images. Please help us get these people in your detention center or in your cell, in jail until we are able to fetch them from Dubai,'" Mashaile said.	Ushobora noneho ubu  kujya muri Interpol Dubai ukavuga uti: 'Interpol Dubai, tuzi ko aha ariho hantu abasore batuye, iri ni izina ry'umuhanda na nimero y'umuhanda, ni uburyo basa, aya ni amashusho yabo. Nyamuneka nimumfashe dushyire abo bantu muri gereza ya hano cyangwa muri kasho ya hano  kugeza igihe tuzabasha kubavana i Dubai, 'Mashaile.
Interpol has 194 member countries and, while red notices do not compel them to execute arrests, the notices do help in tracking the whereabouts of suspects or fugitives. Their photographs are posted on all local law enforcement systems.	Interpol ifite ibihugu 194 bigize uyu muryango kandi, mugihe urwandiko rwo gufata abantu  zitabahatira guhita zibafata ,amatangazo afasha mugukurikirana aho abakekwaho icyaha cyangwa abahunze bari. Amafoto yabo ashyirwa kuri sisitemu zose zubahiriza amategeko.
