en	ibo
BREAKING: AGF Takes Over Prosecution Of Sowore's Case After DSS Court Invasion	Akụkọ mgbanye: AGF weghaara ebubo nke ikpe nke Sowore mgbe mwakpo ụlọ ikpe DSS gasịrị
Malami said the action was part of deliberate efforts by the government to probe emerging issues related to the court invasion by the secret police.	Malami kwuru na ihe a bụ akụkụ nke mbọ gọọmentị na-agba iji chọpụta ihe ndị batara na ndị uwe ojii nzuzo wakporo ụlọikpe.
The students had molested Boluwatife after accusing her of calling them names and also speaking bad about their escapades on campus.	Ụmụakwụkwọ ahụ emetọla Boluwatife mgbe ha bochara ya ebubo ịkpọ ha aha ha ma na-ekwukwa okwu ọjọọ banyere ihe mgbapụ ha na mahadum.
The expulsion is sequel to the recommendation of an investigative panel which probed the incident that took place in a hostel on Saturday, November 16, 2019 and adjudged them culpable of gross misconduct and breach of the University Matriculation Oath.	Nchụpụ ahụ bụ ihe dị na nkwanye aka nke ndị ọrụ nyocha nke nyochapụtara ihe mere n'ụlọ nkwaliakụ na Satọde, Nọvemba 16, 2019 wee maa ha ikpe na ha na-emebi iwu nke nnabata Mahadum.
The expulsion is in line with the position of page 48 of the 2019/2020 students handbook which prescribes expulsion from the university for students who engage in physical assault or battery on another student outside the university premise,' spokesperson for the school, Mr Adegbenro Adebanjo, said in the statement.	Nchụpụ ahụ dabara n'ọnọdụ dị na peeji nke iri anọ na asatọ nke akwụkwọ ntuziaka ụmụakwụkwọ nke ogo 2019/2020 nke na-amachibido ịchụpụ ụmụakwụkwọ na mahadum bụ ndị na-awakpo ụmụakwụkwọ ọzọ na-abụghị n'ime mahadum,' Onye nkwuchite ọnụ ụlọakwụkwọ ahụ, Mr Adegbenro Adebanjo, kwuru na nkwupụta ahụ.'
JUST IN: Inspector-General of Police Suspends APC Rally In Edo	Onyeisi nlekọta ndị uweojii kwụsịtụrụ ọgbakọ ndị APC n'Edo
The IGP's letter suspending the rally was communicated to the deputy governor of the state, Mr Philip Shuaibu, about one hour ago.	Akwụkwọ ozi nke IGP banyere ịkwụsị ngagharị ahụ bụ nke a gwara onye na-esote gọvanọ steeti ahụ, Mazị Philip Shuaibu, ihe dịka otu awa gara aga.
IGP Mohammed Adamu	IGP Mohammed Adamu
Inspector-General of Police, Mohammed Adamu, has suspended the rally of a faction of the All Progressives Congress scheduled for Benin, Edo State, on Friday.	Onyeisi ndị uweojii, Mohammed Adamu, amachibidola nnọkọ nke otu All Progressives Congress nke a ga-eme na Benin, Edo Steeti, na Fraịde.
The faction is loyal to the National Chairman of the party, Adams Oshiomhole, PUNCH reports.The IGP's letter suspending the rally was communicated to the deputy governor of the state, Mr Philip Shuaibu, about one hour ago.	Ngalaba ahụ na-akwado onyeisi oche otu ahụ, Adams Oshiomhole, akwụkwọ akụkọ PUNCH kpesara. Akwụkwọ ozi IGP na-egbochi ngagharị ahụ bụ nke a gwara osote gọvanọ steeti ahụ, Mazị Philip Shuaibu, ihe dịka otu awa gara aga.
JUST IN: Nigeria Comes From Behind To Defeat Benin Republic In AFCON Qualifiers	Nigeria sitere n'azụ bịa imeri Benin Republic na AFCON
Victory was eventually sealed in the 63rd minute when Samuel Kalu fired Nigeria in front.	E mechara nweta mmeri na nkeji 63 mgbe Samuel Kalu gbagburu ndị Naịjiria.
The Super Eagles of Nigeria, the country's national men's football team, on Wednesday evening came from behind to defeat the Squirrels of Benin Republic 2-1 at the Godswill Akpabio Stadium, Uyo, Akwa Ibom, in an African Cup of Nations qualification match.	Ndị Super Eagles nke Naịjiria, ndị Super Eagles nke Nigeria, ndị egwuregwu bọọlụ ụmụnwoke nke mba ahụ, na mgbede Wenezdee si n'azụ merie Squirrels nke Benin Republic 2-1 na Godswill Akpabio Stadium, Uyo, Akwa Ibom, n'asọmpi iko mba Africa.
The visitors took the lead in the third minute through Stephane Sessegnon to send shivers down the spine of spectators inside the packed stadium.	Ndị ọbịa ahụ butere ụzọ n'ime nkeji nke atọ site na mgbe Stephane Sessegnon tinyere egwu n'ime ndị na-elere egwuregwu nọ n'ama egwuregwu.
But in the 45th minute, in-form Lille of France striker, Victor Osimhen, restored parity from the penalty spot.	Mana na nkeji nke iri anọ na ise, onye egwu bọọlụ Lille nke France, Victor Osimhen sara ọkpụ ahụ/mere ka ha hara nha.
Victory was eventually sealed in the 63rd minute when Samuel Kalu fired Nigeria in front.	E mechara nweta mmeri na nkeji 63 mgbe Samuel Kalu gbagburu ndị Naịjiria.
The result sees Nigeria leading the log in Group L after Sierra Leone and Lesotho panned out a 1-1 in the other match of the group.	Rezọọtụ ahụ na-egosi na Naịjirịa na-edu na 'Group L' mgbe Sierra Leone na Lesotho gbara 1-1 n’egwuregwu ọzọ nke otu ahụ.
JUST IN: Nigeria Hits Highest Inflation Rate In Eight Months	Naịjiria ruru ọnụego kacha elu n'ọnwa asatọ
According to the consumer price index, which measures inflation, their is an increase of 0.37 per cent between the rate in September and October.	Dịka ntinye ọnụahịa nke ndị ahịa dị, nke e ji atụle ọnụego, e nwere mbawanye pasenti 0.37 n'etiti ọnụego ahụ na Septemba na Ọktọba.
Nigeria's inflation rate has risen to its highest in eight months by hitting 11.61 per cent, data released by the National Bureau of Statistics revealed.	Ọnụ ego Naịjiria eruola ebe kasị elu n'ọnwa asatọ site n' iru pacenti 11.16, 'data' sitere na 'National Bureau of Statistics' kpughere
According to the consumer price index, which measures inflation, their is an increase of 0.37 per cent between the rate in September and October.	Dịka ntinye ọnụahịa nke ndị ahịa dị, nke e ji atụle ọnụego, e nwere mbawanye pasenti 0.37 n'etiti ọnụego ahụ na Septemba na Ọktọba.
On a month-on-month basis, the headline index increased by 1.07 per cent in October 2019, or 0.03 percentage points higher than the rate recorded in September 2019.	N'ọnwa n'ọnwa, isiakụkọ ji pasent 1.07 rịa elu n'Ọktoba 2019, maọbụ pasenti 0.03 dị elu karịa ọnụego e dere na Septemba 2019.
The percentage change in the average composite CPI for the 12 months period ending October 2019 over the average of the CPI for the previous 12 months period was 11.30 per cent, showing 0.03 percentage point increase from 11.27 per cent recorded in September 2019.	Mgbanwe pasenti na nkezi ihe mejupụtara CPI maka ọnwa iri na abụọ nke na-akwụsị n'Ọktoba 2019 gafere nkezi nke CPI maka ọnwa iri na abụọ gara aga bụ pasenti 11.30, na-egosi pasenti 0.03 na-abawanye site na pasenti 11.27 nke e dere na Septemba 2019.
The urban inflation rate stood at 12.20 per cent (year-on-year) in October 2019 from 11.78 per cent recorded in September 2019, while the rural inflation rate was recorded at 11.07 per cent in October 2019 from 10.77 per cent in September 2019.	Ọnụego nke obodo mepere emepe guzooro na pasenti 12.20 (kwa afọ) n'Ọktoba 2019 site na pasenti 11.78 e dere na Septemba 2019, ebe e dere na ọnụego ime obodo dị pasenti 11.07 n'Ọktoba 2019 site na pasenti 10.77 na Septemba 2019.
Kano Govt To Pay N30m As Dowry For 1,500 Brides	Gọọmenti Kano ga-akwụ nde naịra iri atọ dịka ụgwọ isi ụmụagbọghọ otu puku na narị ise. 
A complete set of cushion chairs would also be given to each and every couple, which includes three-seater chairs and other side chairs. Window blinds and plastic carpets will also be provided.	A ga-enye di na nwunye ọbụla oche zuru ezu, nke gụnyere oche mmadụ atọ ga-anọ na ya na oche ndị ọzọ. A ga-enyekwa ihe e ji emechi windo na kapeetị.
Abba Anwar, the Chief Press Secretary to Abdullahi Ganduje, Governor of Kano State, says the state government would pay N30million as dowry for 1,500 brides during a mass wedding scheduled for Sunday.	Abba Anwar, onyeisi ndị nta akụkọ mgbasa ozi nye Abdullahi Ganduje, Gọvanọ nke steeti Kano, kwuru na gọọmentị steeti ahụ ga-akwụ nde naịra iri atọ dịka ụgwọ isi nwaanyị mmadụ otu puku na narị ise n'oge agbamakwụkwọ a ga-eme na Sọnde.
In a statement issued on Saturday, Anwar said the government has concluded arrangements to conduct mass wedding for 1,500 prospective couples across the 44 Local Government Areas of the state.	Na nkwupụta e nyere na Satọde, Anwar kwuru na gọọmentị e kwubiela ịgba di na nwunye dị otu puku na narị ise akwụkwọ na mpaghara iri anọ na anọ nke steeti ahụ. 
Anwar said the couples passed through different stages of screening before they got to the final wedding stage.	Anwar kwuru na di na nwunye ndị ahụ gafere nyocha dị iche iche tupu ha e ruo ogo ikpeazụ nke agbamakwụkwọ.
He said N20,000 would be given by the state government as dowry for every bride, amounting to N30million.	O kwuru na gọọmentị steeti ga-enye puku naịra iri abụọ dịka ụgwọ isi nwaanyị ọbụla, nke pụtara nde naịra iri atọ.
He said: 'While dowry would be paid, it is also part of the magnanimous engagement by the state government that complete sets of beds, side mirrors, wardrobes and mattresses would all be provided for each couple.	O kwuru sị: “Dịka a ga-akwụ ụgwọ ego nwaanyị, ọ bụkwa otu n'ime ihe ndị gọọmentị steeti ahụ haziri na a ga-ewetara di na nwunye ọbụla àkwà, enyo na ebe a na-ekonye ákwà (wọdrobu).
'A complete set of cushion chairs would also be given to each and every couple, which includes three-seater chairs and other side chairs. Window blinds and plastic carpets will also be provided.	A ga-enye di na nwunye ọbụla oche zuru ezu, nke gụnyere oche mmadụ atọ ga-anọ na ya na oche ndị ọzọ. A ga-enyekwa ihe e ji emechi windo na kapeetị.
'New clothing materials, popularly called 'Shadda' would be provided for all the would-be husbands, so that they can appear as happily wedded grooms, showcasing their happiness to families, friends and well wishers.'	A ga-enye ndị niile ga-abụ di ákwà/uwe ọhụrụ, nke a na-akpọ 'Shadda', ka ha wee na-enwe obi aṅụrị/ụtọ ma ha na-apụta dịka ndị lụrụ nwaanyị ọhụrụ, na-egosi obi aṅụrị/ụtọ ha nyere ndị ezinaụlọ ha, ndị enyi na ndị na-echere ha ezi echiche.
Anwar said it was the hope of the government that what is provided for the couples would go a long way in serving as relief for them after the marriage.	Anwar kwuru na olileanya gọọmentị bụ na ihe e nyere di na nwunye ndị ahụ ga-abara ha uru mgbe ha lụchara.
In 2018, the state government set up a 23-member committee on state-sponsored mass wedding, under the leadership of Professor Sani Zaharaddeen.	N'afọ 2018, gọọmentị steeti hiwere kọmitii mmadụ iri abụọ na atọ gbasara ọtụtụ agbamakwụkwọ (mass wedding) nke steeti ahụ, n’okpuru ọchịchị Prọfesọ Sani Zaharaddeen.
Kebbi Most Expensive State To Buy Food In Nigeria -Report	Kebbi, steeti kachasị ọnụ ịzụta nri na Naịjiria-Mkpesa
The urban inflation rate increased by 11.48 percent (year-on-year) in August 2019 from 11.43 percent recorded in July 2019, while the rural inflation rate increased by 10.61 percent in August 2019 from 10.64	Ọnụego nke obodo mepere emepe ji pasenti 11.48 bawanye (kwa afọ) n'Ọgọstụ 2019 site na pasenti 11.43 e dere na Julaị 2019, ebe e dere na ọnụego ime obodo ji pasenti 10.61 bawanye n'Ọgọstụ 2019 site na pasenti 10.64.
Data released by the National Bureau of Statistics on Tuesday indicated that Kebbi State was the costliest state in Nigeria to have a meal in August 2019.	Data nke 'National Bureau of Statistics' wepụtara na Tuzdee gosipụtara na Kebbi Steeti bụ steeti kachasị ọnụ na Naịjiria iji rie nri n'Ọgọstụ 2019.
The bureau noted that figures for the month under review did not account for the effect of the border closure, as it happened 11 days to the end of the period.	Ụlọ ọrụ ahụ (Bureau) kwuru na ọnụọgụgụ maka ọnwa a na-enyocha adịghị emetụta mmechi e mechiri ókèala, dịka o mere ụbọchị iri na otu ruo na njedebe nke oge a.
In August 2019, food inflation on a year on year basis was highest in Kebbi (17.20%), Kano (16.08%) and Adamawa (15.95%), while Bayelsa (10.22%), Katsina (9.64%) and Kogi (8.97%) recorded the slowest rise,' the report stated.	“N’ọnwa Ọgọstụ 2019, ọnụego nri n’afọ n’afọ bụ nke kacha elu na Kebbi (17.20%), Kano (16.08%) na Adamawa (15.95%), ebe Bayelsa (10.22%), Katsina (9.64%) na Kogi (8.97) ka e dere jiri nwayọọ bilie, akwụkwọ akụkọ kwuru.
Overall, Kebbi state was also the most expensive part of the country, as the cost of goods and services increased by 14.97 percent.	Na mkpokọta, steeti Kebbi bụkwa mpaghara kacha dị ọnụ n'ala maka na ọnụahịa nke ngwaahịa na ọrụ ji pasenti 14.97 bawanye.
In August 2019, all items inflation on year on year basis was highest in Kebbi (14.97%), Kano (13.24%) and Bauchi (13.00%), while Cross River (8.97%), Delta (8.63%) and Kwara (8.32%) recorded the slowest rise in headline Year on Year inflation,' the report observed.	N’ọnwa Ọgọstị 2019, ọnụego ihe niile n’afọ n’afọ bụ nke kacha elu na Kebbi (14.97%), Kano (13.24%) na Bauchi (13.00%), ebe Cross River (8.97%), Delta (8.63%) na Kwara (8.82%) bụ nke e dere ji nwayọọ rịa/mụba n'ọnụego afọ”, akụkọ ahụ kwuru.
All across the country, the rate at which the price of goods and services rose, reduced by six base points from 11.08 percent in July to 11.02 percent in August,' it said.	Gburugburu mba niile ahụ, etu ọnụego ngwa ahịa si bilie belatara site na pasenti 11.08 na Julaị ruo pasenti 11.02 n'Ọgọstụ, o kwuru.
The NBS report added, 'This was influenced by the reduction in the percentage increase of edibles, which soared by 13.17 percent in August as against 13.39 percent in July.	Akụkọ NBS gbakwụnyere, 'Nke a metụtara mbelata nke mbawanye pasent ihe oriri, nke gbagoro pasenti 13.17 n'Ọgọstụ dịka ọ dị iche na pasenti 13.39 e nwere na Julaị.
In August, it was only the rate of increase in the price of goods and services in urban areas that increased, when compared with July.	N'Ọgọstụ, ọ bụ naanị ọnụego nke ọnụahịa na ọrụ n'obodo mepere emepe mụbara, ma e jiri ya tụnyere Julaị.'
'The urban inflation rate increased by 11.48 percent (year-on-year) in August 2019 from 11.43 percent recorded in July 2019, while the rural inflation rate increased by 10.61 percent in August 2019 from 10.64 percent in July 2019.'	Ọnụego nke obodo mepere emepe ji pasenti 11.48 bawanye (kwa afọ) n'Ọgọstụ 2019 site na pasenti 11.43 e dere na Julaị 2019, ebe e dere na ọnụego ime obodo ji pasenti 10.61 bawanye n'Ọgọstụ 2019 site na pasenti 10.64 na Julaị 2019.
Lagos Government Begins Demolition Of Distressed Buildings	Gọọmentị Legoosụ amalitela nkwatu ụlọ adịghị mma. 
Oke-Osanyintolu said that not less than five distressed buildings in the state had been demolished.	Oke-Osanyintolu kwuru na ihe erughi ụlọ ise na steeti ahụ bụ nke a kwaturu.
The Lagos State Government has said it has begun the demolition of distressed buildings in the state.	Gọọmentị Lagos steeti ekwuola na ọ malitere ịkwatusi ụlọ ndị adịghị mma/esighi ike na steeti ahụ.
Director-General, Lagos State Emergency Management Agency, Dr Olufemi Oke-Osanyintolu, said this in an interview with the News Agency of Nigeria.	Onyeisi na-elekọta ngalaba 'Lagos State Emergency Management Agency', Dr Olufemi Oke-Osanyintolu kwuru nke a na n'ajụjụ ọnụ ya na ndị 'News Agency' nke Naịjiria nwere.
Oke-Osanyintolu said that not less than five distressed buildings in the state had been demolished.	Oke-Osanyintolu kwuru na ihe erughi ụlọ ise adịghị mma na steeti ahụ bụ nke a kwaturu.
According to him, before the agency carried out the exercise, the Lagos State Building Control Agency, Material Testing Agency and Ministry of Urban and Physical Planning had made recommendations to the government.	Dị ka o si kwuo, tupu ụlọọrụ ahụ e mezuo ihe ọmụmụ ahụ, ndị ụlọọrụ a kpọrọ 'Lagos State Building Control Agency', 'Material Testing Agency' na Ministry of Urban and Physical Planning' enyela gọọmentị nkwanye.
He said, 'The Ministry's recommendations are necessary to carry out stress tests to ascertain the integrity of the buildings.	 kwuru, 'Nkwanye nke Mịnịstrị ahụ dị mkpa iji mee nyocha ma chọpụta iguzosi ike nke ụlọ ndị a.
'After thorough investigations, the ministry agreed that the houses should be taken to ground zero.	Mgbe e nyochachara nke ọma, Mịnịstrị ahụ kwetere na-aga akwatu ụlọ ndị ahụ.
'Consequently, residents of the buildings were advised to vacate the premises within five days for their safety.'	 'N'ihi ya, a dụrụ ndị bi n'ụlọ ndị ahụ ọdụ ka ha kwapụ ebe ahụ n'ime mkpụrụ ụbọchị ise maka nchekwa ha.'
LAUTECH Lecturers Begin Strike Over Non-payment Of Salaries	Ndị nkuzi LAUTECH na-amalite ịgba abụbọ ọrụ maka akwụghị ụgwọ ọrụ. 
The Academic Staff Union of Universities of the institution recently issued a 10-day ultimatum, which lapsed last Friday.	Ndị Ọrụ mmụta nke Mahadum ahụ nyere ikike mkpụrụ ụbọchị iri, nke kwụsịrị Fraịde gara aga.
Lecturers of the Ladoke Akintola University of Technology, Oyo State, on Monday began total boycott of classrooms following the failure of the governments of Oyo and Osun states to pay their three-month salary arrears.	Ndị nkuzi nke mahadum Ladoke Akintola University of Technology, nke Oyo, na Mọnde jụrụ ịga klaasị kuzi ihe n'ihi enweghị ike ịkwụ ụgwọ ọnwa atọ ndị gọọmentị nke Oyo na Osun Steeti ji.
The Academic Staff Union of Universities of the institution recently issued a 10-day ultimatum, which lapsed last Friday.	Ndị Ọrụ mmụta nke Mahadum ahụ nyere ikike mkpụrụ ụbọchị iri, nke kwụsịrị Fraịde gara aga.
The lecturers decision was contained in a congress resolution jointly signed by the chairman, Dr Biodun Olaniran, and Secretary, Dr Toyin Abegunrin.	Mkpebi ndị nkuzi a dị na nzụkọ nke onyeisi oche, Dr Biodun Olaniran na odeakwụkwọ, Dr Toyin Abegunrin binyere aka.
The university teachers also threatened to withhold the results of 2018/2019 academic session until their salaries were paid.	Ndị nkuzi mahadum ahụ yikwara egwu igbochi rezọọtụ nke agụmakwụkwọ 2018/2019 ruo mgbe a kwụrụ ha ụgwọ ọnwa ha.
Lebron James Abandons California Mansion As Wildfire Ravages City	Lebron James hapụrụ California Mansion dị ka Wildfire mebiri obodo. 
The NBA superstar took to Twitter to write about having to leave home suddenly with his family and looking for where to stay.	Na 'Twitter', onye 'superstar' NBA dere banyere ya na ezinaụlọ ya ịhapụ ụlọ ya na mberede, na-achọ ebe ọ ga-anọ.
Basketball legend, Lebron James, was forced to evacuate his home on Monday after wildfires raged just blocks away from his Brentwood, California mansion.	Ọ̀tụ́ bọọlụ aka, Lebron James ka a manyere ịpụ n'ụlọ ya na Mọnde ka ọkụ ọgbụgba malitere na mgbochi ụlọ ya dị na Brentwood, California.
The NBA superstar took to Twitter to write about having to leave home suddenly with his family and looking for where to stay.	Na 'Twitter', onye 'superstar' NBA dere banyere ya na ezinaụlọ ya ịhapụ ụlọ ya na mberede, na-achọ ebe ọ ga-anọ.
He said, 'Man these LA (fires) aren't no joke. Had to evacuate my house and I've been driving around with my family trying to get rooms.'	Ọ sịrị, 'Nwoke, ọkụ a abụghị ihe egwuregwu. A pụrụ m n'ụlọ m, mụ na ezinaụlọ m na-agagharị na-agbakwa mbọ inweta ụlọ.”
He later tweeted that he was able to find a safe place for his family.	O mechara dee na 'twitter' na ọ chọtara ebe nchekwa nke ezinaụlọ ya.
LIVE: Adamawa State Supplementary Governorship Election	Nke na-eme ozigbo: Ntuli aka mgbakwụnye ọchịchị nke steeti Adamawa
The Independent National Electoral Commission (INEC) conducts a rerun in the 44 polling units where results of the March 9 governorship election in Adamawa State were cancelled.	Independent National Electoral Commission' (INEC) na-eme nhazị na ngalaba ntuli aka iri anọ na anọ ebe a kagburu rezọọtụ ntuli aka ọchịchị nke March 9 na Adamawa State.
LIVE: Collation Of Rivers Governorship Election Results	Nke na-eme ozigbo: Mkpokọ rezọọtụ ntuli aka gọvanọ nke Rivers
Finally, the Independent National Electoral Commission (INEC) proceeds with collation of results of the Rivers State governorship election held on March 9.	N'ikpeazụ, Independent National Electoral Commission (INEC) gara n'ihu ikpokọta rezọọtụ nke ntuli aka gọvanọ Rivers steeti e mere na March 9.
LIVE FROM EAGLE SQUARE, ABUJA: President Buhari's Second Term Inauguration	Nke na-eme ozigbo site na 'Eagles Square', Abuja: Mmalite ọchịchị nke ugboro abụọ onyeisi ala bụ Buhari. 
SaharaReporters is live at Eagle Square, Abuja for the second term inauguration of President Muhammadu Buhari and Vice-President Yemi Osinbajo.	Ndị 'SaharaReporters' nọ ugbu a na 'Eagles Square', Abuja maka mmalite ọchịchị ugboro abụọ nke onyeisi ala Muhammadu Buhari na osote ya bụ Yemi Osinbajo. 
President Muhammadu Buhari Inspects Parade As His Biography Is Read Out	Onyeisi ala Muhammadu Buhari na-enyocha ijenlemanya (parade) ka a na-agụ akụkọ ya
21 Gun Salute Is About To Commence, Onlookers Are Advised Not To Panic	Ọnụ egbe iri abụọ na otu iji kele ya ga-amalite ịda, a dụrụ ndị na-ele anya ọdụ ka ha ghara ịtụ ụjọ
Aisha Buhari, Wife Of President Muhammadu Buhari And Fierce Critic Of His Administration Looking Grumpy As President Muhammadu Buhari Is Sworn In For A Second Term.	Aisha Buhari, nwunye onyeisi ala Muhammadu Buhari na nnukwu onye nkatọ nke ọchịchị ya dị̀ kà onye iwe na-ewe dị́kà a na-edu onyeisi ala Muhammadu Buhari n'iyi ọrụ nke ugboro abụọ.
President Muhammadu Buhari Invited To Take The Oat Of Office	Akpọọla onyeisi ala Muhammadu Buhari ịṅụ iyi ọrụ. 
Acting CJN Tanko About To Administer Oat Of Office	Onye na-arụ dịka CJN nwa mgbe nta, Tanko na-achọ idu n'iyi ọrụ
Vice President Yemi Osinbajo Arrives Eagle Square	Osote onyeisi ala, Yemi Osinbajo rutere Eagle Square 
LIVE: INEC Announces Winner Of Adamawa Supplementary Governorship Election	Nke na-eme ozigbo: INEC akpọpụtara onye mmeri nke ntuli aka mgbakwụnye ọchịchị nke Adamawa
The Independent National Electoral Commission (INEC) begins the announcement of results of the Adamawa State supplementary governorship election, culminating in the declaration of a winner for the Adamawa State governorship election.	Independent National Electoral Commission (INEC) na-amalite m ịkpọpụ rezọọtụ ntuli aka mgbakwụnye ọchịchị gọvanọ steeti Adamawa, na-ekwupụta onye mmeri maka ntuli aka gọvanọ steeti Adamawa.
Liverpool, Barcelona, Juventus Record Remarkable Wins As Arsenal's Misery Continues	Liverpool, Barcelona, ​​Juventus na-enweta ihe mmeri dị egwu ka ahụhụ Arsenal na - aga n'ihu
For example, in the widely followed English Premier League, table toppers – Liverpool – fought a resilient Crystal Palace team to walk away 2-1 winners at the end of 90 minutes to keep their title hopes alive.	Ọmụmaatụ, na mgbaso nke 'English Premier League' na-agbaso, ndị nke mbụ n'egwuregwu - Liverpool - lụrụ ọgụ na mgba ma were ọkpụ abụọ a sara naanị otu merie ndị Crystal Palace na njedebe nkeji iri itoolu iji nọgidesi ike n'ọkwa ha.
In major European football league matches played on Saturday, spectators and viewers around the world including in Nigeria were treated to all sorts of experience – good, bad and ugly.	N'egwuregwu European bọọlụ a na-eme na Satọde, ndị na-ekiri bọọlụ gburugburu ụwa gụnyere na Naịjiria bụ ndị e ji ụdị ahụmịhe niile - ihe ọma, ihe ọjọọ na nke jọrọ njọ were mesoo.
For example, in the widely followed English Premier League, table toppers – Liverpool – fought a resilient Crystal Palace team to walk away 2-1 winners at the end of 90 minutes to keep their title hopes alive.	Ọmụmaatụ, na mgbaso nke 'English Premier League' na-agbaso, ndị nke mbụ n'egwuregwu - Liverpool - lụrụ ọgụ na mgba ma were ọkpụ abụọ a sara naanị otu merie ndị Crystal Palace na njedebe nkeji iri itoolu iji nọgidesi ike n'ọkwa ha.
Goals from Sadio Mane and Roberto Firmino delivered the maximum points for Jurgen Klopp' side after Wilfried Zaha had scored an equaliser late in the second half.	Ọkpọ sitere n'aka Sadio Mane na Roberto Firmino nyere ndị Jurgen Klopp ogo kachasị elu mgbe Wilfried Zaha sachara n'ọkara nke abụọ.
In other parts of England, Leicester City where Nigeria's Wilfred Ndidi is an integral member of the team, thrashed Brighton & Hove Albion 2-0 courtesy of goals from Ayoze Perez and Jamie Vardy.	N’akụkụ ndị ọzọ nke England, Leicester City, ebe Wilfred Ndidi nke Naịjiria bụ onye otu ahụ, ji ọkpụ abụọ a sara otu merie Brighton & Hove Albion nke sitere n’aka Ayoze Perez na Jamie Vardy.
But it was a different story for Arsenal Football Club of London as their troubles on the pitch continued on Saturday after they were held to a draw at home by Southampton.	Mana ọ bụ akụkọ dị iche nyéré ndị Arsenal Football Club nke London ka nsogbu ha gara n'ihu n'ámá egwuregwu na Satọde mgbe ha na ndị Southampton e nyeghị onwe ha ọkpụ ka ha (Southampton) bịara be ha.
The result could have been worse for Unai Emery's side had the visitors converted all their chances inside the 18-yard box.	Rezọọtụ ahụ nwere ike ịka njọ n'akụkụ Unai Emery ma ọ bụrụ na ndị ọbịa ahụ gbanwere ohere ha niile n'ime '18-yard'.
It took the artistry of Alexandre Lacazette late in extra-time to score the equalising goal for Arsenal and grab a point for them.	O were Alexandre Lacazette oge iji gosi nkà ya n'obere oge e nyere iji mee ka ndị Arsenal sàá ọkpụ e nyere ha ma nweta akara.
Following the team's poor performance in recent times, Emery had come under intense pressure with many of the fans already losing faith in him and his ability to deliver long-awaited success after the departure of Arsene Wenger last season.	Ísò arụmọrụ adịghị mma nke otu ahụ n'oge ndị na-adịbeghị anya, Emery bụ onye a na-akwagide ebe ọtụtụ n'ime ndị na-eto ya enweghi okwukwe na ya na ikike ya iji mee nke ọma kemgbe Arsene Wenger pụrụchara.
In Spain and Italy, Barcelona and Juventus both ground out important wins away from home against Laganes and Atalanta respectively despite strong resistance from their opponents.	Na Spain na Italy, Barcelona na Juventus nwetara mmeri na mba ọzọ ebe ha meriri Laganes na Atalanta n'otu n'otu n'agbanyeghị nguzosi ike sitere n'aka ndị ha meriri. 
Goals from Luis Suarez and Arturo Vidal gave Barcelona a 2-1 win over the host team while a double from Gonzalo Higuain and one from Paulo Dybala saw Juventus come from behind to emerge victorious.	Ọkpụ sitere n'aka Luis Suarez na Arturo Vidal mere ka Barcelona jiri ọkpụ abụọ a sara otu (2-1) merie ndị otu egwuregwu ahụ ha gbara bọọlụ na be ha, ebe ọkpụ abụọ sitere n'aka Gonzalo Higuain na otu ọkpụ si n'aka Paulo Dybala mere ka ndị Juventus si n'azụ nweta mmeri.
Most top sides in Europe's biggest football leagues were all busy on Saturday as a result of the resumption of the Champions League and Europa League between Tuesday and Thursday.	Ọtụtụ otu egwuregwu bọọlụ kachasị na Europe niile enweghị oghere na Satọdee n'ihi mmalite nke Champions League na European League dị n'etiti Tuzdee na Tọzdee.
Magu Urges Corps Members To Shun Fraud	Magu na-agba ndị ji otu afọ efe ala nna ha ume ka ha zeere wayo
Magu said rather than engaging in criminal activities that will always lead to regret, youths should focus on building a beautiful future and corrupt-free Nigeria	Magu kwuru kama itinye aka na mpụ ndị ga-eduga n'ịkwa ụta, ndị ntorobịa kwesịrị ilekwasị anya n'iwuli ọdịnihu dị mma na Naịjiria nke na-enweghị nrụrụ aka.
Acting Chairman of the Economic and Financial Crimes Commission, Ibrahim Magu, has urged National Youth Service Corps members to shun acts of corruption especially cybercrime.	Onye na-arụ ka onyeisi oche Kọmitii na-ahụ maka ego na mmefu ego (Economic and Financial Crimes Commission), Ibrahim Magu, agbaala ndị otu ntorobịa ji otu afọ efe ala nna ha ume ka ha zeere omume nrụrụ aka ọkachasị mpụ saịba 'cyber'.
Magu made the call on Tuesday at the Lagos State NYSC Orientation camp, Iyana Ipaja, during a sensitisation lecture.	Magu kpọrọ oku ahụ na Tuzdee na kampụ ndị ji otu afọ efe ala nna ha (NYSC) dị n'Iyana Ipaja, Legoosụ steeti, n'oge okwu nkuzi.
Represented by Public Affairs Director, Lagos Office, Dolapo Adeniran, Magu said rather than engaging in criminal activities that will always lead to regret, youths should focus on building a beautiful future and corrupt-free Nigeria by upholding hard work, integrity and discipline.	Onye nọchiri anya ya bụ onye nlekọta ọha na eze n'ụlọ ọrụ dị na Legoosụ, Dolapo. Magu agbaala ndị otu ntorobịa ji otu afọ efe ala nna ha ume ka ha zeere omume nrụrụ aka ọkachasị mpụ saịba 'cyber'site n'ịkwado ọrụ siri ike, iguzosi ike n'ezi ihe na ịdọ aka ná ntị.
