eng	luo
Kenyan creatives, among them artistes suffered a huge blow brought forth by the pandemic.	Jo Kenya manie ohala mag tuke, moriwo jothum ne ochandore ahinya nikech pek mar masira Korona.
In his new year’s address, President Uhuru termed the entertainment industry a “critical plank of our economy” and promised to focus on it this year to revitalise the economy.	E twak ma ne Ker Uhuru ogolo higani, ne owacho ni ohala mar tuke “omako kama duong' e yore yuto mag pinywa” kendo ne osingo ni obiro neno ni higani ibiro sir ohendnigo mondo gichung' kendo.
He promised to have some legacy issues that have long plagued copyright holders resolved, and proposed to have all rights holders register on a National Rights Registry. 	Ne owacho ni obiro neno ni otiek ywaruok mosegabedo e wi kaka chik onego oti ne weg wende, kendo ne owacho ni jogo duto ma nigi ratiro mag wende ondik nyingegi e rijista ma ginyalo luongo ni National Rights Registry.
“To receive royalties, content service providers will be required to channel all payments of royalties through a single, centrally managed account at the Kenya Copyright Board,” Uhuru said, noting that this would ensure oversight by the regulator. 	Uhuru ne owacho ni, “Ibiro ketne kembe ma uso thumbe chik, ni pesa duto michulogi odhi e akaunt achiel mochung'ne gi Kenya Copyright Board, eka ichulogi pesagi.” Mano biro miyo onon kembe ma uso wende.
Part of the strategy entails improving the diagnosis of Leishmaniasis by developing new mapping, tracing and diagnostic tools.	Achiel kuom yore ma inyalo tigo e pimo tuo mar Leishmaniasis en ka watemo loso yo mar yude kama entie ka imanye gi yor map kod tiyo gi gik ma sani ma nyalo fwenye mapiyo.
In 2018 we recorded about 900 cases but that does not mean those were the only cases. 	E higa mar 2018 ne wandiko kit tuoni maromo ji  900. Kata kamano, ma ok onyiso ni mago kende e kwan mane ofwenyore.
We realized that there are more and more counties with the cases but they were being misdiagnosed as skin diseases. 	Ne wa fwenyo ni nitie sirikal momoko mag gwenge mang'eny mantie gi tuoni to ne giparo ni en tuo ma chamo pien dhano.
This strategy will help us to correctly determine all the areas which are prone to the disease.	Yo ma sani waluwoni biro konyowa ng'eyo kuonde ma tuo ni yudore e pinywa ka.
Leishmaniasis classified as a neglected tropical disease (NTD) is a parasitic disease that is found in parts of the tropics, caused by infection with Leishmania parasites, which are spread by the bite of a phlebotomine sandfly. 	Leishmaniasis en tuo ma yudore kunde ma otuo ma sirikal ok ose bedo ka ng'iyo maber. En tuo mar achuogra ma iyudo kuode ma otuo ahinya e Africa ma ikelo gi achuogra Leishmania ma medo landore nikech lwang'ni marach ma yudore kama kuoyo nitie.
The disease comes in two forms, visceral leishmaniasis (kala-azar) and cutaneous leishmaniasis.	Tuoni biro e yore ariyo ma Kisungu luongo ni visceral leishmaniasis (kala-azar) kod cutaneous leishmaniasis.
In 2014, it was decided by the world health assembly that countries establish programs to eliminate neglected tropical diseases.	E higa 2014, ne bura mar piny magima ma ngima weche mag ngima dhano - the World Health Assembly  ne ong'ado ni pinye mondo oket chenro mar tieko tuoche ma yudore e pinje ma otuo ma ok ose bet ka imiyo nonro maber.
According to Dr Joyce Onsongo, a representative from the World Health Organization, leishmaniasis is given priority in WHO policies, strategies and roadmaps.	Kaluwore gi wach Dr Joyce Onsongo, ma ochung' ne World Health Organization, leishmaniasis WHO oketo nyime e chenro mar gi.
"“Our target is that by 2025 we should be able to control morbidity by 75 per cent and 85 per cent in 2030 in the 13 endemic countries in Africa."" She said. ""We have partnerships in Kenya to enable us to achieve this and we will continue working with national and county governments."""	"“Wadwaro ni ka ochop 2025 owinjore ni wanyalo doko tuoche man e piny gi kwan maromo 75 ewi mia kendo 85 e higa mar 2030 e pinje 13 ma tuoche ngenyie e Africa."" Ne owacho kamano. ""Wan gi joma watiyo go e Kenya ma biro miyowa chopo gol ni kendo wabiro dhi nyime gi tiyo kod sirikal ma piny kod mamalo e loso yorego."""
Onsongo further appealed to all stakeholders to use the strategy as a tool to negotiate, advocate and monitor the elimination of leishmaniasis in order to achieve Universal Health Care.	Onsongo bende omedo jiwo jo kanyono mondo chenro man tie mondo kaka yoo ma ginyalo wuyo go kendo kendo matek mar neno ni tuo mar leishmaniasis orumo e piny mondo ji duto obed ni nyalo dak e yor ngima maber.
“Over the last decade, efforts have been undertaken to prevent, control and eliminate the disease. National and county governments take lead in implementing strategy,” said Dr Rashid Aman	"""E higni 10 ma ose kalo, nitie chenro ma ose bedo ka dhi nyime kuom kedo gi tuoni e yor genge, neno ni ok plandore kuonde mangeny kod tieke e piny.  Sirikal ma duong kod piny owacho mag kor ngenge ema neno ni chenro no odhi nyime,” Dr Rashid Aman ne owacho kamano."
Aman added that the implementation of the strategic plan will require a huge financial commitment of Sh2 billion for the next five years. 	Aman ne obedo wacho ni mondo chenro mar sirikal no mar kedo gi tuoni otimre maber pesa dwarore maromo million 2  e higni abich ma biro.
If you think being a workaholic is a badge of honour, think again. 	Ka ng'ato paro ni tich matek kelo pak to par diriyo.
The World Health Organisation (WHO) has warned that long working hours threatens life expectancy, risks strokes and heart-related diseases.	Riwruok mar piny magima ma iluongo ni World Health Organisation (WHO) ogolo siem ni tich kuom seche mang'eny nyalo ng'ado ngima dhano machiek, nyalo kelo tuo mar kul bat (stroke) kod tuoche adundo.
Let your bossy boss know that data from WHO and the International Labour Organisation (ILO) revealed that long working hours (more than 55 a week) led to 745,000 deaths from stroke and ischemic disease in 2016, a 29 per cent increase from 2000.	Omiyo ber ka jatend ni iongeyo ni nonro mar WHO kod riwruok mar jotich e piny mangima - International Labour Organisation (ILO) ne oyango ni tiyo mar seche mageny ma ohingo seche 55 e juma ne okelo dhoo mar dhano maromo 745,000 kuom tuo mar kul bat kata stroke kod tuo mar ischemic  e higa mar ma ne en bedruok  mar kwan dhano 29 e wi mia achiel mane obedo e higa 2000.
In its study, WHO concluded that working for 55 hours and more per week is associated with an estimated 35 per cent higher risk of stroke, and 17 per cent of dying from ischemic heart diseases, as compared to working between 35 and 40 hours a week.	E nonro margi, WHO ne ong'ado ni tiyo kuom seche ma oloyo seche 55 e juma achiel ema kelo 35 re wi mia mar tuo stroke kendo ji maromo 17  e wi mia bende thoo gi tuo mar adundo ka ipimo gi joma tiyo mar seche manyalo romo kind seche 35 kata 40 e juma.
Ischemic heart diseases are a result of an inadequate supply of oxygen and blood to heart muscles.	Tuoche mag adundo biro nikech nok mar muya ma iyweyo kod remo e leche mag adundo dhano.
Despite the increased number of health complications and deaths, more people are working longer hours globally and “this trend puts even more people at risk of work-related disability and early death,” cautions WHO, adding that the burden of work-related diseases is higher in men who account for 72 per cent of the deaths.	Kata obedo ni nitie bedruok mar tuoche kod thoo mangeny e piny, nenro wacho ni ji mangeny tiyo kuom seche mangeny e piny mangima kendo ngima machalo ka ma miyo ji mangeny nyalo yudo ngol kendo nyalo miyo gi dho chon ka pod gitedno” . WHO owacho kamano ka omedo ni joma thoo nikech tuoche ma okel gi tiyo mar seche mangeny ngeny kuon chuo ma nyalo romo kwan ji 72 e wi mia achiel.
WHO established that the Covid-19 pandemic saw many employees working longer than usual and that “teleworking has become the norm in many industries, often blurring the boundaries between home and work” besides massive layoffs seeing the few remaining working longer.	Riwruok mar piny mangima ma ng'iyo ngima dhano (WHO) ne ofwenyo ni tuo mar Covid-19 omiyo jotich mangeny tiyo kuom seche mang'eny ma ohingo tong' kendo sani tije ma itimo e yor sime ema koro kembe mangeny tiyo go; ma miyo fwenyo tong' matiyo ofisi kod tiyo dala bedo matek, ka waweyo wach mar ji ma ose riembi mageny ka tich ma omiyo jotich ma odong' matin tiyo kuom seche mageny.
Aman reports to work carrying a laptop bag, but no lunchbox inside. 	Aman dhi ga tich ka oting'o bag mar computa matin mar Laptop  to onge mifuko ma okete chiemo ma ichamo sa odiechieng'.
Lunchtime will see him trooping to a restaurant or the office cafeteria.	E seche ma ichamo chiemo mar odiechieng ' to inene ka odhi kar chiemo oko kata kama jotich chieme.
A woman, on the other hand, will carry hygiene products and spare shoes, but also snacks, fruit salad, a water bottle and home-cooked lunch.	Miyo moro to ting'o gik mag kelo ler, wuoch ma irwako ma onyalo loko ka tich kendo otingo' chiemo mayot ma obiro chamo  ma oted dala kod pii ma oting'o e chupa.
Why is it not logical for men to carry lunchboxes considering the prevailing harsh economic times yet it is healthier and cheaper?	Ang'o momiyo chuo ok ne ber mar ting'o mifuko mar lunch kaluwore ni ngima sani tek kendo ka wangiyo ni en chiemo maber kendo ma ok okaw pesa mang'eny?
Joseph Waithuki, a credit risk manager, says a lunchbox is impractical and cumbersome for a bachelor who doesn’t cook often and uses public transport due to that small matter of spilling the food and the attendant stress that causes.	Joseph Waithuki, jatelo ma miyo ji hola, wacho ni tingo chiemo ka ngato dhi tich ok en gima yot ahinya kuom ngat no ma pok onyombo ma ok ted ode pile kendo ma hidho matatu ka dhi tich nikech chiemo nyalo pukorene kendo paro ma tich ma kamano nyalo miyo ngato.
But the pandemic forced many to work from home, changing perceptions. “I would spend around Sh300 each day, a cost which can be avoided,” says Waithuki, adding lunchboxes are easier for those who drive as the cars accord them privacy and comfort.	Kata kamano, tuo mar Corona ochuno ji mangeny mar tiyo e udi ma sani loko pach ji kuom tich macahalo kamano.  “Ne atiyo gi shilling 300 pile , pesa mane ok owinjore oti,” Waithuki wacho kamano, ka omedo wacho ni tingo mifuko mar chamo chiemb saa auchiel nyalo bet mayot ne jogo ma dhi tich gi mitokni gi ma obet mos ma onge gima chando gi.
Henry Mwenda, a client delivery manager at a bank, says carrying packed lunch for him was during the early days of the pandemic when eateries were limited and fear of infection was high, but “I would otherwise never carry packed lunch,” he says, arguing it would interfere with his lifestyle. “Imagine going to the club with a lunchbox - it is such a no-no!” says Mwenda.	"Henry Mwenda, jago ma ochungne weche mag jongiewo e bank, wacho ni dhi gi chiemo ma ose tedi  e tich ne otimo diere ma tuo mar corona odonjo e piny sama ne otende mageny mag chiemo ne olor kendo ji ne oluoro yudo tuo mar korona no. ka ok mano,di ne ok atingo chiemo ka adhigo tich,” ne owacho kamano , ka otemo lero ni tingo chiemo no biro ketho ne kaka odwaro ni odagi. “Par ane kaka ngato nyalo dhi kar madho kuong' gi box mar chiemo - mano gima ok nyal timore."" Mwenda wacho kamano."
But carrying lunchboxes was normal for Kenyans who lived abroad.	Katakamano, tingo bocx mar lunch ne en gima yot the jo Kenya ma odak e pinje ma oko.
“In the States, offices have what they refer to as brown bag meeting rooms, also called lunch and learning lessons rooms, where colleagues enjoy their packed lunch as they engage in informal discussions at lunchtime,” says Andrew.*	“E piny jo America, ofise nigi kuonde ma giluongo ni kar romo mar jogo man gi Brown Bags, ma samoro bende iluongo ni kar chamo lunch kod somo. Magi e kama jotich chamo e lunch kod jowte gi ka gigoyo mbaka sama gidhiye gweyo mar chamo lunch,” Andrew wacho kamano.*
Victoria Muthoka, a wife and Law School student packs lunch for her husband who’s in manufacturing.	Victoria Muthoka, dhako ma onyuom kendo somo weche mag chike miyo chuore chiemo ma otedo e ot mondo odhigo tich ocham saa lunchd kaam gitiye ma giloso e gik ma iuso.
She includes vegetables, starch, fruit and a healthy beverage. 	Oketo ne chuore alot, chiemo makelo teko, olemo ma ichamo kendo gima imadho.
Eating homemade lunches has great benefits as such meals are healthier, safer, cheaper and balanced giving one “control of the food chain” including storage, says Faith Kariuki, a nutritionist at Afya Bora Nutrition and Wellness Centre. 	Chamo chiemo ma olos e ot kata dala nigi gik mabeyo ma okelo e del; onge gik maricho mageny ma oriwe go; ok okaw pesa mageny kendo otingo gik ma opogore ma miyo ngima dhano bedo maber ka luwore gi kaka okane” Faith Kariuki ma somo kaka ji onego chiemo ma tiyo kama iluongo ni Afya Bora Nutrition and Wellness Centre wacho kamano.
Though he was reluctant at first, he now rarely complains of stomach upset.	Kata obedo ni ndalo ma okuongo ne ok ihikore mar tingo chiemo ka oa go ot, tinde ok oja wacho ni iye ok ber kata ni muore.
She adds that city restaurants have limited choices. “If you want traditional vegetables with brown ugali, you either wouldn’t find it offered, or it would only be available for a limited amount of time.” 	Omedo wacho ni hotele man Nairobi onge gik mangeny ma ngato nyalo yiero mar chamo. “Ka idwaro a lot ma oa e ngweng' kod kuon ma rabuor mondo icham, ok ibi yudo ka otede; ka ok kamano, to ibiro yudo ni itede mana mar kinde matin” .
Besides, restaurants tend to overcook vegetables, whose vitamins and minerals are destroyed by light and heat, but with “a packed lunch you also have control over your choices of fats and oils. 	Ka iweyo mano, otende temo tedo a lot ma okadhore, ma gik ma kelo ber e del ma ose kedhi gi ler kod liet. To ka itingo lunch ma otedi e ot, inyalo yiero kit chiemo ma idwaro chamo.
Vegetable oils are much healthier than most fats used in hotel cooking.	Mo ma yudore e a lot ber gi del moloyo chiemo ma itedo e hotel.
Raphael Tuju was appointed Minister for Information and Tourism in the first Cabinet of former President Mwai Kibaki in 2003. 	Raphael Tuju ne oyier bedo minista mar fwambo kod weche ma kelo mwandu e Kenya e yor welo mabiro e piny ka e higa ma okuongo mar loch mar Ker Mwai Kibaki  mane ocjhakore higa 2003.
His assistant at the ministry was Beth Mugo.	Jalupne e migawo no ne en Beth Mugo.
Tuju, a renowned journalist, was no doubt a good fit for the role.	Tuju, ma osomo weche mag fwambo gi keyo ne ngama owinjore gi tich mane omiyeno.
An alumnus of the University of Leicester, United Kingdom, Tuju had in the late 1980s and early 1990s worked as a part-time television news anchor.	Tuju mane osomo University of Leicester, United Kingdom, e higni mag 1980 kod chak higni mag 1990 ne otiyo kaka achiel kuom jolendo e TV.
Besides, he had produced and directed several documentaries, television and radio commercials for international agencies, private sector bodies and public institutions. 	Ka iweyo mano, ne ogolo weche mageny mag fwambo kod keyo e TV kata radio ne kembe madongo man oko, kembe mag ji kod bede sirikal ma opogore opogore.
And he had been a columnist for local newspapers, particularly the East African Standard.	Osebet ka ondiko e oboke man Kenya ka ahinya e East African Standard.
Tuju’s professional background gave him first-hand experience of how critical media freedom was in a democratic and progressive society.	Bedo ni Tuju ne en achiel kuom joma osomo weche mag lwando weche ne omiyo ongeyo maber duong mar bedo gi thuolo mar wuoyo e weche ma chando jopiny.
It, therefore, did not come as a surprise that while he was at the helm of the Ministry of Information and Tourism, the Kibaki administration nurtured greater freedom of expression. 	Kuom mano ok en gima nyalo buogo ngato ni diere mane en e migawo mar Fwambo kod rwako welo e Kenya, loch Kibaki ne omiyo jo fwambo thuolo mar wuoyo e piny Kenya.
State House kept its hands off media content and tolerated criticism. Further, the voice of the civil society got louder than it had been before.	Od piny owacho maduong ma Ker odakie ne ok ochando jo fwambo kod keyo kendo jondiko ne inyalo wuoyo kuom piny owacho maonge ywaruolk mageny. Kendo jogo ma ngiyo ratiro mar dhano bende ne nigi duol e kenyya ka ahinya ma oloyo kinde mane ose kalo.
In a bid to have Kenya retain her position as the regional centre for international news, Tuju made liberalisation of the airwaves a priority of his ministry.	Mondo mi Kenya ne bedo kaka kama ji biroye wuoyo gi jopiny e East Africa, Tuju ne oneno ni jogo mane dwaro lwando weche e Kenya ka ne ni thuolo mar fwambo kod keyo maonge ywaruok gi sirikal.
Under the Kanu regime, privately-owned radio stations were only allowed to broadcast in limited spaces, but the State-owned Kenya Broadcasting Corporation (KBC) enjoyed unlimited airwaves access.	E loch mar KANU, kembe mane ji ochako ne ok oyiene gi lando weche mageny; en mana Kenya Broadcasting Corporation (KBC) ema ne nigi thuolo mar lendo gik mageny.
It was during Tuju’s time at the Ministry of Information and Tourism that vernacular radio stations began popping up in large numbers.	Ne en diere Tuju ka ne en minista mar Fwambo kod Welo Welo e piny Kenya ema ne radio stations mag dho udi ma opogre opogore ochako lendo e Kenya ka.
Privately-owned vernacular radio stations such as Kameme FM, which broadcasts in Gikuyu, Kass FM, which broadcasts in Kalenjin, and Ramogi FM, which broadcasts in Dholuo, among others came into existence.	Joland weche e dok ma opogore opogore e Radio machalo Kameme FM, ma lendo gi dho Kikuyu, Kass FM mar Kalenjin kod Radio Ramogi mar Jo-Luo kod ma moko ne ochakore.
Under Tuju’s leadership, the television sector also grew. 	E ndalo Tuju, udi mag television ne omedore e Kenya.
New players such Sayare TV (2004) and K24 (2007) arrived on the scene.	Kembe manyien machalo Sayare TV (2004) kod K24 (2007) ne ochaki.
In addition to other privately-owned television stations such as the Kenya Television Network (KTN), started in 1990, and Nation TV (NTV), started in 1999, the new players in the television sector offered Kenyans a range of sources of information in Kiswahili, Kenya’s lingua franca, English and other indigenous languages to choose from.	Ka omedore gi television stations mamoko ma ok mag piny owacho machalo  kaka Kenya Television Network (KTN), mane ochaki e higa 1990, Nation TV (NTV), mane ochakore 1999, kembe mag TV manyien go ne miyo jo Kenya weche e dhok Kiswahili, dho jo franca, English kod dhok kabila mmamoko mag jo rotenge ma ngato ohero kata ongeyo.
Print media, too, did well thanks to the media freedom occasioned by the change of guard.	Jo fwap weche mag ndiko bende ne odhi maber kaluwore gi telo manyien mar Raphael Tuju.
The two leading dailies, the Daily Nation and the East African Standard maintained their dominance of the Kenyan market.	Jo gazede ariyo madongo ma ongere mar jo Daily Nation kod East African Standard ne omedo bedo gi huma maduong e Kenya ka gin ema ji mangeny ngiewo gi.
But by the end of the first term of the Kibaki Presidency, the number of newspapers in the country had shot up to eight.	To ka ochop gik mar loch mar Ker Kibaki e tich ne ma okuongo, kwan gasede ne omedore e Kenya ma ochopo aboro.
Nation Media Group launched the Business Daily whose beat was finance and economic affairs. 	Nation Media Group ne ochako gazet manyien ma iluongo ni Business Daily mane ndiko weche mag pesa kod dongruolk mar piny.
Patrick Quarcoo’s The Star newspaper also came into existence around the same time.	Ngat ma iluongo ni Patrick Quarcoo bende ne ochako The Star Newspaper e diere mane Rapahel Tuju ne jatend migawo mar fwambo kod rwako welo e Kenya.
Aware of what potent tools media outlets are in the construction of a people’s popular culture, Tuju insisted that the local media creates room for local content. 	Nikech Tuju ne ongeyo ka jo lendo nyalo gero kit ngima jopiny, Tuju ne okone jo fwambo kod keyo ni nyaka gi ne ni weche mag jo Kenya bende omi thuolo e lendo magi.
On August 8, 2003, Tuju announced that from January 1, 2004, local television stations would be required to broadcast a minimum of 20 per cent local content. 	Tarik  8 dwe mar Aboro 2003, Tuju ne olando ni jo fwambo kod keyo man Kenya (TVs) ibiro dwar ni mondo ka ochopo tarik 1.1.2004, mondo obed ni lando ma ok tin ne 20 mag weche matimore e Kenya.
For radio stations, he set the ratio at 30 per cent. Tuju’s directive was not successfully executed then. 	Ne jo Radio, ne okone gi ni nyaka gine ni gilando weche ma jo Kenya timo maromo saja 30 e wi mia. Kata kamano, chik mane Tuju ogolo no ok ne otigo kaka dwarore e ndalo go.
It, however, brought the subject of suitability of media content to the national discourse table.	Kata obedo ni mago ne ok otimore e seche go, jo Kenya ne ochako wuoyo e ber mar chike mane Tuju ogolo go.
As the Minister for Information and Tourism, Tuju took Kenya’s image redemption campaign to the global arena.	Kaka jatend migawo mar fwambo kod rwako welo e Kenya, Tuju ne otero weche Kenya e piny mangima.
Fed up of what in media parlance is called bad press, Tuju attempted to take Kenya’s broadcasting voice to the United Kingdom. 	Ka ok omor gi mying marach mane Kenya nigo e yore mag fwambo kod keyo weche, Tuju ne otero wach Kenya e piny wasungu mar British.
His intention was to reverse the 50-year one-way broadcasting regime that Kenya and Britain had maintained. 	Gima ne odwaro maduong ne en kaka onyalo loko kaka jo Britain kod Kenya ne ose bet lwando weche kuom higni 50 mane ose kalo.
In November 2003, Tuju and Wachira Waruru, then the head of the KBC, visited London to apply for an FM radio station licence to enable KBC to be heard in the UK.	E dwe mar apar ga achiel 2003, Tuju kod Wachira Waruru, mane jatend KBC diere go ne odhi Britain kwayo barua mar yawo Radio station e piny no mar lando weche mag KBC.
The FM station, in Tuju’s view, would offer an alternative voice to that of the British Broadcasting Corporation (BBC).	Ka luwore gi paro mar Tuju, Radio Station mar KBC no ne biro miyo jo Britain thuolo mar yudo weche ma olandi gi station ma opogore gi British Broadcasting Corporation (BBC).
Tuju argued that unlike the BBC, the Kenya-owned FM radio station would give Kenya unbiased media coverage. 	Tuju ne neno ni KBC ne biro lando weche jo Kenya maber ma oloyo BBC.
It turned out that British broadcasting laws only allowed European companies to run radio stations in Britain.	Ne gi bedo kod buok ni chike mag jo Britain oyiene mana kembe mag jo pinje mag wasungu man Europe yawo station mar Radio e piny mar Britain no.
Besides, at the time all the licences for the London FM spectrum were booked up to 2010.	Ka iweyo mano, seche duto tee ne okonegi ni chiwo barua mar yawo Radio Station ne ok nyal timore nyaka higa mar 2010 nikech ne nitie jogo mane ose ose mi thuolo no.
Even though the law has since changed and non-nationals can now apply for licences and run FM stations in the UK, the challenge of limited FM spectrum persists.	Kata obedo ni sani chike ne ose loki ma yiene joma oa e pinje mamoko mondo oyaw Radio Station e Britain, yudo thuolo ma Radio station manyien nyalo tiyo go pod tek.
Tuju’s fight against the bad press Kenya was getting in the wake of Al Qaeda terrorist attacks was boosted by the fact that it enjoyed the support of Kenyans.	Kedo mane Tuju okedo go gi huma marach mane Kenya obedo go e diere wach Al Qaeda mane ketho gik moko e Kenya ne oung lwedo gi jo Kenya duto.
As a result, Kenya’s tourism industry, the third largest foreign exchange earner in the country, had lost $125 million (Sh13.5 billion) since the 1998 US Embassy bomb attack in Nairobi. 	Nikech huma marach no, welo mane biro Kenya mame kelo ne jo Kenya nwengo mageny mar adek mag pesa ma oa oko, ne owito pesa maromo milion 13.5 chakre higa 1998 mane go US Embassy gi bomb ei Nairobi.
Immediately after the attack, European and American authorities released travel advisories to their citizenry citing Kenya as an unsafe destination. 	Bang ma timre, pinje mag wasungu ma Europe kod America ne olando ne joge gi ni ok ber ka gibiro Kenya nikech nitie jo jore ma nego ji.
The situation had been aggravated by the ban of UK flights to Nairobi and Mombasa by the British government in May 2003. 	Weche ne obedo bedo matek kane jo UK ne oloro huyo mar ndeke gi ma biro Kenya mane piyo Nairobi kod Mombasa e dwe mar Abich 2003.
The ban was anchored on the fear of terrorist attacks on western targets.	Loro no ne otimore nikech wasungu ne oluor ni joge gi ibiro negi gi jo njorego man Kenya.
After his bid to establish an FM station in the UK flopped, Tuju changed tack. 	Bang ka ne ok omedo gi thuolo mar yawo Radio station Britain, Tuju ne oloko paro mar tich.
He made a series of appearances on international radio and television stations. 	Ne otemo wuoyo e Radio kod TV mag pinje man ooko.
Tuju gave one message at each of the talk shows.	Tuju ne lando mana wach achiel e station ka station mane owuoye go.
He informed the world that even though Nairobi was concerned about the terrorism threat, it had taken all the necessary precautions. 	Ne olando ne ji piny mangima ni kata obedo ni Nairobi ne ok mor gi weche mag jo njore man Kenya go, piny owacho ma Kenya ne ose kawo atua mar neno ni ji odak gi kwe.
He emphasised that Kenya was not any more vulnerable to terrorist attacks than other tourist destinations.	Ne omedo lando ni Kenya koro ok ni marach ahinya korka weche ma jo njorore maloyo kunde mamoko ma wasungu dhiye.
Tuju’s crusade paid off. 	Kinda mar Tuju ne okelo lokruok e piny Kenya.
The UK lifted the Nairobi and Mombasa flight ban.	Jo UK ne koro oyiene ndeke gi mondo obi Nairobi kod Mombasa.
He served Kibaki’s administration as the Information and Tourism Minister until 2005.	Tuju ne obedo kaka jatend fwambo kod welo ma biro Kenya e diere loch Ker Mwai Kibaki nyaka higa mar 2005.
His later stint in the Cabinet had much to do with the convulsions that engulfed Narc in the lead up to the 2005 referendum.	Tije ma ogik e bedo e sirikal ne obedo gi weche mageny e diere ma riwruok mar NARC ne dhi bedo gi goyo ombulu mar ngeyo pach jopiny e chike manyien - referendum - mane otimore higa 2005.
Within months of clinching power, cracks emerged in the coalition.	Bange dweche matin ka ne NARC oyudo loch, okak ne ochako bede e kind jo tend riwruok mar siasano mane oloso sirikal.
These cracks assumed the form of a Kibaki-Raila Odinga power-sharing tussle. 	Ywaruok ne obede e kind Kibaki kod Raila Odinga kaka ginyalo tiyo kanyakla.
Odinga claimed that his party and Kibaki’s had signed a pre-election Memorandum of Understanding (MoU) that spelt out how they would share power after winning elections. 	Odinga ne owacho ni chama mare kod chama mar Kibaki ne obedo gi winjruok ma ondiki kuom kaka ne gibiro tiyo e sirikal kane gise yudo loch bang goyo ombulu.
The MoU supposedly stipulated a 50-50 power sharing formula between Kibaki’s and Odinga’s parties.	Winjruok gi no ne owacho ni gibiro pogo lemo gi e diere (50-50) e kind chama mag gi mag siasa go.
Jubilee Party head of secretariat Raphael Tuju reminds himself how to use a camera before addressing the press at Elementaita country lodge in Nakuru on November 13, 2016	Jatend Jubilee Party ma en Raphael Tuju temo paro kaka ngato owinjore oti gi picha ka pok owuoyo gi jo fwambo kod keyo e kar nindo mar Elementaita e ngeng' ma Nakuru tarik 13.11.2016
Kibaki never disowned the existence of the MoU.	Kibaki ok ne owuok oko mar kwedo mar mar winjruok mane gibedo go gi Raila Odinga (MoU).
His position, however, was that the MoU was limited to Cabinet slots. 	Gima ne owacho en ni MOU ne owuoyo mana kaka ne gibiro pogo tije mag jotend migepe.
He disagreed with Odinga’s demand that the MoU extended to the civil service. 	Ne ok oyie gi Odinga ni MOU ne owuye kaka ibiro ndik ji tich e piny owacho.
Odinga and his supporters wanted the MoU to overlap to government jobs, diplomatic appointments, State corporations and security services.	Joge Odinga ne dwaro ni wach mar winjruok no obedi e ndiko ji e sirikal, joma ioro tiyo e pinje ma oko kaka ambassodors, joma tiyo e bede sirikal ma opogore opogore kod joma tiyo e migawo mar rito ngima kod mwandu mar Kenya.
The Kibaki-Odinga feud caused divisions in Kibaki’s first Cabinet.	Lweny mane obedo e kind Kibaki kod Odinga ne okelo pogruok e od bura maduong e sirikal mar jotend migawo ma iluongo ni Cabinet mane Kibaki oloso.
It was in this scenario that Tuju, and former vice presidents Moody Awori and George Saitoti switched allegiance to Kibaki.	En e diere ni ma Tuju kod jalup Ker machon Moody Awori kachiel gi George Saitoti ne olokere odok kor ka Kibaki.
The gap between Odinga’s camp and Kibaki’s was further widened by their divergent stances on constitutional reforms. 	Pogruok mane omedo e kind Odinga kod Kibaki ne omedore kaluwore gi pogruok mane gibedo go e wach mar loko chike mag Kenya.
Odinga’s faction used the 2005 proposed Constitution referendum to get even with Kibaki. 	Joge Odinga ne otiyo gi wach mar goyo ombulu mar loko chike mane otimore higa 2005 mondo gi ked gi joge Kibaki.
They rallied their supporters to reject the proposed Constitution. 	Ne giwuoyo gi johera gi mondo kik kal chike mane joge Kibaki dwaro ni mondo obedi e Kenya diere goyo ombulu mar referundum mane otimore higa mar 2005.
Odinga and his supporters wanted an autonomous premier with a ceremonial president while Kibaki and his supporters wanted the opposite of this arrangement. 	Odinga kod joge ne ne dwaro Prime Minster man gi teko mar rito sirikal ka gitiyo gi President mateko ne odok chien. Ma wach mane okwedi gi joge Kibaki kane gin gidwaro ni President obed gi teko mangeny ma ohingo Prime Minister.
The government lost the referendum.	Sirikal ne oyombi e ombulu mar referendum mane owinjore olok chike Kenya.
A day after the government lost the plebiscite something historical happened. 	Mana bang odiechieng achiel ka piny owacho ne oyombi e kura mar referundum no gimoro ne otimore e Kenya.
Kibaki fired his Cabinet save for Vice President Awori and Attorney General Amos Wako. 	Kibaki ne oriembo jotend migepe (ministers) mak mana jalup Ker Moodi Awori kod jatend chike (Attorney General) Amos Wako.
In his terse message to Kenyans, Kibaki clarified that the referendum results had prompted him to reshuffle his ministers and assistant ministers for harmony and efficient service delivery to the people.	E barua mane ooro ne jo fwambo, Ker kibaki ne olero ne jopiny ni duoko mar kura mar referendum no omiyo oneno ni okel lokruok kuom ministers mage kod jolup gi mondo ket joma nyalo tiyo kanyakla ne jo Kenya.
