eng	nya
But Byron Zamasiya of the Zimbabwe Environmental Law Association says Mnangagwa was genuine in his COP26 address about fighting deforestation caused by need for energy. 	Koma Byron Zamasiya wa bungwe la Zimbabwe Enviromental Law Association anati Mnangagwa  ananena zoona  mukulankhura kwaku ku COP26 zakulimbana ndikuononga chilengedwe komwe akupangitsa iwo ofuna Mphavu.
"So, the issue of fighting deforestation is a key ingredient for addressing greenhouse gas emissions for Zimbabwe. The trees act as a carbon sink since they absorb carbon dioxide, which is a major cause of global warming. What we may want as a country is to make available alternative sources of energy, especially for the rural communities who rely on wood fuel and account for the major part of deforestation. We may also need to promote intensive farming methods as opposed to extensive farming methods that require bigger fields and the clearing of new forests for fields," Zamasiya said. 	Ndiye nkhani yolimbana ndi kuononga chilengedwe ndyofunikira kumaikamo pamene pakuyankhulidwa za malo achilengedweochotsa mpweya oipa mulengalenga ku zimbabwe. Mitengo imagwira ntchito yoyamwa mpweya ndipoimayamwa mpweya owonongeka, omwe ndioyambitsa kwambiri kuonongeka kwa mpweya wamulengalenga. Chomwe tingafune ngati dziko ndikupeza njira ina yopezera mpamvu, makamaka kumamidzi komwe amadalira mkhuni ndipo zimaonjezre gawo lalikulu ku kuononga chilengedwe. tikuyeneranso kulimbikitsa maulimi ang'ono ang'ono omwe amasiyanda ndi ulumi akulu akulu omwe amafuna mindi yaukulu ndikulambula maro ankhalando akulu kuti pakhale minda, Anatero Zamasiya.
The Environmental Management Agency in Zimbabwe has been fining people caught cutting or burning forests. But so far, that hasnt stopped the trees from coming down. 	Bungwe la Enviromental Management Agency ku Zimbabwe lakhala likulipilitsa chindapusa anthu omwe amagwidwa akudura komanso kuyatsa nkhalango.  Koma pakanali pano izi sizinaimitse kuduliwa kwa mitengo.
	
	
Zimbabwe Starts Vaccinating Teens Against COVID-19  	Zimbabwe yayamba katemera wa ana achisodera.
President Emmerson Mnangagwa's government has announced it is starting to vaccinate Zimbabwes teenagers over the age of 16 against COVID-19, which has claimed nearly 5,000 lives and infected 13,000 in the country. Public health experts welcome the move. 	Boma la mtsongoleri Emmerson Mnangagwa lalengeza kuti likuyambakatemera wa ana achisodzera aku zimbabwe opyola zaka  16 polimbana ndi COVI19, yemwe watenga miyoyo pafupifupi 5,000 ndikukhudza anthu 13,000 mudziko, akatswiri owona zachipatara agwilizana nayo ndondomekoyi.
Zimbabwes acting Health and Child Care Minister Amon Murwira told journalists late Monday that the country had so far managed to vaccinate 38% of the population. 	Wapampando ogwirizira zaumoyo komanso chisamaliro cha ana ku zimbabwe  Amon Murwira anauza mtola nkhani Lolemba lapitali kuti pakadali pano dziko lakwani kupeleka katemera 38%  pachikgawo cha anthu.
He then announced the recommendation regarding those over the age of 16. 	Ndipo iye analengeza zoyenelera ktuengera iwo opyora zaka 16.
"Based on the available scientific data in line with the Medicines Control Authority of Zimbabwe guide, the specialist pediatricians have recommended a vaccination of the 16 to 17 years age group with the Sinovac COVID19 vaccine," said Murwira. 	Motengera ndi kaundunra wa azachipatara molingana ndi a Medecines Control Authority of Zimbabwe  guide, katswiri owona zachipatara makamaka ku ana anavomeleza kulandira katemera kwa gulu lazaka 16 mpaka 17 ndi katemera wa  sinovac COVID 19, " Anatero  Murwira.
"The protocol of the younger age groups is still under consideration. The ministry wishes to advise the public that COVID19 vaccination of the 16 to 17 years age groups has been approved. The government of Zimbabwe through the Ministry of Health and Childcare is determined that Zimbabwe achieves herd immunity by end December 2021," he added. 	Dongosolo la gulu la ana azaka zachichepeleri linakaunikilidwabe. Unduna wafuna udziwitse anthu za katemera wa COVID19  yemwe akupelekedwa kwa  gulu la anthu azaka 16 mpaka 17 anavomelezedwa. Boma la dziko Zimbabwe kudzera  ku unduna wa zachipatala komanso chisamaliro cha ana ukuonetsetsa kuti Zimbabwe ikwaniritse kufikira aliyense ndikatemera pofika kumamaliziro a mwezi wa december  2021, " Iye anaonjezera.
Dr. Norman Matara, the head of Zimbabwe Association for Doctors for Human Rights, is hopeful the move would increase the number of people getting vaccinated and will push the country further to achieving head immunity. 	Dr, Norman Marata mkulu wa  Zimbabwe Association fro Doctor for Human Rights,  ali ndichiyembekezo kuti dongosolori lichilutsa numbala ya anthu omwe abayitse katemera ndipo zithandizira kuti dziko lipite patsogolo kukwanitsa cholinga chopeleka katemera kwa aliyense.
"This is a welcome move, but we just hope that the vaccine will continue to be voluntary and that these teenagers will not be mandated to get vaccines in schools and colleges. But people should just continue to voluntarily get the vaccines," he said. 	Iyi ndi njira yabwino,  koma tikukhulipilira kuti katemerayu apitilira kukhara waulele ndipo ana achisodzerawa sakakamizidwa kulandira katemera ku sukulu komanso ku sukulu zaukachenjede. Koma anthu apitilira kulandira katemera mwaufulu, " Iye anatero.
Itai Rusike, head of nonprofit Community Working Group on Health in Zimbabwe, commended the government for the announcement as it helps the country reach its target of vaccinating at least 10 million Zimbabweans — or 60% of the population — by the end of the year. 	Itai Rusike, mkuli  wa bungwe longothandiza la  Community Working Group on Health in Zimbabwe, anayamikira boma polengeza  zomwe zatahndiza dziko kufikira mulingo wake opeleka katemera kwa anthu akuzimbabwe mafupifupi 10 miliyoni kapena kuti 60% ya anthu  pakutha kwa chaka.
"This is important in order to prevent the teenagers from COVID-19 infections, hospitalizations and even death, especially from the looming threat of the new delta variant. It is also important that the school health coordinators are equipped with the necessary COVID-19 vaccine literacy so that they can then assist in educating the students, the teachers and support staff on the importance of getting vaccinated. It is also important that the community leaders should play a critical role in being our COVID-19 champions and ambassadors so that they can encourage the parents and the children within their communities to embrace the vaccines," said Rusike. 	Izi ndizofunikira pofuna kuteteza  ana achisodzera ku kukhudzidwa ndi COVID 19 , kugonekedwa muchipatala ngakhale kuimfa, makamaka  posapeleka mpata melili oopsa wa delta variant.  Ndichinthu chofunikiranso kuti azaumoyo oyang'anira mma sukulu adzazidwa bwino ndimaphunziro ofunikira  a katemera wa COVID 19 kuti atha kuthandizira kuphunzitsa ana asukulu, aphunzitsi  ndi ena othandizira pa kufunikira kolandira katemera. ndizofunikilanso kuti atsogoleli amaderakuti khale akatstwiri otenga gawo lovutitsitsa pa COVID19 ndikukharanso oimilira kuti atha kulimbikitsa makolo ndi ana mmadera mwawo polandira katemera, " Anatero Rusike.
Zimbabwe has fully inoculated just above 2.6 million people since February when it began its vaccination program to contain the COVID-19 pandemic. 	Zimbabwe yapeleka katemera yense kw anthu oposera 2.6 miliyoni kuchokera feburuary pomwe anayamba dongosolo yothana ndi mulili wa COVID-19.
	
	
Zimbabwe President Mnangagwa to Attend COP26 Conference 	Mtsogoleli wadziko la Zimbabwe  akakhaka nawo pa msokhano wa COP26
Zimbabwe President Emmerson Mnangagwa says he will attend COP26, becoming the first Zimbabwe leader to visit the United Kingdom since Zimbabwe was accused of human rights abuses and election rigging. Mnangagwa also said a U.N. rapporteur had proved his government was right about the sanctions issue. 	Mtsogoleli w dziko la zimbabwe Emmeron Mnangagwa  wati akapezeka ku COP26,   akhala mtsogoleli oyamba wa zdiko la Zimbabwe kuyendera dziko la United Kingdom kuchokera nthawi yomwe Zimbabwe inatsutsa  nkhani zophwanya  ufulu wa anthu komanso kubela kwa zisankho, MNngagwa anatinso  U.N rapporteur  kuti boma lake  linapanga zoyenera zokhudza mulandu wazisankho.
Winding up an annual conference of the ruling ZANU-PF party Saturday in Bindura, 80 kilometers north of Zimbabwes capital, Mnangagwa said he was looking forward to attending the 2021 United Nations Climate Change Conference, known as COP26, in Scotland, which begins Sunday. 	Pomalizitsa msonkhano wa pachaka wa chipani cholamula cha ZANU-PF Loweluka ku Bindura, mtonda otalika 80 kilomitazi  kumpoto kwa zinda waukulu wa Zimbabwe, Mnangagwa anati akuyembekezeranso kudzakhala nawo pamsonkhano mu chaka cha 2021 United Climate  Change Conference, omwe umadziwika kuti COP26, ku Scotland, omwe ukuyamba Lamulungu.
"I wish to inform the conference that tomorrow morning (Sunday) I travel to Glasgow, United Kingdom, after over two decades have passed without Zimbabwe leadership going to United Kingdom. I have been invited by [British Prime Minister] Boris Johnson, and [he] has indicated he might meet me; one on one, as well as other leaders like India prime minister and others, we are meeting them," he said. 	"Ndimfuna ndizdiwitse pamkumanowu kuti mawa mammawa(Lmulungu) ndikupita ku Glasgow, United Kingdom, patantha  ndikudutsa zaka zoposera makumi awiri Utsogoleri wa Zimbabwe osapita ku United Kingdom. Ndaitanidwa ndi Nduna yaku Boris Johnson ndipo wauonetsa kuti titha kakumana maso ndi maso, chimodzi modzinso azitsogolieri ena ngati nduna yaku India andi enanso, tikukuman nawo, Anatero.
Mnangagwa also said he was happy about a report by U.N. Special Rapporteur Alena Douhan after a two-week visit to Zimbabwe. The Belarus national urged the U.S. and other Western governments to lift sanctions they imposed on Zimbabwe nearly two decades ago and for alleged election-rigging and human rights abuses. 	Mnangagw anatinso anali okondwa  ndizomwe anayankhura a U.N. Special Rapporteur Alena Douhanatakayendera dziko la Zimbabwe kwa masabata awiri. Dziko la Belarus yapepha  U.S  ndi maiko ena azungu kuti achotse chilango chomwe anane kwa Zimbabwe  pafupifipi dzaka makumi awiri zapitazo pakubera zisankho komanso kuphwanya maufulu a anthu.
"We as government, we as ZANU-PF, have been vindicated by the report released by the United Nations special rapporteur. We should congratulate ourselves. We have never been wrong, and we shall continue always being right. Those who have been found outside the law should reckon their position," Mnangagwa said. 	Ife ngati boma, Ife ngati ZANU-PF,  tinakutira ndi zomwe anapeza ndikutulutsa akatswiri a atolankhani a United Nations, tikuyenera kuziyamikira tokha. Sitinalakwitsepo, ndipo tizapitiliza kukhara ochita zolondolra. Iowo omwe apezeka akuphwanja lamulo akuyenera atule pansi maudindo awo, ' anatero Mnangagwa.
But in an audio statement released by the U.S. Embassy in Harare, U.S. Ambassador to the United Nations Linda Thomas-Greenfield said sanctions on Zimbabwes leadership were not hurting ordinary citizens. 	Koma mau otepedwa omwe anatulutsidwa  ku nyumba youanganira mbadzwa zaku U.S ku Harare, Kazembe wa U.S ku United Nation Linda Thomas Greenfield anati chilango cha atsogoleri aku Zimbabwe   sichimapweteka  mbadwa zawamba.
"Our sanctions target individuals and institutions that are committing human rights violations. And we make every effort to ensure those sanctions do not impact the people. What is happening in Zimbabwe is a result of bad policies in Zimbabwe. What is happening in Zimbabwe is a consequence of their leadership. It is not a consequence of our sanctions, and we will always resist any criticism that says our sanctions are impacting people unfairly. We are criticized by the government [of Zimbabwe] for these actions because they know they are responsible for these actions. I regret that the special rapporteur decided to put this in [her] report," Thomas-Greenfield said. 	Chilango chathu chikulundika pa munthu komanso mabungwe omwe  anapalamula mulandu ophwanya ufulu wa anthu. Ndipo tikuyesetsa mbali ina iliyonse kuti chilango ichi chisakhudze anthu. Zomwe zikuchitika ku Zimbabwe ndizotsatira za mfundo zoipa zomwezinakhazikitsidwa ku zimbabwe.Zomwe zikuchitika ku Zimbabwe nsizotsatira zautsogoleri wawo. Sizotsatira zachilango chathu, ndipo tizapitiliza kukana kutsutsidwa kwina kulikonse kuti chilango chanthu chikuikidwa pa anthu mosayenera. Izi timatsutsidwa nazo ndi boma la Zimbabwe chifukwa amadziwa kuti vuto ndi iwowo pa zimenezi. Ndi zokhudza kuti mtolankhani wa paderedera anasankha kuyika izi mu uthenga wake womwe analemba," anatero Thoams Greenfield.
The European Union imposed travel and financial sanctions on then-Zimbabwean president Robert Mugabe and his allies in 2002, in response to reports of election-rigging and human rights. The U.S. followed suit with sanctions in 2003. 	Bungwe la European Union  anaika mokakamiza ziletso za mayendedwe ndi chuma pa mtsogoleri wa dziko la Zimbabwe wa nthawi imeneyo, a Robert Mugabe ndi ogwirizana nawo mu chaka cha 2002 potsatana ndi kubeledwa kwa zisankho komanso ma ufulu wa obadwa nawo. Mgwilizano wa mayikp pthedwa U.S onachita chimodzimodzi mu chaka cha 2003.
Earlier this week, in separate statements, the U.S., Britain and the European Union said Zimbabwes economy was suffering, not because of sanctions but because of corruption and government mismanagement of the countrys resources. 	Kumayambiliro a sabata ino, mgwilizano wa mayiko wa U.S, Britain komanso bungwe la European Union mu mauthenga osiyana anati chumacha dziko la Zimbabwe chimavutika osati chifukwa cha ziletsozo koma chifukwa cha ziphuphu komanso kukanika kugwiritsa ntchito chuma cha dzikolo ndi boma.
	
	
Zimbabwean Liberation War Vets Released After Protesting Low Pensions  	Asilikali akale omwe anamenya nawo nkhondo ya Zimbabwean Liberation War amasulidwa atatha kupanga zionetsero pa kuchepa kwa ndalama za peshoni
A court in Zimbabwe Friday ordered the release of about 40 veterans of the nations 1970s independence war, four days after they tried to petition President Emmerson Mnangagwa about their low monthly pension. 	Bwalo la milandu ku Zimbabwe la chisanu linalamula kumasulidwa kwa asilikali akale okwana pafupifupi 40 omwe anamenya nawo nkhondo yomenyera ufuluodziimira pa okha mu chaka cha 1970, patatha masiku anayi akuyesera kupeleka madando awo kwa mtosgoleriwa dzikolo Emmerson Mnangagwa pa nkhani yokhudzana ndi kuchepa kwa ndalama za peshoni.
Their lawyers accuse the government of infringing on citizens right to demonstrate, particularly those who opposed President Mnangagwas rule. 	Owayimilira pa mlandu pa mlanduwu ananeneza boma pa mlandu wapondereza ufulu wa mzika zadzikolo wa kuchita zionetsero, makamaka iwo omwe anatsutsana ndi lamulo la mtsogoleri wa dziko Mnangagwa.
War veterans chatted outside the courtroom Friday after Magistrate Barbra Mateko ordered their release on about $40 bail. They were arrested Monday while trying to go to Mnangagwas office to ask for a review of their less than $100 monthly pension. 	Nkhalakale zpa nkhondozi anacheza panja pa bwalo la milandu la chisanu pamene oweruza otchedwa magistrate Babra Mateko analamula kumasulidwa atapeleka ndalama za chikole choyendera milandu cha $40. Iwo anamangidwa lolemba pamene amaeyesera kupita ku mao ogwilira ntchito a Mnangagwa kukafunsa ngati angakonze  pa ndalama yosakwana $100 pa mwezi a peshoni
Paidamoyo Saurombe, from Zimbabwe Lawyers for Human Rights, spoke to VOA after he secured the war veterans release on bail. 	Paidamoyo Saurombe wochokera ku bungwe lo oimilira milandu la Zimbabwe Lawyers for Human Rights anayankhura ndI VOA atawapezetsa a nkhalakale pa nkhondowa kumasulidwa koyendera mlandu.
"Its not a crime to demonstrate in Zimbabwe, its not a crime to petition. Its actually provided for by the constitution," Saurombe said. "So in anything that has to be done, it has to be done in those ambits of the constitution or in those constitutional provisions. And our clients were following constitutional provisions, so to say they committed a crime it would rather be absurd." 	"Kupanga zionetsero ku Zimbabwe si mlandu, simlandu kupeleka madando. Makamakanso malamulo aakulu mdzikoamalora kutero," anatero Saurombe."Tsono pa chilichonse chomwe chingachitike zikuyenera kukhala mu malire oyikidwa ndi lamulo lalikululi(constitution) kapena zomwe zili zololedwa ndi lamuloli. Komanso omwe tikuwaimilira amatsatira zomwe lamulo la dziko limaloleza, choncho kunena kuti anapalamura mlandu zitha kukhala zosamveka.
The veterans are expected to go on trial next month. The offense of "breaching the peace," which they face, has an option of a fine if they are convicted. 	Nkhalakalezi zikuyembekezeka kukaonekera ku bwalo la milandu kukayankha mlandu mwezi wa mawa. Malndu wa "kusokoneza mtendere ," womwe akuyankha aloi ndi mwayi opeleka choindapusa akapezeka olakwa pa mladuwu.
Addressing senior members of the ruling ZANU-PF party Friday in Bindura, about 80 kilometers north of Harare, President Mnangagwa said the war veterans had broken protocol. 	Powayankhura akuluakulu a chipani cholamura cha ZANU-PF lachisanu ku Bindura, pafupifupi ma kilomita 80 ku mpoto kwa Harare, Mtsogoleri wa dziko Mnangagwa anati nkhalakale za nkhondozi sanatsate dongososlo loyenera.
"Various initiatives have been implemented to improve the dignity, welfare and economic empowerment of veterans of the liberation struggle and dependence of the heroes," Mnangagwa said. "But I urge the war veterans to use procedures in the party, not outside the party.Their rich ideological grounding should galvanize the principle of patriotism in the hearts and minds of cadres and embolden them in their efforts to ensure that ZANU-PF remains the party of choice which wholeheartedly serves the people." 	Bntchito zosiyanasiyana zakhazikitsidwa pofuna kupititsa patsogolo ulemu, chisamaliro komanso kuchita bwino pa chuma cha a nkhalakalewa pa mavuto aku masulidwa komanso podalira kwa ngwazizi," Mnangagwa anatero. "Koma ndikulimbikitsa nkhalakalezi kugwilitsa ndondomeko zoyenera mu chipanichi,osati panja pa chipanichi. Mfundo zawo zozama zithandizire kumangilira mfundo ya kukonda dziko lawo mu mitma ndi malingaliro awo ndikuwalemba mukuyesetsa kuti chipani cha ZANU-PF chipitilire kukhala chipani chosankhika chomwe chimatumikira anthu ake ndi mtima wonse
At the court, one of the war veterans, who identified himself as Cde Tendai, said he was relieved his colleagues had been granted bail because some of them have chronic conditions. 	Ku bwalo la milandu,mmodzi mwa ankhalakalewa yemwe anazitchura Cde Tendai,anati iye mtima wake unatsika pansi atamva kuti amzake atulutsidwa pa belo chifukwa ena mwa iwo ali ndi matenda akabwerebwere
"We were concerned by their health," Tendai said. "We feared that some of them may have died because most war veterans are stressed by so many things. We were surprised by their arrests. We were not violent, we respect the rule of law and our government. The only issue was: we want to petition since we are getting very little money considering how life is difficult." 	"Timakhudzika chifukwa cha thanzi lawo," anatero Tendai. "Tinali ndimantha kuti ena athakumwalira poti ankhalekale ambili ali ndi ziphinjo zambili. Tinadabwandi kumangidwa kwawo . Sitinapange ziwawa zilizonse, tiamalemekeza lamulo komanso boma lathu. Vuto lomwelinalipo ndi lakut: timafuna kusiya madando athu pakuti timalandira ndalama yochepa kutengera ndi momwe moyo wavutira."
Zimbabwes war of liberation from the white minority-led rule of Ian Smith lasted for 16 years, from 1964 to 1980.The government still pays monthly pensions to about 30,000 veterans of the war. 	Nkhondo yomenyerera kumasulidwa kwa Zimbabwe kuchoka ku ulamuliro wa azungu wa Ian Smith inatenga zaka 16, kuchokera chaka cha 1964 mpaka chaka cha 1980. Boma limapeleka ndalama za opuma pa ntchito kwa ankhalakale pa nkhondo okwanira pafupifupi 30,000.
	
	
Zimbabwe Government: No COVID-19 Shot, No Work, No Pay  	Boma la Zimbabwe: Osabayitsa katemera wa Covid, osagwira ntchito, osalandira ndalama
Union leaders have angrily reacted to the Zimbabwean governments announcement Sunday that workers who have not been vaccinated against COVID-19 will no longer be allowed at work and will not be paid. This is seen as part of efforts to deal with high vaccination hesitancy in the southern African nation. . 	Atsogolero a mgwirizano mokwiya ayankhapo pa zomwe boma la Zimbabwe linalengeza lamulungu kuti ogwira ntchito omwe sanabayitse katemera wa Covid 19 sadziloledwa kugwira ntchito ndipo sadzilipilidwa. Izi zikuonedwa ngati njira yopangitsa anthu ambili omwe akuzengereza kukabayitsa ku mmwera kwa Afrika kuti abayitse.
Ndabaningi Nick Mangwana, Zimbabwes secretary for information, over the weekend told government-controlled media that all civil servants who have not been vaccinated against COVID-19 will not be allowed to work come Monday. 	Ndabaningi Nick Mangwana amene ndi mlembi wa oulutsa nkhani, kumapeto kwasabataku anauza nyumba zoulutsa nkhani zoyendetsedwa ndi boma kuti onse ogwira htchito m'boma amene sanabayitse katenera wa COVID-19 sadziloledwa kugwira ntcito kuyambira lolemba.
"There is no extension to the deadline of 15 October, when civil servants are expected to all having been vaccinated, failure of which those who are not vaccinated would not be allowed to work. And further to that is the fact that those who are not vaccinated and those who are not working will not be paid because the thrust is that if you do not work, you dont get paid," he said. 	"Palibe kuonjezera masiku kuli konse kuchoka pa 15 October pamene ogwira ntchito m'boma onse akuyembekezereka kukhala atabayitsa katemera wa COVID -19, kulephera kutero kwa osabaitsa sadzaloledwa kugwira ntchito. Kaphatikizira pamenepo kuti omwe sanabayitse ndipo sakugwira ntchitosadzalandira ndalama chifukwa nkhani ndi yakuti ngati sunagwire ntchito usalipilidwe," iye anatero.
Schoolteachers, who constitute the largest proportion of Zimbabwes civil servants, say the Friday deadline the government set was unilateral. 	Aphunzitsi a masukulu omwe ndi gawo lalikulu la ogwira ntchito m'boma ku Zimbabwe, ati tsiku lomaliza la lachisanu lomwe boma linanena anapanga a boma okha osakhudza iwo
"Fundamentally, there was no agreement over the issue of vaccination," said Takavafira Zhou, president of Progressive Teachers Union of Zimbabwe. "Our position as workers has always remained that we encourage our members to be vaccinated. But by no means should our encouragement be misconstrued for mandatory vaccination. Our position is very clear: vaccination must be voluntary. Not mandatory. We must invest in the efficacy of vaccination — explaining to members how vaccination would assist them in terms of boosting their immunity but that has not been done." 	Momwe zimakhalira, panalibepo mgwirizano okhudzana ndinkhani ya katemera," anatero Takavafira Zhou, mkulu wa bungwe la wa aphunzitsi la Progressive Teachers Union of Zimbabwe."Mfundo yathu ngati ogwira ntchito nthawi zonse timalimbikitsa anthu athu kuti akabayitse. Koma pasapezeke njira iliyonse yomwe chilimbikitso chomwe timapelekachi chitengedwe molakwika kuti chikhale lamulo kwa liyense kuti akabayitse katemera. Ganizo lathu ndi lomveka bwino: kubayitsa kukhale chisankho cha munthu osati lamulo. Tigwilire ncthito kufunikira kwa katemera-kufotokozera anthu athu momwe katemera amawathandizira iwo pokulitsa chitetezo cha mthupi mwawo koma zimenezi sizinachitidwe."
Zimbabwes government says it has fully vaccinated 2,472,859 people since the program started in February. 	Boma la Zimbabwe lati labaya katenmera kwathunthu anthu okwanira 2,472,859 chiyambireni dongosololi linayambira mu February
Zhou said Zimbabweans were shunning vaccinations for several reasons that the government must first understand, from religious reasons to lack of knowledge about COVID-19 vaccines to lack of trust in the imported Chinese SINOVAC and SINOPHARM vaccines. 	Zhou anati anthu aku Zimbabwe amathawa kubayitsa katemera pa zifukwa zambili zomwe boma likuyenera kumvetsetsa kaye kuchokera ku zifukwa za zipembedzo zokhudzana ndi kusowekera chidziwitso pa nkhani za katemera wa COVID-19 kufikira pa kusowa chikhulupiliro cha pa katemera wopangidwa ndi anthu a ku China wotchedwa SINOVAC ndi SINOPHARM
He said all civil servants must continue coming to work while unions were considering going to court over purported dismissals. 	Iye anati ogwira ntchito m'boma onse apitilize kupita ku ncthito pamene bungweli likuganizira zopita ku bwalo la milandu pa nkhani ya ganizo lofuna kuwachotsa ntchito
"The members will only stop going to work if there is a formal letter from the Public Service Commission dismissing them. But even with that formal letter, it will still be challenged because its legality must also be established. But as of now the teachers still remain at their stations, demotivated of course, shimmering in poverty and misery but they remain employees of the government," he said. 	Anthuwa asiya kupita ku ntchito ngati pali kalata yowachotsa ntchito yochokera ku ma ofesi a boma a Public Service Commission. Komabe ingakhake kalatayi itapelekedwa, idzafunsidwabe pakuti lamulo lomwe likutsatidwa lidzayenera lioneke.Koma pakanali pano, aphunzitsi apitilira kupita ku malo awo antchito, obwezedwa mbuyo ndithu, ovutitika mu umphawi  komanso zosautsa koabe akhalabe ogwilira ntchito boma," iye anatero.
Zimbabwe currently has 132,333 confirmed coronavirus infections and 4,657 deaths, according to the Johns Hopkins Coronavirus Resource Center, which tracks the global outbreak. Civil servants — especially teachers — have long complained about lack of adequate protective equipment in classrooms to curb the spread of COVID-19. Zimbabwes government, however, maintains it is providing enough resources in the fight against the pandemic. 	Pakali pano athu omwe anadziwika kuti anapezeka ndi kachirombo ka Corona ku Zimbabwe alipo okwanira 132,333 komanso anthu omwalira ndi akchiromboka okwira 4,657 kutengera zotsatira zopezedwandi a Hopkins Coronavirus Resource Center, omwe amautsata mliliwu. Ogwira ncthito m'boma makamaka aphunzitsi anayambira kalekale kudandaura kukhudzana ndi kusoweka kwa zipangizo zokwanira zozitetezera mu kalasi pochepetsa kufalikira kwa COVID -19. Boma la Zimbabwe komabe likupitilizakunena kuti likupeleka ziangizo zokwanira polimbana ndi mliliwu.
	
	
	
	
New Zealand Cricket Team Cancels Pakistan Tour Over Security Concerns 	Gulu losewera masewera acricket yakanika kupita kukaona ku Pakistan kamba ka chitetezo
A New Zealand cricket team announced it was abandoning its tour of Pakistan, citing security concerns Friday, the day it was supposed to have its first match.   "Following an escalation in the New Zealand Government threat levels for Pakistan, and advice from NZC security advisers on the ground, it has been decided the BLACKCAPS will not continue with the tour," a press statement from the New Zealand cricket team said. 	Gulu losewera masewero a cricket la ku New Zealand lalengeza kutaya ulendo wokayendera Pakistan,potchura chfukwa cha mantha pa nkhani ya chitetezo la chisanu lapitali lomwe linali tsiku limene limayenera kukhala ndi masewero awo oyambilira, kutsatira kukura mulingo kwa chiopsezo kuboma la New  zealand ndi Pakistan, komanso uphungu ochokera  kwa mulangizi wa chitetezo wa NZC yemwe akuyanganira, kwapangidwa chiganizo kuti BLACKCAP  sapitilira ndi ulendo wawo. zinayankhulidwa kuchokera  ku gulu la masewero a clicket la New zealand anataero.
Pakistani officials reacted strongly, calling the decision "unilateral" and a conspiracy against Pakistans image.   "None of our various intelligence agencies had received any indication of a security threat," said Pakistans Interior Minister Sheikh Rasheed Ahmed.   He added that Pakistan had offered to hold the matches without spectators, but the offer was rejected.  Pakistani Federal Minister for Maritime Affairs Ali Haider Zaidi said he was "appalled" at the decision.   "Sadly, global politics has won over the great game of cricket! There were no security threats! @jacindaardern," he said, tagging the New Zealand prime minister in his tweet. 	Akulu akuluaku Pakistan anayankha mokwiya ,  kunena chiganizocho, "ndichambali imodzi" komanso coononga chithunzi thunzi cha Pakistan. " Palibe aliyense wa gulu la zachitetezo athu omwe analandilapo chizindikiro chilichonse  choopsea chitetezo.,  Nduna Sheikh Rasheed Ahmed anatero. Anaonjezera kuti ofesi yawo yaikulu ya Pakistan idadzipeleka kupangitsa masewero  popanda  oonelera,  koma anakana ganizori.   Pakistani Federal Minister forMaritime Affairs Ali Haider Zaidi  adati iye adakhumudwa pachiganizochi. " Mokwiya"  a global politics anawina pama sewero akulu a clicket! panalibepo chiopsezo pachitetezo! pa jacindaardem, " anatero pouza nduna yaku New zealand patamba lawo lamchezo la tweeter.
Prime Minister Imran Khan personally called Prime Minister Jacinda Ardern to guarantee the teams safety, but she stood by her teams decision, according to Ahmed and the Pakistan Cricket Board (PCB).   The PCB said it had arranged "fool proof security" for the visiting team and New Zealand security officials had been satisfied with their arrangements.   "[C]ricket lovers in Pakistan and around the world will be disappointed by this last-minute withdrawal," the board said.   The chief executive of the Black Caps, David White, said he could not ignore the advice he was receiving.   "I understand this will be a blow for the PCB, who have been wonderful hosts, but player safety is paramount, and we believe this is the only responsible option," he said.   The two sides were to play three one-day matches in Rawalpindi, known as the twin city of the Pakistani capital, Islamabad, followed by a series of five limited over matches or T-20s in Pakistans second-largest city, Lahore. 	Nduna Imran Khan paiye yekha anaitana nduna Jcinda Ardern kutsimikizira za chitetezo cha magulu amasewero, koma iwo anakhalabe kuchiganizo cha gulu lawo lamasewero,kumbali ya Ahamed komanso Pakistani Cricket Board(PCB). Bungwe la PCB anati anakonza chitetezo champhamvu kwambri "kwa magulu amasewero obwera ndipo akulu akulu chitetezo aku New zealand akanakhutitsidwa ndi madongosolo. Anthu okonda masewero a cricket ku New zealand komanso pandiko lonse akhala okhumudwa ndichiganizo chobwera nthawi yotha itha kukana kusewera, "oyang'anira zamasewerowa anatero.Wamkulu oyang'anira  Black Caps, David White, anati sakanatha kukana uphungu omwe amalandira.  Ndikumvetsetsa kuti ichi chikhara chopweteka kwa PCB, Omwe akhara akuyendetsa, koma chitetezo kwa osewera ndichofunikira kwmbiri,  ndipo tikukhulupilira kuti ichi ndiye chinali chisankho choyenera, anatero. MBli ziwirizi zimayenera kusewera masewero atattu tsiku limodzi ku Rawalpindi, yomwe imadziwika nndi dzina loti twin city  mu mzinda waukulu waku Pakistani,Islamabad,motsogozana ndi masewero olumikizana a  five limited over kapena  t-20s  mumzinda waukulu wachiwiri ku Pakistani, Lahore. 
