eng	pcm
He ignores conveniently his complicity in the corruption ravaging the country.	E go calm down ignore e own contribution for di corruption wey dey destroy di kontri.
In addition, some citizens spurn laws, rules and regulations.	Also, som citizens dey reject laws, rules and regulations.
Where there are traffic lights, they ignore them; where there are procedures, they bypass them, and where there are standards put in place for effective service delivery and operations, they abandon them.	Wia traffic light dey, dem go ignore am; wia protocol dey, dem go bypass am, and for places wia dem don get standard for gud service delivery and operations, dem go abandon am.
Yet, they all blame â€˜Nigeria for the jeopardous status quo as if the country exists without its people.	Still, all of dem go blame Nigeria for di bad status quo as if say di kontri dey exist witout di pipo.
The problem with Nigeria is a people problem.	Di problem wey Nigeria get na pipo problem.
But the tragedy is that no one wants to accept liability for the appalling state of things.	But di bad tin be say nobodi wan take responsibility for di terrible way wey tins be.
We cast the blame at the feet of abstract Nigeria.	We dey blame di Nigeria wey no exist.
We are all complicit in the degenerative emasculation of Nigeria.	Na all of us get hand for inside di bad situation of Nigeria.
Instead of abiding in wilful fatalism about Nigeria, we should project goodness and positivity into the system while working at making our country what we want it to be.	Instead make we dey follow di tin wey we don conclude about Nigeria, make we forsee goodness and positivity into di system, and make we dey work to make awa kontri di tin wey we want make e be.
Nigeria is what we make of it.	Nigeria go be wetin we want make e be.
The political class is flawed.	Di politicians get comma.
But that is the reason a new generation of leaders must emerge and take the reins.	But dat na di reason why new generation of leaders must come up and take kontrol.
None but ourselves can free our minds.	Nobodi fit free awa mind except us.
Citizenship is a call to duty.	Citizenship na call to duty.
NIGERIA IS NOT A SCAM.	NIGERIA NO BE SCAM.
	
Why secession is not the Silver Bullet to Nigerias challenges	Why separation no be di Silver Bullet to Nigeria challenges
The principle of self-determination as enshrined in the UN charter and which our secessionists latch on to was enacted at a time many peoples of the world were under colonial yoke or other forms of domination by outside powers.	Di principle of self-determination as e dey for di UN charter wey awa pipo wey wan separate hold-on to, take effect for a time wey many pipo for di world dey under colonial yoke or oda form of kontrol by outside power.
The principle was to give fillip to independence and liberation movements in order for them to gain their freedom and determine their path of future development.	Di principle na to give chance to independence and liberation movements so dem go fit gain dia freedom and determine dia path of future development.
In our world today, this principle applies only to a handful of peoples as an overwhelming majority of the world are now free from colonial subjugation and self-governing.	For di world wey we dey today, dis principle only apply to few pipo, becos majority of di world don dey free from colonial kontrol and sef-governing.
Thus the principle of self-determination, which was enacted under the UN charter, will have to be amended to accommodate the demands of our secessionists because going by its intendment and wordings they hardly qualify.	So dem go need adjust di principle of sef-determination, wey dem establish under di UN charter, so e go fit accommodate di demand of awa pipo wey wan separate, becos if we follow wetin dey dere, dem no qualify.
First of all, they have to prove constructively and convincingly that the areas they purport to represent are under some form of subjugation and that they lack the basic freedoms that all peoples should enjoy as required under the UN charter.	First of all, dem go need to prove carefully and convincingly say di area wey dem claim to represent dey under som form of kontrol, and say dem dey lack di basic freedom wey everibodi suppose enjoy as e dey di UN charter.
And in the unlikely case of proving that, they will also have to convince the UN of the steps they have taken from the national (National Assembly), sub-regional (ECOWAS) and continental level (AU) to press their case.	And for wia dem wan prove dat one, dem go need convince di UN on di steps wey dem don take, from di national (National Assembly), sub-regional (ECOWAS) and continental level (AU) to present dia case.
And the UN will not just take their word for it.	And di UN no go just take dia word laidat.
There will be fact finding committees to determine whether indeed Nigeria as a country practises the basic requirements of democracy or not.	Dem go get committee wey go confam di fact to know weda true-true, Nigeria as a kontri dey practise di basic requirement of demokracy or not.
The case is even made trickier by the fact that those areas are neither disputed territories nor under any trusteeship requiring a UN referendum to either confer direct independence to them or ask them which of the competing powers they wished to join.	Dem don even complicate di case wit di fact say dose areas no be area wey dem dey fight untop, and no be area wey dey under any trusteeship wey go need UN referendum to give dem direct independence or ask dem who dem wan join inside di pipo wey dey fight untop di place.
If our secessionists cannot provide these basic requirements, the farthest their case could get within the UN system will predictably be the waste paper basket because the UN is not for frivolities.	If our secessionists cannot provide these basic requirements, the farthest their case could get within the UN system will predictably be the waste paper basket because the UN is not for frivolities.
It does not lend its very elaborate and transparent processes to be abused by movements that hardly know what they are about.	E no dey give chance make som movement wey no know wetin dem dey about abuse im wide and transparent process.
The case of marginalisation, which is also cited as one of the reasons for secession, is too trivial to even waste our time on.	Di case of marginalisation, wey dem mention as part of di reason for separation, dey too simple to waste awa time untop.
Every democratic system provides for winners and losers in elections.	Na everi democratik system dey get winner and loser for election.
And as imperfect as our political system is, the constitution compels mandatory representation in government and its institutions for as many ethnic nationalities and geo-political zones as possible.	And as awa politikal system no perfect reach, di konstitution make am compulsory say as many ethnic group and geo-political zones as possible must get representative for government and im institutions.
The secessionist would have a tough time convincing the outside world that their case for marginalisation is more compelling than those of the over 300 other ethnic nationalities inhabiting Nigeria.	E go tough for di pipo wey wan separate to convince di outside world say dia case of marginalisation dey more compelling pass dat of more dan 300 oda ethnic group wey dey Nigeria.
In other words, why would the international community, to which the secessionists address their grievances and from which they seek support for their cause, single out just two out of the hundreds of such cases ringing in the Nigerian media for action?	Wetin dis one mean be say, why di international community, wey di pipo wey wan separate dey report and seek support from go single out jus two out of like hundred of dat kind case wey dey ring for di Nigerian media say na im dem go work on ?
What makes their cases so special and urgent above those of others in Nigeria who have conversely chosen not to follow the path of secession?	What makes their cases so special and urgent above those of others in Nigeria who have conversely chosen not to follow the path of secession?
On all the three premises that our secessionists base their agitations, none is convincing or compelling enough to justify their actions.	Out of all di three tins wey make awa secessionists dey agitate, no one dey convincing or compelling enough to justify dia action.
On the amalgamation argument, Nigeria is not a unique case in Africa or indeed the world.	On di amalgamation argument, Nigeria own no be special case for Afrika or for di world.
If Nigeria has to be broken up because it was wrongly amalgamated by Britain, then this applies to virtually all but a few countries in Africa.	If Nigeria go need break up unto say Britain no join am well, den dis go be di case of almost all di kontris for Afrika.
In essence if this principle were to be applied it will set the course for the commencement of a new scramble for Africa by the old and emerging powers of the world in which Africans as before will be the victims.	In short, if dem use dis principle, e go start di course to begin a new scramble for Africa by di old and upcoming world powers, and like befor, na Afrikans go be di victim.
Let us not deceive ourselves for the disintegration of Nigeria if it happens (God forbid) will result in the emergence of entities	Make we no deceive awasef, becos if di break-up of Nigeria happun (God forbid), e go lead to di birth of kontris
too weak such that they will find themselves at the mercy of foreign powers.	wey go dey weak sotey, dem go dey beg from di foreign powers.
Some arguments have been made of a break up of Nigeria along the lines of Eastern European states and in the Balkans.	We don get som argument wey dey compare di break up of Nigeria wit dat of Eastern European states and di Balkans.
In this regard, it will serve us well to discern that what works for Europe may not necessarily work for Africa.	Untop dis one, e go beta make we undastand well say di tin wey work for Europe fit no work for Africa.
In the case of the aforementioned countries, it was part of great geo-strategic games of the major world powers who had direct cultural, economic and political links and interests in the emerging scenarios.	In di case of di kontris wey we mention, na part of di great geo-strategic games of di major world powers wey get direct cultural, economik and politikal link and interest for di emerging scenario.
And these countries had defined borders before they agreed to come together for mutual defence in the uncertain situation of the Second World War.	And dis kontris don get clear boundary befor dem agree to kom togeda for mutual defence durin di uncertain situation of di Second World War.
Once the Soviet order, which held them together, began to unravel the need arose for the peripheral countries to revert to the status quo ante.	Immediately di Soviet order, wey join dem togeda begin dey scatter, all dis kontris need go back to di status quo ante.
And, more importantly, these developments had the backing and guarantees of the principal powers in Europe and the world in the quest for a balance of power.	And, more importantly, dis developments get di backing and guarantee of di important powers for Europe and di world.
Do Nigerian secessionists have such reckoning and profile in the calculations of the principal powers of the world to warrant their time?	Se Nigerian secessionists get dat kind recognition and profile in di face of di principal powers of di world wey go make dem answer dem?
The answer obviously is zilch.	Surely, di answer na zero.
This is, however, not dismissing that the agitations for secession in the country do not have some justifiable basis.	Dis no kom mean say di agitation of pipo to separate for di kontri no get som gud reason.
Anybody living in this country with the rising case of insecurity, poverty, corruption, nepotism, economic uncertainties amidst the unbelievable incompetence and near criminal indifference of the government to these challenges will conclude that indeed we have a state that is failing in its basic constitutional duties and responsibilities.	Anybodi wey dey live for dis kontri wit dis rising case of insecurity, poverty, corruption, nepotism, economic uncertainty and di unbelievable incompetence and near criminal indifference of di government to dis challenges go conclude say truly, we dey for a kontri wey dey fail for im basic konstitutional duties and responsibilities.
And in a fragile country like ours with gaping fault lines, tendencies or preferences for dissolution of the union are bound to emerge and grow exponentially along with the clear dysfunctionality of the government of the day.	And for a fragile kontri like awa own, wey get plenti fault, e dey normal for tendency or preference for separation to arise and grow fast wit di clear dysfunctionality of di government wey dey.
And these feelings are all round.	And na everybodi get dis dis feeling.
But daunting as the outlook is and tempting as the prospect appears, secession cannot be the solution to our existential challenges as a nation.	But as discouragin as di outlook be, and as temptin as di outcome dey appear, separation no fit be di solution to awa current challenge as a nation.
Indeed it is a prospect fraught with lurking uncertain dangers not least for its proponents but for the country as a whole.	Indeed na prospect wey get som unknown dangers, danger wey no be for di secessionists alone but for di kontri as a whole.
Nigeria is not imperfect.	Nigeria no dey perfect.
Even some of the advanced countries have shown that despite years of existence and well defined systems, they are not immune from crises arising from internal contradictions.	Even som of di advance kontris don show say despite dia years of existence and dia gud systems, dem no dey free from crises wey dey kom from internal conflict.
We should not delude ourselves that in trying to break up our country, some countries will benevolently assist us.	Make we no dey deceive awasef say as we dey try break up awa kontri, som kontris go graciously assist us.
What they will do is provide us with the means to destroy and weaken ourselves in the process and then proceed to profit from that at our own expense.	Wetin dem go do na to give us di means to destroy and weaken awasef, so dem go fit benefit while we go suffer am.
That is the reality of the international system.	Na di truth about di international system be dat.
As the distinguished German beamter at the beginning of my article said and advised; we are at once our own problems and our own solutions.	As di popular German beamter tok for di beginnin of my paper; Na we be awa own problem and solution join togeda.
We must put our thoughts, talents and efforts collectively to developing Nigeria rather than breaking it up.	We need put awa mind, talent and effort togeda to develop Nigeria instead say we wan breaking am.
	
Fidelity marks Childrens Day with N9.3m cash gift to customers	Fidelity celebrate Children Day wit N9.3m money gift to dia customers
To mark this years Childrens Day, Fidelity Bank paid N150,000 to 62 Sweet Account (SWEETA) holders across the country amounting to a total of N9.3 million through its ongoing savings loyalty programme.	To celebrate dis year Children Day, Fidelity Bank pay N150,000 to 62 pipo wey get Sweet Account (SWEETA) tru-out di kontri, wey be di total of N9.3 millionthroughdia savings loyalty programme wey dey go on.
The bank presented cheques to the beneficiaries at various childrens events in Katsina, Niger, Abuja and Lagos.	Di bank present cheque to di beneficiaries for different children events for Katsina, Niger, Abuja and Lagos.
Commenting on the initiative, Fidelity Bank CEO, Mrs Nneka Onyeali-Ikpe, said, All-round quality education remains a strong anchor in raising tomorrows children and breeding exceptional children who can compete globally.	About di initiative, Fidelity Bank CEO, Mrs Nneka Onyeali-Ikpe, tok say all-round quality education na im be di strong way to train di children of tomorrow and to train special children who go fit compete wit odas for di world.
This is why we have decided to contribute our quota as a bank by offering school fees support to select Nigerian children.	Na why we don decide to contribute awa own as a bank, by giving school fees support to selected Nigerian children.
The bank has given out N4.1bn to 10,280 customers from the inception of the loyalty scheme to date.	Di bank don dash out N4.1bn to 10,280 customers since dem start di loyalty programme till today.
	
Investing in young people: The Ahmed Bobboi example	Investin in young pipo: Ahmed Bobboi example
In July, 2017, I had the singular honour of spending an evening inside a British bank called Coutts as part of the many activities lined up for us as the 2017 Queens Young Leaders.	For July, 2017, I get di honour to spend one evenin inside one British bank wey dem dey call Coutts, as part of di plenti activity wey dey for us as di 2017 Queen's Young Leaders.
You may wonder why I would be writing about attending an event in a place as boring as a bank.	U fit dey wonder say why I go dey write about event wey I go for place wey dry like bank.
However, Coutts is no ordinary bank.	Anyway, Coutts no be ordinary bank.
Apart from being one of the eight oldest banks in the world (founded some 329 years ago in 1692), Coutts is a private bank known for its high ranking clientele like Her Majesty the Queen.	Apart from say na one of di eight oldest bank for di world (dem start am som 329 years ago for 1692), Coutts na private bank wey dey popular for im big customers like Her Majesty di Queen.
Walking inside the vast hall, we were welcomed by two men under a great dome in the centre of the building.	Inside di big hall, na two welcome us under a big dome for di centre of di building.
I immediately recognised one of the two men who stood with a familiar wide smile.	Na sharp-sharp I recognise one of di two men wey stand wit a familiar wide smile.
It was Sir John Major, a former British Prime Minister and Chairman of the Queen Elizabeth Diamond Jubilee Trust.	Na Sir John Major, befor-befor British Prime Minister and Chairman of di Queen Elizabeth Diamond Jubilee Trust.
We had met earlier at a dinner in our honor in the Australian High Commission in London where he congratulated us for our recognition by Her Majesty.	We don meet befor, for one dinner wey dem organize for us for di Australian High Commission wey dey London, and na dere e congratulate us for awa recognition by Her Majesty.
The other man was introduced to us as Lord William Waldegrave of North Hill, Chairman of the Board of Coutts Bank and Chairman of the Royal Mint Advisory Committee.	Dem introduce di oda man to us as Lord William Waldegrave of North Hill. Na im be di Chairman of di Board of Coutts Bank and Chairman of di Royal Mint Advisory Committee.
We had a splendid evening full of entertainment; eating and drinking.	Dat evening dey full of entertainment; eatin and drinkin. E sweet well-well
But beyond the pomp and glamour were the speeches and interactions with Lord Waldegarve and Sir Major, two outstanding leaders in the United Kingdom (UK).	But apart from di display and glamour, we tok and gist wit Lord Waldegarve and Sir Major, two outstandin leaders for di United Kingdom (UK).
They expressed delight at celebrating our achievements and described us as extraordinary individuals, charging us to develop our skills even further and create lasting legacies for our countries and the Commonwealth at large.	Dem show dia happiness to celebrate awa achievement, and dem describe us as special pipo. Dem encourage us to develop awa skills more and create long legacy for awa kontri and di Commonwealth togeda.
Subsequently, I spoke privately to both Sir Major and Lord Wadegrave, asking them specific questions ranging from public service to banking and finance to innovation and young people.	Afta, I follow Sir Major and Lord Wadegrave yarn for private, I ask dem som question about public service, banking and finance, innovation and young pipo generally.
I learned immensely from them	I learn a lot of tins from dem
and I left Coutts	and I komot for Coutts.
that night tremendously inspired and motivated to be an even more active change agent, innovator and young leader back in Nigeria.	Dat night seriously inspire and motivate me more as a change agent, innovator and young leader for Nigeria.
Whether you are in government or in business, and especially as an innovator or entrepreneur, I cannot overemphasise how crucial these types of inspirations can be for the work you do.	Weda u dey for government, or u dey business, and especially as innovator or entrepreneur, I no fit tok am finish, how important dis kind inspiration fit be for di work wey u dey do.
Some may write off these validations as irrelevant, forgetting how instances like such provide a great deal of mentorship, motivation, as well as create examples for aspiring leaders to see champions among people like themselves.	Som pipo fit komot face for dis confirmation say e no dey relevant. Dem don forget how dis kind tok fit be beta way of mentorship and motivation for upcomin leaders, and e fit serve as example for dem to see champions among pipo wey be like dem.
The feeling of validation and motivation coupled with guidance and support is an absolutely necessary ingredient for all leaders and especially young people.	Di feeling of validation and motivation, wit guidance and support na necessary ingredient for everi leader, especially young pipo.
The earlier our older generation in Nigeria realises it and wholeheartedly embraces this culture of support, mentorship and indeed celebration of our achievements, the better for the future of this country and its burgeoning population of young people.	Di earlier awa older generation for Nigeria realise and accept dis culture of support and mentorship wit dia full chest, and truly celebrate awa achievements, di beta e go be for di future of dis kontri and di growin population of young pipo.
Forgive my digression.	Make u forgive my digression.
The reason I am narrating this encounter is that for a long time since it happened, I did not quite experience anything like it until recently when I sat with another public servant in Nigeria, the Executive Secretary of the Petroleum Equalisation Fund	Di reason why I dey narrate dis experience na say, since wey e don happun, I no experience dat kind tin again, until recently wen I siddun wit anoda public servant for Nigeria, di Executive Secretary of di Petroleum Equalisation Fund
(Management) Board (PEF-M-B), Alhaji Ahmed A Bobboi.	(Management) Board (PEF-M-B), Alhaji Ahmed A Bobboi.
Whereas oil and gas is not my main industry of discipline or practice, I am of the firm opinion that not being knowledgeable about it is very reckless since the sectors revenue contribution	Even say oil and gas no be my main industry of discipline or practice, I get strong opinion say make pesin no sabi am dey very careless since di contribution of di sector to revenue
far outweighs any non-oil revenue source to the country.	pass any oda sector for di kontri.
So I have kept myself abreast of the industry even as I advocate for a transition and dedication to non-oil sources of income.	So I don dey try sabi wetin dey happun for di industry, even say I want make we shift and focus on non-oil sources of income.
I was delighted by the opportunity to engage with a crucial stakeholder in the person of the executive, especially because the organisation is a pacesetter in deploying cutting edge technology to improve efficiency and performance in the sector.	I dey happy say I get di opportunity to yarn wit a crucial stakeholder like di executive, especially becos di organisation na pacesetter for di use of advance technology to improve efficiency and performance for di sector.
However, what I got from this encounter was even more valuable than just further understanding of the industry.	Howeva, wetin I gain from dis experience even dey more valuable pass my understanding of di industry more.
We discussed on topics ranging from history to governance and from job creation to innovation and entrepreneurship.	We discuss difrent topic; from history to government, and from job creation to innovation and entrepreneurship.
It was so exhilarating and refreshing and it transported me directly to Coutts once again.	E dey very excitin and refreshin, and e carry me straight go Coutts again.
I had met Mr Bobboi for the first time when I joined a team which he co-champions, working on a regional entrepreneurship acceleration programme under the auspices of Massachusetts Institute of Technology (MIT) where communities around the world engage with MIT in an evidence-based practical approach to strengthening innovation-driven entrepreneurial ecosystems.	I meet Mr Bobboi for di first time wen I join one team wey e follow kontrol, we dey work untop one regional entrepreneurship acceleration programme under di supervision of Massachusetts Institute of Technology (MIT) wia different community for di world join MIT for evidence-based practical approach to make di entrepreneurial ecosystems strongthroughinnovation.
I was immediately struck by the vision and dedication that this spells for PEF-M-B to be involved in this project as it is certainly visionary and more beneficial to help build a formidable entrepreneurial ecosystem with a partner like MIT than the usually mundane and often barely impactful Corporate Social Responsibility (CSR) programmes most institutions engage in.	I dey suprised by di vision and dedication wey dis go bring for PEF-M-B to dey involve for dis project, as e surely dey visionary and more beneficial to help build a formidable entrepreneurial ecosystem wit partner like MIT pass di ordinary Corporate Social Responsibility (CSR) programme wey most organization dey do, wey no dey get impact most times.
During that particular encounter with him, we discussed about our two-year programme with MIT and the huge burden of truly accelerating entrepreneurial development as a remedy to lack of jobs and a catalyst for prosperity.	For dat particular encounter wey I get wit am, we yarn about awa two-years programme wit MIT and di big responsibility of truly acceleratin entrepreneurial development as remedy to lack of jobs and catalyst for prosperity.
The He spoke about various pain points for him as a leader and the approach to solve them.	The He spoke about various pain points for him as a leader and the approach to solve them.
One of my most brilliant takeaways was his idea on the National Youth Service Corps (NYSC) and how it could be hacked to serve young graduates and the nation better.	One of di wonderful takeaway wey I collect na im idea about di National Youth Service Corps (NYSC) and how we fit use am serve young graduates and di nation beta.
Noticing the idleness of some of the corps members serving at PEF-M-B, the executive secretary said he had been devising ways of not only ensuring that they were engaged, but that they left with lasting skills and knowledge that would inform career paths for them beyond government jobs.	Becos e don dey notice say som corps members wey dey serve for PEF-M-B dey always dey idle, di executive secretary tok say e don dey find way to ensure say di corp members no just dey engaged, but say dem komot wit skills and knowledge wey go last, and wey go give dem career wey pass government job.
This includes an elaborate programme to turn them into innovation-driven entrepreneurs through a dedicated and well curated innovation and enterprise training during their service year at PEF-MB.	Part of dis go be to do one big programme wey go turn dem to entrepreneurs wey get passion for innovation,througha dedicated and well planned innovation and enterprise trainin durin dia service year for PEF-MB.
The ingenuity and candid disposition of Mr. Bobboi was apparent and permeated throughout our discussion and I was left with an equally firm will to do my best in not only continually innovating across sectors but also ensuring continuity in cascading the inspiration and support for younger leaders and innovators, which could make all the difference for our dear country Nigeria.	Di honesty and sincere disposition of Mr. Bobboi dey visible and penetrating truout awa discussion and me sef kom get di strong will to do my best, no be only to kontinue dey innovate for different sector but to also dey ensure kontinuity for di inspiration and support of younger leaders and innovators, wey go fit make all di difference for awa dear kontri Nigeria.
	
Lagos LG polls: Aspirants to face direct primary as consensus option fails	Lagos LG polls: Aspirants go face direct primary as consensus option don fail
Ahead of the July local government election in Lagos State, the ruling All Progressives Congress (APC) will conduct an open primary for aspirants in the 20 local government areas (LGs) and 37 local council development areas (LCDAs), Daily Trust can report.	In preparation of di July local government election for Lagos State, di rulin All Progressives Congress (APC) go conduct open primary for aspirants wey dey di 20 local government areas (LGs) and 37 local council development areas (LCDAs), Daily Trust report.
It was, however, learnt that there are some local governments where consensus option had been agreed upon.	Howeva, we hear say som local governments dey wia dem don agree to use di consensus option.
Our correspondent gathered yesterday that the resort to the open primary followed the inability of aspirants to step down for one another amidst tension and disquiet among the LG chapters.	Awa tori-pesin hear am yesterday say di decision to use open primary na becos di aspirants no gree step down for demsef, plus di tension and unrest wey dey among di LG chapters.
It would be recalled that 1050 aspirants comprising 250 chairmanship and 800 councillorship aspirants are vying for the 434 positions in the 57 LGs.	We go rememba say 1050 aspirants wey be di combination of 250 chairmanship and 800 councillorship aspirant dey contest for di 434 positions wey dey di 57 LGs.
The party had been in a fix over a large number of aspirants while setting up a screening committee headed by the Deputy Governor, Dr Obafemi Hamza.	Di party don dey for confusion untop plenti aspirants, as dem dey set up screening committee wey  go dey unda di supervision of di Deputy Governor, Dr Obafemi Hamza.
As of the time of filing this report, aspirants were anxiously awaiting the result of the screening.	As at wen we dey write dis report, aspirants dey wait anxiously for di result of di screenin.
A local government chairman who is contesting for a second term in a chat with our correspondent said an open primary would take place on Saturday, May 29, 2021, saying he is ready to face two other aspirants challenging him to the ticket.	One local government chairman wey dey contest for second term, yarn wit awa tori-pesin for chat, e tok say open primary go happun on Saturday, May 29, 2021, and say im dey ready to face two oda aspirants wey dey challenge am for di ticket.
Daily Trust reports that the party had already issued guidelines to the aspirants ahead of the open primary in a local government where consensus could not be agreed upon.	Daily Trust make us know say di party don already give di aspirants guideline befor di open primary wey go happun for local government wia consensus no fit happun.
According to the guidelines sighted by Daily Trust, Accredited members shall vote by open ballot at the designated venue by queuing up in front of the poster of their preferred candidate and	As e dey for di guideline wey Daily Trust see, Accredited members go use open ballot vote for di venue, dem go stand for front of di poster of di candidate wey dem like, and
the aspirant with the highest number of votes shall be announced as the winner accordingly.	di candidate wey get di highest numba of votes na im dem go announce as di winner.
Following the widespread report about the endorsement of some candidates by the APC National Leader and strongman of Lagos politics, Asiwaju Bola Ahmed Tinubu, the former governor had come out to debunk the claim, saying he has no preferred candidate.	Afta di popular report say di APC National Leader and strongman for Lagos politics, Asiwaju Bola Ahmed Tinubu don endorse som candidate, di former governor don deny di claim, say im no get candidate wey im prefer.
In a chat with Daily Trust, the Publicity Secretary of the state Caretaker Committee, Seye Oladejo said, The guidelines are explicit that open direct primaries should be conducted.	For one chat wit Daily Trust, di Publicity Secretary of di state Caretaker Committee, Seye Oladejo tok say, di guidelines dey clear, say na open direct primary make dem do.
The party is irrevocably committed to internal democracy and provide a level playing ground for all aspirants.	Di party dey strongly committed to internal demokracy and dem provide a level playin ground for all aspirants.
	
UK MPS Demand Boycott of 2022 Beijing Winter Olympics	UK MPS want make dem Boycott 2022 Winter Olympics for Beijing
Calls to boycott the 2022 Winter Olympics have been intensifying steadily due to Chinas alleged human rights abuses, particularly in the Xinjiang region against the Uyghur Muslims.	Request don dey plenti untop say make pipo boycott di 2022 Winter Olympics, sake of say dem accuse China for human right abuse, especially for di Xinjiang region against di Muslim pipo of Uyghur.
The evidence that a genocide is now occurring in western China is so clear, that the UK and the whole world must now stand up to Beijing and use every available tool to stop it, Ed Davey, the leader of the Liberal Democrats, and Labour MP Chris Bryant, a member of the foreign affairs select committee and a former junior foreign minister wrote on the Liberal Democrats website this month.	Di evidence say genocide don dey happun for western China dey veri clear, sotey di UK and di whole world go need stand up against Beijing and use everi tin wey dey available to stop am.  Ed Davey, di leader of di Liberal Democrats, and Labour MP Chris Bryant, one member of di foreign affairs select committee and one befor-befor junior foreign minister write on top di Liberal Democrats website dis month.
We must remember when we failed to stand up against human rights abuses in the past, and recall the images from British sporting history like the England football teams	We need rememba wen we no gree stand up against human rights abuse for di past, and rememba di image from British sportin history like di England football team,
Nazi salutes in the 1930s and the rebel cricket tours to South Africa in the 1980s, Davey said while calling upon the government and the British Olympic Association to act.	Nazi salute for di 1930s and di rebel cricket tour to South Africa for di 1980s, Davey yarn while e dey call on di government and di British Olympic Association to do somtin.
Team GB (Great Brittain), ParalympicsGB and the Government have a moral responsibility to consider if sending a team to these Games	Team GB (Great Brittain), ParalympicsGB and di Government get moral responsibility to look at, so dem go know if make dem send dia team to dis Game
is really the right thing to do.	na di correct tin to do.
The 2022 Winter Olympic and Paralympic Games will be used as a propaganda tool for a regime committing genocide, he added.	Di 2022 Winter Olympic and Paralympic Games go be di propaganda tool for dat kind regime wey dey commit genocide, e tok.
Recently, Canadas main opposition party, the Conservative Party, urged Prime Minister Justin Trudeau-led government to pressure the International Olympic Committee to move the 2022 Winter Olympics out of Beijing, arguing China is committing genocide against more than one million Uyghurs in Xinjiang.	Recently, di main opposition party for Canada, di Conservative Party, tell Prime Minister Justin Trudeau government say make dem pressure di International Olympic Committee say make dem carry di 2022 Winter Olympics komot for Beijing, say China dey commit genocide against more dan one million Uyghurs for Xinjiang.
This comes after a coalition of 180 human rights groups urged governments around the world to boycott the Beijing Winter Olympic Games slated for next year due to Chinas reported human rights abuses towards minorities.	Dis na afta 180 join-bodi of human rights group tell governments around di world say make dem boycott di Beijing Winter Olympic Games wey go start next year, sake of say China dey abuse di human right of minorities.
The letter calls on countries to refuse participation in the games and to ensure they are not used to embolden the Chinese governments appalling rights abuses and crackdowns on dissent.	Di letter dey call on kontris say make dem no participate for di games and make dem no allow China use dem kontinue dia wicked abuse of rights and discipline on di minority.
The IOC said in a statement that the committees policy for its organising committees is to hear all concerns directly related to the Olympic Games.	Di IOC tok for one statement say di committee policy for im organisin committee na to hear all di consign wey relate to di Olympic Games.
For the Beijing Winter Olympics specifically, the IOC said its Evaluation Committee listened to the views of several NGOs, including concerns about human rights.	For di Beijing Winter Olympics specifically, di IOC tok say im Evaluation Committee don hear wetin plenti NGO tok, plus dia consign about human rights.
The committee cited its position that it shared with groups that IOC must remain neutral on all global political issues although it may not agree with the political structure, social circumstances or human rights standards in its country.	Di committee tok dia own stand on di mata, say dem agree wit groups say di IOC go need stay neutral on all global politikal issues. Even say e fit no agree wit di politikal structure, social circumstances or human right standard for im kontri.
Chinas Foreign Ministry spokesperson Wang Wenbin, on the other hand labelled the calls for boycott as highly irresponsible.	Howeva, China Foreign Ministry tok-tok pesin Wang Wenbin, tok say di request to boycott di Games dey veri irresponsible.
The calls for boycotting next years winter Olympics came after Secretary of State Antony Blinken said he agrees with the former President Donald Trump administrations characterization of the abuse of Uyghurs in China as genocide.	Di request to boycott next year winter Olympics kom afta Secretary of State, Antony Blinken tok say e agree wit wetin former President Donald Trump administration tok about di abuse of Uyghurs for China as genocide.
	
We are working on post-harvest techs  Provost, Kano Agric College	We dey work on post-harvest techs -Provost, Kano Agric College
Dr Halima Alimi, the Acting Provost, Federal College of Agricultural Produce Technology (FCAPT), Kano, says the institute would develop quality post-harvest technologies for the country.	Dr Halima Alimi wey be di Acting Provost, Federal College of Agricultural Produce Technology (FCAPT), Kano, tok say di institute go develop quality post-harvest technologies for di kontri.
Alimi told newsmen in Kano that the new management of the institution had adopted proactive programmes to encourage research as well as create enabling teaching and learning environment for growth of post-harvest processing.	Alimi yarn tori-men for Kano say di new management of di institution don adopt proactive programmes to encourage research and create enablin teachin and learnin environment for di growth of post-harvest processin.
She said the management was geared to change the narrative through the introduction of new preservation technologies, reduce wastes and boost agricultural processing.	She tok say di management dey committed to change di narrativethroughdi introduction of new preservation technologies, reduce waste and boost agricultural processin.
We will ensure sanity among the staff and students, we shall improve on staff development geared to ensure conducive working and learning environment, she said.	We go make sure say sanity dey among di staff and students, we go improve on staff development so dem go fit get a conducive workin and learnin environment.
According to her, the college offers Ordinary National Diploma (OND) and Higher	As she yarn, di college dey do Ordinary National Diploma (OND) and Higher
National Diploma  (HND) programmes in various fields of agriculture.	National Diploma  (HND) programme for different aspect of agriculture.
Our mandate is on post-harvest science; how to handle agricultural produce after harvest and this includes storage, preservation as well as processing.	Awa focus na on post-harvest science; how we fit handle agricultural produce afta we don harvest am, and dis include storage, preservation and processin.
This is the only school in the country that has this mandate, she said.	Dis na di only school for di kontri wey get dis mandate, she tok.
The provost therefore urged farmers to utilise innovations and other studies being executed by the college to improve their productivity.	Sake of dis, di provost dey encourage farmers say make dem use di innovations and oda tins wey di college dey do take improve dia productivity.
	
Tuition hike: Police prevent students protest at Kaduna Government House	Shool Fees Increase: Police prevent protest for Kaduna Government House
